排行,權證標的代號,權證標的名稱,發行檔數
1,2408,南亞科,108
2,2344,華邦電,97
3,2330,台積電,90
4,IX0001,臺股指數,87
5,2317,鴻海,73
6,2409,友達,65
7,1303,南亞,54
8,2303,聯電,52
9,3231,緯創,45
10,3006,晶豪科,41
11,6282,康舒,40
12,0050,元大台灣50,39
13,2449,京元電子,39
14,3711,日月光投控,39
15,3017,奇鋐,38
16,2356,英業達,35
17,6139,亞翔,35
18,2301,光寶科,34
19,2404,漢唐,34
20,6669,緯穎,33
21,2324,仁寶,31
22,2377,微星,31
23,8261,富鼎,31
24,2357,華碩,30
25,2474,可成,29
26,6805,富世達,29
27,00631L,元大台灣50正2,28
28,3376,新日興,28
29,1605,華新,27
30,3406,玉晶光,27
31,2313,華通,26
32,2353,宏碁,26
33,2345,智邦,25
34,6213,聯茂,24
35,2493,揚博,23
36,2376,技嘉,22
37,2379,瑞昱,22
38,2481,強茂,22
39,00632R,元大台灣50反1,21
40,1519,華城,21
41,6269,台郡,21
42,6409,旭隼,21
43,6197,佳必琪,20
44,1503,士電,19
45,2882,國泰金,19
46,6781,AES-KY,19
47,3042,晶技,18
48,4967,十銓,18
49,7788,松川精密,18
50,3035,智原,16
51,8150,南茂,16
52,3706,神達,15
53,1504,東元,14
54,2312,金寶,14
55,2610,華航,14
56,2883,凱基金,14
57,3034,聯詠,14
58,3583,辛耘,14
59,2428,興勤,13
60,3059,華晶科,13
61,3305,昇貿,13
62,1514,亞力,12
63,2881,富邦金,12
64,3673,TPK-KY,12
65,4551,智伸科,12
66,5269,祥碩,12
67,8112,至上,12
68,00708L,元大S&P黃金正2,11
69,00981A,主動統一台股增長,11
70,2367,燿華,11
71,3533,嘉澤,11
72,6196,帆宣,11
73,6278,台表科,11
74,6789,采鈺,11
75,8210,勤誠,11
76,00635U,元大S&P黃金,10
77,2316,楠梓電,10
78,2489,瑞軒,10
79,3044,健鼎,10
80,6209,今國光,10
81,6456,GIS-KY,10
82,1312,國喬,9
83,1513,中興電,9
84,2467,志聖,9
85,2476,鉅祥,9
86,2618,長榮航,9
87,5243,乙盛-KY,9
88,6202,盛群,9
89,6285,啟碁,9
90,2457,飛宏,8
91,2498,宏達電,8
92,2887,台新新光金,8
93,2891,中信金,8
94,3013,晟銘電,8
95,3019,亞光,8
96,6472,保瑞,8
97,6719,力智,8
98,00637L,元大滬深300正2,7
99,00830,國泰費城半導體,7
100,1409,新纖,7
101,1708,東鹼,7
102,1711,永光,7
103,1802,台玻,7
104,1905,華紙,7
105,2352,佳世達,7
106,2363,矽統,7
107,2401,凌陽,7
108,2402,毅嘉,7
109,2609,陽明,7
110,2890,永豐金,7
111,4906,正文,7
112,4938,和碩,7
113,6414,樺漢,7
114,8271,宇瞻,7
115,IX0027,電子類,7
116,1560,中砂,6
117,1718,中纖,6
118,2049,上銀,6
119,2359,所羅門,6
120,2388,威盛,6
121,4576,大銀微系統,6
122,8131,福懋科,6
123,9958,世紀鋼,6
124,0052,富邦科技,5
125,00642U,元大S&P石油,5
126,00663L,國泰臺灣加權正2,5
127,00715L,街口布蘭特油正2,5
128,1609,大亞,5
129,2323,中環,5
130,2328,廣宇,5
131,2351,順德,5
132,2355,敬鵬,5
133,2369,菱生,5
134,2374,佳能,5
135,2603,長榮,5
136,2885,元大金,5
137,3014,聯陽,5
138,4977,眾達-KY,5
139,5388,中磊,5
140,6412,群電,5
141,6944,兆聯實業,5
142,7711,永擎,5
143,8081,致新,5
144,8110,華東,5
145,00706L,元大S&P日圓正2,4
146,00738U,元大道瓊白銀,4
147,00753L,中信中國50正2,4
148,1319,東陽,4
149,1795,美時,4
150,2371,大同,4
151,2395,研華,4
152,2439,美律,4
153,2441,超豐,4
154,2485,兆赫,4
155,2634,漢翔,4
156,2637,慧洋-KY,4
157,2884,玉山金,4
158,3715,定穎投控,4
159,4960,誠美材,4
160,6189,豐藝,4
161,6691,洋基工程,4
162,6706,惠特,4
163,6862,三集瑞-KY,4
164,7749,意騰-KY,4
165,8070,長華*,4
166,00633L,富邦上証正2,3
167,00664R,國泰臺灣加權反1,3
168,1476,儒鴻,3
169,1477,聚陽,3
170,1582,信錦,3
171,1717,長興,3
172,2347,聯強,3
173,2354,鴻準,3
174,2385,群光,3
175,2421,建準,3
176,2834,臺企銀,3
177,2892,第一金,3
178,3005,神基,3
179,3036,文曄,3
180,3515,華擎,3
181,6257,矽格,3
182,6672,騰輝電子-KY,3
183,6757,台灣虎航,3
184,8016,矽創,3
185,8215,明基材,3
186,9105,泰金寶-DR,3
187,IX0039,金融類,3
188,00655L,國泰中國A50正2,2
189,00665L,富邦恒生國企正2,2
190,00674R,元大S&P黃金反1,2
191,00891,中信關鍵半導體,2
192,00919,群益台灣精選高息,2
193,00929,復華台灣科技優息,2
194,00982A,主動群益台灣強棒,2
195,1301,台塑,2
196,1307,三芳,2
197,1326,台化,2
198,1402,遠東新,2
199,1590,亞德客-KY,2
200,1608,華榮,2
201,1714,和桐,2
202,1723,中碳,2
203,2002,中鋼,2
204,2027,大成鋼,2
205,2436,偉詮電,2
206,2548,華固,2
207,2605,新興,2
208,2615,萬海,2
209,2886,兆豐金,2
210,3022,威強電,2
211,3028,增你強,2
212,3048,益登,2
213,3596,智易,2
214,3708,上緯投控,2
215,4526,東台,2
216,4739,康普,2
217,4763,材料*-KY,2
218,5284,jpp-KY,2
219,6176,瑞儀,2
220,6191,精成科,2
221,6873,泓德能源,2
222,8039,台虹,2
223,9945,潤泰新,2
224,0056,元大高股息,1
225,00647L,元大S&P500正2,1
226,00648R,元大S&P500反1,1
227,00662,富邦NASDAQ,1
228,00670L,富邦NASDAQ正2,1
229,00673R,元大S&P原油反1,1
230,00680L,元大美債20正2,1
231,00685L,群益臺灣加權正2,1
232,00712,復華富時不動產,1
233,00757,統一FANG+,1
234,00763U,街口道瓊銅,1
235,00881,國泰台灣科技龍頭,1
236,1216,統一,1
237,1304,台聚,1
238,1305,華夏,1
239,1309,台達化,1
240,1313,聯成,1
241,1522,堤維西,1
242,1618,合機,1
243,1710,東聯,1
244,2009,第一銅,1
245,2034,允強,1
246,2103,台橡,1
247,2201,裕隆,1
248,2233,宇隆,1
249,2329,華泰,1
250,2340,台亞,1
251,2393,億光,1
252,2419,仲琦,1
253,2451,創見,1
254,2458,義隆,1
255,2495,普安,1
256,2880,華南金,1
