排行,權證標的代號,權證標的名稱,發行檔數
1,2317,鴻海,15
2,2344,華邦電,10
3,2324,仁寶,8
4,2408,南亞科,7
5,3231,緯創,7
6,2303,聯電,6
7,2353,宏碁,6
8,2356,英業達,6
9,2474,可成,6
10,3017,奇鋐,6
11,2409,友達,5
12,3376,新日興,5
13,6669,緯穎,5
14,1303,南亞,4
15,2377,微星,4
16,2301,光寶科,3
17,2328,廣宇,3
18,2330,台積電,3
19,2345,智邦,3
20,2449,京元電子,3
21,3006,晶豪科,3
22,3533,嘉澤,3
23,4906,正文,3
24,6282,康舒,3
25,IX0001,臺股指數,3
26,00632R,元大台灣50反1,2
27,1504,東元,2
28,1560,中砂,2
29,1605,華新,2
30,2352,佳世達,2
31,2357,華碩,2
32,2363,矽統,2
33,4938,和碩,2
34,4977,眾達-KY,2
35,6269,台郡,2
36,6789,采鈺,2
37,6862,三集瑞-KY,2
38,8110,華東,2
39,00663L,國泰臺灣加權正2,1
40,00753L,中信中國50正2,1
41,1301,台塑,1
42,1409,新纖,1
43,1477,聚陽,1
44,1582,信錦,1
45,1609,大亞,1
46,1802,台玻,1
47,2034,允強,1
48,2049,上銀,1
49,2355,敬鵬,1
50,2367,燿華,1
51,2374,佳能,1
52,2376,技嘉,1
53,2385,群光,1
54,2388,威盛,1
55,2603,長榮,1
56,2615,萬海,1
57,2618,長榮航,1
58,2882,國泰金,1
59,3013,晟銘電,1
60,3305,昇貿,1
61,3406,玉晶光,1
62,3706,神達,1
63,5243,乙盛-KY,1
64,6197,佳必琪,1
65,6412,群電,1
66,6706,惠特,1
67,6781,AES-KY,1
,,合計,185
