Code,Name,Industry
030001,大同凱基51購02,
030002,漢唐凱基51購07,
030003,京元電凱基53購03,
030004,欣興凱基54購02,
030005,牧德凱基51購04,
030006,智易凱基51購02,
030007,世芯凱基51購23,
030008,貿聯凱基51購11,
030009,jpp凱基51購01,
030010,訊芯凱基51購01,
030011,力積電凱基51購02,
030012,AES凱基57購02,
030013,泓德凱基51購01,
030014,世紀鋼凱基53購02,
030015,臺股指凱基51購30,
030016,南亞群益51購01,
030017,南亞群益51購02,
030018,台化群益51購03,
030019,聚陽群益51購01,
03001U,臺股指凱基57售01,
030020,華城群益51購08,
030021,台玻群益56購01,
030022,大成鋼群益51購05,
030023,光寶科群益51購02,
030024,光寶科群益53購01,
030025,鴻海群益53購10,
030026,台積電群益51購26,
030027,台積電群益51購27,
030028,台積電群益51購28,
030029,智邦群益51購10,
030030,鴻準群益51購02,
030031,華碩群益51購03,
030032,全新群益51購02,
030033,奇鋐群益51購10,
030034,亞光群益51購05,
030035,信邦群益51購02,
030036,欣興群益51購07,
030037,景碩群益57購01,
030038,玉晶光群益53購03,
030039,創意群益51購08,
03003U,元債2X元大53售05,
030040,群創群益57購01,
030041,華擎群益51購02,
030042,世芯群益51購20,
030043,貿聯群益51購05,
030044,臻鼎群益57購01,
030045,瀚宇博群益51購03,
030046,邁達特群益51購03,
030047,聯茂群益54購01,
030048,愛普群益51購05,
030049,緯穎群益51購08,
03004U,道瓊2X元大53售01,
030050,AES群益53購01,
030051,富世達群益51購08,
030052,南電群益53購05,
030053,臺指2X中信53購02,
030054,台塑中信52購01,
030055,南亞中信52購01,
030056,台化中信52購01,
030057,大成鋼中信52購01,
030058,光寶科中信52購01,
030059,大成鋼永豐53購03,
030060,川湖永豐53購02,
030061,光寶科永豐53購02,
030062,華通永豐52購02,
030063,華通永豐53購01,
030064,鴻海永豐52購03,
030065,金像電永豐52購07,
030066,宏達電永豐52購02,
030067,宏達電永豐53購02,
030068,欣興永豐52購02,
030069,欣興永豐52購03,
03006X,元展06,
030070,欣興永豐52購04,
030071,景碩永豐53購02,
030072,臻鼎永豐53購01,
030073,同欣電永豐53購01,
030074,緯穎永豐52購01,
030075,緯穎永豐52購02,
030076,台塑統一56購01,
030077,南亞統一56購01,
030078,南亞統一56購02,
030079,南亞統一59購01,
03007X,元展07,
030080,台化統一56購01,
030081,台玻統一56購03,
030082,台玻統一56購04,
030083,光寶科統一56購01,
030084,台達電統一56購05,
030085,金像電統一56購04,
030086,全新統一56購05,
030087,欣興統一56購03,
030088,玉晶光統一59購01,
030089,貿聯統一56購04,
030090,達興統一59購01,
030091,瀚宇博統一57購03,
030092,訊芯統一59購01,
030093,南電統一57購05,
030094,南電統一57購06,
030095,南電統一59購02,
030096,南亞富邦53購01,
030097,聚陽富邦53購02,
030098,台達電富邦53購03,
030099,金像電富邦53購02,
030100,大同富邦52購01,
030101,愛普富邦53購01,
030102,台玻台新52購01,
030103,台灣50元富57購01,
030104,材料元富52購02,
030105,聯茂元富54購01,
030106,同欣電元富52購01,
030107,AES元富52購01,
030108,AES元富52購02,
030109,AES元富57購01,
03010X,元展10,
030110,T50正2國泰53購01,
030111,南亞國泰53購01,
030112,華城國泰53購01,
030113,光寶科國泰53購01,
030114,佳能國泰53購02,
030115,全新國泰53購01,
030116,牧德國泰53購02,
030117,台塑化國泰53購01,
030118,世紀鋼國泰53購01,
030119,台塑國票53購03,
030120,億泰國票53購02,
030121,億泰國票54購01,
030122,大成鋼國票53購01,
030123,川湖國票53購02,
030124,華通國票53購01,
030125,致茂國票53購01,
030126,正崴國票53購01,
030127,南亞科國票53購01,
030128,建準國票53購01,
030129,欣興國票59購01,
03012X,元展12,
030130,景碩國票56購01,
030131,緯創國票53購02,
030132,南寶國票52購01,
030133,南寶國票53購01,
030134,遠傳國票53購01,
030135,飛捷國票59購01,
030136,台郡國票53購01,
030137,愛普國票52購02,
030138,力智國票53購02,
030139,AES國票52購01,
03013X,元展13,
030140,AES國票53購03,
030141,富世達國票53購01,
030142,T50反1群益52購03,
030143,合機群益52購01,
030145,鴻海統一54購02,
030147,川湖群益56購01,
030148,國巨群益52購04,
03014X,元展14,
030151,聯發科統一54購01,
030152,燿華群益52購01,
030154,金像電群益53購01,
030155,宏達電群益52購02,
030157,宏達電群益53購01,
030158,景碩群益52購02,
030159,緯創群益52購01,
03015X,元展15,
030160,世芯群益52購05,
030162,材料群益52購12,
030163,臻鼎群益53購03,
030165,緯穎群益52購06,
030167,AES群益53購02,
030169,台灣50凱基5B購01,
03016X,元展16,
030170,南亞凱基52購01,
030171,華城凱基52購02,
030172,大成鋼凱基52購02,
030173,光寶科凱基52購02,
030174,鴻海凱基63購01,
030175,金像電凱基52購03,
030176,台光電凱基52購04,
030177,全新凱基52購01,
030178,大立光凱基53購01,
030179,奇鋐凱基52購02,
03017X,元展17,
030180,德律凱基52購02,
030181,欣興凱基54購03,
030182,富華新凱基52購01,
030183,景碩凱基53購01,
030184,新日興凱基52購01,
030185,南寶凱基52購01,
030186,臻鼎凱基54購01,
030187,緯穎凱基52購01,
030188,AES凱基52購03,
030189,元債2X元大53購06,
030190,元債2X元大56購02,
030191,台塑元大52購01,
030192,台塑元大52購02,
030193,南亞元大52購01,
030194,南亞元大52購02,
030195,南亞元大52購03,
030196,南亞元大52購04,
030197,南亞元大52購05,
030198,台化元大52購01,
030199,台化元大52購02,
03019X,元展19,
030200,台化元大52購03,
030201,川湖元大52購01,
030202,鴻海元大52購09,
030203,廣宇元大52購01,
030204,台積電元大52購12,
030205,台積電元大53購03,
030206,建準元大52購01,
030207,京元電元大53購01,
030208,聯發科元大52購04,
030209,鉅祥元大52購01,
03020X,元展20,
030210,宏達電元大52購01,
030211,欣興元大53購06,
030212,欣興元大56購03,
030213,景碩元大52購01,
030214,景碩元大52購02,
030215,世芯元大52購10,
030216,材料元大52購04,
030217,臻鼎元大52購01,
030218,臻鼎元大52購02,
030219,祥碩元大52購01,
030220,瀚宇博元大52購01,
030221,亞翔元大53購05,
030222,台塑化元大52購01,
030223,AES元大52購01,
030224,AES元大53購01,
030225,AES元大56購03,
030226,富世達元大53購05,
030227,南電元大52購01,
030228,南電元大53購01,
030229,南電元大57購02,
03022X,富展01,
030230,滬深2X中信55購01,
030231,大成鋼兆豐54購01,
030232,矽統兆豐54購01,
030233,jpp兆豐55購01,
030234,台塑富邦54購01,
030235,南亞富邦55購01,
030236,台積電富邦53購06,
030237,宏達電富邦54購01,
030238,創意富邦53購03,
030239,南亞統一58購01,
030240,南亞統一5A購01,
030241,南亞統一62購01,
030242,台化統一5A購01,
030243,台化統一62購01,
030244,台玻統一58購01,
030245,台玻統一5A購01,
030246,宇隆統一5A購01,
030247,長榮太統一56購02,
030248,TPK統一58購01,
030249,達興統一54購02,
030250,同欣電統一5B購01,
030251,AES統一5C購01,
030252,台塑元富52購01,
030253,南亞元富52購01,
030254,南亞元富52購02,
030255,國喬元富52購01,
030256,國喬元富58購01,
030257,華城元富52購04,
030258,華新元富52購01,
030259,華新元富52購02,
030260,億泰元富52購01,
030261,大成鋼元富55購01,
030262,上銀元富52購03,
030263,國巨元富52購01,
030264,國巨元富58購01,
030265,台積電元富53購06,
030266,台積電元富53購07,
030267,台積電元富53購08,
030268,台積電元富53購09,
030269,台積電元富53購10,
03026X,元展23,
030270,台積電元富53購11,
030271,台積電元富53購12,
030272,全新元富53購01,
030273,欣興元富52購05,
030274,弘憶股元富52購01,
030275,世芯元富52購10,
030276,同欣電元富58購01,
030277,緯穎元富52購03,
030278,南亞國票53購02,
030279,南亞國票53購03,
03027X,元展24,
030280,南亞國票53購04,
030281,國喬國票54購01,
030282,宏達電國票53購02,
030283,長榮國票53購01,
030284,萬海國票53購01,
030285,漢翔國票53購01,
030286,智原國票55購02,
030287,達邁國票53購01,
030288,材料國票53購01,
030289,乙盛國票53購01,
030290,億豐國票53購01,
030291,台塑國泰53購01,
030292,台化國泰53購01,
030293,全新國泰53購02,
030295,萬海國泰53購01,
030296,台灣50永豐52購07,
030297,台塑永豐52購01,
030298,台塑永豐53購04,
030299,台塑永豐54購01,
03029U,臺股指群益58售02,
03029X,元展26,
030300,南亞永豐53購03,
030301,國喬永豐54購01,
030302,台化永豐53購01,
030303,華新永豐54購01,
030304,中鋼永豐52購01,
030305,矽統永豐52購01,
030306,南亞科永豐52購03,
030307,南亞科永豐52購04,
030308,漢翔永豐52購01,
030309,長榮太永豐54購01,
030310,大立光永豐52購02,
030311,牧德永豐54購01,
030312,世芯永豐52購06,
030313,南寶永豐53購02,
030314,上品永豐52購01,
030315,台塑化永豐53購02,
030316,台塑化永豐54購01,
030317,穎崴永豐52購04,
030318,泰金寶永豐53購01,
030319,台泥凱基54購01,
03031U,鴻海統一53售14,
030320,台塑凱基54購01,
030321,台塑凱基55購01,
030322,南亞凱基52購02,
030323,台化凱基52購01,
030324,華新凱基52購01,
030325,華新凱基54購01,
030326,大成鋼凱基55購01,
030327,華通凱基52購01,
030328,國巨凱基54購01,
030329,廣宇凱基52購01,
03032U,台積電統一53售09,
030330,華邦電凱基52購01,
030331,智邦凱基52購02,
030332,南亞科凱基52購02,
030333,聯發科凱基52購07,
030334,宏達電凱基52購02,
030335,奇鋐凱基52購03,
030336,景碩凱基52購01,
030337,緯創凱基54購03,
030338,玉晶光凱基52購02,
030339,世芯凱基54購07,
03033U,南亞科統一53售02,
030340,亞翔凱基54購02,
030341,台塑化凱基52購01,
030342,緯穎凱基52購02,
030343,AES凱基57購03,
030344,南電凱基58購01,
030345,振樺電凱基52購01,
030346,世紀鋼凱基52購01,
030347,T50正2元大52購02,
030348,滬深2X元大57購03,
030349,滬深2X元大58購01,
030350,滬深2X元大5A購01,
030351,元金2X元大52購01,
030352,台塑元大52購04,
030353,台塑元大52購05,
030354,台塑元大52購06,
030355,南亞元大52購06,
030356,南亞元大52購07,
030357,南亞元大52購08,
030358,光寶科元大52購01,
030359,光寶科元大52購02,
03035U,長榮統一53售04,
03035X,元展32,
030360,華通元大52購01,
030361,華通元大52購02,
030362,台積電元大54購19,
030363,矽統元大52購01,
030364,矽統元大52購02,
030365,燿華元大52購01,
030366,漢唐元大52購02,
030367,京元電元大54購01,
030368,聯發科元大52購05,
030369,全新元大52購01,
030370,全新元大52購02,
030371,宏達電元大52購02,
030372,宏達電元大52購03,
030373,宏達電元大52購04,
030374,台新金元大52購01,
030375,大立光元大52購03,
030376,大立光元大54購02,
030377,景碩元大52購03,
030378,世芯元大52購11,
030379,材料元大52購05,
03037U,萬海統一53售02,
030380,材料元大52購06,
030381,祥碩元大54購01,
030382,台郡元大52購01,
030383,力積電元大52購01,
030384,AES元大54購01,
030385,富世達元大54購04,
030386,南電元大52購03,
030387,南電元大54購01,
030388,南電元大58購01,
030389,泰金寶元大52購02,
03038U,奇鋐統一53售02,
03038X,元展35,
030390,臺股指元大52購10,
030391,台塑群益52購01,
030392,台塑群益52購02,
030393,國喬群益53購01,
030394,台化群益53購01,
030395,聚陽群益52購01,
030396,華城群益54購06,
030397,大成鋼群益53購01,
030398,光寶科群益52購01,
03039U,緯穎統一53售02,
03039X,元展36,
030400,全新群益52購01,
030401,漢翔群益52購02,
030402,大立光群益52購05,
030403,欣興群益55購02,
030404,材料群益52購13,
030405,南寶群益52購01,
030406,台塑化群益53購01,
030407,台塑中信52購02,
030408,中鴻中信52購01,
030409,智邦中信53購01,
030410,台塑化中信52購01,
030411,臺股指中信54購07,
030412,台灣50永豐58購01,
030413,元金2X永豐58購01,
030414,華城永豐53購03,
030415,光寶科永豐52購01,
030416,台達電永豐52購03,
030417,台達電永豐54購01,
030418,台積電永豐55購04,
030419,宏碁永豐53購01,
030420,金像電永豐52購08,
030421,台光電永豐52購09,
030422,台光電永豐53購04,
030423,台光電永豐54購02,
030424,奇鋐永豐52購01,
030425,奇鋐永豐55購01,
030426,德律永豐54購01,
030427,智原永豐54購01,
030428,緯創永豐52購02,
030429,世芯永豐52購08,
030430,神達永豐53購05,
030431,臻鼎永豐52購02,
030432,祥碩永豐53購01,
030433,聯茂永豐54購01,
030434,愛普永豐52購03,
030435,愛普永豐53購03,
030439,台積電統一54購01,
030440,緯穎永豐52購04,
030443,鴻海台新52購01,
030445,台塑兆豐53購01,
030446,川湖兆豐53購02,
030447,華通兆豐53購01,
030448,聯發科兆豐53購03,
030449,大立光兆豐53購02,
030455,世芯兆豐54購02,
030456,愛普兆豐53購01,
030457,亞泥富邦53購01,
030459,華城富邦54購03,
030460,華城富邦55購01,
030461,大成鋼富邦55購01,
030462,華邦電富邦52購02,
030463,矽統富邦55購01,
030464,台光電富邦56購01,
030465,南亞科富邦55購01,
030466,奇鋐富邦54購03,
030467,奇鋐富邦55購01,
030468,神達富邦52購01,
030469,AES富邦55購01,
030470,AES富邦55購02,
030471,台玻元富52購01,
030472,台玻元富52購02,
030473,台玻元富52購03,
030474,智邦元富52購02,
030475,金像電元富52購01,
030476,台光電元富52購02,
030477,全新元富52購01,
030478,一詮元富52購01,
030479,皇昌元富52購02,
03047X,元展44,
030480,萬海元富52購01,
030481,奇鋐元富58購01,
030482,南寶元富52購01,
030483,愛普元富52購01,
030484,緯穎元富53購04,
030485,富世達元富52購01,
030486,南電元富52購01,
030487,菱光元富52購01,
030488,羅昇元富52購01,
030489,中502X國票53購01,
030490,台玻國票54購01,
030495,國巨國票54購01,
030496,智邦國票53購01,
030497,矽統國票53購01,
030498,金像電國票53購02,
030499,台光電國票5A購01,
03049X,元展46,
030500,宏達電國票54購01,
030501,貿聯國票53購02,
030502,神達國票53購02,
030503,正文國票53購01,
030504,台塑化國票53購02,
030508,愛普國票54購01,
030509,菱光國票53購01,
03050X,元展47,
030510,華城國泰53購02,
030511,中鴻國泰53購01,
030512,大成鋼國泰53購01,
030513,上銀國泰53購01,
030514,光寶科國泰53購02,
030515,建準國泰53購01,
030516,長榮國泰54購01,
030517,長榮太國泰53購01,
030518,滬深2X凱基59購02,
030519,台塑凱基52購02,
030520,聚陽凱基52購02,
030521,台玻凱基54購01,
030522,允強凱基52購01,
030523,光寶科凱基55購01,
030524,聯電凱基52購02,
030525,台達電凱基52購02,
030526,鴻海凱基56購03,
030527,智邦凱基52購03,
030528,金像電凱基57購01,
030529,台光電凱基52購05,
030530,聯發科凱基52購08,
030531,漢翔凱基52購01,
030532,長榮太凱基52購02,
030533,奇鋐凱基55購03,
030534,智原凱基52購05,
030535,欣興凱基57購01,
030536,世芯凱基52購09,
030537,神達凱基52購02,
030538,南寶凱基52購02,
030539,飛捷凱基52購01,
030540,台郡凱基52購02,
030541,台塑化凱基52購02,
030542,穎崴凱基52購02,
030543,愛普凱基52購01,
030544,愛普凱基54購01,
030545,緯穎凱基52購03,
030546,世紀鋼凱基54購02,
030547,臺股指凱基52購10,
030548,台泥統一57購01,
030549,亞泥統一58購01,
03054U,台積電永豐55售02,
030550,台塑統一56購02,
030551,台塑統一58購01,
030552,台塑統一58購02,
030553,三芳統一58購01,
030554,台化統一58購01,
030555,台化統一58購02,
030556,華城統一56購04,
030557,華城統一58購01,
030558,華新統一56購03,
030559,華新統一56購04,
030560,華新統一57購01,
030561,台玻統一57購03,
030562,台玻統一58購02,
030563,中鴻統一57購01,
030564,大成鋼統一58購02,
030565,上銀統一57購03,
030566,川湖統一57購03,
030567,川湖統一58購03,
030568,光寶科統一56購02,
030569,光寶科統一58購01,
030570,華通統一58購01,
030571,華通統一58購02,
030572,仁寶統一57購01,
030573,台積電統一68購01,
030574,智邦統一58購01,
030575,智邦統一58購02,
030576,智邦統一5A購01,
030577,英業達統一57購03,
030578,金像電統一62購01,
030579,台光電統一58購02,
030580,台光電統一62購01,
030581,南亞科統一58購02,
030582,鉅祥統一58購01,
030583,長榮統一57購01,
030584,陽明統一57購01,
030585,萬海統一57購01,
030586,漢翔統一58購01,
030587,長榮太統一58購01,
030588,智原統一57購01,
030589,文曄統一58購01,
030590,欣興統一58購01,
030591,緯創統一59購01,
030592,緯創統一5A購01,
030593,玉晶光統一58購01,
030594,健策統一58購01,
030595,健策統一58購02,
030596,貿聯統一58購03,
030597,TPK統一58購02,
030598,日月光統一57購02,
030599,南寶統一58購01,
030600,致伸統一58購02,
030601,臻鼎統一58購01,
030602,飛捷統一57購02,
030603,聯茂統一58購02,
030604,同欣電統一58購01,
030605,台塑化統一58購01,
030606,台塑化統一58購02,
030607,愛普統一58購01,
030608,緯穎統一5B購01,
030609,緯穎統一62購01,
030610,AES統一57購01,
030611,AES統一58購01,
030612,南電統一58購01,
030613,億豐統一58購01,
030614,T50反1元大52購01,
030615,T50反1元大52購02,
030616,T50反1元大52購03,
030617,臺指反元大56購01,
030618,台泥元大55購01,
030619,台塑元大52購07,
030620,台塑元大52購08,
030621,台塑元大52購09,
030622,華城元大54購07,
030623,台玻元大52購01,
030624,台玻元大52購02,
030625,台玻元大52購03,
030626,川湖元大52購02,
030627,光寶科元大52購03,
030628,台達電元大54購02,
030629,華通元大52購03,
030630,華通元大52購04,
