排行,權證標的代號,權證標的名稱,發行檔數
1,2303,聯電,125
2,2330,台積電,109
3,IX0001,臺股指數,109
4,00738U,元大道瓊白銀,87
5,2313,華通,86
6,2454,聯發科,78
7,2308,台達電,71
8,2409,友達,71
9,8422,可寧衛*,70
10,3661,世芯-KY,65
11,3037,欣興,63
12,6239,力成,63
13,0050,元大台灣50,57
14,3715,定穎投控,55
15,2327,國巨*,53
16,2367,燿華,53
17,3008,大立光,51
18,1303,南亞,48
19,3189,景碩,46
20,2329,華泰,45
21,6669,緯穎,43
22,8150,南茂,43
23,6415,矽力*-KY,42
24,1513,中興電,39
25,1605,華新,39
26,1802,台玻,39
27,6282,康舒,39
28,2312,金寶,38
29,2317,鴻海,37
30,2441,超豐,37
31,6285,啟碁,37
32,1503,士電,34
33,1795,美時,33
34,5269,祥碩,33
35,8131,福懋科,33
36,3711,日月光投控,32
37,2404,漢唐,31
38,6139,亞翔,31
39,3167,大量,29
40,6257,矽格,29
41,2371,大同,28
42,3450,聯鈞,28
43,00631L,元大台灣50正2,27
44,00632R,元大台灣50反1,27
45,00635U,元大S&P黃金,27
46,4958,臻鼎-KY,27
47,1560,中砂,26
48,2059,川湖,26
49,8046,南電,26
50,2337,旺宏,25
51,2379,瑞昱,25
52,8028,昇陽半導體,25
53,00708L,元大S&P黃金正2,24
54,6209,今國光,24
55,8112,至上,23
56,1504,東元,21
57,3532,台勝科,21
58,1717,長興,20
59,2049,上銀,20
60,2455,全新,20
61,2486,一詮,20
62,3305,昇貿,20
63,6691,洋基工程,20
64,6753,龍德造船,20
65,1514,亞力,19
66,2360,致茂,19
67,6271,同欣電,19
68,6706,惠特,19
69,2363,矽統,18
70,2481,強茂,18
71,2492,華新科,18
72,2328,廣宇,17
73,2449,京元電子,17
74,2457,飛宏,17
75,2467,志聖,17
76,3019,亞光,17
77,3376,新日興,17
78,1101,台泥,16
79,2233,宇隆,16
80,2301,光寶科,16
81,3016,嘉晶,16
82,6213,聯茂,16
83,8210,勤誠,16
84,00637L,元大滬深300正2,15
85,3017,奇鋐,15
86,3044,健鼎,15
87,3231,緯創,15
88,1326,台化,14
89,2356,英業達,14
90,2493,揚博,14
91,3090,日電貿,14
92,6116,彩晶,14
93,8039,台虹,14
94,2331,精英,13
95,3533,嘉澤,13
96,00633L,富邦上証正2,12
97,1301,台塑,12
98,3035,智原,12
99,4977,眾達-KY,12
100,6196,帆宣,12
101,6805,富世達,12
102,2357,華碩,11
103,3036,文曄,11
104,3563,牧德,11
105,3665,貿聯-KY,11
106,6197,佳必琪,11
107,6409,旭隼,11
108,6531,愛普*,11
109,6869,雲豹能源,11
110,IX0027,電子類,11
111,2419,仲琦,10
112,2485,兆赫,10
113,4916,事欣科,10
114,6472,保瑞,10
115,6944,兆聯實業,10
116,00763U,街口道瓊銅,9
117,2345,智邦,9
118,2374,佳能,9
119,2402,毅嘉,9
120,2472,立隆電,9
121,2634,漢翔,9
122,2645,長榮航太,9
123,3443,創意,9
124,1319,東陽,8
125,1609,大亞,8
126,1711,永光,8
127,2002,中鋼,8
128,2324,仁寶,8
129,2355,敬鵬,8
130,3048,益登,8
131,6781,AES-KY,8
132,1536,和大,7
133,2009,第一銅,7
134,2027,大成鋼,7
135,2368,金像電,7
136,2369,菱生,7
137,2383,台光電,7
138,2489,瑞軒,7
139,2605,新興,7
140,2618,長榮航,7
141,3592,瑞鼎,7
142,4722,國精化,7
143,4919,新唐,7
144,9105,泰金寶-DR,7
145,2352,佳世達,6
146,2353,宏碁,6
147,2359,所羅門,6
148,2375,凱美,6
149,2377,微星,6
150,2609,陽明,6
151,3030,德律,6
152,4585,達明,6
153,5222,全訊,6
154,5234,達興材料,6
155,9921,巨大,6
156,00650L,復華香港正2,5
157,00655L,國泰中國A50正2,5
158,00693U,街口S&P黃豆,5
159,1312,國喬,5
160,1590,亞德客-KY,5
161,2464,盟立,5
162,2495,普安,5
163,2630,亞航,5
164,3042,晶技,5
165,3545,敦泰,5
166,4770,上品,5
167,4938,和碩,5
168,5388,中磊,5
169,5469,瀚宇博,5
170,6120,達運,5
171,6215,和椿,5
172,6605,帝寶,5
173,6873,泓德能源,5
174,8114,振樺電,5
175,00663L,國泰臺灣加權正2,4
176,1612,宏泰,4
177,2105,正新,4
178,2201,裕隆,4
179,2211,長榮鋼,4
180,2323,中環,4
181,2351,順德,4
182,2376,技嘉,4
