排行,權證標的代號,權證標的名稱,發行檔數
1,6669,緯穎,44
2,2492,華新科,40
3,2308,台達電,29
4,IX0001,臺股指數,28
5,2330,台積電,26
6,2368,金像電,24
7,3042,晶技,22
8,1303,南亞,20
9,2615,萬海,19
10,3017,奇鋐,19
11,6442,光聖,17
12,2301,光寶科,16
13,2303,聯電,16
14,2481,強茂,16
15,0050,元大台灣50,15
16,2408,南亞科,15
17,3665,貿聯-KY,15
18,2327,國巨*,14
19,3715,定穎投控,14
20,4576,大銀微系統,14
21,1326,台化,13
22,3231,緯創,13
23,4958,臻鼎-KY,13
24,2345,智邦,12
25,2449,京元電子,12
26,6789,采鈺,12
27,00631L,元大台灣50正2,11
28,1301,台塑,11
29,2354,鴻準,11
30,2395,研華,11
31,3583,辛耘,11
32,3711,日月光投控,11
33,6239,力成,11
34,2357,華碩,10
35,2404,漢唐,10
36,2409,友達,10
37,3036,文曄,10
38,00632R,元大台灣50反1,9
39,2313,華通,9
40,2360,致茂,9
41,2421,建準,9
42,3090,日電貿,9
43,3481,群創,9
44,3533,嘉澤,9
45,3706,神達,9
46,4977,眾達-KY,9
47,1717,長興,8
48,2324,仁寶,8
49,2344,華邦電,8
50,2363,矽統,8
51,2882,國泰金,8
52,3376,新日興,8
53,5269,祥碩,8
54,2049,上銀,7
55,2884,玉山金,7
56,2887,台新新光金,7
57,3016,嘉晶,7
58,3563,牧德,7
59,6770,力積電,7
60,6781,AES-KY,7
61,1519,華城,6
62,2337,旺宏,6
63,2376,技嘉,6
64,2476,鉅祥,6
65,2498,宏達電,6
66,2609,陽明,6
67,3019,亞光,6
68,4764,雙鍵,6
69,4938,和碩,6
70,6271,同欣電,6
71,6415,矽力*-KY,6
72,00635U,元大S&P黃金,5
73,2356,英業達,5
74,2359,所羅門,5
75,2377,微星,5
76,2385,群光,5
77,2388,威盛,5
78,2489,瑞軒,5
79,2637,慧洋-KY,5
80,2883,凱基金,5
81,3034,聯詠,5
82,3044,健鼎,5
83,3605,宏致,5
84,6472,保瑞,5
85,6706,惠特,5
86,1312,國喬,4
87,1409,新纖,4
88,2312,金寶,4
89,2317,鴻海,4
90,2353,宏碁,4
91,2472,立隆電,4
92,2603,長榮,4
93,2881,富邦金,4
94,2891,中信金,4
95,3545,敦泰,4
96,4763,材料*-KY,4
97,4906,正文,4
98,4967,十銓,4
99,6526,達發,4
100,00633L,富邦上証正2,3
101,00708L,元大S&P黃金正2,3
102,1504,東元,3
103,1560,中砂,3
104,1597,直得,3
105,1802,台玻,3
106,2379,瑞昱,3
107,3030,德律,3
108,3673,TPK-KY,3
109,4919,新唐,3
110,5284,jpp-KY,3
111,6139,亞翔,3
112,6269,台郡,3
113,6285,啟碁,3
114,6672,騰輝電子-KY,3
115,6937,天虹,3
116,8210,勤誠,3
117,00715L,街口布蘭特油正2,2
118,00738U,元大道瓊白銀,2
119,00830,國泰費城半導體,2
120,00881,國泰台灣科技龍頭,2
121,00891,中信關鍵半導體,2
122,00981A,主動統一台股增長,2
123,1319,東陽,2
124,1503,士電,2
125,1605,華新,2
126,1714,和桐,2
127,2375,凱美,2
128,2467,志聖,2
129,2618,長榮航,2
130,2886,兆豐金,2
131,3005,神基,2
132,3023,信邦,2
133,3035,智原,2
134,3380,明泰,2
135,3413,京鼎,2
136,3702,大聯大,2
137,4961,天鈺,2
138,6176,瑞儀,2
139,6196,帆宣,2
140,6197,佳必琪,2
141,6209,今國光,2
142,6278,台表科,2
143,6409,旭隼,2
144,6449,鈺邦,2
145,6505,台塑化,2
146,6658,聯策,2
147,6691,洋基工程,2
148,006204,永豐臺灣加權,1
149,00663L,國泰臺灣加權正2,1
150,00664R,國泰臺灣加權反1,1
151,00673R,元大S&P原油反1,1
152,00676R,富邦臺灣加權反1,1
153,00763U,街口道瓊銅,1
154,1101,台泥,1
155,1305,華夏,1
156,1313,聯成,1
157,1402,遠東新,1
158,1513,中興電,1
159,1727,中華化,1
160,1773,勝一,1
161,1795,美時,1
162,2002,中鋼,1
163,2009,第一銅,1
164,2305,全友,1
165,2316,楠梓電,1
166,2393,億光,1
167,2419,仲琦,1
168,2436,偉詮電,1
169,2451,創見,1
170,2474,可成,1
171,2478,大毅,1
172,2493,揚博,1
173,2520,冠德,1
174,2605,新興,1
175,2606,裕民,1
176,2610,華航,1
177,2634,漢翔,1
178,2885,元大金,1
179,2890,永豐金,1
180,3033,威健,1
181,3305,昇貿,1
182,3504,揚明光,1
183,3701,大眾控,1
184,5243,乙盛-KY,1
185,5292,華懋,1
186,5434,崇越,1
187,6214,精誠,1
188,6257,矽格,1
189,6282,康舒,1
190,6412,群電,1
191,6414,樺漢,1
192,6456,GIS-KY,1
193,6491,晶碩,1
194,6525,捷敏-KY,1
195,6579,研揚,1
196,6605,帝寶,1
197,6670,復盛應用,1
198,6753,龍德造船,1
199,6834,天二科技,1
200,6944,兆聯實業,1
201,8112,至上,1
202,8114,振樺電,1
203,8131,福懋科,1
204,8261,富鼎,1
205,8271,宇瞻,1
206,9904,寶成,1
207,9945,潤泰新,1
208,9958,世紀鋼,1
,,合計,"1,167"
