排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,108
2,2330,台積電,77
3,3017,奇鋐,62
4,00715L,街口布蘭特油正2,57
5,0050,元大台灣50,54
6,6669,緯穎,45
7,2317,鴻海,44
8,2451,創見,42
9,3189,景碩,37
10,2603,長榮,35
11,2313,華通,33
12,00642U,元大S&P石油,32
13,6285,啟碁,32
14,3030,德律,31
15,3661,世芯-KY,31
16,3563,牧德,30
17,3653,健策,30
18,8039,台虹,29
19,2609,陽明,28
20,1519,華城,27
21,2368,金像電,27
22,2454,聯發科,26
23,2615,萬海,26
24,3665,貿聯-KY,25
25,3711,日月光投控,24
26,4958,臻鼎-KY,23
27,6213,聯茂,23
28,2301,光寶科,22
29,2605,新興,21
30,6789,采鈺,21
31,2345,智邦,20
32,2402,毅嘉,18
33,4919,新唐,18
34,6505,台塑化,18
35,3715,定穎投控,17
36,5269,祥碩,17
37,8271,宇瞻,17
38,00632R,元大台灣50反1,16
39,00673R,元大S&P原油反1,16
40,4977,眾達-KY,16
41,6781,AES-KY,16
42,1326,台化,15
43,2059,川湖,15
44,3231,緯創,15
45,3533,嘉澤,15
46,6706,惠特,14
47,6944,兆聯實業,14
48,8112,至上,14
49,8210,勤誠,14
50,1303,南亞,13
51,1717,長興,12
52,2329,華泰,12
53,1301,台塑,11
54,1711,永光,11
55,1795,美時,11
56,2049,上銀,11
57,2303,聯電,11
58,2458,義隆,11
59,3036,文曄,11
60,6456,GIS-KY,11
61,6830,汎銓,11
62,00637L,元大滬深300正2,10
63,2327,國巨*,10
64,2481,強茂,10
65,3008,大立光,10
66,2409,友達,9
67,2421,建準,9
68,2467,志聖,9
69,3645,達邁,9
70,6197,佳必琪,9
71,6531,愛普*,9
72,2404,漢唐,8
73,8150,南茂,8
74,3035,智原,7
75,6257,矽格,7
76,6415,矽力*-KY,7
77,00708L,元大S&P黃金正2,6
78,00738U,元大道瓊白銀,6
79,1312,國喬,6
80,2338,光罩,6
81,2357,華碩,6
82,2449,京元電子,6
83,2543,皇昌,6
84,3380,明泰,6
85,3450,聯鈞,6
86,5284,jpp-KY,6
87,6239,力成,6
88,6271,同欣電,6
89,6451,訊芯-KY,6
90,6753,龍德造船,6
91,00635U,元大S&P黃金,5
92,00640L,富邦日本正2,5
93,00663L,國泰臺灣加權正2,5
94,00664R,國泰臺灣加權反1,5
95,00665L,富邦恒生國企正2,5
96,2356,英業達,5
97,3583,辛耘,5
98,6282,康舒,5
99,6691,洋基工程,5
100,IX0027,電子類,5
101,0052,富邦科技,4
102,00633L,富邦上証正2,4
103,1304,台聚,4
104,1504,東元,4
105,2027,大成鋼,4
106,2379,瑞昱,4
107,2606,裕民,4
108,2618,長榮航,4
109,3034,聯詠,4
110,3376,新日興,4
111,6139,亞翔,4
112,6206,飛捷,4
113,6862,三集瑞-KY,4
114,8261,富鼎,4
115,00650L,復華香港正2,3
116,00669R,國泰美國道瓊反1,3
117,1402,遠東新,3
118,1514,亞力,3
119,2233,宇隆,3
120,2324,仁寶,3
121,2355,敬鵬,3
122,2376,技嘉,3
123,2377,微星,3
124,2388,威盛,3
125,2436,偉詮電,3
126,2457,飛宏,3
127,2498,宏達電,3
128,3413,京鼎,3
129,4576,大銀微系統,3
130,4770,上品,3
131,5469,瀚宇博,3
132,6937,天虹,3
133,8103,瀚荃,3
134,00670L,富邦NASDAQ正2,2
135,00753L,中信中國50正2,2
136,00763U,街口道瓊銅,2
137,1101,台泥,2
138,1308,亞聚,2
139,1503,士電,2
140,1513,中興電,2
141,1605,華新,2
142,1609,大亞,2
143,1708,東鹼,2
144,2002,中鋼,2
145,2353,宏碁,2
146,2374,佳能,2
147,2439,美律,2
148,2464,盟立,2
149,2617,台航,2
150,2727,王品,2
151,2882,國泰金,2
152,2885,元大金,2
153,3005,神基,2
154,3019,亞光,2
155,3028,增你強,2
156,3062,建漢,2
157,3305,昇貿,2
158,3706,神達,2
159,3708,上緯投控,2
160,4585,達明,2
161,4739,康普,2
162,5243,乙盛-KY,2
163,6176,瑞儀,2
164,6438,迅得,2
165,6449,鈺邦,2
166,6805,富世達,2
167,8016,矽創,2
168,8028,昇陽半導體,2
169,9958,世紀鋼,2
170,IX0039,金融類,2
171,00638R,元大滬深300反1,1
172,00641R,富邦日本反1,1
173,00647L,元大S&P500正2,1
174,00655L,國泰中國A50正2,1
175,00668,國泰美國道瓊,1
176,00676R,富邦臺灣加權反1,1
177,00681R,元大美債20反1,1
178,00684R,元大美元指數反1,1
179,00693U,街口S&P黃豆,1
180,00706L,元大S&P日圓正2,1
181,00830,國泰費城半導體,1
182,00852L,國泰美國道瓊正2,1
183,00881,國泰台灣科技龍頭,1
184,1409,新纖,1
185,1608,華榮,1
186,2105,正新,1
187,2228,劍麟,1
188,2316,楠梓電,1
189,2354,鴻準,1
190,2369,菱生,1
191,2371,大同,1
192,2412,中華電,1
193,2441,超豐,1
194,2472,立隆電,1
195,2474,可成,1
196,2515,中工,1
197,2634,漢翔,1
198,2883,凱基金,1
199,2884,玉山金,1
200,2887,台新新光金,1
201,2890,永豐金,1
202,3010,華立,1
203,3014,聯陽,1
204,3044,健鼎,1
205,3059,華晶科,1
206,3406,玉晶光,1
207,3532,台勝科,1
208,4526,東台,1
209,4763,材料*-KY,1
210,4916,事欣科,1
211,5434,崇越,1
212,6112,邁達特,1
213,6215,和椿,1
214,6278,台表科,1
215,6409,旭隼,1
216,6491,晶碩,1
217,9904,寶成,1
218,9938,百和,1
,,合計,"2,043"
