排行,權證標的代號,權證標的名稱,發行檔數
1,3037,欣興,82
2,00738U,元大道瓊白銀,79
3,00708L,元大S&P黃金正2,61
4,00635U,元大S&P黃金,43
5,8271,宇瞻,41
6,2383,台光電,36
7,2454,聯發科,36
8,4958,臻鼎-KY,35
9,2303,聯電,33
10,2330,台積電,30
11,3661,世芯-KY,28
12,3017,奇鋐,27
13,2049,上銀,26
14,6451,訊芯-KY,26
15,2368,金像電,25
16,2317,鴻海,24
17,1795,美時,22
18,3715,定穎投控,22
19,1326,台化,20
20,2464,盟立,20
21,2374,佳能,19
22,3533,嘉澤,19
23,3019,亞光,18
24,2409,友達,17
25,6669,緯穎,17
26,1513,中興電,16
27,1717,長興,16
28,2353,宏碁,16
29,6213,聯茂,16
30,6271,同欣電,16
31,6282,康舒,16
32,3034,聯詠,15
33,3711,日月光投控,15
34,1303,南亞,14
35,1590,亞德客-KY,14
36,3044,健鼎,14
37,3167,大量,14
38,3231,緯創,14
39,8112,至上,14
40,8210,勤誠,14
41,IX0001,臺股指數,14
42,00631L,元大台灣50正2,13
43,1301,台塑,12
44,2355,敬鵬,12
45,5234,達興材料,12
46,0050,元大台灣50,11
47,00763U,街口道瓊銅,11
48,2345,智邦,11
49,1503,士電,10
50,2313,華通,10
51,2327,國巨*,10
52,3665,貿聯-KY,10
53,6415,矽力*-KY,10
54,1514,亞力,9
55,2027,大成鋼,9
56,2329,華泰,9
57,2371,大同,9
58,6139,亞翔,9
59,6753,龍德造船,9
60,1560,中砂,8
61,1605,華新,8
62,3028,增你強,8
63,3532,台勝科,8
64,5243,乙盛-KY,8
65,6239,力成,8
66,6409,旭隼,8
67,1609,大亞,7
68,2002,中鋼,7
69,2233,宇隆,7
70,2324,仁寶,7
71,2441,超豐,7
72,3033,威健,7
73,3450,聯鈞,7
74,4968,立積,7
75,5388,中磊,7
76,6830,汎銓,7
77,00715L,街口布蘭特油正2,6
78,3036,文曄,6
79,4763,材料*-KY,6
80,6472,保瑞,6
81,6805,富世達,6
82,2009,第一銅,5
83,2059,川湖,5
84,2301,光寶科,5
85,2605,新興,5
86,2634,漢翔,5
87,3023,信邦,5
88,3305,昇貿,5
89,6197,佳必琪,5
90,6209,今國光,5
91,00670L,富邦NASDAQ正2,4
92,1504,東元,4
93,1711,永光,4
94,2328,廣宇,4
95,2467,志聖,4
96,2481,強茂,4
97,2731,雄獅,4
98,6269,台郡,4
99,6781,AES-KY,4
100,8103,瀚荃,4
101,8422,可寧衛*,4
102,00674R,元大S&P黃金反1,3
103,00693U,街口S&P黃豆,3
104,00830,國泰費城半導體,3
105,2357,華碩,3
106,2377,微星,3
107,2402,毅嘉,3
108,2404,漢唐,3
109,2449,京元電子,3
110,2457,飛宏,3
111,2618,長榮航,3
112,3008,大立光,3
113,3016,嘉晶,3
114,3055,蔚華科,3
115,3376,新日興,3
116,4576,大銀微系統,3
117,4585,達明,3
118,5269,祥碩,3
119,6505,台塑化,3
120,00650L,復華香港正2,2
121,2356,英業達,2
122,2359,所羅門,2
123,2360,致茂,2
124,2363,矽統,2
125,2436,偉詮電,2
126,2495,普安,2
127,2603,長榮,2
128,2610,華航,2
129,2881,富邦金,2
130,2891,中信金,2
131,3010,華立,2
132,3706,神達,2
133,3708,上緯投控,2
134,4739,康普,2
135,4916,事欣科,2
136,4977,眾達-KY,2
137,5469,瀚宇博,2
138,6706,惠特,2
139,6937,天虹,2
140,6944,兆聯實業,2
141,8028,昇陽半導體,2
142,8039,台虹,2
143,8081,致新,2
144,8131,福懋科,2
145,0052,富邦科技,1
146,00632R,元大台灣50反1,1
147,00637L,元大滬深300正2,1
148,00638R,元大滬深300反1,1
149,00640L,富邦日本正2,1
150,00642U,元大S&P石油,1
151,00655L,國泰中國A50正2,1
152,00664R,國泰臺灣加權反1,1
153,00891,中信關鍵半導體,1
154,00929,復華台灣科技優息,1
155,1101,台泥,1
156,1319,東陽,1
157,1536,和大,1
158,1608,華榮,1
159,1708,東鹼,1
160,2351,順德,1
161,2375,凱美,1
162,2419,仲琦,1
163,2472,立隆電,1
164,2543,皇昌,1
165,2606,裕民,1
166,2615,萬海,1
167,2885,元大金,1
168,2887,台新新光金,1
169,2890,永豐金,1
170,3030,德律,1
171,3090,日電貿,1
172,3413,京鼎,1
173,3416,融程電,1
174,3563,牧德,1
175,3605,宏致,1
176,3645,達邁,1
177,3673,TPK-KY,1
178,4571,鈞興-KY,1
179,4746,台耀,1
180,4906,正文,1
181,4919,新唐,1
182,6120,達運,1
183,6191,精成科,1
184,6196,帆宣,1
185,6257,矽格,1
186,6414,樺漢,1
187,6456,GIS-KY,1
188,6789,采鈺,1
189,6862,三集瑞-KY,1
190,6869,雲豹能源,1
191,9904,寶成,1
192,9914,美利達,1
193,9939,宏全,1
194,9945,潤泰新,1
195,9958,世紀鋼,1
196,IX0027,電子類,1
,,合計,"1,631"
