排行,權證標的代號,權證標的名稱,發行檔數
1,3008,大立光,34
2,8261,富鼎,26
3,3017,奇鋐,17
4,3042,晶技,17
5,2464,盟立,16
6,2330,台積電,14
7,2406,國碩,14
8,6409,旭隼,14
9,00631L,元大台灣50正2,13
10,0050,元大台灣50,11
11,1802,台玻,11
12,2363,矽統,11
13,2368,金像電,11
14,4989,榮科,11
15,1301,台塑,10
16,3055,蔚華科,9
17,1326,台化,8
18,2345,智邦,8
19,3563,牧德,8
20,3665,貿聯-KY,8
21,3711,日月光投控,8
22,1727,中華化,7
23,2379,瑞昱,7
24,2404,漢唐,7
25,2495,普安,7
26,6209,今國光,7
27,6525,捷敏-KY,7
28,IX0001,臺股指數,7
29,1597,直得,6
30,2049,上銀,6
31,2428,興勤,6
32,2634,漢翔,6
33,2645,長榮航太,6
34,3605,宏致,6
35,6155,鈞寶,6
36,6753,龍德造船,6
37,1809,中釉,5
38,2357,華碩,5
39,2408,南亞科,5
40,3003,健和興,5
41,3312,弘憶股,5
42,4739,康普,5
43,5471,松翰,5
44,6196,帆宣,5
45,6257,矽格,5
46,8105,凌巨,5
47,8150,南茂,5
48,00632R,元大台灣50反1,4
49,1710,東聯,4
50,2313,華通,4
51,2359,所羅門,4
52,2409,友達,4
53,2646,星宇航空,4
54,3005,神基,4
55,3030,德律,4
56,3135,凌航,4
57,4968,立積,4
58,6191,精成科,4
59,6412,群電,4
60,6472,保瑞,4
61,6706,惠特,4
62,8271,宇瞻,4
63,00981A,主動統一台股增長,3
64,1560,中砂,3
65,1708,東鹼,3
66,2072,世紀風電,3
67,2101,南港,3
68,2108,南帝,3
69,2351,順德,3
70,2374,佳能,3
71,2399,映泰,3
72,2401,凌陽,3
73,2480,敦陽科,3
74,2542,興富發,3
75,2630,亞航,3
76,2851,中再保,3
77,2912,統一超,3
78,3006,晶豪科,3
79,3015,全漢,3
80,3019,亞光,3
81,3022,威強電,3
82,3048,益登,3
83,3706,神達,3
84,4526,東台,3
85,4576,大銀微系統,3
86,4763,材料*-KY,3
87,5243,乙盛-KY,3
88,5288,豐祥-KY,3
89,5434,崇越,3
90,6166,凌華,3
91,6197,佳必琪,3
92,6214,精誠,3
93,6579,研揚,3
94,6669,緯穎,3
95,6781,AES-KY,3
96,6862,三集瑞-KY,3
97,8016,矽創,3
98,8103,瀚荃,3
99,8926,台汽電,3
100,9105,泰金寶-DR,3
101,00738U,元大道瓊白銀,2
102,1101,台泥,2
103,1210,大成,2
104,1313,聯成,2
105,1536,和大,2
106,1590,亞德客-KY,2
107,1609,大亞,2
108,1623,大東電,2
109,1717,長興,2
110,2103,台橡,2
111,2231,為升,2
112,2236,百達-KY,2
113,2301,光寶科,2
114,2338,光罩,2
115,2340,台亞,2
116,2392,正崴,2
117,2395,研華,2
118,2402,毅嘉,2
119,2420,新巨,2
120,2436,偉詮電,2
121,2449,京元電子,2
122,2458,義隆,2
123,2476,鉅祥,2
124,2498,宏達電,2
125,2603,長榮,2
126,3004,豐達科,2
127,3209,全科,2
128,3406,玉晶光,2
129,3533,嘉澤,2
130,3617,碩天,2
131,3645,達邁,2
132,4771,望隼,2
133,5269,祥碩,2
134,6139,亞翔,2
135,6426,統新,2
136,6491,晶碩,2
137,6526,達發,2
138,6670,復盛應用,2
139,6719,力智,2
140,6768,志強-KY,2
141,6937,天虹,2
142,7722,LINEPAY,2
143,7788,松川精密,2
144,8213,志超,2
145,9910,豐泰,2
146,9941,裕融,2
147,00637L,元大滬深300正2,1
148,00664R,國泰臺灣加權反1,1
149,00670L,富邦NASDAQ正2,1
150,00830,國泰費城半導體,1
151,00982A,主動群益台灣強棒,1
152,1305,華夏,1
153,1312,國喬,1
154,1402,遠東新,1
155,1477,聚陽,1
156,1503,士電,1
157,1519,華城,1
158,1605,華新,1
159,1722,台肥,1
160,1905,華紙,1
161,2002,中鋼,1
162,2027,大成鋼,1
163,2031,新光鋼,1
164,2105,正新,1
165,2312,金寶,1
166,2317,鴻海,1
167,2324,仁寶,1
168,2328,廣宇,1
169,2348,海悅,1
170,2352,佳世達,1
171,2354,鴻準,1
172,2367,燿華,1
173,2371,大同,1
174,2377,微星,1
175,2388,威盛,1
176,2419,仲琦,1
177,2485,兆赫,1
178,2497,怡利電,1
179,2501,國建,1
180,2515,中工,1
181,2520,冠德,1
182,2527,宏璟,1
183,2610,華航,1
184,2618,長榮航,1
185,2637,慧洋-KY,1
186,2882,國泰金,1
187,2884,玉山金,1
188,2887,台新新光金,1
189,2890,永豐金,1
190,2891,中信金,1
191,3023,信邦,1
192,3034,聯詠,1
193,3231,緯創,1
194,3305,昇貿,1
195,3376,新日興,1
196,3413,京鼎,1
197,3416,融程電,1
198,3504,揚明光,1
199,3673,TPK-KY,1
200,3715,定穎投控,1
201,4904,遠傳,1
202,4938,和碩,1
203,4960,誠美材,1
204,5285,界霖,1
205,5534,長虹,1
206,6202,盛群,1
207,6215,和椿,1
208,6285,啟碁,1
209,6438,迅得,1
210,6585,鼎基,1
211,6605,帝寶,1
212,6691,洋基工程,1
213,6789,采鈺,1
214,6805,富世達,1
215,6873,泓德能源,1
216,7750,新代,1
217,8081,致新,1
218,8131,福懋科,1
219,8163,達方,1
220,8422,可寧衛*,1
221,9958,世紀鋼,1
,,合計,772
