排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,108
2,IX0001,臺股指數,61
3,2454,聯發科,42
4,2408,南亞科,38
5,3006,晶豪科,37
6,3481,群創,37
7,2059,川湖,31
8,2317,鴻海,31
9,00631L,元大台灣50正2,29
10,2344,華邦電,28
11,2492,華新科,28
12,2303,聯電,27
13,0050,元大台灣50,26
14,6669,緯穎,26
15,2301,光寶科,24
16,3661,世芯-KY,23
17,2327,國巨*,22
18,00981A,主動統一台股增長,21
19,3030,德律,21
20,2449,京元電子,20
21,4958,臻鼎-KY,20
22,8210,勤誠,20
23,6526,達發,17
24,2451,創見,16
25,3008,大立光,16
26,2345,智邦,15
27,3034,聯詠,15
28,4967,十銓,15
29,8150,南茂,15
30,2354,鴻準,14
31,3036,文曄,14
32,6285,啟碁,14
33,6770,力積電,14
34,1560,中砂,13
35,2395,研華,13
36,3665,貿聯-KY,13
37,4722,國精化,13
38,2376,技嘉,12
39,3035,智原,12
40,4977,眾達-KY,12
41,6197,佳必琪,12
42,00632R,元大台灣50反1,11
43,3711,日月光投控,11
44,3231,緯創,10
45,1605,華新,9
46,2377,微星,9
47,2404,漢唐,9
48,3533,嘉澤,9
49,5269,祥碩,9
50,2049,上銀,8
51,2233,宇隆,8
52,2409,友達,8
53,2472,立隆電,8
54,6196,帆宣,8
55,6257,矽格,8
56,7749,意騰-KY,8
57,1802,台玻,7
58,2357,華碩,7
59,3016,嘉晶,7
60,8114,振樺電,7
61,2367,燿華,6
62,2388,威盛,6
63,2464,盟立,6
64,6239,力成,6
65,6706,惠特,6
66,6781,AES-KY,6
67,00830,國泰費城半導體,5
68,1303,南亞,5
69,1514,亞力,5
70,1519,華城,5
71,2328,廣宇,5
72,2351,順德,5
73,2356,英業達,5
74,2379,瑞昱,5
75,2493,揚博,5
76,3033,威健,5
77,3090,日電貿,5
78,5284,jpp-KY,5
79,8028,昇陽半導體,5
80,00663L,國泰臺灣加權正2,4
81,00693U,街口S&P黃豆,4
82,00708L,元大S&P黃金正2,4
83,1597,直得,4
84,2340,台亞,4
85,2363,矽統,4
86,2485,兆赫,4
87,3305,昇貿,4
88,3515,華擎,4
89,4770,上品,4
90,6191,精成科,4
91,6282,康舒,4
92,6414,樺漢,4
93,6719,力智,4
94,8016,矽創,4
95,00642U,元大S&P石油,3
96,00664R,國泰臺灣加權反1,3
97,00715L,街口布蘭特油正2,3
98,00738U,元大道瓊白銀,3
99,00982A,主動群益台灣強棒,3
100,2312,金寶,3
101,2316,楠梓電,3
102,2476,鉅祥,3
103,2481,強茂,3
104,4583,台灣精銳,3
105,4961,天鈺,3
106,6116,彩晶,3
107,6209,今國光,3
108,6215,和椿,3
109,6412,群電,3
110,6472,保瑞,3
111,8110,華東,3
112,8131,福懋科,3
113,00673R,元大S&P原油反1,2
114,1503,士電,2
115,1504,東元,2
116,1717,長興,2
117,2359,所羅門,2
118,2401,凌陽,2
119,2421,建準,2
120,2436,偉詮電,2
121,2458,義隆,2
122,3028,增你強,2
123,3044,健鼎,2
124,3376,新日興,2
125,3673,TPK-KY,2
126,3701,大眾控,2
127,3702,大聯大,2
128,4551,智伸科,2
129,4571,鈞興-KY,2
130,4585,達明,2
131,6176,瑞儀,2
132,6202,盛群,2
133,6672,騰輝電子-KY,2
134,8261,富鼎,2
135,8422,可寧衛*,2
136,9921,巨大,2
137,9939,宏全,2
138,0052,富邦科技,1
139,006208,富邦台50,1
140,00635U,元大S&P黃金,1
141,00640L,富邦日本正2,1
142,00650L,復華香港正2,1
143,00655L,國泰中國A50正2,1
144,00670L,富邦NASDAQ正2,1
145,00683L,元大美元指數正2,1
146,00753L,中信中國50正2,1
147,00763U,街口道瓊銅,1
148,00891,中信關鍵半導體,1
149,1409,新纖,1
150,1513,中興電,1
151,1536,和大,1
152,1773,勝一,1
153,1795,美時,1
154,2105,正新,1
155,2324,仁寶,1
156,2329,華泰,1
157,2355,敬鵬,1
158,2369,菱生,1
159,2374,佳能,1
160,2439,美律,1
161,2441,超豐,1
162,2478,大毅,1
163,2603,長榮,1
164,2609,陽明,1
165,2615,萬海,1
166,2637,慧洋-KY,1
167,2881,富邦金,1
168,2882,國泰金,1
169,2886,兆豐金,1
170,2891,中信金,1
171,3013,晟銘電,1
172,3014,聯陽,1
173,3209,全科,1
174,3416,融程電,1
175,3715,定穎投控,1
176,4906,正文,1
177,4968,立積,1
178,5388,中磊,1
179,5871,中租-KY,1
180,6206,飛捷,1
181,6449,鈺邦,1
182,6505,台塑化,1
183,6691,洋基工程,1
184,6757,台灣虎航,1
185,6831,邁科,1
186,6944,兆聯實業,1
187,6962,奕力-KY,1
188,8070,長華*,1
189,8081,致新,1
190,8112,至上,1
191,9904,寶成,1
,,合計,"1,465"
