排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,85
2,IX0001,臺股指數,83
3,2303,聯電,70
4,2313,華通,65
5,2409,友達,64
6,8422,可寧衛*,59
7,00738U,元大道瓊白銀,51
8,2308,台達電,51
9,3037,欣興,51
10,6239,力成,49
11,3661,世芯-KY,48
12,2312,金寶,38
13,2454,聯發科,38
14,3008,大立光,38
15,8150,南茂,38
16,0050,元大台灣50,35
17,2327,國巨*,35
18,3189,景碩,35
19,6282,康舒,35
20,3715,定穎投控,33
21,1605,華新,31
22,2329,華泰,31
23,2441,超豐,31
24,2404,漢唐,30
25,6669,緯穎,30
26,1303,南亞,29
27,1802,台玻,28
28,3167,大量,27
29,6257,矽格,27
30,1560,中砂,26
31,8046,南電,26
32,2337,旺宏,25
33,3711,日月光投控,25
34,6415,矽力*-KY,25
35,6139,亞翔,24
36,8131,福懋科,24
37,2317,鴻海,23
38,2367,燿華,23
39,3450,聯鈞,23
40,00631L,元大台灣50正2,22
41,2059,川湖,22
42,5269,祥碩,22
43,2371,大同,21
44,2379,瑞昱,21
45,8112,至上,21
46,1513,中興電,20
47,2455,全新,20
48,6691,洋基工程,20
49,8028,昇陽半導體,20
50,00632R,元大台灣50反1,19
51,2360,致茂,19
52,4958,臻鼎-KY,18
53,1795,美時,17
54,6209,今國光,16
55,6706,惠特,16
56,00637L,元大滬深300正2,15
57,3305,昇貿,15
58,8210,勤誠,15
59,1503,士電,14
60,3376,新日興,14
61,6116,彩晶,14
62,00635U,元大S&P黃金,13
63,1101,台泥,13
64,1717,長興,13
65,2467,志聖,13
66,2493,揚博,13
67,3090,日電貿,13
68,3532,台勝科,13
69,1504,東元,12
70,2449,京元電子,12
71,2481,強茂,12
72,8039,台虹,12
73,00708L,元大S&P黃金正2,11
74,2331,精英,11
75,3017,奇鋐,11
76,3231,緯創,11
77,6285,啟碁,11
78,6531,愛普*,11
79,1514,亞力,10
80,2485,兆赫,10
81,3035,智原,10
82,3563,牧德,10
83,2345,智邦,9
84,2402,毅嘉,9
85,2419,仲琦,9
86,2472,立隆電,9
87,2492,華新科,9
88,3044,健鼎,9
89,3443,創意,9
90,3665,貿聯-KY,9
91,6196,帆宣,9
92,6271,同欣電,9
93,6944,兆聯實業,9
94,00633L,富邦上証正2,8
95,1711,永光,8
96,2002,中鋼,8
97,2233,宇隆,8
98,2634,漢翔,8
99,3019,亞光,8
100,3048,益登,8
101,3533,嘉澤,8
102,4977,眾達-KY,8
103,6213,聯茂,8
104,6805,富世達,8
105,6869,雲豹能源,8
106,IX0027,電子類,8
107,1536,和大,7
108,2049,上銀,7
109,2301,光寶科,7
110,2369,菱生,7
111,3016,嘉晶,7
112,3036,文曄,7
113,6409,旭隼,7
114,6472,保瑞,7
115,6781,AES-KY,7
116,00763U,街口道瓊銅,6
117,2009,第一銅,6
118,2328,廣宇,6
119,2353,宏碁,6
120,2375,凱美,6
121,2605,新興,6
122,3592,瑞鼎,6
123,4916,事欣科,6
124,5234,達興材料,6
125,6197,佳必琪,6
126,9921,巨大,6
127,00655L,國泰中國A50正2,5
128,1301,台塑,5
129,1312,國喬,5
130,1319,東陽,5
131,1590,亞德客-KY,5
132,2357,華碩,5
133,2359,所羅門,5
134,4585,達明,5
135,6120,達運,5
136,8114,振樺電,5
137,00650L,復華香港正2,4
138,00663L,國泰臺灣加權正2,4
139,00693U,街口S&P黃豆,4
140,1326,台化,4
141,2105,正新,4
142,2201,裕隆,4
143,2211,長榮鋼,4
144,2323,中環,4
145,2324,仁寶,4
146,2368,金像電,4
147,2377,微星,4
148,2495,普安,4
149,2603,長榮,4
150,2618,長榮航,4
151,2630,亞航,4
152,3030,德律,4
153,3042,晶技,4
154,4770,上品,4
155,4919,新唐,4
156,5388,中磊,4
157,6605,帝寶,4
158,6753,龍德造船,4
159,6770,力積電,4
160,6873,泓德能源,4
161,00640L,富邦日本正2,3
162,00647L,元大S&P500正2,3
163,1304,台聚,3
164,1442,名軒,3
