排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,106
2,2454,聯發科,88
3,IX0001,臺股指數,72
4,4958,臻鼎-KY,63
5,3661,世芯-KY,62
6,2368,金像電,56
7,2345,智邦,46
8,3017,奇鋐,46
9,3450,聯鈞,46
10,0050,元大台灣50,44
11,00631L,元大台灣50正2,44
12,6285,啟碁,41
13,2408,南亞科,40
14,3008,大立光,40
15,3665,貿聯-KY,40
16,2317,鴻海,38
17,3583,辛耘,38
18,2308,台達電,37
19,2409,友達,36
20,6213,聯茂,33
21,6139,亞翔,32
22,6669,緯穎,32
23,1560,中砂,30
24,3026,禾伸堂,30
25,4977,眾達-KY,29
26,2344,華邦電,28
27,4576,大銀微系統,28
28,8028,昇陽半導體,28
29,1519,華城,27
30,1717,長興,26
31,2402,毅嘉,26
32,2472,立隆電,26
33,3030,德律,25
34,2449,京元電子,24
35,7750,新代,24
36,7769,鴻勁,24
37,3481,群創,23
38,6770,力積電,23
39,2351,順德,22
40,6257,矽格,22
41,1582,信錦,21
42,2049,上銀,21
43,3406,玉晶光,21
44,3711,日月光投控,21
45,1802,台玻,20
46,2481,強茂,20
47,3042,晶技,20
48,6944,兆聯實業,20
49,2327,國巨*,19
50,3715,定穎投控,19
51,6919,康霈*,19
52,3532,台勝科,18
53,4722,國精化,18
54,4919,新唐,18
55,6831,邁科,18
56,2388,威盛,17
57,3673,TPK-KY,17
58,8110,華東,17
59,2395,研華,16
60,2476,鉅祥,16
61,3035,智原,16
62,3533,嘉澤,16
63,6781,AES-KY,16
64,1304,台聚,15
65,3563,牧德,15
66,4764,雙鍵,15
67,6278,台表科,15
68,6937,天虹,15
69,00715L,街口布蘭特油正2,14
70,2367,燿華,14
71,2376,技嘉,14
72,2464,盟立,14
73,5243,乙盛-KY,14
74,5269,祥碩,14
75,6196,帆宣,14
76,00642U,元大S&P石油,13
77,2059,川湖,13
78,2436,偉詮電,13
79,8210,勤誠,13
80,1303,南亞,12
81,2303,聯電,12
82,2355,敬鵬,12
83,2419,仲琦,12
84,3376,新日興,12
85,5284,jpp-KY,12
86,6239,力成,12
87,6415,矽力*-KY,12
88,6805,富世達,12
89,1795,美時,11
90,2404,漢唐,11
91,4967,十銓,11
92,6526,達發,11
93,8039,台虹,11
94,2301,光寶科,10
95,2369,菱生,10
96,3013,晟銘電,10
97,2313,華通,9
98,2474,可成,9
99,2492,華新科,9
100,6191,精成科,9
101,6456,GIS-KY,9
102,6472,保瑞,9
103,1326,台化,8
104,1723,中碳,8
105,2329,華泰,8
106,5388,中磊,8
107,6271,同欣電,8
108,6672,騰輝電子-KY,8
109,8261,富鼎,8
110,1305,華夏,7
111,1710,東聯,7
112,3380,明泰,7
113,4906,正文,7
114,5292,華懋,7
115,8112,至上,7
116,00632R,元大台灣50反1,6
117,00664R,國泰臺灣加權反1,6
118,1308,亞聚,6
119,1476,儒鴻,6
120,1773,勝一,6
121,2312,金寶,6
122,2316,楠梓電,6
123,2340,台亞,6
124,2493,揚博,6
125,3028,增你強,6
126,3044,健鼎,6
127,4766,南寶,6
128,5234,達興材料,6
129,6789,采鈺,6
130,8150,南茂,6
131,00635U,元大S&P黃金,5
132,1313,聯成,5
133,2439,美律,5
134,3596,智易,5
135,4583,台灣精銳,5
136,6197,佳必琪,5
137,6409,旭隼,5
138,7788,松川精密,5
139,8464,億豐,5
140,00637L,元大滬深300正2,4
141,00670L,富邦NASDAQ正2,4
142,00673R,元大S&P原油反1,4
143,1101,台泥,4
144,1309,台達化,4
145,1597,直得,4
146,1708,東鹼,4
147,2103,台橡,4
148,2377,微星,4
149,2421,建準,4
150,2441,超豐,4
151,2610,華航,4
152,3090,日電貿,4
153,3231,緯創,4
154,3515,華擎,4
155,3702,大聯大,4
156,3706,神達,4
157,4763,材料*-KY,4
158,6202,盛群,4
159,6505,台塑化,4
160,6706,惠特,4
161,9958,世紀鋼,4
162,00640L,富邦日本正2,3
163,00647L,元大S&P500正2,3
164,00655L,國泰中國A50正2,3
165,00693U,街口S&P黃豆,3
166,00981A,主動統一台股增長,3
167,1301,台塑,3
168,1307,三芳,3
169,1504,東元,3
170,1590,亞德客-KY,3
171,1718,中纖,3
172,2006,東和鋼鐵,3
173,2034,允強,3
174,2324,仁寶,3
175,2353,宏碁,3
176,2356,英業達,3
177,2379,瑞昱,3
178,2428,興勤,3
179,2603,長榮,3
180,2606,裕民,3
181,3034,聯詠,3
182,3413,京鼎,3
183,3605,宏致,3
184,5469,瀚宇博,3
185,6116,彩晶,3
186,6176,瑞儀,3
187,6412,群電,3
188,6438,迅得,3
189,6691,洋基工程,3
190,6753,龍德造船,3
191,7780,大研生醫*,3
192,8016,矽創,3
193,00650L,復華香港正2,2
194,00688L,國泰20年美債正2,2
195,00706L,元大S&P日圓正2,2
196,00830,國泰費城半導體,2
197,00852L,國泰美國道瓊正2,2
198,00982A,主動群益台灣強棒,2
199,1409,新纖,2
200,1477,聚陽,2
201,1536,和大,2
202,1605,華新,2
203,1714,和桐,2
204,2027,大成鋼,2
205,2104,國際中橡,2
206,2357,華碩,2
207,2375,凱美,2
208,2385,群光,2
209,2495,普安,2
210,2633,台灣高鐵,2
211,2887,台新新光金,2
212,3023,信邦,2
213,3036,文曄,2
214,3062,建漢,2
215,3138,耀登,2
216,3645,達邁,2
217,4551,智伸科,2
218,4755,三福化,2
219,5871,中租-KY,2
220,6269,台郡,2
221,6282,康舒,2
222,6449,鈺邦,2
223,6757,台灣虎航,2
224,6869,雲豹能源,2
225,8215,明基材,2
226,00633L,富邦上証正2,1
227,00648R,元大S&P500反1,1
228,00663L,國泰臺灣加權正2,1
229,00665L,富邦恒生國企正2,1
230,00669R,國泰美國道瓊反1,1
231,00680L,元大美債20正2,1
232,00684R,元大美元指數反1,1
233,00708L,元大S&P黃金正2,1
234,00753L,中信中國50正2,1
235,00757,統一FANG+,1
236,00763U,街口道瓊銅,1
237,00882,中信中國高股息,1
238,00922,國泰台灣領袖50,1
239,1216,統一,1
240,1402,遠東新,1
241,1503,士電,1
242,1618,合機,1
243,2323,中環,1
244,2328,廣宇,1
245,2331,精英,1
246,2359,所羅門,1
247,2374,佳能,1
248,2393,億光,1
249,2401,凌陽,1
250,2498,宏達電,1
251,2605,新興,1
252,2618,長榮航,1
253,2637,慧洋-KY,1
254,2881,富邦金,1
255,2882,國泰金,1
256,2883,凱基金,1
257,2886,兆豐金,1
258,2890,永豐金,1
259,2891,中信金,1
260,2892,第一金,1
261,3005,神基,1
262,3014,聯陽,1
263,3045,台灣大,1
264,3209,全科,1
265,3305,昇貿,1
266,3416,融程電,1
267,4142,國光生,1
268,4571,鈞興-KY,1
269,4739,康普,1
270,4770,上品,1
271,4938,和碩,1
272,4961,天鈺,1
273,4968,立積,1
274,6192,巨路,1
275,6209,今國光,1
276,6215,和椿,1
277,6719,力智,1
278,6862,三集瑞-KY,1
279,6873,泓德能源,1
280,8045,達運光電,1
281,8070,長華*,1
282,8081,致新,1
283,8213,志超,1
284,9105,泰金寶-DR,1
285,9914,美利達,1
286,9939,宏全,1
287,9945,潤泰新,1
,,合計,"2,983"
