排行,權證標的代號,權證標的名稱,發行檔數
1,3008,大立光,67
2,2330,台積電,41
3,8261,富鼎,38
4,2408,南亞科,32
5,3017,奇鋐,29
6,4958,臻鼎-KY,29
7,2368,金像電,26
8,3711,日月光投控,25
9,IX0001,臺股指數,24
10,00631L,元大台灣50正2,23
11,2379,瑞昱,23
12,8150,南茂,22
13,3665,貿聯-KY,21
14,1301,台塑,20
15,2645,長榮航太,19
16,0050,元大台灣50,18
17,1326,台化,18
18,2634,漢翔,17
19,3042,晶技,17
20,4916,事欣科,17
21,1802,台玻,16
22,2363,矽統,16
23,2406,國碩,16
24,2409,友達,16
25,2464,盟立,16
26,6239,力成,16
27,6525,捷敏-KY,16
28,6672,騰輝電子-KY,16
29,00685L,群益臺灣加權正2,15
30,2345,智邦,15
31,2404,漢唐,15
32,2449,京元電子,15
33,6209,今國光,15
34,6753,龍德造船,15
35,2375,凱美,14
36,3605,宏致,14
37,6271,同欣電,14
38,6409,旭隼,14
39,6805,富世達,14
40,1717,長興,13
41,2395,研華,13
42,3563,牧德,13
43,6139,亞翔,12
44,8016,矽創,12
45,1795,美時,11
46,2428,興勤,11
47,2472,立隆電,11
48,3006,晶豪科,11
49,4919,新唐,11
50,4989,榮科,11
51,6196,帆宣,11
52,2313,華通,10
53,2317,鴻海,10
54,2458,義隆,10
55,2495,普安,10
56,3019,亞光,10
57,6257,矽格,10
58,6669,緯穎,10
59,1727,中華化,9
60,2231,為升,9
61,2351,順德,9
62,2357,華碩,9
63,2476,鉅祥,9
64,3055,蔚華科,9
65,3406,玉晶光,9
66,6285,啟碁,9
67,2301,光寶科,8
68,2630,亞航,8
69,3015,全漢,8
70,3312,弘憶股,8
71,4739,康普,8
72,5471,松翰,8
73,6472,保瑞,8
74,6719,力智,8
75,6781,AES-KY,8
76,7788,松川精密,8
77,00632R,元大台灣50反1,7
78,1609,大亞,7
79,2049,上銀,7
80,3048,益登,7
81,6197,佳必琪,7
82,6505,台塑化,7
83,8131,福懋科,7
84,00637L,元大滬深300正2,6
85,00708L,元大S&P黃金正2,6
86,00738U,元大道瓊白銀,6
87,00981A,主動統一台股增長,6
88,1536,和大,6
89,1597,直得,6
90,2352,佳世達,6
91,2436,偉詮電,6
92,2603,長榮,6
93,3005,神基,6
94,3022,威強電,6
95,3030,德律,6
96,3035,智原,6
97,3135,凌航,6
98,3231,緯創,6
99,3413,京鼎,6
100,3533,嘉澤,6
101,3706,神達,6
102,4576,大銀微系統,6
103,4763,材料*-KY,6
104,4968,立積,6
105,6155,鈞寶,6
106,6278,台表科,6
107,6706,惠特,6
108,1710,東聯,5
109,1809,中釉,5
110,2377,微星,5
111,2441,超豐,5
112,3003,健和興,5
113,3376,新日興,5
114,3617,碩天,5
115,4771,望隼,5
116,6191,精成科,5
117,6202,盛群,5
118,6412,群電,5
119,6789,采鈺,5
120,8105,凌巨,5
121,1708,東鹼,4
122,2103,台橡,4
123,2338,光罩,4
124,2359,所羅門,4
125,2369,菱生,4
126,2399,映泰,4
127,2401,凌陽,4
128,2402,毅嘉,4
129,2474,可成,4
130,2497,怡利電,4
131,2646,星宇航空,4
132,2851,中再保,4
133,2887,台新新光金,4
134,2890,永豐金,4
135,2912,統一超,4
136,3004,豐達科,4
137,3059,華晶科,4
138,3715,定穎投控,4
139,4961,天鈺,4
140,4967,十銓,4
141,5243,乙盛-KY,4
142,6166,凌華,4
143,6214,精誠,4
144,6579,研揚,4
145,8271,宇瞻,4
146,8926,台汽電,4
147,9105,泰金寶-DR,4
148,00665L,富邦恒生國企正2,3
149,1101,台泥,3
150,1319,東陽,3
151,1402,遠東新,3
152,1503,士電,3
153,1514,亞力,3
154,1560,中砂,3
155,1590,亞德客-KY,3
156,1605,華新,3
157,1711,永光,3
158,2072,世紀風電,3
159,2101,南港,3
160,2108,南帝,3
161,2367,燿華,3
162,2374,佳能,3
163,2451,創見,3
164,2480,敦陽科,3
165,2498,宏達電,3
