Code,Name,Industry
020000,富邦特選蘋果N,
020011,統一微波高息20N,
020012,富邦行動通訊N,
02001L,富邦蘋果正二N,
02001R,富邦蘋果反一N,
020020,元大台股領航N,
020028,元大特選電動車N,
020029,元大ESG高股息N,
020030,統一智慧電動車N,
020031,統一IC設計臺灣N,
020032,元大綠能N,
020034,元大IC設計N,
020036,元大金融配息N,
020037,元大金融高股息N,
020038,元大ESG配息N,
020039,元大加權N,
