排行,權證標的代號,權證標的名稱,發行檔數
1,2308,台達電,20
2,3661,世芯-KY,19
3,1582,信錦,17
4,6213,聯茂,17
5,8110,華東,17
6,2330,台積電,16
7,3450,聯鈞,15
8,00631L,元大台灣50正2,14
9,2317,鴻海,14
10,7769,鴻勁,14
11,1560,中砂,13
12,1304,台聚,12
13,3017,奇鋐,12
14,2345,智邦,11
15,6919,康霈*,10
16,2313,華通,9
17,2395,研華,9
18,2419,仲琦,9
19,3665,貿聯-KY,9
20,5243,乙盛-KY,9
21,6831,邁科,9
22,7750,新代,9
23,1723,中碳,8
24,2368,金像電,8
25,0050,元大台灣50,7
26,00715L,街口布蘭特油正2,7
27,2355,敬鵬,7
28,4764,雙鍵,7
29,4958,臻鼎-KY,7
30,6139,亞翔,7
31,8112,至上,7
32,1305,華夏,6
33,1710,東聯,6
34,2351,順德,6
35,2404,漢唐,6
36,2436,偉詮電,6
37,2454,聯發科,6
38,3376,新日興,6
39,4722,國精化,6
40,5269,祥碩,6
41,6257,矽格,6
42,IX0001,臺股指數,6
43,00642U,元大S&P石油,5
44,1308,亞聚,5
45,1313,聯成,5
46,2059,川湖,5
47,2369,菱生,5
48,3026,禾伸堂,5
49,3583,辛耘,5
50,3596,智易,5
51,3673,TPK-KY,5
52,4576,大銀微系統,5
53,4919,新唐,5
54,6285,啟碁,5
55,8028,昇陽半導體,5
56,8464,億豐,5
57,1303,南亞,4
58,1476,儒鴻,4
59,1708,東鹼,4
60,1717,長興,4
61,1773,勝一,4
62,2409,友達,4
63,2610,華航,4
64,4906,正文,4
65,6781,AES-KY,4
66,1718,中纖,3
67,2034,允強,3
68,2103,台橡,3
69,2303,聯電,3
70,2402,毅嘉,3
71,2449,京元電子,3
72,2472,立隆電,3
73,2481,強茂,3
74,3008,大立光,3
75,3013,晟銘電,3
76,3028,增你強,3
77,3034,聯詠,3
78,3533,嘉澤,3
79,5284,jpp-KY,3
80,6202,盛群,3
81,6239,力成,3
82,6409,旭隼,3
83,6526,達發,3
84,6669,緯穎,3
85,6937,天虹,3
86,7788,松川精密,3
87,00647L,元大S&P500正2,2
88,00670L,富邦NASDAQ正2,2
89,1307,三芳,2
90,1477,聚陽,2
91,1597,直得,2
92,1795,美時,2
93,2006,東和鋼鐵,2
94,2301,光寶科,2
95,2385,群光,2
96,2421,建準,2
97,2603,長榮,2
98,3023,信邦,2
99,3042,晶技,2
100,3380,明泰,2
101,3706,神達,2
102,4583,台灣精銳,2
103,4755,三福化,2
104,4766,南寶,2
105,5871,中租-KY,2
106,6271,同欣電,2
107,6412,群電,2
108,6472,保瑞,2
109,6672,騰輝電子-KY,2
110,6944,兆聯實業,2
111,8016,矽創,2
112,9958,世紀鋼,2
113,00632R,元大台灣50反1,1
114,00648R,元大S&P500反1,1
115,00673R,元大S&P原油反1,1
116,00684R,元大美元指數反1,1
117,00708L,元大S&P黃金正2,1
118,00763U,街口道瓊銅,1
119,00922,國泰台灣領袖50,1
120,1101,台泥,1
121,1402,遠東新,1
122,1409,新纖,1
123,1504,東元,1
124,1618,合機,1
125,1714,和桐,1
126,2104,國際中橡,1
127,2323,中環,1
128,2329,華泰,1
129,2357,華碩,1
130,2377,微星,1
131,2379,瑞昱,1
132,2393,億光,1
133,2428,興勤,1
134,2439,美律,1
135,2474,可成,1
136,2498,宏達電,1
137,2605,新興,1
138,2606,裕民,1
139,2618,長榮航,1
140,2633,台灣高鐵,1
141,2637,慧洋-KY,1
142,2881,富邦金,1
143,2882,國泰金,1
144,2886,兆豐金,1
145,2891,中信金,1
146,2892,第一金,1
147,3005,神基,1
148,3014,聯陽,1
149,3035,智原,1
150,3044,健鼎,1
151,3045,台灣大,1
152,3209,全科,1
153,3406,玉晶光,1
154,3515,華擎,1
155,3532,台勝科,1
156,4142,國光生,1
157,4551,智伸科,1
158,4770,上品,1
159,5234,達興材料,1
160,6176,瑞儀,1
161,6192,巨路,1
162,6215,和椿,1
163,6269,台郡,1
164,6278,台表科,1
165,6438,迅得,1
166,6449,鈺邦,1
167,6719,力智,1
168,6757,台灣虎航,1
169,6789,采鈺,1
170,6873,泓德能源,1
171,8039,台虹,1
172,8081,致新,1
173,8150,南茂,1
174,8210,勤誠,1
175,8215,明基材,1
176,9914,美利達,1
177,9939,宏全,1
,,合計,701
