排行,權證標的代號,權證標的名稱,發行檔數
1,2308,台達電,14
2,3042,晶技,12
3,1303,南亞,10
4,2615,萬海,10
5,2368,金像電,8
6,3715,定穎投控,8
7,3665,貿聯-KY,7
8,2481,強茂,6
9,6789,采鈺,6
10,2449,京元電子,5
11,3090,日電貿,5
12,4958,臻鼎-KY,5
13,0050,元大台灣50,4
14,1312,國喬,4
15,1326,台化,4
16,2301,光寶科,4
17,2303,聯電,4
18,2313,華通,4
19,2345,智邦,4
20,2360,致茂,4
21,2395,研華,4
22,2408,南亞科,4
23,3533,嘉澤,4
24,6239,力成,4
25,2049,上銀,3
26,2337,旺宏,3
27,2421,建準,3
28,3044,健鼎,3
29,3231,緯創,3
30,3706,神達,3
31,3711,日月光投控,3
32,6526,達發,3
33,1409,新纖,2
34,1504,東元,2
35,1560,中砂,2
36,2312,金寶,2
37,2330,台積電,2
38,2354,鴻準,2
39,2357,華碩,2
40,2359,所羅門,2
41,2363,矽統,2
42,2376,技嘉,2
43,2379,瑞昱,2
44,2609,陽明,2
45,3016,嘉晶,2
46,3017,奇鋐,2
47,3034,聯詠,2
48,3481,群創,2
49,4576,大銀微系統,2
50,4763,材料*-KY,2
51,4919,新唐,2
52,6209,今國光,2
53,6415,矽力*-KY,2
54,6472,保瑞,2
55,6770,力積電,2
56,6781,AES-KY,2
57,006204,永豐臺灣加權,1
58,00631L,元大台灣50正2,1
59,00632R,元大台灣50反1,1
60,00633L,富邦上証正2,1
61,00635U,元大S&P黃金,1
62,00676R,富邦臺灣加權反1,1
63,00708L,元大S&P黃金正2,1
64,00715L,街口布蘭特油正2,1
65,00738U,元大道瓊白銀,1
66,00981A,主動統一台股增長,1
67,1301,台塑,1
68,1305,華夏,1
69,1313,聯成,1
70,1319,東陽,1
71,1519,華城,1
72,1597,直得,1
73,1605,華新,1
74,1714,和桐,1
75,1717,長興,1
76,1773,勝一,1
77,1802,台玻,1
78,2324,仁寶,1
79,2327,國巨*,1
80,2356,英業達,1
81,2377,微星,1
82,2388,威盛,1
83,2404,漢唐,1
84,2409,友達,1
85,2467,志聖,1
86,2476,鉅祥,1
87,2520,冠德,1
88,2603,長榮,1
89,2610,華航,1
90,2618,長榮航,1
91,2634,漢翔,1
92,2637,慧洋-KY,1
93,2883,凱基金,1
94,3005,神基,1
95,3035,智原,1
96,3036,文曄,1
97,3376,新日興,1
98,3563,牧德,1
99,3583,辛耘,1
100,4764,雙鍵,1
101,4906,正文,1
102,4938,和碩,1
103,4967,十銓,1
104,4977,眾達-KY,1
105,5269,祥碩,1
106,5284,jpp-KY,1
107,5292,華懋,1
108,6257,矽格,1
109,6269,台郡,1
110,6271,同欣電,1
111,6285,啟碁,1
112,6442,光聖,1
113,6491,晶碩,1
114,6505,台塑化,1
115,6605,帝寶,1
116,6658,聯策,1
117,6670,復盛應用,1
118,6691,洋基工程,1
119,6706,惠特,1
120,8112,至上,1
121,8114,振樺電,1
122,8131,福懋科,1
123,8210,勤誠,1
124,IX0001,臺股指數,1
,,合計,284
