排行,權證標的代號,權證標的名稱,發行檔數
1,3017,奇鋐,105
2,2330,台積電,101
3,2408,南亞科,101
4,2344,華邦電,96
5,2308,台達電,89
6,1303,南亞,84
7,IX0001,臺股指數,78
8,2301,光寶科,77
9,3008,大立光,74
10,2327,國巨*,73
11,6770,力積電,72
12,3665,貿聯-KY,64
13,2368,金像電,62
14,2615,萬海,61
15,6669,緯穎,61
16,2303,聯電,60
17,2337,旺宏,59
18,4958,臻鼎-KY,58
19,2317,鴻海,57
20,6805,富世達,56
21,3231,緯創,54
22,3711,日月光投控,53
23,6239,力成,52
24,2359,所羅門,49
25,2603,長榮,45
26,2049,上銀,44
27,2609,陽明,44
28,3481,群創,43
29,6442,光聖,43
30,2313,華通,42
31,3533,嘉澤,39
32,2345,智邦,36
33,2376,技嘉,36
34,8210,勤誠,36
35,2449,京元電子,35
36,3016,嘉晶,35
37,0050,元大台灣50,34
38,3583,辛耘,34
39,6415,矽力*-KY,33
40,2324,仁寶,32
41,3605,宏致,32
42,6139,亞翔,31
43,6472,保瑞,30
44,2481,強茂,29
45,2493,揚博,29
46,6672,騰輝電子-KY,29
47,3006,晶豪科,28
48,00631L,元大台灣50正2,27
49,2357,華碩,27
50,8112,至上,27
51,2377,微星,26
52,3042,晶技,26
53,3044,健鼎,25
54,2395,研華,24
55,2409,友達,24
56,3036,文曄,24
57,7788,松川精密,24
58,2451,創見,23
59,2464,盟立,22
60,3406,玉晶光,21
61,00708L,元大S&P黃金正2,20
62,2634,漢翔,20
63,4967,十銓,20
64,2478,大毅,19
65,2363,矽統,18
66,6196,帆宣,18
67,00981A,主動統一台股增長,17
68,1590,亞德客-KY,17
69,2356,英業達,17
70,2606,裕民,17
71,6414,樺漢,17
72,6781,AES-KY,17
73,1519,華城,16
74,2354,鴻準,16
75,6206,飛捷,16
76,6505,台塑化,16
77,6830,汎銓,16
78,00632R,元大台灣50反1,15
79,00685L,群益臺灣加權正2,15
80,2316,楠梓電,15
81,2360,致茂,15
82,2637,慧洋-KY,15
83,00738U,元大道瓊白銀,14
84,1802,台玻,14
85,2605,新興,14
86,3563,牧德,14
87,6269,台郡,14
88,2027,大成鋼,13
89,3034,聯詠,13
90,3702,大聯大,13
91,3715,定穎投控,13
92,6409,旭隼,13
93,6834,天二科技,13
94,2002,中鋼,12
95,3033,威健,12
96,4938,和碩,12
97,6197,佳必琪,12
98,6715,嘉基,12
99,00635U,元大S&P黃金,11
100,1717,長興,11
101,2426,鼎元,11
102,4576,大銀微系統,11
103,4722,國精化,11
104,7822,倍利科,11
105,8271,宇瞻,11
106,1560,中砂,10
107,1714,和桐,10
108,2404,漢唐,10
109,2421,建準,10
110,2441,超豐,10
111,2645,長榮航太,10
112,3035,智原,10
113,6166,凌華,10
114,6285,啟碁,10
115,2467,志聖,9
116,2484,希華,9
117,3049,精金,9
118,4763,材料*-KY,9
119,4977,眾達-KY,9
120,5269,祥碩,9
121,6257,矽格,9
122,6944,兆聯實業,9
123,8150,南茂,9
124,9921,巨大,9
125,1605,華新,8
126,2009,第一銅,8
127,2233,宇隆,8
128,3022,威強電,8
129,3376,新日興,8
130,7750,新代,8
131,1503,士電,7
132,1711,永光,7
133,1718,中纖,7
134,1795,美時,7
135,2103,台橡,7
136,2371,大同,7
137,2379,瑞昱,7
138,2388,威盛,7
139,2392,正崴,7
140,2428,興勤,7
141,2436,偉詮電,7
142,2618,長榮航,7
143,2882,國泰金,7
144,3019,亞光,7
145,3030,德律,7
146,3617,碩天,7
147,3704,合勤控,7
148,6214,精誠,7
149,6271,同欣電,7
150,8110,華東,7
151,0052,富邦科技,6
152,00663L,國泰臺灣加權正2,6
153,00830,國泰費城半導體,6
154,1326,台化,6
155,1608,華榮,6
156,2630,亞航,6
157,2851,中再保,6
158,3005,神基,6
159,3305,昇貿,6
160,3673,TPK-KY,6
161,3706,神達,6
162,6456,GIS-KY,6
163,9958,世紀鋼,6
164,00633L,富邦上証正2,5
165,00637L,元大滬深300正2,5
166,1101,台泥,5
167,1597,直得,5
168,1710,東聯,5
169,1727,中華化,5
170,2351,順德,5
171,2353,宏碁,5
172,2367,燿華,5
173,2375,凱美,5
174,2402,毅嘉,5
175,2472,立隆電,5
176,2474,可成,5
177,2476,鉅祥,5
178,2489,瑞軒,5
179,2881,富邦金,5
180,2887,台新新光金,5
181,4551,智伸科,5
182,5388,中磊,5
183,6278,台表科,5
184,6282,康舒,5
185,6719,力智,5
186,00664R,國泰臺灣加權反1,4
187,00715L,街口布蘭特油正2,4
188,009816,凱基台灣TOP50,4
189,00992A,主動群益科技創新,4
190,1319,東陽,4
191,1409,新纖,4
192,1504,東元,4
193,1513,中興電,4
194,2006,東和鋼鐵,4
195,3013,晟銘電,4
196,3023,信邦,4
197,3135,凌航,4
198,3413,京鼎,4
199,4919,新唐,4
200,5284,jpp-KY,4
201,5871,中租-KY,4
202,6426,統新,4
203,6579,研揚,4
204,6691,洋基工程,4
205,7711,永擎,4
206,8081,致新,4
207,9939,宏全,4
208,IX0027,電子類,4
209,0056,元大高股息,3
210,00680L,元大美債20正2,3
211,00763U,街口道瓊銅,3
212,2031,新光鋼,3
213,2108,南帝,3
214,2495,普安,3
215,2542,興富發,3
216,3592,瑞鼎,3
217,4585,達明,3
218,5243,乙盛-KY,3
219,5434,崇越,3
220,6202,盛群,3
221,6449,鈺邦,3
222,6525,捷敏-KY,3
223,6526,達發,3
224,6706,惠特,3
225,7749,意騰-KY,3
226,8016,矽創,3
227,8454,富邦媒,3
228,9904,寶成,3
229,9945,潤泰新,3
230,00881,國泰台灣科技龍頭,2
231,00991A,主動復華未來50,2
232,1402,遠東新,2
233,1476,儒鴻,2
234,1477,聚陽,2
235,1514,亞力,2
236,2305,全友,2
237,2312,金寶,2
238,2323,中環,2
239,2340,台亞,2
240,2342,茂矽,2
241,2369,菱生,2
242,2385,群光,2
243,2439,美律,2
244,2485,兆赫,2
245,2498,宏達電,2
246,2527,宏璟,2
247,2543,皇昌,2
248,2610,華航,2
249,2727,王品,2
250,2880,華南金,2
251,2883,凱基金,2
252,2885,元大金,2
253,2886,兆豐金,2
254,3003,健和興,2
255,3504,揚明光,2
256,3515,華擎,2
257,3535,晶彩科,2
258,4571,鈞興-KY,2
259,4739,康普,2
260,4906,正文,2
261,4960,誠美材,2
262,4961,天鈺,2
263,5292,華懋,2
264,5515,建國,2
265,5534,長虹,2
266,6209,今國光,2
267,6491,晶碩,2
268,6753,龍德造船,2
269,6782,視陽,2
270,6861,睿生光電,2
271,6862,三集瑞-KY,2
272,6937,天虹,2
273,6962,奕力-KY,2
274,8070,長華*,2
275,8103,瀚荃,2
276,8114,振樺電,2
277,9105,泰金寶-DR,2
278,9914,美利達,2
279,00640L,富邦日本正2,1
280,00651R,復華香港反1,1
281,00662,富邦NASDAQ,1
282,00669R,國泰美國道瓊反1,1
283,00670L,富邦NASDAQ正2,1
284,00675L,富邦臺灣加權正2,1
285,00683L,元大美元指數正2,1
286,00684R,元大美元指數反1,1
287,00706L,元大S&P日圓正2,1
288,00753L,中信中國50正2,1
289,00878,國泰永續高股息,1
290,00982A,主動群益台灣強棒,1
291,1102,亞泥,1
292,1301,台塑,1
293,1305,華夏,1
294,1308,亞聚,1
295,1582,信錦,1
296,1609,大亞,1
297,1723,中碳,1
298,1773,勝一,1
299,2072,世紀風電,1
300,2101,南港,1
301,2231,為升,1
302,2236,百達-KY,1
303,2329,華泰,1
304,2331,精英,1
305,2365,昆盈,1
306,2374,佳能,1
307,2457,飛宏,1
308,2458,義隆,1
309,2646,星宇航空,1
310,2891,中信金,1
311,2892,第一金,1
312,3029,零壹,1
313,3059,華晶科,1
314,3209,全科,1
315,3312,弘憶股,1
316,3708,上緯投控,1
317,4526,東台,1
318,4766,南寶,1
319,6116,彩晶,1
320,6176,瑞儀,1
321,6191,精成科,1
322,6215,和椿,1
323,6412,群電,1
324,6605,帝寶,1
325,6658,聯策,1
326,6873,泓德能源,1
327,7722,LINEPAY,1
328,8131,福懋科,1
329,8422,可寧衛*,1
330,8473,山林水,1
331,9938,百和,1
,,合計,"4,354"
