排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,140
2,2408,南亞科,96
3,3008,大立光,94
4,IX0001,臺股指數,89
5,4958,臻鼎-KY,84
6,3017,奇鋐,73
7,6770,力積電,72
8,3481,群創,70
9,6669,緯穎,68
10,2368,金像電,63
11,3042,晶技,62
12,3711,日月光投控,61
13,6239,力成,60
14,0050,元大台灣50,59
15,2344,華邦電,58
16,2337,旺宏,56
17,3665,貿聯-KY,56
18,00631L,元大台灣50正2,51
19,3231,緯創,51
20,1301,台塑,50
21,2449,京元電子,49
22,2634,漢翔,49
23,8150,南茂,49
24,2472,立隆電,47
25,2313,華通,46
26,1326,台化,43
27,2317,鴻海,42
28,2404,漢唐,39
29,8261,富鼎,38
30,2409,友達,37
31,6531,愛普*,37
32,6753,龍德造船,37
33,3413,京鼎,36
34,2379,瑞昱,35
35,6505,台塑化,35
36,6805,富世達,35
37,2395,研華,33
38,2345,智邦,31
39,3715,定穎投控,31
40,4919,新唐,31
41,6414,樺漢,29
42,1802,台玻,28
43,3533,嘉澤,28
44,6139,亞翔,28
45,2645,長榮航太,27
46,2363,矽統,26
47,3605,宏致,26
48,6672,騰輝電子-KY,26
49,00685L,群益臺灣加權正2,25
50,2375,凱美,25
51,2467,志聖,25
52,3006,晶豪科,25
53,6257,矽格,25
54,2301,光寶科,24
55,6789,采鈺,24
56,00637L,元大滬深300正2,23
57,00981A,主動統一台股增長,23
58,2377,微星,23
59,2630,亞航,23
60,3035,智原,23
61,4916,事欣科,23
62,6196,帆宣,23
63,6209,今國光,23
64,6409,旭隼,23
65,6525,捷敏-KY,23
66,8039,台虹,23
67,2359,所羅門,22
68,2406,國碩,22
69,3563,牧德,22
70,6271,同欣電,22
71,00632R,元大台灣50反1,20
72,1717,長興,20
73,3030,德律,20
74,8271,宇瞻,20
75,1795,美時,19
76,2049,上銀,19
77,2357,華碩,19
78,2441,超豐,19
79,3406,玉晶光,19
80,6781,AES-KY,19
81,7788,松川精密,18
82,2351,順德,17
83,3005,神基,17
84,3034,聯詠,17
85,6472,保瑞,17
86,2451,創見,16
87,2464,盟立,16
88,6285,啟碁,16
89,1519,華城,15
90,2458,義隆,15
91,3019,亞光,15
92,6197,佳必琪,15
93,6278,台表科,15
94,6442,光聖,15
95,6719,力智,15
96,8016,矽創,15
97,2027,大成鋼,14
98,2369,菱生,14
99,2388,威盛,14
100,2476,鉅祥,14
101,3036,文曄,14
102,6449,鈺邦,14
103,2356,英業達,13
104,2428,興勤,13
105,8112,至上,13
106,1409,新纖,12
107,2495,普安,12
108,2603,長榮,12
109,4763,材料*-KY,12
110,5269,祥碩,12
111,6116,彩晶,12
112,8131,福懋科,12
113,00715L,街口布蘭特油正2,11
114,2436,偉詮電,11
115,4739,康普,11
116,4989,榮科,11
117,6191,精成科,11
118,6706,惠特,11
119,00708L,元大S&P黃金正2,10
120,00738U,元大道瓊白銀,10
121,00830,國泰費城半導體,10
122,1560,中砂,10
123,2231,為升,10
124,2312,金寶,10
125,2324,仁寶,10
126,2484,希華,10
127,3048,益登,10
