排行,權證標的代號,權證標的名稱,發行檔數
1,2317,鴻海,53
2,2344,華邦電,53
3,IX0001,臺股指數,46
4,3231,緯創,42
5,2409,友達,41
6,2303,聯電,33
7,2356,英業達,32
8,2408,南亞科,31
9,6282,康舒,31
10,3006,晶豪科,30
11,2324,仁寶,28
12,3017,奇鋐,28
13,2377,微星,26
14,6669,緯穎,26
15,2301,光寶科,25
16,2357,華碩,25
17,2449,京元電子,24
18,2330,台積電,23
19,3376,新日興,23
20,2313,華通,21
21,3711,日月光投控,19
22,2376,技嘉,18
23,3042,晶技,18
24,1503,士電,17
25,00631L,元大台灣50正2,16
26,2353,宏碁,16
27,2474,可成,16
28,4967,十銓,16
29,7788,松川精密,16
30,2345,智邦,15
31,2404,漢唐,15
32,6409,旭隼,15
33,6805,富世達,15
34,0050,元大台灣50,14
35,00632R,元大台灣50反1,14
36,1504,東元,14
37,6197,佳必琪,13
38,1519,華城,12
39,3406,玉晶光,12
40,3706,神達,12
41,6139,亞翔,12
42,2882,國泰金,11
43,3059,華晶科,11
44,3305,昇貿,11
45,3533,嘉澤,11
46,6781,AES-KY,11
47,1605,華新,10
48,2312,金寶,10
49,2379,瑞昱,10
50,6269,台郡,10
51,1303,南亞,9
52,1514,亞力,9
53,2481,強茂,9
54,5269,祥碩,9
55,6278,台表科,9
56,6456,GIS-KY,9
57,1513,中興電,8
58,6285,啟碁,8
59,8210,勤誠,8
60,1312,國喬,7
61,1409,新纖,7
62,2352,佳世達,7
63,2881,富邦金,7
64,3013,晟銘電,7
65,3673,TPK-KY,7
66,5243,乙盛-KY,7
67,8271,宇瞻,7
68,00708L,元大S&P黃金正2,6
69,1718,中纖,6
70,2367,燿華,6
71,2489,瑞軒,6
72,2883,凱基金,6
73,4906,正文,6
74,6414,樺漢,6
75,9958,世紀鋼,6
76,00637L,元大滬深300正2,5
77,1711,永光,5
78,2328,廣宇,5
79,2359,所羅門,5
80,2363,矽統,5
81,2493,揚博,5
82,2887,台新新光金,5
83,2891,中信金,5
84,3034,聯詠,5
85,3035,智原,5
86,4938,和碩,5
87,5388,中磊,5
88,6196,帆宣,5
89,8112,至上,5
90,00981A,主動統一台股增長,4
91,1319,東陽,4
92,1560,中砂,4
93,1708,東鹼,4
94,2049,上銀,4
95,2323,中環,4
96,2428,興勤,4
97,2457,飛宏,4
98,2476,鉅祥,4
99,2498,宏達電,4
100,2609,陽明,4
101,2884,玉山金,4
102,2890,永豐金,4
103,4576,大銀微系統,4
104,6209,今國光,4
105,6706,惠特,4
106,6789,采鈺,4
107,8070,長華*,4
108,8110,華東,4
109,8261,富鼎,4
110,0052,富邦科技,3
111,00635U,元大S&P黃金,3
112,00663L,國泰臺灣加權正2,3
113,00738U,元大道瓊白銀,3
114,1802,台玻,3
115,2347,聯強,3
116,2369,菱生,3
117,2374,佳能,3
118,2395,研華,3
119,2467,志聖,3
120,2485,兆赫,3
121,2603,長榮,3
122,2610,華航,3
123,2618,長榮航,3
124,2834,臺企銀,3
125,2885,元大金,3
126,4977,眾達-KY,3
127,6412,群電,3
128,7749,意騰-KY,3
129,8150,南茂,3
130,00655L,國泰中國A50正2,2
131,00665L,富邦恒生國企正2,2
132,00753L,中信中國50正2,2
133,00830,國泰費城半導體,2
134,00919,群益台灣精選高息,2
135,1476,儒鴻,2
136,1477,聚陽,2
137,1582,信錦,2
138,1609,大亞,2
139,1714,和桐,2
140,1795,美時,2
141,2027,大成鋼,2
142,2316,楠梓電,2
143,2371,大同,2
144,2385,群光,2
145,2388,威盛,2
146,2439,美律,2
147,2548,華固,2
148,2637,慧洋-KY,2
149,2892,第一金,2
150,3005,神基,2
151,3028,增你強,2
152,3515,華擎,2
153,3708,上緯投控,2
154,4526,東台,2
155,4739,康普,2
156,4960,誠美材,2
157,6257,矽格,2
158,6472,保瑞,2
159,6757,台灣虎航,2
160,6862,三集瑞-KY,2
161,8131,福懋科,2
162,0056,元大高股息,1
163,00647L,元大S&P500正2,1
164,00674R,元大S&P黃金反1,1
165,00680L,元大美債20正2,1
166,00685L,群益臺灣加權正2,1
167,00712,復華富時不動產,1
168,00715L,街口布蘭特油正2,1
169,00757,統一FANG+,1
170,00929,復華台灣科技優息,1
171,1216,統一,1
172,1301,台塑,1
173,1304,台聚,1
174,1307,三芳,1
175,1313,聯成,1
176,1326,台化,1
177,1402,遠東新,1
178,1590,亞德客-KY,1
179,1608,華榮,1
180,1710,東聯,1
181,1717,長興,1
182,2002,中鋼,1
183,2009,第一銅,1
184,2034,允強,1
185,2103,台橡,1
186,2354,鴻準,1
187,2355,敬鵬,1
188,2393,億光,1
189,2421,建準,1
190,2441,超豐,1
191,2451,創見,1
192,2615,萬海,1
193,2880,華南金,1
194,2886,兆豐金,1
195,3019,亞光,1
196,3022,威強電,1
197,3023,信邦,1
198,3048,益登,1
199,3596,智易,1
200,3715,定穎投控,1
201,4763,材料*-KY,1
202,4915,致伸,1
203,5234,達興材料,1
204,6112,邁達特,1
205,6189,豐藝,1
206,6191,精成科,1
207,6206,飛捷,1
208,6672,騰輝電子-KY,1
209,6869,雲豹能源,1
210,6873,泓德能源,1
211,8215,明基材,1
212,8422,可寧衛*,1
213,9103,美德醫療-DR,1
214,9105,泰金寶-DR,1
215,9904,寶成,1
216,9939,宏全,1
217,9945,潤泰新,1
,,合計,"1,563"
