排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,82
2,2408,南亞科,78
3,2344,華邦電,77
4,3017,奇鋐,77
5,3008,大立光,74
6,1303,南亞,70
7,2301,光寶科,62
8,6770,力積電,57
9,IX0001,臺股指數,53
10,2327,國巨*,51
11,2368,金像電,51
12,2337,旺宏,49
13,2317,鴻海,48
14,6805,富世達,47
15,3665,貿聯-KY,46
16,4958,臻鼎-KY,46
17,6669,緯穎,46
18,3231,緯創,45
19,2303,聯電,44
20,6239,力成,43
21,2359,所羅門,42
22,3711,日月光投控,39
23,2049,上銀,38
24,2313,華通,37
25,3016,嘉晶,32
26,3481,群創,32
27,3583,辛耘,31
28,6442,光聖,30
29,8210,勤誠,30
30,2615,萬海,29
31,6415,矽力*-KY,29
32,0050,元大台灣50,28
33,2603,長榮,28
34,3006,晶豪科,28
35,2345,智邦,27
36,2376,技嘉,27
37,2449,京元電子,27
38,2493,揚博,27
39,3042,晶技,26
40,2357,華碩,25
41,2481,強茂,25
42,6139,亞翔,25
43,6672,騰輝電子-KY,25
44,2324,仁寶,24
45,3533,嘉澤,23
46,3605,宏致,23
47,2464,盟立,22
48,8112,至上,22
49,7788,松川精密,21
50,00631L,元大台灣50正2,20
51,2395,研華,20
52,3044,健鼎,20
53,2377,微星,19
54,2609,陽明,19
55,2409,友達,18
56,3036,文曄,18
57,00981A,主動統一台股增長,17
58,2478,大毅,17
59,6414,樺漢,17
60,2354,鴻準,16
61,6196,帆宣,16
62,6206,飛捷,16
63,6472,保瑞,16
64,6781,AES-KY,16
65,6830,汎銓,16
66,2451,創見,14
67,00632R,元大台灣50反1,13
68,1590,亞德客-KY,13
69,2316,楠梓電,13
70,2363,矽統,13
71,6269,台郡,13
72,3033,威健,12
73,3715,定穎投控,12
74,4938,和碩,12
75,6834,天二科技,12
76,1519,華城,11
77,2356,英業達,11
78,2634,漢翔,11
79,3406,玉晶光,11
80,4722,國精化,11
81,6409,旭隼,11
82,6505,台塑化,11
83,1714,和桐,10
84,1802,台玻,10
85,2421,建準,10
86,2441,超豐,10
87,3563,牧德,10
88,3702,大聯大,10
89,4967,十銓,10
90,6166,凌華,10
91,00685L,群益臺灣加權正2,9
92,00708L,元大S&P黃金正2,9
93,00738U,元大道瓊白銀,9
94,2605,新興,9
95,4576,大銀微系統,9
96,6944,兆聯實業,9
97,9921,巨大,9
98,1717,長興,8
99,2027,大成鋼,8
100,2404,漢唐,8
101,2467,志聖,8
102,3022,威強電,8
103,3035,智原,8
104,6197,佳必琪,8
105,6257,矽格,8
106,7750,新代,8
107,1560,中砂,7
108,1605,華新,7
109,2002,中鋼,7
110,2233,宇隆,7
111,2436,偉詮電,7
112,2645,長榮航太,7
113,3019,亞光,7
114,3034,聯詠,7
115,3376,新日興,7
116,3617,碩天,7
117,3704,合勤控,7
118,6214,精誠,7
119,6271,同欣電,7
120,6285,啟碁,7
121,6715,嘉基,7
122,7822,倍利科,7
123,8271,宇瞻,7
124,0052,富邦科技,6
125,00663L,國泰臺灣加權正2,6
126,00830,國泰費城半導體,6
127,1326,台化,6
128,1711,永光,6
129,2379,瑞昱,6
130,2388,威盛,6
131,2392,正崴,6
132,2426,鼎元,6
133,2428,興勤,6
134,2618,長榮航,6
135,2630,亞航,6
136,3005,神基,6
137,3305,昇貿,6
138,4763,材料*-KY,6
139,5269,祥碩,6
140,6456,GIS-KY,6
141,8110,華東,6
142,8150,南茂,6
143,9958,世紀鋼,6
144,00635U,元大S&P黃金,5
145,1727,中華化,5
146,2353,宏碁,5
147,2367,燿華,5
148,2375,凱美,5
149,2402,毅嘉,5
150,4551,智伸科,5
151,4977,眾達-KY,5
152,00992A,主動群益科技創新,4
153,1503,士電,4
154,1504,東元,4
155,1513,中興電,4
156,1608,華榮,4
157,1795,美時,4
158,2006,東和鋼鐵,4
159,2009,第一銅,4
160,2103,台橡,4
161,2371,大同,4
162,2472,立隆電,4
163,2474,可成,4
164,2476,鉅祥,4
165,3013,晟銘電,4
166,3030,德律,4
167,3135,凌航,4
168,6426,統新,4
169,6719,力智,4
170,7711,永擎,4
171,8081,致新,4
172,IX0027,電子類,4
173,0056,元大高股息,3
174,00637L,元大滬深300正2,3
175,00715L,街口布蘭特油正2,3
176,009816,凱基台灣TOP50,3
177,1319,東陽,3
178,1409,新纖,3
179,1597,直得,3
180,2031,新光鋼,3
181,2351,順德,3
182,2495,普安,3
183,2606,裕民,3
184,2882,國泰金,3
185,3023,信邦,3
186,3049,精金,3
187,3706,神達,3
188,4919,新唐,3
189,5243,乙盛-KY,3
190,6449,鈺邦,3
191,6525,捷敏-KY,3
192,6526,達發,3
193,6691,洋基工程,3
194,8016,矽創,3
195,8454,富邦媒,3
196,9939,宏全,3
197,9945,潤泰新,3
198,00633L,富邦上証正2,2
199,00680L,元大美債20正2,2
200,00763U,街口道瓊銅,2
201,00991A,主動復華未來50,2
202,1514,亞力,2
203,1710,東聯,2
204,2305,全友,2
205,2323,中環,2
206,2340,台亞,2
207,2342,茂矽,2
208,2369,菱生,2
209,2385,群光,2
210,2439,美律,2
211,2485,兆赫,2
212,2498,宏達電,2
213,2542,興富發,2
214,2543,皇昌,2
215,2637,慧洋-KY,2
216,2727,王品,2
217,2883,凱基金,2
218,2885,元大金,2
219,2887,台新新光金,2
220,3003,健和興,2
221,3515,華擎,2
222,4571,鈞興-KY,2
223,4585,達明,2
224,4739,康普,2
225,4906,正文,2
226,4960,誠美材,2
227,4961,天鈺,2
228,5388,中磊,2
229,5434,崇越,2
230,5515,建國,2
231,6202,盛群,2
232,6209,今國光,2
233,6278,台表科,2
234,6282,康舒,2
235,6491,晶碩,2
236,6706,惠特,2
237,6753,龍德造船,2
238,6861,睿生光電,2
239,6862,三集瑞-KY,2
240,6937,天虹,2
241,6962,奕力-KY,2
242,8070,長華*,2
243,8114,振樺電,2
244,9904,寶成,2
245,9914,美利達,2
246,00640L,富邦日本正2,1
247,00651R,復華香港反1,1
248,00662,富邦NASDAQ,1
249,00664R,國泰臺灣加權反1,1
250,00669R,國泰美國道瓊反1,1
251,00670L,富邦NASDAQ正2,1
252,00683L,元大美元指數正2,1
253,00684R,元大美元指數反1,1
254,00706L,元大S&P日圓正2,1
255,00753L,中信中國50正2,1
256,00878,國泰永續高股息,1
257,00982A,主動群益台灣強棒,1
258,1101,台泥,1
259,1301,台塑,1
260,1305,華夏,1
261,1402,遠東新,1
262,1476,儒鴻,1
263,1477,聚陽,1
264,1582,信錦,1
265,1609,大亞,1
266,1773,勝一,1
267,2072,世紀風電,1
268,2101,南港,1
269,2108,南帝,1
270,2231,為升,1
271,2236,百達-KY,1
272,2312,金寶,1
273,2331,精英,1
274,2365,昆盈,1
275,2374,佳能,1
276,2458,義隆,1
277,2489,瑞軒,1
278,2527,宏璟,1
279,2610,華航,1
280,2646,星宇航空,1
281,2880,華南金,1
282,2891,中信金,1
283,2892,第一金,1
284,3029,零壹,1
285,3209,全科,1
286,3312,弘憶股,1
287,3413,京鼎,1
288,3504,揚明光,1
289,3535,晶彩科,1
290,3592,瑞鼎,1
291,4526,東台,1
292,4766,南寶,1
293,5284,jpp-KY,1
294,5292,華懋,1
295,5534,長虹,1
296,6116,彩晶,1
297,6191,精成科,1
298,6579,研揚,1
299,6605,帝寶,1
300,6658,聯策,1
301,6873,泓德能源,1
302,7722,LINEPAY,1
303,7749,意騰-KY,1
304,8131,福懋科,1
305,8473,山林水,1
306,9105,泰金寶-DR,1
307,9938,百和,1
,,合計,"3,264"
