排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,148
2,2330,台積電,125
3,3017,奇鋐,94
4,2451,創見,77
5,00715L,街口布蘭特油正2,75
6,0050,元大台灣50,72
7,2317,鴻海,70
8,2313,華通,66
9,6669,緯穎,63
10,3665,貿聯-KY,62
11,3189,景碩,56
12,00642U,元大S&P石油,51
13,2603,長榮,51
14,6285,啟碁,51
15,2345,智邦,50
16,3030,德律,50
17,3563,牧德,48
18,8039,台虹,43
19,3661,世芯-KY,42
20,6213,聯茂,42
21,3715,定穎投控,40
22,2454,聯發科,39
23,2605,新興,39
24,3533,嘉澤,39
25,3711,日月光投控,39
26,6451,訊芯-KY,37
27,2368,金像電,35
28,4919,新唐,35
29,4958,臻鼎-KY,34
30,1303,南亞,33
31,2609,陽明,33
32,6789,采鈺,33
33,8112,至上,33
34,3653,健策,30
35,6531,愛普*,30
36,1711,永光,29
37,2059,川湖,29
38,2301,光寶科,29
39,1795,美時,28
40,6456,GIS-KY,28
41,1519,華城,27
42,2327,國巨*,27
43,2329,華泰,27
44,2615,萬海,27
45,6944,兆聯實業,27
46,1326,台化,26
47,4977,眾達-KY,26
48,6197,佳必琪,26
49,8210,勤誠,26
50,00632R,元大台灣50反1,25
51,3583,辛耘,25
52,3036,文曄,23
53,6781,AES-KY,22
54,2402,毅嘉,21
55,2449,京元電子,21
56,6505,台塑化,21
57,2421,建準,20
58,3231,緯創,20
59,00708L,元大S&P黃金正2,19
60,00635U,元大S&P黃金,18
61,00673R,元大S&P原油反1,18
62,2481,強茂,18
63,5269,祥碩,18
64,6239,力成,18
65,1301,台塑,17
66,1717,長興,17
67,6706,惠特,17
68,8271,宇瞻,17
69,1304,台聚,16
70,2404,漢唐,15
71,2409,友達,15
72,6271,同欣電,15
73,6282,康舒,15
74,2316,楠梓電,14
75,3376,新日興,14
76,6415,矽力*-KY,14
77,00738U,元大道瓊白銀,13
78,2303,聯電,13
79,2376,技嘉,13
80,2458,義隆,13
81,3008,大立光,13
82,8261,富鼎,13
83,2369,菱生,12
84,3034,聯詠,12
85,6139,亞翔,12
86,8150,南茂,12
87,00637L,元大滬深300正2,11
88,1708,東鹼,11
89,2049,上銀,11
90,2355,敬鵬,11
91,3702,大聯大,11
92,5284,jpp-KY,11
93,6830,汎銓,11
94,2357,華碩,10
95,6438,迅得,10
96,1312,國喬,9
97,2467,志聖,9
98,2495,普安,9
99,2543,皇昌,9
100,3645,達邁,9
101,4739,康普,9
102,8028,昇陽半導體,9
103,00663L,國泰臺灣加權正2,8
104,2492,華新科,8
105,3005,神基,8
106,3033,威健,8
107,4763,材料*-KY,8
108,6257,矽格,8
109,00650L,復華香港正2,7
110,2388,威盛,7
111,2498,宏達電,7
112,3035,智原,7
113,6937,天虹,7
114,IX0027,電子類,7
115,00640L,富邦日本正2,6
116,2338,光罩,6
117,2356,英業達,6
118,2436,偉詮電,6
119,2464,盟立,6
120,3380,明泰,6
121,3413,京鼎,6
122,3450,聯鈞,6
123,6753,龍德造船,6
124,6862,三集瑞-KY,6
125,0052,富邦科技,5
126,00633L,富邦上証正2,5
127,00664R,國泰臺灣加權反1,5
128,00665L,富邦恒生國企正2,5
129,00670L,富邦NASDAQ正2,5
130,1308,亞聚,5
131,2027,大成鋼,5
132,2324,仁寶,5
133,2882,國泰金,5
134,3019,亞光,5
135,3044,健鼎,5
136,3532,台勝科,5
137,4764,雙鍵,5
138,4906,正文,5
139,6691,洋基工程,5
140,00763U,街口道瓊銅,4
141,00830,國泰費城半導體,4
142,1504,東元,4
143,1513,中興電,4
144,2002,中鋼,4
145,2233,宇隆,4
146,2340,台亞,4
147,2351,順德,4
148,2354,鴻準,4
149,2371,大同,4
150,2377,微星,4
151,2379,瑞昱,4
152,2472,立隆電,4
153,2474,可成,4
154,2606,裕民,4
155,2618,長榮航,4
156,3706,神達,4
157,3708,上緯投控,4
158,6206,飛捷,4
159,6472,保瑞,4
160,8103,瀚荃,4
161,00669R,國泰美國道瓊反1,3
162,00852L,國泰美國道瓊正2,3
163,1402,遠東新,3
164,1514,亞力,3
165,1590,亞德客-KY,3
166,2353,宏碁,3
167,2374,佳能,3
168,2439,美律,3
169,2441,超豐,3
170,2457,飛宏,3
171,3010,華立,3
172,3048,益登,3
173,3305,昇貿,3
174,4576,大銀微系統,3
175,4766,南寶,3
176,4770,上品,3
177,4968,立積,3
178,5243,乙盛-KY,3
179,5469,瀚宇博,3
180,6409,旭隼,3
181,00655L,國泰中國A50正2,2
182,00693U,街口S&P黃豆,2
183,00753L,中信中國50正2,2
184,1101,台泥,2
185,1216,統一,2
186,1503,士電,2
187,1605,華新,2
188,1609,大亞,2
189,2231,為升,2
190,2323,中環,2
191,2347,聯強,2
192,2365,昆盈,2
193,2392,正崴,2
194,2617,台航,2
195,2727,王品,2
196,2885,元大金,2
197,3013,晟銘電,2
198,3022,威強電,2
199,3023,信邦,2
200,3028,增你強,2
201,3062,建漢,2
202,4585,達明,2
203,4938,和碩,2
204,5434,崇越,2
205,6176,瑞儀,2
206,6191,精成科,2
207,6196,帆宣,2
208,6215,和椿,2
209,6449,鈺邦,2
210,6491,晶碩,2
211,6782,視陽,2
212,6805,富世達,2
213,6873,泓德能源,2
214,8016,矽創,2
215,9958,世紀鋼,2
216,IX0039,金融類,2
217,00638R,元大滬深300反1,1
218,00641R,富邦日本反1,1
219,00647L,元大S&P500正2,1
220,00668,國泰美國道瓊,1
221,00676R,富邦臺灣加權反1,1
222,00681R,元大美債20反1,1
223,00683L,元大美元指數正2,1
224,00684R,元大美元指數反1,1
225,00706L,元大S&P日圓正2,1
226,00757,統一FANG+,1
227,00881,國泰台灣科技龍頭,1
228,1409,新纖,1
229,1477,聚陽,1
230,1608,華榮,1
231,1612,宏泰,1
232,2105,正新,1
233,2211,長榮鋼,1
234,2228,劍麟,1
235,2328,廣宇,1
236,2375,凱美,1
237,2412,中華電,1
238,2419,仲琦,1
239,2476,鉅祥,1
240,2478,大毅,1
241,2515,中工,1
242,2610,華航,1
243,2630,亞航,1
244,2634,漢翔,1
245,2834,臺企銀,1
246,2881,富邦金,1
247,2883,凱基金,1
248,2884,玉山金,1
249,2887,台新新光金,1
250,2890,永豐金,1
251,2891,中信金,1
252,3014,聯陽,1
253,3016,嘉晶,1
254,3026,禾伸堂,1
255,3059,華晶科,1
256,3406,玉晶光,1
257,3545,敦泰,1
258,3673,TPK-KY,1
259,4526,東台,1
260,4916,事欣科,1
261,5515,建國,1
262,6112,邁達特,1
263,6209,今國光,1
264,6214,精誠,1
265,6269,台郡,1
266,6278,台表科,1
267,6768,志強-KY,1
268,6890,來億-KY,1
269,7749,意騰-KY,1
270,8131,福懋科,1
271,9904,寶成,1
272,9921,巨大,1
273,9938,百和,1
274,9939,宏全,1
,,合計,"3,525"
