排行,權證標的代號,權證標的名稱,發行檔數
1,3008,大立光,127
2,3017,奇鋐,119
3,2408,南亞科,116
4,2330,台積電,114
5,2308,台達電,102
6,2344,華邦電,99
7,1303,南亞,97
8,2301,光寶科,83
9,2327,國巨*,82
10,IX0001,臺股指數,79
11,6770,力積電,75
12,3665,貿聯-KY,73
13,2368,金像電,71
14,6805,富世達,70
15,6669,緯穎,68
16,2303,聯電,67
17,4958,臻鼎-KY,67
18,2317,鴻海,64
19,2337,旺宏,61
20,2615,萬海,61
21,3231,緯創,57
22,3711,日月光投控,57
23,6239,力成,55
24,2313,華通,52
25,2359,所羅門,51
26,6442,光聖,50
27,2603,長榮,48
28,2049,上銀,47
29,2609,陽明,47
30,2376,技嘉,45
31,3481,群創,44
32,2345,智邦,43
33,0050,元大台灣50,42
34,3533,嘉澤,42
35,2449,京元電子,38
36,3583,辛耘,38
37,3016,嘉晶,37
38,8210,勤誠,37
39,2481,強茂,36
40,3406,玉晶光,36
41,2324,仁寶,35
42,6139,亞翔,35
43,6472,保瑞,35
44,3605,宏致,34
45,6415,矽力*-KY,34
46,6672,騰輝電子-KY,34
47,2377,微星,31
48,2357,華碩,30
49,3044,健鼎,30
50,2493,揚博,29
51,00631L,元大台灣50正2,28
52,2409,友達,28
53,3006,晶豪科,28
54,2395,研華,27
55,7788,松川精密,27
56,8112,至上,27
57,3042,晶技,26
58,00708L,元大S&P黃金正2,25
59,2360,致茂,25
60,3036,文曄,25
61,6781,AES-KY,25
62,1519,華城,24
63,2451,創見,24
64,2634,漢翔,23
65,2464,盟立,22
66,4967,十銓,22
67,2354,鴻準,21
68,2363,矽統,21
69,00981A,主動統一台股增長,20
70,2356,英業達,20
71,2478,大毅,20
72,6196,帆宣,20
73,1590,亞德客-KY,19
74,2606,裕民,19
75,6505,台塑化,19
76,1802,台玻,18
77,2351,順德,18
78,4977,眾達-KY,18
79,6269,台郡,17
80,6414,樺漢,17
81,00632R,元大台灣50反1,16
82,00685L,群益臺灣加權正2,16
83,2637,慧洋-KY,16
84,3563,牧德,16
85,6206,飛捷,16
86,6830,汎銓,16
87,00738U,元大道瓊白銀,15
88,2002,中鋼,15
89,2316,楠梓電,15
90,2605,新興,15
91,3034,聯詠,15
92,2404,漢唐,14
93,2484,希華,14
94,3715,定穎投控,14
95,6197,佳必琪,14
96,6409,旭隼,14
97,2027,大成鋼,13
98,2476,鉅祥,13
99,3702,大聯大,13
100,6285,啟碁,13
101,6715,嘉基,13
102,6834,天二科技,13
103,00635U,元大S&P黃金,12
104,1711,永光,12
105,1717,長興,12
106,2441,超豐,12
107,2645,長榮航太,12
108,3033,威健,12
109,3035,智原,12
110,4938,和碩,12
111,8150,南茂,12
112,2421,建準,11
113,2426,鼎元,11
