排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,153
2,IX0001,臺股指數,128
3,2408,南亞科,99
4,2303,聯電,92
5,2344,華邦電,80
6,4958,臻鼎-KY,80
7,3006,晶豪科,75
8,2317,鴻海,68
9,2327,國巨*,68
10,6669,緯穎,60
11,0050,元大台灣50,59
12,6770,力積電,56
13,3008,大立光,54
14,6239,力成,54
15,00631L,元大台灣50正2,53
16,2449,京元電子,50
17,2472,立隆電,47
18,6285,啟碁,46
19,3711,日月光投控,43
20,2454,聯發科,42
21,2301,光寶科,41
22,2345,智邦,40
23,2404,漢唐,40
24,00981A,主動統一台股增長,39
25,2464,盟立,38
26,3481,群創,37
27,2313,華通,34
28,3035,智原,34
29,3231,緯創,34
30,2368,金像電,33
31,4967,十銓,33
32,2376,技嘉,32
33,2395,研華,32
34,2485,兆赫,32
35,2059,川湖,31
36,2377,微星,31
37,8150,南茂,31
38,8210,勤誠,31
39,1560,中砂,28
40,2492,華新科,28
41,2356,英業達,27
42,3034,聯詠,27
43,3090,日電貿,27
44,1802,台玻,26
45,5269,祥碩,26
46,6271,同欣電,24
47,8261,富鼎,24
48,2049,上銀,23
49,2451,創見,23
50,3036,文曄,23
51,3661,世芯-KY,23
52,6526,達發,23
53,1519,華城,22
54,3305,昇貿,22
55,6197,佳必琪,22
56,2316,楠梓電,21
57,2409,友達,21
58,2481,強茂,21
59,3030,德律,21
60,3533,嘉澤,21
61,00632R,元大台灣50反1,20
62,2351,順德,20
63,2367,燿華,20
64,2441,超豐,20
65,6257,矽格,20
66,8028,昇陽半導體,20
67,2363,矽統,19
68,3673,TPK-KY,19
69,2324,仁寶,18
70,2355,敬鵬,18
71,2388,威盛,18
72,4977,眾達-KY,18
73,6282,康舒,18
74,6719,力智,18
75,3665,貿聯-KY,17
76,1605,華新,16
77,2312,金寶,16
78,2354,鴻準,16
79,3033,威健,16
80,3563,牧德,16
81,6412,群電,16
82,6781,AES-KY,16
83,2357,華碩,15
84,3017,奇鋐,15
85,3406,玉晶光,15
86,1303,南亞,14
87,1582,信錦,14
88,1717,長興,14
89,5284,jpp-KY,14
90,6116,彩晶,14
91,6196,帆宣,14
92,6706,惠特,14
