排行,權證標的代號,權證標的名稱,發行檔數
1,2492,華新科,72
2,6669,緯穎,72
3,2308,台達電,70
4,3661,世芯-KY,67
5,2330,台積電,62
6,IX0001,臺股指數,54
7,2409,友達,52
8,2303,聯電,51
9,2368,金像電,46
10,8046,南電,44
11,2408,南亞科,41
12,3042,晶技,41
13,6515,穎崴,41
14,0050,元大台灣50,37
15,2327,國巨*,37
16,4958,臻鼎-KY,37
17,2481,強茂,36
18,7769,鴻勁,35
19,3017,奇鋐,34
20,6442,光聖,34
21,2301,光寶科,32
22,2059,川湖,31
23,2449,京元電子,31
24,3665,貿聯-KY,31
25,2360,致茂,30
26,3231,緯創,30
27,1303,南亞,29
28,8028,昇陽半導體,29
29,2345,智邦,28
30,2615,萬海,26
31,00631L,元大台灣50正2,25
32,1519,華城,25
33,2344,華邦電,25
34,6239,力成,25
35,3711,日月光投控,23
36,3715,定穎投控,23
37,4576,大銀微系統,23
38,5269,祥碩,23
39,2313,華通,22
40,2317,鴻海,22
41,6770,力積電,22
42,2404,漢唐,21
43,2363,矽統,20
44,3376,新日興,20
45,1301,台塑,19
46,3036,文曄,19
47,3583,辛耘,19
48,1326,台化,18
49,2351,順德,18
50,2354,鴻準,18
51,2357,華碩,18
52,3016,嘉晶,18
53,3605,宏致,18
54,7750,新代,18
55,3481,群創,17
56,3533,嘉澤,17
57,2421,建準,16
58,3034,聯詠,16
59,6706,惠特,16
60,6789,采鈺,16
61,7788,松川精密,16
62,00632R,元大台灣50反1,15
63,2324,仁寶,15
64,2376,技嘉,15
65,6139,亞翔,15
66,6831,邁科,15
67,1717,長興,14
68,2049,上銀,14
69,2305,全友,14
70,2395,研華,14
71,2609,陽明,13
72,3044,健鼎,13
73,6196,帆宣,13
74,6415,矽力*-KY,13
75,2337,旺宏,12
76,2887,台新新光金,12
77,3019,亞光,12
78,00715L,街口布蘭特油正2,11
79,1409,新纖,11
80,1560,中砂,11
81,2476,鉅祥,11
82,2489,瑞軒,11
83,2603,長榮,11
