排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,53
2,IX0001,臺股指數,46
3,2409,友達,44
4,2313,華通,43
5,2303,聯電,38
6,3661,世芯-KY,36
7,8422,可寧衛*,34
8,8150,南茂,32
9,2308,台達電,31
10,6239,力成,29
11,0050,元大台灣50,27
12,2337,旺宏,25
13,3037,欣興,25
14,2454,聯發科,24
15,2367,燿華,23
16,3008,大立光,23
17,3167,大量,22
18,2441,超豐,21
19,6669,緯穎,21
20,1605,華新,20
21,6257,矽格,20
22,2317,鴻海,19
23,00738U,元大道瓊白銀,18
24,6139,亞翔,18
25,6282,康舒,18
26,1560,中砂,17
27,2455,全新,16
28,3189,景碩,16
29,3450,聯鈞,16
30,5269,祥碩,16
31,6415,矽力*-KY,16
32,8112,至上,16
33,00637L,元大滬深300正2,15
34,2059,川湖,15
35,2312,金寶,15
36,3711,日月光投控,15
37,3715,定穎投控,15
38,6209,今國光,15
39,00631L,元大台灣50正2,14
40,2329,華泰,14
41,2360,致茂,14
42,2404,漢唐,14
43,6116,彩晶,14
44,8028,昇陽半導體,14
45,1303,南亞,13
46,1717,長興,13
47,8210,勤誠,13
48,2379,瑞昱,12
49,2493,揚博,12
50,8039,台虹,12
51,8131,福懋科,12
52,2327,國巨*,11
53,2467,志聖,11
54,6531,愛普*,11
55,6691,洋基工程,11
56,2449,京元電子,10
57,3035,智原,10
58,00632R,元大台灣50反1,9
59,00635U,元大S&P黃金,9
60,3231,緯創,9
61,3376,新日興,9
62,3443,創意,9
63,2345,智邦,8
64,2402,毅嘉,8
65,3090,日電貿,8
66,3305,昇貿,8
67,3532,台勝科,8
68,3563,牧德,8
69,3665,貿聯-KY,8
70,6213,聯茂,8
71,6271,同欣電,8
72,00708L,元大S&P黃金正2,7
73,1101,台泥,7
74,2002,中鋼,7
75,2634,漢翔,7
76,3036,文曄,7
77,4958,臻鼎-KY,7
78,00633L,富邦上証正2,6
79,2371,大同,6
80,2485,兆赫,6
81,3017,奇鋐,6
82,3048,益登,6
83,3533,嘉澤,6
84,3592,瑞鼎,6
85,6409,旭隼,6
86,6781,AES-KY,6
87,00763U,街口道瓊銅,5
88,1590,亞德客-KY,5
89,2009,第一銅,5
90,2301,光寶科,5
91,2359,所羅門,5
92,2605,新興,5
93,4977,眾達-KY,5
94,5234,達興材料,5
95,6120,達運,5
96,6196,帆宣,5
97,6944,兆聯實業,5
98,IX0027,電子類,5
99,1711,永光,4
100,2105,正新,4
101,2201,裕隆,4
102,2211,長榮鋼,4
103,2323,中環,4
104,2368,金像電,4
105,2369,菱生,4
106,2419,仲琦,4
107,2472,立隆電,4
108,2495,普安,4
109,3019,亞光,4
110,3030,德律,4
111,3044,健鼎,4
112,4585,達明,4
113,6197,佳必琪,4
114,6285,啟碁,4
115,6472,保瑞,4
116,6770,力積電,4
117,8046,南電,4
118,00693U,街口S&P黃豆,3
119,1304,台聚,3
120,1326,台化,3
121,1442,名軒,3
122,1802,台玻,3
123,2027,大成鋼,3
124,2233,宇隆,3
125,2353,宏碁,3
126,2355,敬鵬,3
127,2357,華碩,3
128,2603,長榮,3
129,2612,中航,3
130,2867,三商壽,3
131,3016,嘉晶,3
132,3406,玉晶光,3
133,4916,事欣科,3
134,6214,精誠,3
135,6805,富世達,3
136,00647L,元大S&P500正2,2
137,00650L,復華香港正2,2
138,00655L,國泰中國A50正2,2
139,00852L,國泰美國道瓊正2,2
140,1215,卜蜂,2
141,1312,國喬,2
142,1513,中興電,2
143,1608,華榮,2
144,2331,精英,2
145,2347,聯強,2
146,2374,佳能,2
147,2375,凱美,2
148,2383,台光電,2
149,2464,盟立,2
150,2481,強茂,2
151,2486,一詮,2
152,2609,陽明,2
153,2618,長榮航,2
154,2630,亞航,2
155,3028,增你強,2
156,3545,敦泰,2
157,3583,辛耘,2
158,3702,大聯大,2
159,4770,上品,2
160,4919,新唐,2
161,4938,和碩,2
162,5388,中磊,2
163,6605,帝寶,2
164,6753,龍德造船,2
165,6869,雲豹能源,2
166,6957,裕慶-KY,2
167,8070,長華*,2
168,8114,振樺電,2
169,9105,泰金寶-DR,2
170,9921,巨大,2
171,IX0039,金融類,2
172,00640L,富邦日本正2,1
173,00674R,元大S&P黃金反1,1
174,00885,富邦越南,1
175,1301,台塑,1
176,1308,亞聚,1
177,1504,東元,1
178,1514,亞力,1
179,2049,上銀,1
180,2228,劍麟,1
181,2316,楠梓電,1
182,2328,廣宇,1
183,2356,英業達,1
184,2363,矽統,1
185,2377,微星,1
186,2388,威盛,1
187,2489,瑞軒,1
188,2492,華新科,1
189,2498,宏達電,1
190,2610,華航,1
191,2637,慧洋-KY,1
192,2645,長榮航太,1
193,2731,雄獅,1
194,2883,凱基金,1
195,2885,元大金,1
196,2887,台新新光金,1
197,2890,永豐金,1
198,3010,華立,1
199,3029,零壹,1
200,3042,晶技,1
201,3055,蔚華科,1
202,3062,建漢,1
203,3380,明泰,1
204,3622,洋華,1
205,3706,神達,1
206,3708,上緯投控,1
207,4576,大銀微系統,1
208,4739,康普,1
209,4763,材料*-KY,1
210,4961,天鈺,1
211,5222,全訊,1
212,5243,乙盛-KY,1
213,5515,建國,1
214,6191,精成科,1
215,6215,和椿,1
216,6789,采鈺,1
,,合計,"1,668"
