排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,150
2,IX0001,臺股指數,117
3,2408,南亞科,90
4,4958,臻鼎-KY,80
5,2303,聯電,78
6,3006,晶豪科,75
7,2344,華邦電,70
8,2327,國巨*,68
9,2317,鴻海,61
10,6669,緯穎,57
11,0050,元大台灣50,54
12,3008,大立光,54
13,6770,力積電,48
14,00631L,元大台灣50正2,45
15,2449,京元電子,42
16,2454,聯發科,42
17,6285,啟碁,42
18,00981A,主動統一台股增長,39
19,2345,智邦,39
20,2464,盟立,38
21,2472,立隆電,38
22,6239,力成,38
23,3481,群創,37
24,2301,光寶科,35
25,2313,華通,34
26,2404,漢唐,34
27,2368,金像電,33
28,3035,智原,33
29,2485,兆赫,32
30,3711,日月光投控,32
31,4967,十銓,32
32,2059,川湖,31
33,3231,緯創,31
34,2376,技嘉,30
35,2395,研華,30
36,8210,勤誠,30
37,2377,微星,29
38,2492,華新科,28
39,3034,聯詠,27
40,3090,日電貿,27
41,1560,中砂,25
42,1802,台玻,25
43,8150,南茂,25
44,6271,同欣電,24
45,8261,富鼎,24
46,2451,創見,23
47,3036,文曄,23
48,3661,世芯-KY,23
49,6526,達發,23
50,2356,英業達,22
51,2049,上銀,21
52,2316,楠梓電,21
53,2481,強茂,21
54,3030,德律,21
55,5269,祥碩,21
56,6197,佳必琪,21
57,2351,順德,20
58,8028,昇陽半導體,20
59,2367,燿華,19
60,2409,友達,19
61,3305,昇貿,19
62,3533,嘉澤,19
63,6257,矽格,19
64,1519,華城,18
65,2355,敬鵬,18
66,2363,矽統,18
67,2388,威盛,18
68,00632R,元大台灣50反1,17
69,3665,貿聯-KY,17
70,3673,TPK-KY,17
71,6719,力智,17
72,2354,鴻準,16
73,3033,威健,16
74,4977,眾達-KY,16
75,6282,康舒,16
76,2324,仁寶,15
77,2357,華碩,15
78,2441,超豐,15
79,3406,玉晶光,15
80,3563,牧德,15
81,1605,華新,14
82,1717,長興,14
83,6196,帆宣,14
84,6781,AES-KY,14
85,2478,大毅,13
86,4722,國精化,13
87,6412,群電,13
88,6449,鈺邦,13
89,6472,保瑞,13
90,1582,信錦,12
91,2312,金寶,12
92,2375,凱美,12
93,3048,益登,12
94,8016,矽創,12
95,2359,所羅門,11
96,2379,瑞昱,11
97,6414,樺漢,11
98,6937,天虹,11
99,1303,南亞,10
100,4906,正文,10
101,6116,彩晶,10
102,6706,惠特,10
103,6715,嘉基,10
104,7749,意騰-KY,10
105,00830,國泰費城半導體,9
106,2328,廣宇,9
107,2421,建準,9
108,4585,達明,9
109,5284,jpp-KY,9
110,6139,亞翔,9
111,00663L,國泰臺灣加權正2,8
112,2233,宇隆,8
113,2401,凌陽,8
114,2458,義隆,8
115,2476,鉅祥,8
116,2498,宏達電,8
117,2615,萬海,8
118,3017,奇鋐,8
119,3019,亞光,8
120,3044,健鼎,8
121,3702,大聯大,8
122,4770,上品,8
123,5243,乙盛-KY,8
124,6209,今國光,8
125,6215,和椿,8
126,00680L,元大美債20正2,7
127,2027,大成鋼,7
128,2603,長榮,7
129,3016,嘉晶,7
130,3059,華晶科,7
131,3376,新日興,7
132,6176,瑞儀,7
133,8114,振樺電,7
134,00708L,元大S&P黃金正2,6
135,2369,菱生,6
136,2428,興勤,6
137,2493,揚博,6
138,1503,士電,5
139,1514,亞力,5
140,2340,台亞,5
141,2353,宏碁,5
142,2881,富邦金,5
143,3515,華擎,5
144,5234,達興材料,5
145,0052,富邦科技,4
146,00664R,國泰臺灣加權反1,4
147,00693U,街口S&P黃豆,4
148,00715L,街口布蘭特油正2,4
149,00738U,元大道瓊白銀,4
150,00885,富邦越南,4
151,1504,東元,4
152,1597,直得,4
153,2231,為升,4
154,2436,偉詮電,4
155,3023,信邦,4
156,3715,定穎投控,4
157,4551,智伸科,4
158,4739,康普,4
159,4961,天鈺,4
160,6191,精成科,4
161,6206,飛捷,4
162,8081,致新,4
163,8131,福懋科,4
164,00635U,元大S&P黃金,3
165,00637L,元大滬深300正2,3
166,00642U,元大S&P石油,3
167,00655L,國泰中國A50正2,3
168,00982A,主動群益台灣強棒,3
169,1513,中興電,3
170,1795,美時,3
171,1905,華紙,3
172,2352,佳世達,3
173,2374,佳能,3
174,2609,陽明,3
175,2882,國泰金,3
176,3010,華立,3
177,3028,增你強,3
178,3209,全科,3
179,3413,京鼎,3
180,3605,宏致,3
181,3706,神達,3
182,4571,鈞興-KY,3
183,4583,台灣精銳,3
184,6672,騰輝電子-KY,3
185,8039,台虹,3
186,8110,華東,3
187,IX0027,電子類,3
188,00673R,元大S&P原油反1,2
189,00706L,元大S&P日圓正2,2
190,2329,華泰,2
191,2543,皇昌,2
192,2891,中信金,2
193,3005,神基,2
194,3014,聯陽,2
195,3416,融程電,2
196,3545,敦泰,2
197,3592,瑞鼎,2
198,3645,達邁,2
199,3701,大眾控,2
200,4938,和碩,2
201,6202,盛群,2
202,6409,旭隼,2
203,6944,兆聯實業,2
204,6962,奕力-KY,2
205,8070,長華*,2
206,8112,至上,2
207,8374,羅昇,2
208,8422,可寧衛*,2
209,9921,巨大,2
210,9939,宏全,2
211,0056,元大高股息,1
212,006208,富邦台50,1
213,00640L,富邦日本正2,1
214,00650L,復華香港正2,1
215,00651R,復華香港反1,1
216,00669R,國泰美國道瓊反1,1
217,00670L,富邦NASDAQ正2,1
218,00683L,元大美元指數正2,1
219,00685L,群益臺灣加權正2,1
220,00688L,國泰20年美債正2,1
221,00753L,中信中國50正2,1
222,00763U,街口道瓊銅,1
223,00882,中信中國高股息,1
224,00891,中信關鍵半導體,1
225,00929,復華台灣科技優息,1
226,1301,台塑,1
227,1319,東陽,1
228,1326,台化,1
229,1409,新纖,1
230,1476,儒鴻,1
231,1477,聚陽,1
232,1536,和大,1
233,1590,亞德客-KY,1
234,1773,勝一,1
235,2002,中鋼,1
236,2105,正新,1
237,2371,大同,1
238,2439,美律,1
239,2618,長榮航,1
240,2637,慧洋-KY,1
241,2880,華南金,1
242,2884,玉山金,1
243,2886,兆豐金,1
244,2887,台新新光金,1
245,2892,第一金,1
246,3013,晟銘電,1
247,3138,耀登,1
248,3596,智易,1
249,4526,東台,1
250,4755,三福化,1
251,4763,材料*-KY,1
252,4766,南寶,1
253,4968,立積,1
254,5388,中磊,1
255,5871,中租-KY,1
256,6269,台郡,1
257,6438,迅得,1
258,6505,台塑化,1
259,6691,洋基工程,1
260,6757,台灣虎航,1
261,6831,邁科,1
262,6862,三集瑞-KY,1
263,7788,松川精密,1
264,8499,鼎炫-KY,1
265,9103,美德醫療-DR,1
266,9105,泰金寶-DR,1
267,9904,寶成,1
268,9958,世紀鋼,1
269,IX0039,金融類,1
,,合計,"3,534"
