排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,67
2,2330,台積電,57
3,3017,奇鋐,48
4,00715L,街口布蘭特油正2,45
5,2451,創見,35
6,0050,元大台灣50,34
7,6669,緯穎,34
8,2603,長榮,30
9,3653,健策,30
10,1519,華城,27
11,00642U,元大S&P石油,26
12,2609,陽明,26
13,3665,貿聯-KY,25
14,3030,德律,24
15,6285,啟碁,24
16,2317,鴻海,22
17,2615,萬海,22
18,3563,牧德,21
19,2454,聯發科,20
20,2605,新興,19
21,3661,世芯-KY,19
22,2301,光寶科,18
23,3189,景碩,17
24,6505,台塑化,17
25,5269,祥碩,15
26,00632R,元大台灣50反1,14
27,2402,毅嘉,14
28,6213,聯茂,14
29,6789,采鈺,14
30,3711,日月光投控,13
31,4919,新唐,13
32,2345,智邦,12
33,3231,緯創,12
34,4958,臻鼎-KY,12
35,1303,南亞,11
36,1717,長興,11
37,3715,定穎投控,11
38,6456,GIS-KY,11
39,6781,AES-KY,11
40,6830,汎銓,11
41,00673R,元大S&P原油反1,10
42,1326,台化,10
43,2303,聯電,10
44,2329,華泰,10
45,8039,台虹,10
46,8210,勤誠,10
47,00637L,元大滬深300正2,9
48,1795,美時,9
49,2049,上銀,9
50,2467,志聖,9
51,2313,華通,8
52,2458,義隆,8
53,3533,嘉澤,8
54,6706,惠特,8
55,1301,台塑,7
56,1711,永光,7
57,2059,川湖,7
58,2404,漢唐,7
59,2421,建準,7
60,3036,文曄,7
61,4977,眾達-KY,7
62,00708L,元大S&P黃金正2,6
63,00738U,元大道瓊白銀,6
64,2327,國巨*,6
65,2338,光罩,6
66,2409,友達,6
67,3008,大立光,6
68,3380,明泰,6
69,3450,聯鈞,6
70,6944,兆聯實業,6
71,00635U,元大S&P黃金,5
72,2368,金像電,5
73,2481,強茂,5
74,2543,皇昌,5
75,5284,jpp-KY,5
76,6691,洋基工程,5
77,8112,至上,5
78,00633L,富邦上証正2,4
79,00663L,國泰臺灣加權正2,4
80,1304,台聚,4
81,1312,國喬,4
82,1504,東元,4
83,6139,亞翔,4
84,6271,同欣電,4
85,6282,康舒,4
86,6531,愛普*,4
87,6753,龍德造船,4
88,0052,富邦科技,3
89,00664R,國泰臺灣加權反1,3
90,00665L,富邦恒生國企正2,3
91,1514,亞力,3
92,2027,大成鋼,3
93,2233,宇隆,3
94,2436,偉詮電,3
95,2449,京元電子,3
96,2457,飛宏,3
97,2606,裕民,3
98,3035,智原,3
99,3583,辛耘,3
100,5469,瀚宇博,3
101,6197,佳必琪,3
102,6239,力成,3
103,6415,矽力*-KY,3
104,6451,訊芯-KY,3
105,6862,三集瑞-KY,3
106,8271,宇瞻,3
107,00650L,復華香港正2,2
108,00669R,國泰美國道瓊反1,2
109,1402,遠東新,2
110,1503,士電,2
111,1609,大亞,2
112,2002,中鋼,2
113,2324,仁寶,2
114,2353,宏碁,2
115,2355,敬鵬,2
116,2356,英業達,2
117,2357,華碩,2
118,2374,佳能,2
119,2376,技嘉,2
120,2377,微星,2
121,2379,瑞昱,2
122,2464,盟立,2
123,2498,宏達電,2
124,2617,台航,2
125,2618,長榮航,2
126,2727,王品,2
127,3019,亞光,2
128,3028,增你強,2
129,3034,聯詠,2
130,3062,建漢,2
131,3305,昇貿,2
132,3376,新日興,2
133,3413,京鼎,2
134,3706,神達,2
135,4576,大銀微系統,2
136,6176,瑞儀,2
137,6257,矽格,2
138,6438,迅得,2
139,6449,鈺邦,2
140,6805,富世達,2
141,8016,矽創,2
142,8103,瀚荃,2
143,00640L,富邦日本正2,1
144,00668,國泰美國道瓊,1
145,00681R,元大美債20反1,1
146,00693U,街口S&P黃豆,1
147,00706L,元大S&P日圓正2,1
148,00753L,中信中國50正2,1
149,00763U,街口道瓊銅,1
150,00852L,國泰美國道瓊正2,1
151,00881,國泰台灣科技龍頭,1
152,1101,台泥,1
153,1308,亞聚,1
154,1409,新纖,1
155,1513,中興電,1
156,1605,華新,1
157,1608,華榮,1
158,1708,東鹼,1
159,2105,正新,1
160,2316,楠梓電,1
161,2354,鴻準,1
162,2371,大同,1
163,2388,威盛,1
164,2412,中華電,1
165,2439,美律,1
166,2472,立隆電,1
167,2515,中工,1
168,2634,漢翔,1
169,2882,國泰金,1
170,2883,凱基金,1
171,2885,元大金,1
172,2887,台新新光金,1
173,2890,永豐金,1
174,3014,聯陽,1
175,3044,健鼎,1
176,3059,華晶科,1
177,3406,玉晶光,1
178,3645,達邁,1
179,3708,上緯投控,1
180,4585,達明,1
181,4739,康普,1
182,5243,乙盛-KY,1
183,5434,崇越,1
184,6112,邁達特,1
185,6215,和椿,1
186,6278,台表科,1
187,6409,旭隼,1
188,6937,天虹,1
189,8028,昇陽半導體,1
190,8150,南茂,1
191,8261,富鼎,1
192,9904,寶成,1
193,9938,百和,1
,,合計,"1,392"
