排行,權證標的代號,權證標的名稱,發行檔數
1,3008,大立光,132
2,3017,奇鋐,126
3,2408,南亞科,122
4,2330,台積電,120
5,2308,台達電,111
6,1303,南亞,110
7,2344,華邦電,104
8,2327,國巨*,98
9,2301,光寶科,97
10,6805,富世達,95
11,IX0001,臺股指數,89
12,2368,金像電,88
13,3665,貿聯-KY,82
14,6770,力積電,80
15,2303,聯電,78
16,3406,玉晶光,76
17,6669,緯穎,76
18,4958,臻鼎-KY,74
19,2317,鴻海,68
20,2337,旺宏,62
21,3231,緯創,62
22,2615,萬海,61
23,6239,力成,61
24,3711,日月光投控,60
25,2313,華通,59
26,0050,元大台灣50,55
27,2359,所羅門,53
28,6442,光聖,53
29,2603,長榮,51
30,2609,陽明,51
31,2345,智邦,50
32,2049,上銀,49
33,2376,技嘉,49
34,3481,群創,48
35,3533,嘉澤,47
36,2449,京元電子,44
37,3583,辛耘,42
38,6415,矽力*-KY,41
39,2481,強茂,40
40,7788,松川精密,40
41,2324,仁寶,39
42,3605,宏致,39
43,8210,勤誠,39
44,6472,保瑞,38
45,3016,嘉晶,37
46,6139,亞翔,37
47,2409,友達,35
48,6672,騰輝電子-KY,35
49,00631L,元大台灣50正2,33
50,3044,健鼎,33
51,6781,AES-KY,33
52,2357,華碩,32
53,2377,微星,31
54,2493,揚博,31
55,1519,華城,29
56,2354,鴻準,29
57,2360,致茂,28
58,3006,晶豪科,28
59,8112,至上,28
60,2351,順德,27
61,2395,研華,27
62,00708L,元大S&P黃金正2,26
63,2363,矽統,26
64,3036,文曄,26
65,3042,晶技,26
66,4967,十銓,26
67,2451,創見,25
68,4977,眾達-KY,25
69,2634,漢翔,24
70,2356,英業達,23
71,00981A,主動統一台股增長,22
72,2464,盟立,22
73,2478,大毅,21
74,2606,裕民,21
75,1590,亞德客-KY,20
76,1802,台玻,20
77,2404,漢唐,20
78,3563,牧德,20
79,6196,帆宣,20
80,6505,台塑化,20
81,6269,台郡,19
82,00738U,元大道瓊白銀,18
83,1717,長興,18
84,2637,慧洋-KY,18
85,3034,聯詠,17
86,6414,樺漢,17
87,00632R,元大台灣50反1,16
88,00635U,元大S&P黃金,16
89,00685L,群益臺灣加權正2,16
90,2002,中鋼,16
91,2421,建準,16
92,2605,新興,16
93,3090,日電貿,16
94,3715,定穎投控,16
95,6206,飛捷,16
96,6285,啟碁,16
97,6830,汎銓,16
98,2316,楠梓電,15
99,2476,鉅祥,15
100,2484,希華,15
101,3035,智原,15
102,3376,新日興,15
103,3702,大聯大,14
104,6197,佳必琪,14
105,6257,矽格,14
106,6409,旭隼,14
107,6715,嘉基,14
108,1605,華新,13
109,1711,永光,13
110,2027,大成鋼,13
111,2441,超豐,13
112,3033,威健,13
113,4576,大銀微系統,13
114,6271,同欣電,13
115,6834,天二科技,13
116,8150,南茂,13
117,1503,士電,12
118,2392,正崴,12
119,2467,志聖,12
120,2645,長榮航太,12
121,4938,和碩,12
122,5269,祥碩,12
123,8271,宇瞻,12
124,1560,中砂,11
125,2371,大同,11
126,2426,鼎元,11
127,2428,興勤,11
128,2489,瑞軒,11
129,4722,國精化,11
130,6278,台表科,11
131,6456,GIS-KY,11
132,7822,倍利科,11
133,1714,和桐,10
134,1795,美時,10
135,2630,亞航,10
136,3019,亞光,10
137,3049,精金,10
138,6166,凌華,10
139,6789,采鈺,10
140,1312,國喬,9
141,2009,第一銅,9
142,2881,富邦金,9
143,2882,國泰金,9
144,3030,德律,9
145,3305,昇貿,9
146,4763,材料*-KY,9
147,6944,兆聯實業,9
148,8261,富鼎,9
149,9921,巨大,9
150,00663L,國泰臺灣加權正2,8
151,1326,台化,8
152,1504,東元,8
153,1718,中纖,8
154,1727,中華化,8
155,2233,宇隆,8
156,2402,毅嘉,8
157,3022,威強電,8
158,3673,TPK-KY,8
159,3706,神達,8
160,4764,雙鍵,8
161,6209,今國光,8
162,7750,新代,8
163,1597,直得,7
164,2103,台橡,7
165,2353,宏碁,7
166,2375,凱美,7
167,2379,瑞昱,7
168,2388,威盛,7
169,2436,偉詮電,7
170,2472,立隆電,7
171,2474,可成,7
172,2618,長榮航,7
173,2887,台新新光金,7
174,3005,神基,7
175,3617,碩天,7
176,3704,合勤控,7
177,6214,精誠,7
178,6282,康舒,7
179,8110,華東,7
180,0052,富邦科技,6
181,00637L,元大滬深300正2,6
182,00830,國泰費城半導體,6
183,1301,台塑,6
184,1608,華榮,6
185,2367,燿華,6
186,2851,中再保,6
187,3135,凌航,6
188,4551,智伸科,6
189,4919,新唐,6
190,5243,乙盛-KY,6
191,9904,寶成,6
192,9958,世紀鋼,6
193,00633L,富邦上証正2,5
194,00715L,街口布蘭特油正2,5
195,00992A,主動群益科技創新,5
196,1101,台泥,5
197,1319,東陽,5
198,1710,東聯,5
199,3504,揚明光,5
200,5284,jpp-KY,5
201,5388,中磊,5
202,6579,研揚,5
203,6691,洋基工程,5
204,6706,惠特,5
205,6719,力智,5
206,6782,視陽,5
207,00664R,國泰臺灣加權反1,4
208,00680L,元大美債20正2,4
209,009816,凱基台灣TOP50,4
210,1409,新纖,4
211,1513,中興電,4
212,2006,東和鋼鐵,4
213,2495,普安,4
214,2498,宏達電,4
215,3003,健和興,4
216,3013,晟銘電,4
217,3023,信邦,4
218,3413,京鼎,4
219,4739,康普,4
220,4906,正文,4
221,5871,中租-KY,4
222,6426,統新,4
223,6449,鈺邦,4
224,6525,捷敏-KY,4
225,7711,永擎,4
226,8081,致新,4
227,9939,宏全,4
228,IX0027,電子類,4
229,0056,元大高股息,3
230,00763U,街口道瓊銅,3
231,1514,亞力,3
232,2031,新光鋼,3
233,2108,南帝,3
234,2312,金寶,3
235,2340,台亞,3
236,2342,茂矽,3
237,2485,兆赫,3
238,2542,興富發,3
239,2883,凱基金,3
240,2885,元大金,3
241,3515,華擎,3
242,3535,晶彩科,3
243,3592,瑞鼎,3
244,4585,達明,3
245,5434,崇越,3
246,6176,瑞儀,3
247,6202,盛群,3
248,6412,群電,3
249,6491,晶碩,3
250,6526,達發,3
251,6861,睿生光電,3
252,7749,意騰-KY,3
253,8016,矽創,3
254,8454,富邦媒,3
255,9945,潤泰新,3
256,00655L,國泰中國A50正2,2
257,00753L,中信中國50正2,2
258,00881,國泰台灣科技龍頭,2
259,00991A,主動復華未來50,2
260,1402,遠東新,2
261,1476,儒鴻,2
262,1477,聚陽,2
263,1773,勝一,2
264,2305,全友,2
265,2323,中環,2
266,2369,菱生,2
267,2374,佳能,2
268,2385,群光,2
269,2439,美律,2
270,2527,宏璟,2
271,2543,皇昌,2
272,2610,華航,2
273,2727,王品,2
274,2880,華南金,2
275,2886,兆豐金,2
276,2890,永豐金,2
277,2891,中信金,2
278,3209,全科,2
279,4571,鈞興-KY,2
280,4770,上品,2
281,4916,事欣科,2
282,4960,誠美材,2
283,4961,天鈺,2
284,5292,華懋,2
285,5515,建國,2
286,5534,長虹,2
287,6753,龍德造船,2
288,6862,三集瑞-KY,2
289,6937,天虹,2
290,6962,奕力-KY,2
291,8070,長華*,2
292,8103,瀚荃,2
293,8114,振樺電,2
294,9105,泰金寶-DR,2
295,9914,美利達,2
296,00640L,富邦日本正2,1
297,00651R,復華香港反1,1
298,00662,富邦NASDAQ,1
299,00669R,國泰美國道瓊反1,1
300,00670L,富邦NASDAQ正2,1
301,00673R,元大S&P原油反1,1
302,00675L,富邦臺灣加權正2,1
303,00683L,元大美元指數正2,1
304,00684R,元大美元指數反1,1
305,00693U,街口S&P黃豆,1
306,00706L,元大S&P日圓正2,1
307,00878,國泰永續高股息,1
308,00982A,主動群益台灣強棒,1
309,1102,亞泥,1
310,1305,華夏,1
311,1308,亞聚,1
312,1582,信錦,1
313,1609,大亞,1
314,1723,中碳,1
315,2072,世紀風電,1
316,2101,南港,1
317,2231,為升,1
318,2236,百達-KY,1
319,2329,華泰,1
320,2331,精英,1
321,2355,敬鵬,1
322,2365,昆盈,1
323,2457,飛宏,1
324,2458,義隆,1
325,2646,星宇航空,1
326,2884,玉山金,1
327,2892,第一金,1
328,3029,零壹,1
329,3059,華晶科,1
330,3312,弘憶股,1
331,3645,達邁,1
332,3708,上緯投控,1
333,4526,東台,1
334,4755,三福化,1
335,4766,南寶,1
336,5471,松翰,1
337,6116,彩晶,1
338,6191,精成科,1
339,6215,和椿,1
340,6605,帝寶,1
341,6658,聯策,1
342,6670,復盛應用,1
343,6873,泓德能源,1
344,7722,LINEPAY,1
345,8131,福懋科,1
346,8215,明基材,1
347,8422,可寧衛*,1
348,8473,山林水,1
349,8499,鼎炫-KY,1
350,8926,台汽電,1
351,9938,百和,1
,,合計,"5,589"
