排行,權證標的代號,權證標的名稱,發行檔數
1,00738U,元大道瓊白銀,52
2,3037,欣興,50
3,00708L,元大S&P黃金正2,37
4,00635U,元大S&P黃金,27
5,8271,宇瞻,25
6,2303,聯電,18
7,4958,臻鼎-KY,18
8,6451,訊芯-KY,17
9,2454,聯發科,16
10,3661,世芯-KY,16
11,3017,奇鋐,15
12,2368,金像電,12
13,6213,聯茂,12
14,1795,美時,11
15,2374,佳能,11
16,2383,台光電,11
17,3044,健鼎,11
18,0050,元大台灣50,10
19,00631L,元大台灣50正2,10
20,2313,華通,10
21,3019,亞光,10
22,3533,嘉澤,10
23,3715,定穎投控,10
24,6271,同欣電,10
25,2049,上銀,9
26,1326,台化,8
27,1717,長興,8
28,2317,鴻海,8
29,2355,敬鵬,8
30,6669,緯穎,8
31,IX0001,臺股指數,8
32,00763U,街口道瓊銅,7
33,1301,台塑,7
34,1503,士電,7
35,1514,亞力,7
36,1560,中砂,7
37,2327,國巨*,7
38,2353,宏碁,7
39,3231,緯創,7
40,1303,南亞,6
41,1513,中興電,6
42,1605,華新,6
43,2464,盟立,6
44,3028,增你強,6
45,6415,矽力*-KY,6
46,6753,龍德造船,6
47,8112,至上,6
48,00715L,街口布蘭特油正2,5
49,1590,亞德客-KY,5
50,2002,中鋼,5
51,2009,第一銅,5
52,2324,仁寶,5
53,2330,台積電,5
54,3034,聯詠,5
55,3305,昇貿,5
56,3665,貿聯-KY,5
57,6239,力成,5
58,6409,旭隼,5
59,6805,富世達,5
60,1609,大亞,4
61,2233,宇隆,4
62,2329,華泰,4
63,2605,新興,4
64,3532,台勝科,4
65,8422,可寧衛*,4
66,00674R,元大S&P黃金反1,3
67,00693U,街口S&P黃豆,3
68,2059,川湖,3
69,2409,友達,3
70,2457,飛宏,3
71,2467,志聖,3
72,3016,嘉晶,3
73,3450,聯鈞,3
74,3711,日月光投控,3
75,4585,達明,3
76,5388,中磊,3
77,6139,亞翔,3
78,6282,康舒,3
79,2027,大成鋼,2
80,2345,智邦,2
81,2359,所羅門,2
82,2377,微星,2
83,2402,毅嘉,2
84,2404,漢唐,2
85,2441,超豐,2
86,2481,強茂,2
87,2603,長榮,2
88,2618,長榮航,2
89,2634,漢翔,2
90,3023,信邦,2
91,3036,文曄,2
92,3055,蔚華科,2
93,3706,神達,2
94,4916,事欣科,2
95,5234,達興材料,2
96,5243,乙盛-KY,2
97,6269,台郡,2
98,6472,保瑞,2
99,8028,昇陽半導體,2
100,8039,台虹,2
101,8131,福懋科,2
102,00632R,元大台灣50反1,1
103,00637L,元大滬深300正2,1
104,00640L,富邦日本正2,1
105,00642U,元大S&P石油,1
106,00650L,復華香港正2,1
107,00655L,國泰中國A50正2,1
108,00664R,國泰臺灣加權反1,1
109,00891,中信關鍵半導體,1
110,00929,復華台灣科技優息,1
111,1319,東陽,1
112,1708,東鹼,1
113,1711,永光,1
114,2301,光寶科,1
115,2328,廣宇,1
116,2351,順德,1
117,2356,英業達,1
118,2360,致茂,1
119,2363,矽統,1
120,2375,凱美,1
121,2419,仲琦,1
122,2436,偉詮電,1
123,2449,京元電子,1
124,2472,立隆電,1
125,2495,普安,1
126,2543,皇昌,1
127,2606,裕民,1
128,2610,華航,1
129,2891,中信金,1
130,3030,德律,1
131,3376,新日興,1
132,3416,融程電,1
133,3605,宏致,1
134,3708,上緯投控,1
135,4746,台耀,1
136,4763,材料*-KY,1
137,4906,正文,1
138,4919,新唐,1
139,4977,眾達-KY,1
140,5269,祥碩,1
141,5469,瀚宇博,1
142,6120,達運,1
143,6191,精成科,1
144,6257,矽格,1
145,6505,台塑化,1
146,6781,AES-KY,1
147,6830,汎銓,1
148,6862,三集瑞-KY,1
149,6944,兆聯實業,1
150,8081,致新,1
151,9914,美利達,1
152,IX0027,電子類,1
,,合計,810
