排行,權證標的代號,權證標的名稱,發行檔數
1,2492,華新科,52
2,6669,緯穎,51
3,2308,台達電,32
4,2368,金像電,32
5,2330,台積電,30
6,IX0001,臺股指數,30
7,3042,晶技,24
8,1303,南亞,21
9,2303,聯電,21
10,6515,穎崴,21
11,2327,國巨*,20
12,2615,萬海,20
13,2481,強茂,19
14,3017,奇鋐,19
15,3665,貿聯-KY,19
16,6442,光聖,19
17,7769,鴻勁,19
18,0050,元大台灣50,18
19,2301,光寶科,18
20,8028,昇陽半導體,18
21,4576,大銀微系統,17
22,1326,台化,16
23,2408,南亞科,16
24,3231,緯創,16
25,4958,臻鼎-KY,16
26,2345,智邦,15
27,2409,友達,15
28,2360,致茂,14
29,2449,京元電子,14
30,3711,日月光投控,14
31,3715,定穎投控,14
32,1301,台塑,13
33,2404,漢唐,13
34,6239,力成,13
35,6789,采鈺,13
36,2354,鴻準,12
37,2357,華碩,12
38,2395,研華,12
39,3036,文曄,12
40,3583,辛耘,12
41,00631L,元大台灣50正2,11
42,1717,長興,11
43,2313,華通,11
44,2363,矽統,11
45,5269,祥碩,11
46,2344,華邦電,10
47,3090,日電貿,10
48,3605,宏致,10
49,00632R,元大台灣50反1,9
50,2324,仁寶,9
51,2421,建準,9
52,3376,新日興,9
53,3481,群創,9
54,3533,嘉澤,9
55,3706,神達,9
56,4977,眾達-KY,9
57,6770,力積電,9
58,6831,邁科,9
59,2376,技嘉,8
60,2476,鉅祥,8
61,2498,宏達電,8
62,2882,國泰金,8
63,2887,台新新光金,8
64,3563,牧德,8
65,6415,矽力*-KY,8
66,2049,上銀,7
67,2317,鴻海,7
68,2337,旺宏,7
69,2884,玉山金,7
70,3016,嘉晶,7
71,4938,和碩,7
72,6271,同欣電,7
73,6781,AES-KY,7
74,1519,華城,6
75,2377,微星,6
76,2388,威盛,6
77,2489,瑞軒,6
78,2609,陽明,6
79,3019,亞光,6
80,3044,健鼎,6
81,4764,雙鍵,6
82,6706,惠特,6
83,00635U,元大S&P黃金,5
84,2351,順德,5
85,2356,英業達,5
86,2359,所羅門,5
87,2385,群光,5
88,2637,慧洋-KY,5
89,2883,凱基金,5
90,3034,聯詠,5
91,6139,亞翔,5
92,6472,保瑞,5
93,00830,國泰費城半導體,4
94,1312,國喬,4
95,1409,新纖,4
96,1560,中砂,4
97,1597,直得,4
98,2312,金寶,4
99,2316,楠梓電,4
100,2353,宏碁,4
101,2472,立隆電,4
102,2603,長榮,4
103,2881,富邦金,4
104,2891,中信金,4
105,3545,敦泰,4
106,4763,材料*-KY,4
107,4906,正文,4
108,4967,十銓,4
109,6526,達發,4
110,6672,騰輝電子-KY,4
111,7750,新代,4
112,00633L,富邦上証正2,3
113,00708L,元大S&P黃金正2,3
114,00981A,主動統一台股增長,3
115,1504,東元,3
116,1802,台玻,3
117,2379,瑞昱,3
118,2436,偉詮電,3
119,2886,兆豐金,3
120,3013,晟銘電,3
121,3023,信邦,3
122,3030,德律,3
123,3673,TPK-KY,3
124,4722,國精化,3
125,4919,新唐,3
126,5284,jpp-KY,3
127,6196,帆宣,3
128,6197,佳必琪,3
129,6269,台郡,3
130,6285,啟碁,3
131,6937,天虹,3
132,8103,瀚荃,3
133,8210,勤誠,3
134,00715L,街口布蘭特油正2,2
135,00738U,元大道瓊白銀,2
136,00881,國泰台灣科技龍頭,2
137,00891,中信關鍵半導體,2
138,1101,台泥,2
139,1319,東陽,2
140,1402,遠東新,2
141,1503,士電,2
142,1605,華新,2
143,1714,和桐,2
144,1795,美時,2
145,2305,全友,2
146,2375,凱美,2
147,2467,志聖,2
148,2618,長榮航,2
149,3005,神基,2
150,3035,智原,2
151,3380,明泰,2
152,3413,京鼎,2
153,3702,大聯大,2
154,4961,天鈺,2
155,5434,崇越,2
156,6176,瑞儀,2
157,6209,今國光,2
158,6278,台表科,2
159,6409,旭隼,2
160,6414,樺漢,2
161,6449,鈺邦,2
162,6505,台塑化,2
163,6658,聯策,2
164,6691,洋基工程,2
165,9904,寶成,2
166,006204,永豐臺灣加權,1
167,00650L,復華香港正2,1
168,00663L,國泰臺灣加權正2,1
169,00664R,國泰臺灣加權反1,1
170,00673R,元大S&P原油反1,1
171,00676R,富邦臺灣加權反1,1
172,00763U,街口道瓊銅,1
173,00852L,國泰美國道瓊正2,1
174,1305,華夏,1
175,1313,聯成,1
176,1513,中興電,1
177,1710,東聯,1
178,1727,中華化,1
179,1773,勝一,1
180,2002,中鋼,1
181,2009,第一銅,1
182,2323,中環,1
183,2371,大同,1
184,2393,億光,1
185,2419,仲琦,1
186,2451,創見,1
187,2474,可成,1
188,2478,大毅,1
189,2493,揚博,1
190,2520,冠德,1
191,2605,新興,1
192,2606,裕民,1
193,2610,華航,1
194,2634,漢翔,1
195,2885,元大金,1
196,2890,永豐金,1
197,3022,威強電,1
198,3033,威健,1
199,3305,昇貿,1
200,3504,揚明光,1
201,3701,大眾控,1
202,4585,達明,1
203,4770,上品,1
204,4968,立積,1
205,5243,乙盛-KY,1
206,5292,華懋,1
207,5871,中租-KY,1
208,6214,精誠,1
209,6257,矽格,1
210,6282,康舒,1
211,6412,群電,1
212,6438,迅得,1
213,6456,GIS-KY,1
214,6491,晶碩,1
215,6525,捷敏-KY,1
216,6579,研揚,1
217,6605,帝寶,1
218,6670,復盛應用,1
219,6753,龍德造船,1
220,6834,天二科技,1
221,6944,兆聯實業,1
222,8112,至上,1
223,8114,振樺電,1
224,8131,福懋科,1
225,8261,富鼎,1
226,8271,宇瞻,1
227,9945,潤泰新,1
228,9958,世紀鋼,1
,,合計,"1,442"
