排行,權證標的代號,權證標的名稱,發行檔數
1,2344,華邦電,68
2,3017,奇鋐,61
3,1303,南亞,57
4,2330,台積電,57
5,2408,南亞科,54
6,2301,光寶科,52
7,IX0001,臺股指數,46
8,6669,緯穎,43
9,2337,旺宏,42
10,2368,金像電,42
11,6770,力積電,41
12,6805,富世達,41
13,3008,大立光,37
14,3231,緯創,37
15,2317,鴻海,35
16,3665,貿聯-KY,35
17,4958,臻鼎-KY,35
18,6239,力成,35
19,2049,上銀,34
20,2313,華通,32
21,2359,所羅門,29
22,3711,日月光投控,29
23,3006,晶豪科,28
24,3481,群創,28
25,8210,勤誠,27
26,3583,辛耘,26
27,6415,矽力*-KY,26
28,0050,元大台灣50,25
29,3016,嘉晶,25
30,2449,京元電子,24
31,6442,光聖,24
32,2493,揚博,23
33,2327,國巨*,22
34,2464,盟立,22
35,2345,智邦,21
36,2357,華碩,21
37,2376,技嘉,20
38,2481,強茂,19
39,6139,亞翔,19
40,8112,至上,19
41,2395,研華,18
42,3036,文曄,18
43,3042,晶技,18
44,3044,健鼎,18
45,3605,宏致,18
46,2377,微星,17
47,2478,大毅,17
48,7788,松川精密,17
49,2324,仁寶,16
50,6414,樺漢,16
51,6830,汎銓,16
52,00981A,主動統一台股增長,15
53,6206,飛捷,15
54,2354,鴻準,14
55,2603,長榮,14
56,6672,騰輝電子-KY,14
57,00631L,元大台灣50正2,13
58,2316,楠梓電,13
59,2451,創見,13
60,3533,嘉澤,13
61,6196,帆宣,13
62,6781,AES-KY,13
63,2409,友達,12
64,6834,天二科技,12
65,1590,亞德客-KY,11
66,3715,定穎投控,11
67,4722,國精化,11
68,6472,保瑞,11
69,1714,和桐,10
70,1802,台玻,10
71,2363,矽統,10
72,2421,建準,10
73,2441,超豐,10
74,3033,威健,10
75,3702,大聯大,10
76,4576,大銀微系統,9
77,4938,和碩,9
78,6166,凌華,9
79,6269,台郡,9
80,00708L,元大S&P黃金正2,8
81,00738U,元大道瓊白銀,8
82,2615,萬海,8
83,3022,威強電,8
84,3035,智原,8
85,4967,十銓,8
86,6257,矽格,8
87,6505,台塑化,8
88,6944,兆聯實業,8
89,7750,新代,8
90,9921,巨大,8
91,00685L,群益臺灣加權正2,7
92,1519,華城,7
93,1605,華新,7
94,2356,英業達,7
95,2436,偉詮電,7
96,3406,玉晶光,7
97,3563,牧德,7
98,3704,合勤控,7
99,6197,佳必琪,7
100,6271,同欣電,7
101,6409,旭隼,7
102,8271,宇瞻,7
103,1326,台化,6
104,1560,中砂,6
105,1717,長興,6
106,2027,大成鋼,6
107,2379,瑞昱,6
108,2467,志聖,6
109,2630,亞航,6
110,3019,亞光,6
111,3034,聯詠,6
112,3305,昇貿,6
113,6456,GIS-KY,6
114,8150,南茂,6
115,0052,富邦科技,5
116,00632R,元大台灣50反1,5
117,00635U,元大S&P黃金,5
118,00663L,國泰臺灣加權正2,5
119,00830,國泰費城半導體,5
120,2233,宇隆,5
121,2367,燿華,5
122,2392,正崴,5
123,2404,漢唐,5
124,2426,鼎元,5
125,2618,長榮航,5
126,2634,漢翔,5
127,2645,長榮航太,5
128,3376,新日興,5
129,3617,碩天,5
130,4551,智伸科,5
131,4763,材料*-KY,5
132,6214,精誠,5
133,6285,啟碁,5
134,7822,倍利科,5
135,8110,華東,5
136,9958,世紀鋼,5
137,1503,士電,4
138,1513,中興電,4
139,1711,永光,4
140,2002,中鋼,4
141,2006,東和鋼鐵,4
142,2009,第一銅,4
143,2103,台橡,4
144,2375,凱美,4
145,2388,威盛,4
146,2402,毅嘉,4
147,2428,興勤,4
148,2472,立隆電,4
149,2474,可成,4
150,2605,新興,4
151,3135,凌航,4
152,4977,眾達-KY,4
153,5269,祥碩,4
154,6426,統新,4
155,6715,嘉基,4
156,6719,力智,4
157,7711,永擎,4
158,IX0027,電子類,4
159,00715L,街口布蘭特油正2,3
160,1409,新纖,3
161,1504,東元,3
162,1597,直得,3
163,1608,華榮,3
164,1795,美時,3
165,2031,新光鋼,3
166,2351,順德,3
167,2371,大同,3
168,2476,鉅祥,3
169,2495,普安,3
170,3013,晟銘電,3
171,3023,信邦,3
172,3030,德律,3
173,3049,精金,3
174,3706,神達,3
175,6449,鈺邦,3
176,6525,捷敏-KY,3
177,6526,達發,3
178,6691,洋基工程,3
179,8081,致新,3
180,8454,富邦媒,3
181,0056,元大高股息,2
182,00633L,富邦上証正2,2
183,00637L,元大滬深300正2,2
184,1514,亞力,2
185,1710,東聯,2
186,2305,全友,2
187,2323,中環,2
188,2353,宏碁,2
189,2369,菱生,2
190,2439,美律,2
191,2485,兆赫,2
192,2498,宏達電,2
193,2543,皇昌,2
194,2606,裕民,2
195,2727,王品,2
196,2882,國泰金,2
197,2883,凱基金,2
198,2885,元大金,2
199,3003,健和興,2
200,3005,神基,2
201,4571,鈞興-KY,2
202,4585,達明,2
203,4906,正文,2
204,4919,新唐,2
205,4960,誠美材,2
206,4961,天鈺,2
207,5388,中磊,2
208,6202,盛群,2
209,6209,今國光,2
210,6282,康舒,2
211,6706,惠特,2
212,6862,三集瑞-KY,2
213,6937,天虹,2
214,6962,奕力-KY,2
215,8016,矽創,2
216,8114,振樺電,2
217,9904,寶成,2
218,9939,宏全,2
219,00640L,富邦日本正2,1
220,00651R,復華香港反1,1
221,00662,富邦NASDAQ,1
222,00664R,國泰臺灣加權反1,1
223,00669R,國泰美國道瓊反1,1
224,00670L,富邦NASDAQ正2,1
225,00683L,元大美元指數正2,1
226,00763U,街口道瓊銅,1
227,00878,國泰永續高股息,1
228,00982A,主動群益台灣強棒,1
229,00991A,主動復華未來50,1
230,00992A,主動群益科技創新,1
231,1301,台塑,1
232,1305,華夏,1
233,1319,東陽,1
234,1609,大亞,1
235,2072,世紀風電,1
236,2101,南港,1
237,2108,南帝,1
238,2236,百達-KY,1
239,2312,金寶,1
240,2331,精英,1
241,2340,台亞,1
242,2342,茂矽,1
243,2365,昆盈,1
244,2374,佳能,1
245,2385,群光,1
246,2458,義隆,1
247,2489,瑞軒,1
248,2527,宏璟,1
249,2609,陽明,1
250,2646,星宇航空,1
251,2887,台新新光金,1
252,2891,中信金,1
253,2892,第一金,1
254,3029,零壹,1
255,3209,全科,1
256,3504,揚明光,1
257,3515,華擎,1
258,4526,東台,1
259,4739,康普,1
260,5243,乙盛-KY,1
261,5284,jpp-KY,1
262,5292,華懋,1
263,5434,崇越,1
264,5534,長虹,1
265,6116,彩晶,1
266,6191,精成科,1
267,6278,台表科,1
268,6491,晶碩,1
269,6658,聯策,1
270,6753,龍德造船,1
271,6861,睿生光電,1
272,6873,泓德能源,1
273,7722,LINEPAY,1
274,7749,意騰-KY,1
275,8131,福懋科,1
276,9105,泰金寶-DR,1
277,9914,美利達,1
278,9945,潤泰新,1
,,合計,"2,518"
