排行,權證標的代號,權證標的名稱,發行檔數
1,6669,緯穎,14
2,3583,辛耘,12
3,2330,台積電,10
4,3016,嘉晶,9
5,2337,旺宏,7
6,2478,大毅,7
7,2493,揚博,7
8,0050,元大台灣50,6
9,2313,華通,6
10,2368,金像電,6
11,2449,京元電子,6
12,IX0001,臺股指數,6
13,1714,和桐,5
14,2409,友達,5
15,2464,盟立,5
16,4958,臻鼎-KY,5
17,6414,樺漢,5
18,6805,富世達,5
19,2344,華邦電,4
20,3042,晶技,4
21,3231,緯創,4
22,6197,佳必琪,4
23,00981A,主動統一台股增長,3
24,2345,智邦,3
25,2395,研華,3
26,2451,創見,3
27,2467,志聖,3
28,6139,亞翔,3
29,6257,矽格,3
30,6781,AES-KY,3
31,2301,光寶科,2
32,2317,鴻海,2
33,2367,燿華,2
34,2376,技嘉,2
35,2377,微星,2
36,2379,瑞昱,2
37,2426,鼎元,2
38,2441,超豐,2
39,2882,國泰金,2
40,3006,晶豪科,2
41,3008,大立光,2
42,3017,奇鋐,2
43,3305,昇貿,2
44,4977,眾達-KY,2
45,6196,帆宣,2
46,6239,力成,2
47,6472,保瑞,2
48,6505,台塑化,2
49,6672,騰輝電子-KY,2
50,6944,兆聯實業,2
51,0052,富邦科技,1
52,00633L,富邦上証正2,1
53,00637L,元大滬深300正2,1
54,00738U,元大道瓊白銀,1
55,00830,國泰費城半導體,1
56,00982A,主動群益台灣強棒,1
57,00991A,主動復華未來50,1
58,1513,中興電,1
59,1560,中砂,1
60,1590,亞德客-KY,1
61,1795,美時,1
62,1802,台玻,1
63,2006,東和鋼鐵,1
64,2049,上銀,1
65,2072,世紀風電,1
66,2236,百達-KY,1
67,2356,英業達,1
68,2357,華碩,1
69,2374,佳能,1
70,2408,南亞科,1
71,2476,鉅祥,1
72,2615,萬海,1
73,2618,長榮航,1
74,2634,漢翔,1
75,2883,凱基金,1
76,2887,台新新光金,1
77,3029,零壹,1
78,3035,智原,1
79,3135,凌航,1
80,3504,揚明光,1
81,3563,牧德,1
82,3711,日月光投控,1
83,3715,定穎投控,1
84,4576,大銀微系統,1
85,4722,國精化,1
86,4739,康普,1
87,4763,材料*-KY,1
88,4919,新唐,1
89,4938,和碩,1
90,5269,祥碩,1
91,5534,長虹,1
92,6191,精成科,1
93,6214,精誠,1
94,6269,台郡,1
95,6278,台表科,1
96,6285,啟碁,1
97,6409,旭隼,1
98,6442,光聖,1
99,6491,晶碩,1
100,6525,捷敏-KY,1
101,6658,聯策,1
102,6691,洋基工程,1
103,6830,汎銓,1
104,6862,三集瑞-KY,1
105,7788,松川精密,1
106,8210,勤誠,1
,,合計,262
