排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,112
2,2308,台達電,109
3,2330,台積電,95
4,2317,鴻海,88
5,2454,聯發科,83
6,1303,南亞,79
7,3661,世芯-KY,77
8,6770,力積電,72
9,2404,漢唐,69
10,2059,川湖,66
11,2345,智邦,66
12,6669,緯穎,66
13,3037,欣興,65
14,2313,華通,55
15,6139,亞翔,55
16,3017,奇鋐,48
17,6805,富世達,46
18,1802,台玻,43
19,2368,金像電,42
20,2327,國巨*,41
21,8039,台虹,41
22,0050,元大台灣50,40
23,6781,AES-KY,38
24,1560,中砂,36
25,2337,旺宏,36
26,2383,台光電,35
27,3231,緯創,35
28,3665,貿聯-KY,32
29,3030,德律,31
30,2606,裕民,29
31,2612,中航,29
32,00631L,元大台灣50正2,28
33,6213,聯茂,27
34,8210,勤誠,25
35,3189,景碩,24
36,3711,日月光投控,24
37,2605,新興,23
38,6944,兆聯實業,23
39,2449,京元電子,22
40,2486,一詮,22
41,3090,日電貿,22
42,3715,定穎投控,22
43,6531,愛普*,21
44,8150,南茂,21
45,3450,聯鈞,20
46,2637,慧洋-KY,19
47,6691,洋基工程,19
48,00632R,元大台灣50反1,18
49,1301,台塑,18
50,1605,華新,18
51,2402,毅嘉,18
52,2887,台新新光金,18
53,8046,南電,18
54,8499,鼎炫-KY,18
55,2367,燿華,17
56,2388,威盛,17
57,3706,神達,17
58,6196,帆宣,17
59,2303,聯電,16
60,4763,材料*-KY,16
61,5469,瀚宇博,16
62,8112,至上,16
63,00738U,元大道瓊白銀,15
64,2371,大同,15
65,2467,志聖,15
66,2603,長榮,15
67,3533,嘉澤,15
68,3376,新日興,14
69,6415,矽力*-KY,14
70,1504,東元,13
71,2357,華碩,13
72,2498,宏達電,13
73,6451,訊芯-KY,13
74,2481,強茂,12
75,2882,國泰金,12
76,6706,惠特,12
77,2301,光寶科,11
78,2359,所羅門,11
79,5284,jpp-KY,11
80,6890,來億-KY,11
81,00715L,街口布蘭特油正2,10
82,2360,致茂,10
83,2493,揚博,10
84,2891,中信金,10
85,3013,晟銘電,10
86,4916,事欣科,10
87,8028,昇陽半導體,10
88,1326,台化,9
89,2009,第一銅,9
90,2548,華固,9
91,2610,華航,9
92,3008,大立光,9
93,3034,聯詠,9
94,3515,華擎,9
95,6215,和椿,9
96,0052,富邦科技,8
97,2316,楠梓電,8
98,2374,佳能,8
99,2455,全新,8
100,2618,長榮航,8
101,2645,長榮航太,8
102,2884,玉山金,8
103,2890,永豐金,8
104,4977,眾達-KY,8
105,2324,仁寶,7
106,2329,華泰,7
107,3010,華立,7
108,5269,祥碩,7
109,6271,同欣電,7
110,6285,啟碁,7
111,6409,旭隼,7
112,IX0027,電子類,7
113,00637L,元大滬深300正2,6
114,00650L,復華香港正2,6
115,1216,統一,6
116,1608,華榮,6
117,2002,中鋼,6
118,2356,英業達,6
119,2421,建準,6
120,2472,立隆電,6
121,2615,萬海,6
122,3563,牧德,6
123,5234,達興材料,6
124,6789,采鈺,6
125,00633L,富邦上証正2,5
126,00642U,元大S&P石油,5
127,00664R,國泰臺灣加權反1,5
128,1513,中興電,5
129,2027,大成鋼,5
130,2331,精英,5
131,2630,亞航,5
132,2881,富邦金,5
133,3019,亞光,5
134,3048,益登,5
135,6282,康舒,5
136,6830,汎銓,5
137,00663L,國泰臺灣加權正2,4
138,00706L,元大S&P日圓正2,4
139,00919,群益台灣精選高息,4
140,1101,台泥,4
141,1319,東陽,4
142,1717,長興,4
143,2474,可成,4
144,2520,冠德,4
145,2609,陽明,4
146,2883,凱基金,4
147,3044,健鼎,4
148,3305,昇貿,4
