排行,權證標的代號,權證標的名稱,發行檔數
1,IX0001,臺股指數,77
2,2330,台積電,75
3,2313,華通,65
4,8422,可寧衛*,59
5,2409,友達,56
6,2303,聯電,53
7,00738U,元大道瓊白銀,45
8,2308,台達電,44
9,3661,世芯-KY,44
10,6239,力成,42
11,2312,金寶,38
12,8150,南茂,38
13,2454,聯發科,35
14,3008,大立光,35
15,6282,康舒,35
16,3037,欣興,34
17,0050,元大台灣50,33
18,1605,華新,29
19,2404,漢唐,29
20,2327,國巨*,28
21,2441,超豐,27
22,3167,大量,26
23,6669,緯穎,26
24,1560,中砂,25
25,2337,旺宏,25
26,6257,矽格,25
27,3711,日月光投控,24
28,2317,鴻海,23
29,2329,華泰,23
30,2367,燿華,23
31,6139,亞翔,22
32,3189,景碩,21
33,00631L,元大台灣50正2,20
34,1303,南亞,20
35,2455,全新,20
36,6691,洋基工程,20
37,8131,福懋科,20
38,2059,川湖,19
39,3450,聯鈞,19
40,5269,祥碩,19
41,6415,矽力*-KY,19
42,8028,昇陽半導體,19
43,2371,大同,18
44,2379,瑞昱,18
45,8112,至上,18
46,2360,致茂,17
47,6209,今國光,16
48,00632R,元大台灣50反1,15
49,00637L,元大滬深300正2,15
50,3715,定穎投控,15
51,4958,臻鼎-KY,15
52,8210,勤誠,15
53,1802,台玻,14
54,3305,昇貿,14
55,6116,彩晶,14
56,6706,惠特,14
57,1717,長興,13
58,2467,志聖,13
59,2493,揚博,13
60,2449,京元電子,12
61,3532,台勝科,12
62,8039,台虹,12
63,00635U,元大S&P黃金,11
64,1513,中興電,11
65,2331,精英,11
66,3231,緯創,11
67,6531,愛普*,11
68,2485,兆赫,10
69,3017,奇鋐,10
70,3035,智原,10
71,3090,日電貿,10
72,3563,牧德,10
73,1504,東元,9
74,2345,智邦,9
75,2402,毅嘉,9
76,2419,仲琦,9
77,2472,立隆電,9
78,3044,健鼎,9
79,3376,新日興,9
80,3443,創意,9
81,6271,同欣電,9
82,00633L,富邦上証正2,8
83,00708L,元大S&P黃金正2,8
84,1101,台泥,8
85,1711,永光,8
86,2002,中鋼,8
87,2634,漢翔,8
88,3665,貿聯-KY,8
89,6196,帆宣,8
90,6213,聯茂,8
91,6944,兆聯實業,8
92,IX0027,電子類,8
93,1514,亞力,7
94,2049,上銀,7
95,2301,光寶科,7
96,3036,文曄,7
97,3048,益登,7
98,3533,嘉澤,7
99,6781,AES-KY,7
100,8046,南電,7
101,00763U,街口道瓊銅,6
102,1503,士電,6
103,2009,第一銅,6
104,2233,宇隆,6
105,2328,廣宇,6
106,2481,強茂,6
107,3592,瑞鼎,6
108,4977,眾達-KY,6
109,6409,旭隼,6
110,6472,保瑞,6
111,6805,富世達,6
112,6869,雲豹能源,6
113,1312,國喬,5
114,1590,亞德客-KY,5
115,2353,宏碁,5
116,2359,所羅門,5
117,2375,凱美,5
118,2605,新興,5
119,3019,亞光,5
120,4585,達明,5
121,4916,事欣科,5
122,5234,達興材料,5
123,6120,達運,5
124,6197,佳必琪,5
125,6285,啟碁,5
126,9921,巨大,5
127,00650L,復華香港正2,4
128,00655L,國泰中國A50正2,4
129,00663L,國泰臺灣加權正2,4
130,00693U,街口S&P黃豆,4
131,1301,台塑,4
132,1319,東陽,4
133,1326,台化,4
134,1536,和大,4
135,2105,正新,4
136,2201,裕隆,4
137,2211,長榮鋼,4
138,2323,中環,4
139,2357,華碩,4
140,2368,金像電,4
141,2369,菱生,4
142,2492,華新科,4
143,2495,普安,4
144,3030,德律,4
145,6605,帝寶,4
146,6770,力積電,4
147,00640L,富邦日本正2,3
148,1304,台聚,3
149,1442,名軒,3
150,2027,大成鋼,3
151,2355,敬鵬,3
152,2374,佳能,3
153,2464,盟立,3
154,2603,長榮,3
155,2610,華航,3
156,2612,中航,3
157,2630,亞航,3
158,2867,三商壽,3
159,3016,嘉晶,3
160,3406,玉晶光,3
161,6214,精誠,3
162,6753,龍德造船,3
163,8070,長華*,3
164,8114,振樺電,3
165,9105,泰金寶-DR,3
166,00647L,元大S&P500正2,2
167,00852L,國泰美國道瓊正2,2
168,00885,富邦越南,2
169,1215,卜蜂,2
170,1608,華榮,2
171,2324,仁寶,2
172,2347,聯強,2
173,2383,台光電,2
174,2439,美律,2
175,2486,一詮,2
176,2609,陽明,2
177,2618,長榮航,2
178,2890,永豐金,2
179,3028,增你強,2
180,3042,晶技,2
181,3380,明泰,2
182,3545,敦泰,2
183,3583,辛耘,2
184,3645,達邁,2
185,3702,大聯大,2
186,3706,神達,2
187,4576,大銀微系統,2
188,4763,材料*-KY,2
189,4770,上品,2
190,4919,新唐,2
191,4938,和碩,2
192,5388,中磊,2
193,6191,精成科,2
194,6449,鈺邦,2
195,6873,泓德能源,2
196,6957,裕慶-KY,2
197,IX0039,金融類,2
198,00641R,富邦日本反1,1
199,00674R,元大S&P黃金反1,1
200,1308,亞聚,1
201,1522,堤維西,1
202,2228,劍麟,1
203,2316,楠梓電,1
204,2356,英業達,1
205,2363,矽統,1
206,2365,昆盈,1
207,2377,微星,1
208,2388,威盛,1
209,2392,正崴,1
210,2401,凌陽,1
211,2457,飛宏,1
212,2489,瑞軒,1
213,2498,宏達電,1
214,2637,慧洋-KY,1
215,2645,長榮航太,1
216,2731,雄獅,1
217,2883,凱基金,1
218,2885,元大金,1
219,2887,台新新光金,1
220,3010,華立,1
221,3026,禾伸堂,1
222,3029,零壹,1
223,3055,蔚華科,1
224,3062,建漢,1
225,3622,洋華,1
226,3708,上緯投控,1
227,4739,康普,1
228,4961,天鈺,1
229,5222,全訊,1
230,5243,乙盛-KY,1
231,5434,崇越,1
232,5515,建國,1
233,6215,和椿,1
234,6414,樺漢,1
235,6438,迅得,1
236,6789,采鈺,1
237,6830,汎銓,1
238,6862,三集瑞-KY,1
239,8081,致新,1
240,8163,達方,1
,,合計,"2,388"
