排行,權證標的代號,權證標的名稱,發行檔數
1,3583,辛耘,38
2,2308,台達電,37
3,2330,台積電,37
4,3661,世芯-KY,33
5,6213,聯茂,33
6,2368,金像電,29
7,3450,聯鈞,28
8,7769,鴻勁,24
9,1560,中砂,23
10,2345,智邦,23
11,3017,奇鋐,23
12,3665,貿聯-KY,21
13,6285,啟碁,21
14,4958,臻鼎-KY,20
15,6139,亞翔,19
16,6257,矽格,19
17,6919,康霈*,19
18,1582,信錦,18
19,2317,鴻海,18
20,00631L,元大台灣50正2,17
21,3026,禾伸堂,17
22,8110,華東,17
23,IX0001,臺股指數,16
24,0050,元大台灣50,15
25,1304,台聚,15
26,2351,順德,15
27,4764,雙鍵,15
28,1717,長興,14
29,4576,大銀微系統,14
30,5243,乙盛-KY,14
31,6944,兆聯實業,14
32,2454,聯發科,13
33,6831,邁科,13
34,2419,仲琦,12
35,4977,眾達-KY,12
36,4722,國精化,11
37,00715L,街口布蘭特油正2,10
38,1519,華城,10
39,2355,敬鵬,10
40,2409,友達,10
41,2472,立隆電,10
42,2481,強茂,10
43,7750,新代,10
44,8028,昇陽半導體,10
45,00642U,元大S&P石油,9
46,2313,華通,9
47,2395,研華,9
48,2449,京元電子,9
49,3376,新日興,9
50,3673,TPK-KY,9
51,1723,中碳,8
52,2402,毅嘉,8
53,2404,漢唐,8
54,2436,偉詮電,8
55,3533,嘉澤,8
56,6781,AES-KY,8
57,8039,台虹,8
58,1710,東聯,7
59,2369,菱生,7
60,3030,德律,7
61,3563,牧德,7
62,5388,中磊,7
63,8112,至上,7
64,1305,華夏,6
65,1308,亞聚,6
66,2301,光寶科,6
67,3028,增你強,6
68,3380,明泰,6
69,3715,定穎投控,6
70,5269,祥碩,6
71,5284,jpp-KY,6
72,6196,帆宣,6
73,6669,緯穎,6
74,00664R,國泰臺灣加權反1,5
75,1303,南亞,5
76,1313,聯成,5
77,1476,儒鴻,5
78,2059,川湖,5
79,3042,晶技,5
80,3532,台勝科,5
81,3596,智易,5
82,4919,新唐,5
83,6239,力成,5
84,6271,同欣電,5
85,6472,保瑞,5
86,8464,億豐,5
87,00670L,富邦NASDAQ正2,4
88,1708,東鹼,4
89,1773,勝一,4
90,2441,超豐,4
91,2476,鉅祥,4
92,2610,華航,4
93,3008,大立光,4
94,3013,晟銘電,4
95,4766,南寶,4
96,4906,正文,4
97,6526,達發,4
98,00673R,元大S&P原油反1,3
99,1101,台泥,3
100,1307,三芳,3
101,1718,中纖,3
102,1795,美時,3
103,2006,東和鋼鐵,3
104,2034,允強,3
105,2103,台橡,3
106,2303,聯電,3
107,2327,國巨*,3
108,2421,建準,3
109,3034,聯詠,3
110,3231,緯創,3
111,3515,華擎,3
112,3706,神達,3
113,5234,達興材料,3
114,5292,華懋,3
115,6197,佳必琪,3
116,6202,盛群,3
117,6409,旭隼,3
118,6412,群電,3
119,6438,迅得,3
120,6672,騰輝電子-KY,3
121,6937,天虹,3
122,7788,松川精密,3
123,8210,勤誠,3
124,9958,世紀鋼,3
125,00632R,元大台灣50反1,2
126,00637L,元大滬深300正2,2
127,00647L,元大S&P500正2,2
128,1409,新纖,2
129,1477,聚陽,2
130,1597,直得,2
131,2104,國際中橡,2
132,2316,楠梓電,2
133,2385,群光,2
134,2603,長榮,2
135,2633,台灣高鐵,2
136,3023,信邦,2
137,3036,文曄,2
138,3044,健鼎,2
139,3711,日月光投控,2
140,4583,台灣精銳,2
141,4755,三福化,2
142,5871,中租-KY,2
143,6757,台灣虎航,2
144,8016,矽創,2
145,00640L,富邦日本正2,1
146,00648R,元大S&P500反1,1
147,00663L,國泰臺灣加權正2,1
148,00684R,元大美元指數反1,1
149,00706L,元大S&P日圓正2,1
150,00708L,元大S&P黃金正2,1
151,00763U,街口道瓊銅,1
152,00922,國泰台灣領袖50,1
153,1402,遠東新,1
154,1504,東元,1
155,1605,華新,1
156,1618,合機,1
157,1714,和桐,1
158,2027,大成鋼,1
159,2049,上銀,1
160,2323,中環,1
161,2329,華泰,1
162,2331,精英,1
163,2353,宏碁,1
164,2357,華碩,1
165,2359,所羅門,1
166,2374,佳能,1
167,2376,技嘉,1
168,2377,微星,1
169,2379,瑞昱,1
170,2388,威盛,1
171,2393,億光,1
172,2401,凌陽,1
173,2428,興勤,1
174,2439,美律,1
175,2474,可成,1
176,2492,華新科,1
177,2498,宏達電,1
178,2605,新興,1
179,2606,裕民,1
180,2618,長榮航,1
181,2637,慧洋-KY,1
182,2881,富邦金,1
183,2882,國泰金,1
184,2886,兆豐金,1
185,2887,台新新光金,1
186,2891,中信金,1
187,2892,第一金,1
188,3005,神基,1
189,3014,聯陽,1
190,3035,智原,1
191,3045,台灣大,1
192,3209,全科,1
193,3305,昇貿,1
194,3406,玉晶光,1
195,3413,京鼎,1
196,3605,宏致,1
197,4142,國光生,1
198,4551,智伸科,1
199,4770,上品,1
200,5469,瀚宇博,1
201,6176,瑞儀,1
202,6191,精成科,1
203,6192,巨路,1
204,6215,和椿,1
205,6269,台郡,1
206,6278,台表科,1
207,6449,鈺邦,1
208,6691,洋基工程,1
209,6706,惠特,1
210,6719,力智,1
211,6789,采鈺,1
212,6873,泓德能源,1
213,8070,長華*,1
214,8081,致新,1
215,8150,南茂,1
216,8215,明基材,1
217,8261,富鼎,1
218,9914,美利達,1
219,9939,宏全,1
,,合計,"1,324"
