排行,權證標的代號,權證標的名稱,發行檔數
1,2303,聯電,117
2,2330,台積電,105
3,IX0001,臺股指數,104
4,2313,華通,85
5,00738U,元大道瓊白銀,83
6,2454,聯發科,73
7,2308,台達電,71
8,2409,友達,71
9,8422,可寧衛*,70
10,3037,欣興,63
11,3661,世芯-KY,63
12,6239,力成,62
13,0050,元大台灣50,57
14,2327,國巨*,53
15,2367,燿華,53
16,3715,定穎投控,53
17,3008,大立光,51
18,1303,南亞,46
19,6669,緯穎,43
20,2329,華泰,42
21,3189,景碩,41
22,8150,南茂,41
23,6415,矽力*-KY,40
24,1802,台玻,39
25,6282,康舒,39
26,1513,中興電,38
27,2312,金寶,38
28,2441,超豐,37
29,6285,啟碁,37
30,1605,華新,36
31,2317,鴻海,35
32,1503,士電,33
33,1795,美時,33
34,8131,福懋科,33
35,3711,日月光投控,32
36,2404,漢唐,31
37,5269,祥碩,30
38,6139,亞翔,30
39,3167,大量,29
40,6257,矽格,29
41,2371,大同,28
42,3450,聯鈞,28
43,00631L,元大台灣50正2,27
44,00632R,元大台灣50反1,27
45,1560,中砂,26
46,2059,川湖,26
47,4958,臻鼎-KY,26
48,8046,南電,26
49,2337,旺宏,25
50,2379,瑞昱,25
51,8028,昇陽半導體,25
52,00635U,元大S&P黃金,23
53,6209,今國光,23
54,8112,至上,22
55,1504,東元,21
56,00708L,元大S&P黃金正2,20
57,2455,全新,20
58,3305,昇貿,20
59,3532,台勝科,20
60,6691,洋基工程,20
61,1514,亞力,19
62,2360,致茂,19
63,6271,同欣電,19
64,6706,惠特,19
65,6753,龍德造船,19
66,2363,矽統,18
67,2481,強茂,18
68,2492,華新科,18
69,1717,長興,17
70,2049,上銀,17
71,2457,飛宏,17
72,2467,志聖,17
73,3019,亞光,17
74,3376,新日興,17
75,1101,台泥,16
76,2233,宇隆,16
77,2301,光寶科,16
78,2328,廣宇,16
79,2449,京元電子,16
80,2486,一詮,16
81,3016,嘉晶,16
82,6213,聯茂,16
83,8210,勤誠,16
84,00637L,元大滬深300正2,15
85,3044,健鼎,15
86,3231,緯創,15
87,2356,英業達,14
88,2493,揚博,14
89,3090,日電貿,14
90,6116,彩晶,14
91,8039,台虹,14
92,2331,精英,13
93,3017,奇鋐,13
94,3533,嘉澤,13
95,00633L,富邦上証正2,12
96,1326,台化,12
97,3035,智原,12
98,6196,帆宣,12
99,6805,富世達,12
100,1301,台塑,11
101,2357,華碩,11
102,3563,牧德,11
103,3665,貿聯-KY,11
104,6197,佳必琪,11
105,6409,旭隼,11
106,6531,愛普*,11
107,6869,雲豹能源,11
108,IX0027,電子類,11
109,2419,仲琦,10
110,2485,兆赫,10
111,3036,文曄,10
112,4916,事欣科,10
113,4977,眾達-KY,10
114,6944,兆聯實業,10
115,2345,智邦,9
116,2374,佳能,9
117,2402,毅嘉,9
118,2472,立隆電,9
119,2634,漢翔,9
120,2645,長榮航太,9
121,3443,創意,9
122,6472,保瑞,9
123,00763U,街口道瓊銅,8
124,1319,東陽,8
125,1609,大亞,8
126,1711,永光,8
127,2002,中鋼,8
128,2355,敬鵬,8
129,3048,益登,8
130,6781,AES-KY,8
131,1536,和大,7
132,2027,大成鋼,7
133,2324,仁寶,7
134,2369,菱生,7
135,2489,瑞軒,7
136,2618,長榮航,7
137,3592,瑞鼎,7
138,4722,國精化,7
139,9105,泰金寶-DR,7
140,2009,第一銅,6
141,2352,佳世達,6
142,2353,宏碁,6
143,2359,所羅門,6
144,2375,凱美,6
145,2377,微星,6
146,2383,台光電,6
147,2605,新興,6
148,2609,陽明,6
149,3030,德律,6
150,5222,全訊,6
151,5234,達興材料,6
152,9921,巨大,6
153,00650L,復華香港正2,5
154,00655L,國泰中國A50正2,5
155,00693U,街口S&P黃豆,5
156,1312,國喬,5
157,1590,亞德客-KY,5
158,2368,金像電,5
159,2464,盟立,5
160,2495,普安,5
161,2630,亞航,5
162,3042,晶技,5
163,3545,敦泰,5
164,4585,達明,5
165,4770,上品,5
166,4919,新唐,5
167,4938,和碩,5
168,5388,中磊,5
169,5469,瀚宇博,5
170,6120,達運,5
171,6215,和椿,5
172,6605,帝寶,5
173,6873,泓德能源,5
174,8114,振樺電,5
175,00663L,國泰臺灣加權正2,4
176,1612,宏泰,4
177,2105,正新,4
178,2201,裕隆,4
179,2211,長榮鋼,4
180,2323,中環,4
181,2376,技嘉,4
182,2603,長榮,4
183,2610,華航,4
184,3034,聯詠,4
185,3645,達邁,4
186,6770,力積電,4
187,6862,三集瑞-KY,4
188,8070,長華*,4
189,00640L,富邦日本正2,3
190,00647L,元大S&P500正2,3
191,00830,國泰費城半導體,3
192,1304,台聚,3
193,1442,名軒,3
194,2316,楠梓電,3
195,2347,聯強,3
196,2351,順德,3
197,2365,昆盈,3
198,2392,正崴,3
199,2401,凌陽,3
200,2612,中航,3
201,2867,三商壽,3
202,2887,台新新光金,3
203,3059,華晶科,3
204,3406,玉晶光,3
205,3583,辛耘,3
206,4739,康普,3
207,5243,乙盛-KY,3
208,6214,精誠,3
209,6414,樺漢,3
210,6438,迅得,3
211,7780,大研生醫*,3
212,00664R,國泰臺灣加權反1,2
213,00674R,元大S&P黃金反1,2
214,00753L,中信中國50正2,2
215,00852L,國泰美國道瓊正2,2
216,00885,富邦越南,2
217,1215,卜蜂,2
218,1308,亞聚,2
219,1522,堤維西,2
220,1608,華榮,2
221,2338,光罩,2
222,2439,美律,2
223,2885,元大金,2
224,2890,永豐金,2
225,3026,禾伸堂,2
226,3028,增你強,2
227,3055,蔚華科,2
228,3380,明泰,2
229,3416,融程電,2
230,3702,大聯大,2
231,3706,神達,2
232,4526,東台,2
233,4576,大銀微系統,2
234,4763,材料*-KY,2
235,6191,精成科,2
236,6449,鈺邦,2
237,6957,裕慶-KY,2
238,IX0039,金融類,2
239,0052,富邦科技,1
240,00641R,富邦日本反1,1
241,00668,國泰美國道瓊,1
242,00669R,國泰美國道瓊反1,1
243,00670L,富邦NASDAQ正2,1
244,1708,東鹼,1
245,2228,劍麟,1
246,2388,威盛,1
247,2421,建準,1
248,2436,偉詮電,1
249,2498,宏達電,1
250,2637,慧洋-KY,1
251,2731,雄獅,1
252,2881,富邦金,1
253,2883,凱基金,1
254,2884,玉山金,1
255,3010,華立,1
256,3014,聯陽,1
257,3029,零壹,1
258,3062,建漢,1
259,3413,京鼎,1
260,3605,宏致,1
261,3622,洋華,1
262,3694,海華,1
263,3708,上緯投控,1
264,4571,鈞興-KY,1
265,4961,天鈺,1
266,4968,立積,1
267,5434,崇越,1
268,5515,建國,1
269,5871,中租-KY,1
270,6719,力智,1
271,6789,采鈺,1
272,6830,汎銓,1
273,8016,矽創,1
274,8081,致新,1
275,8163,達方,1
276,9938,百和,1
,,合計,"3,916"
