排行,權證標的代號,權證標的名稱,發行檔數
1,2337,旺宏,25
2,2330,台積電,21
3,2409,友達,19
4,00738U,元大道瓊白銀,13
5,2441,超豐,13
6,3661,世芯-KY,13
7,8131,福懋科,12
8,IX0001,臺股指數,12
9,6257,矽格,11
10,0050,元大台灣50,9
11,1560,中砂,9
12,3443,創意,9
13,2449,京元電子,8
14,6239,力成,8
15,2308,台達電,7
16,2313,華通,7
17,2317,鴻海,7
18,3563,牧德,7
19,6209,今國光,7
20,8028,昇陽半導體,7
21,8422,可寧衛*,7
22,00632R,元大台灣50反1,6
23,00635U,元大S&P黃金,6
24,1717,長興,6
25,2367,燿華,6
26,2404,漢唐,6
27,2454,聯發科,6
28,2467,志聖,6
29,3036,文曄,6
30,3037,欣興,6
31,3090,日電貿,6
32,8150,南茂,6
33,8210,勤誠,6
34,00708L,元大S&P黃金正2,5
35,1605,華新,5
36,2059,川湖,5
37,3189,景碩,5
38,3231,緯創,5
39,3532,台勝科,5
40,3592,瑞鼎,5
41,3711,日月光投控,5
42,6139,亞翔,5
43,6531,愛普*,5
44,6691,洋基工程,5
45,8039,台虹,5
46,IX0027,電子類,5
47,00633L,富邦上証正2,4
48,2303,聯電,4
49,2359,所羅門,4
50,2402,毅嘉,4
51,2472,立隆電,4
52,3008,大立光,4
53,3019,亞光,4
54,3048,益登,4
55,5269,祥碩,4
56,6116,彩晶,4
57,6196,帆宣,4
58,6213,聯茂,4
59,6669,緯穎,4
60,6770,力積電,4
61,8112,至上,4
62,1442,名軒,3
63,2009,第一銅,3
64,2201,裕隆,3
65,2323,中環,3
66,2360,致茂,3
67,2455,全新,3
68,2485,兆赫,3
69,2495,普安,3
70,4585,達明,3
71,6120,達運,3
72,6197,佳必琪,3
73,6214,精誠,3
74,6271,同欣電,3
75,6409,旭隼,3
76,00637L,元大滬深300正2,2
77,00763U,街口道瓊銅,2
78,1303,南亞,2
79,1304,台聚,2
80,1711,永光,2
81,2105,正新,2
82,2233,宇隆,2
83,2329,華泰,2
84,2345,智邦,2
85,2368,金像電,2
86,2379,瑞昱,2
87,2464,盟立,2
88,2867,三商壽,2
89,3030,德律,2
90,3035,智原,2
91,3376,新日興,2
92,3545,敦泰,2
93,3583,辛耘,2
94,4977,眾達-KY,2
95,5234,達興材料,2
96,5388,中磊,2
97,6282,康舒,2
98,6285,啟碁,2
99,6605,帝寶,2
100,6944,兆聯實業,2
101,9921,巨大,2
102,IX0039,金融類,2
103,00650L,復華香港正2,1
104,00674R,元大S&P黃金反1,1
105,00693U,街口S&P黃豆,1
106,1101,台泥,1
107,1215,卜蜂,1
108,1513,中興電,1
109,1590,亞德客-KY,1
110,2002,中鋼,1
111,2328,廣宇,1
112,2356,英業達,1
113,2357,華碩,1
114,2369,菱生,1
115,2371,大同,1
116,2375,凱美,1
117,2383,台光電,1
118,2489,瑞軒,1
119,2603,長榮,1
120,2605,新興,1
121,2887,台新新光金,1
122,2890,永豐金,1
123,3010,華立,1
124,3016,嘉晶,1
125,3029,零壹,1
126,3044,健鼎,1
127,3055,蔚華科,1
128,3305,昇貿,1
129,3380,明泰,1
130,3406,玉晶光,1
131,3665,貿聯-KY,1
132,3702,大聯大,1
133,4763,材料*-KY,1
134,4770,上品,1
135,4919,新唐,1
136,4961,天鈺,1
137,6215,和椿,1
138,6781,AES-KY,1
139,6789,采鈺,1
140,6957,裕慶-KY,1
141,8046,南電,1
,,合計,563
