排行,權證標的代號,權證標的名稱,發行檔數
1,6669,緯穎,37
2,2344,華邦電,36
3,2330,台積電,34
4,3017,奇鋐,32
5,1303,南亞,31
6,2301,光寶科,31
7,2408,南亞科,30
8,3006,晶豪科,28
9,3665,貿聯-KY,26
10,2337,旺宏,25
11,6805,富世達,25
12,2313,華通,24
13,2049,上銀,23
14,3008,大立光,23
15,3231,緯創,23
16,2368,金像電,22
17,2464,盟立,22
18,4958,臻鼎-KY,22
19,3016,嘉晶,21
20,3583,辛耘,20
21,2317,鴻海,19
22,2449,京元電子,19
23,6239,力成,19
24,0050,元大台灣50,18
25,6415,矽力*-KY,16
26,6830,汎銓,16
27,8210,勤誠,16
28,2493,揚博,15
29,6770,力積電,15
30,2345,智邦,13
31,3711,日月光投控,13
32,6139,亞翔,13
33,IX0001,臺股指數,13
34,6414,樺漢,12
35,2359,所羅門,11
36,2478,大毅,11
37,4722,國精化,11
38,6442,光聖,11
39,3042,晶技,10
40,00981A,主動統一台股增長,9
41,1590,亞德客-KY,9
42,2409,友達,9
43,6166,凌華,9
44,6472,保瑞,9
45,6781,AES-KY,9
46,1714,和桐,8
47,2395,研華,8
48,3605,宏致,8
49,7750,新代,8
50,7788,松川精密,8
51,1802,台玻,7
52,2451,創見,7
53,3036,文曄,7
54,3704,合勤控,7
55,6672,騰輝電子-KY,7
56,6944,兆聯實業,7
57,00631L,元大台灣50正2,6
58,00708L,元大S&P黃金正2,6
59,2377,微星,6
60,2421,建準,6
61,3035,智原,6
62,3563,牧德,6
63,3715,定穎投控,6
64,4967,十銓,6
65,6196,帆宣,6
66,2324,仁寶,5
67,3533,嘉澤,5
68,4576,大銀微系統,5
69,6197,佳必琪,5
70,6257,矽格,5
71,6271,同欣電,5
72,8112,至上,5
73,0052,富邦科技,4
74,00663L,國泰臺灣加權正2,4
75,00830,國泰費城半導體,4
76,2006,東和鋼鐵,4
77,2379,瑞昱,4
78,2467,志聖,4
79,3019,亞光,4
80,3044,健鼎,4
81,3305,昇貿,4
82,4977,眾達-KY,4
83,6206,飛捷,4
84,6269,台郡,4
85,6426,統新,4
86,6505,台塑化,4
87,00632R,元大台灣50反1,3
88,00738U,元大道瓊白銀,3
89,1326,台化,3
90,1560,中砂,3
91,1605,華新,3
92,2351,順德,3
93,2354,鴻準,3
94,2357,華碩,3
95,2367,燿華,3
96,2371,大同,3
97,2376,技嘉,3
98,2388,威盛,3
99,2402,毅嘉,3
100,2426,鼎元,3
101,2441,超豐,3
102,2472,立隆電,3
103,2603,長榮,3
104,2630,亞航,3
105,3013,晟銘電,3
106,3023,信邦,3
107,3135,凌航,3
108,3702,大聯大,3
109,5269,祥碩,3
110,6526,達發,3
111,8110,華東,3
112,0056,元大高股息,2
113,00633L,富邦上証正2,2
114,00637L,元大滬深300正2,2
115,00685L,群益臺灣加權正2,2
116,1513,中興電,2
117,1519,華城,2
118,1597,直得,2
119,1710,東聯,2
120,1711,永光,2
121,1795,美時,2
122,2009,第一銅,2
123,2027,大成鋼,2
124,2305,全友,2
125,2369,菱生,2
126,2392,正崴,2
127,2439,美律,2
128,2476,鉅祥,2
129,2495,普安,2
130,2543,皇昌,2
131,2615,萬海,2
132,2634,漢翔,2
133,2882,國泰金,2
134,2883,凱基金,2
135,2885,元大金,2
136,3034,聯詠,2
137,3376,新日興,2
138,3406,玉晶光,2
139,3617,碩天,2
140,4551,智伸科,2
141,4919,新唐,2
142,4938,和碩,2
143,4961,天鈺,2
144,6209,今國光,2
145,6282,康舒,2
146,6285,啟碁,2
147,6706,惠特,2
148,6719,力智,2
149,8081,致新,2
150,8114,振樺電,2
151,8150,南茂,2
152,00635U,元大S&P黃金,1
153,00640L,富邦日本正2,1
154,00651R,復華香港反1,1
155,00662,富邦NASDAQ,1
156,00664R,國泰臺灣加權反1,1
157,00669R,國泰美國道瓊反1,1
158,00670L,富邦NASDAQ正2,1
159,00878,國泰永續高股息,1
160,00982A,主動群益台灣強棒,1
161,00991A,主動復華未來50,1
162,00992A,主動群益科技創新,1
163,1305,華夏,1
164,1608,華榮,1
165,2031,新光鋼,1
166,2072,世紀風電,1
167,2236,百達-KY,1
168,2340,台亞,1
169,2342,茂矽,1
170,2353,宏碁,1
171,2356,英業達,1
172,2363,矽統,1
173,2374,佳能,1
174,2385,群光,1
175,2404,漢唐,1
176,2428,興勤,1
177,2458,義隆,1
178,2489,瑞軒,1
179,2527,宏璟,1
180,2606,裕民,1
181,2618,長榮航,1
182,2727,王品,1
183,2887,台新新光金,1
184,3022,威強電,1
185,3029,零壹,1
186,3030,德律,1
187,3209,全科,1
188,3504,揚明光,1
189,3706,神達,1
190,4526,東台,1
191,4571,鈞興-KY,1
192,4739,康普,1
193,4763,材料*-KY,1
194,4906,正文,1
195,5284,jpp-KY,1
196,5534,長虹,1
197,6191,精成科,1
198,6202,盛群,1
199,6214,精誠,1
200,6278,台表科,1
201,6409,旭隼,1
202,6449,鈺邦,1
203,6491,晶碩,1
204,6525,捷敏-KY,1
205,6658,聯策,1
206,6691,洋基工程,1
207,6862,三集瑞-KY,1
208,6873,泓德能源,1
209,6962,奕力-KY,1
210,7722,LINEPAY,1
211,8016,矽創,1
212,8454,富邦媒,1
213,9939,宏全,1
,,合計,"1,304"
