排行,權證標的代號,權證標的名稱,發行檔數
1,2330,台積電,111
2,2408,南亞科,108
3,IX0001,臺股指數,104
4,2344,華邦電,97
5,2409,友達,88
6,2317,鴻海,79
7,2303,聯電,74
8,0050,元大台灣50,58
9,1303,南亞,54
10,3006,晶豪科,49
11,3231,緯創,48
12,3711,日月光投控,48
13,6213,聯茂,48
14,2313,華通,45
15,6669,緯穎,44
16,00631L,元大台灣50正2,43
17,2449,京元電子,43
18,6139,亞翔,43
19,6805,富世達,43
20,6282,康舒,42
21,2404,漢唐,40
22,3406,玉晶光,39
23,2481,強茂,38
24,3017,奇鋐,38
25,2301,光寶科,37
26,2474,可成,37
27,3042,晶技,36
28,3376,新日興,36
29,2324,仁寶,35
30,2356,英業達,35
31,2357,華碩,34
32,2377,微星,32
33,1605,華新,31
34,2376,技嘉,31
35,8261,富鼎,31
36,2379,瑞昱,30
37,6269,台郡,30
38,2345,智邦,29
39,6197,佳必琪,28
40,2353,宏碁,27
41,6409,旭隼,27
42,3035,智原,26
43,1519,華城,25
44,2368,金像電,24
45,8150,南茂,24
46,2493,揚博,23
47,6719,力智,23
48,00632R,元大台灣50反1,22
49,2363,矽統,21
50,2610,華航,21
51,6781,AES-KY,21
52,1503,士電,20
53,00708L,元大S&P黃金正2,19
54,2316,楠梓電,19
55,2882,國泰金,19
56,2618,長榮航,18
57,4967,十銓,18
58,7788,松川精密,18
59,1326,台化,17
60,2312,金寶,17
61,3034,聯詠,17
62,1504,東元,16
63,2351,順德,16
64,2369,菱生,16
65,3059,華晶科,16
66,3673,TPK-KY,16
67,3706,神達,16
68,6202,盛群,16
69,6285,啟碁,16
70,6789,采鈺,16
71,00635U,元大S&P黃金,15
72,1560,中砂,15
73,3019,亞光,15
74,6196,帆宣,15
75,1513,中興電,14
76,1514,亞力,14
77,2883,凱基金,14
78,3305,昇貿,14
79,3583,辛耘,14
80,5269,祥碩,14
81,00981A,主動統一台股增長,13
82,2428,興勤,13
83,2476,鉅祥,13
84,6278,台表科,13
85,8112,至上,13
86,8210,勤誠,13
87,2881,富邦金,12
88,4551,智伸科,12
89,6757,台灣虎航,12
90,00738U,元大道瓊白銀,11
91,1301,台塑,11
92,2367,燿華,11
93,2388,威盛,11
94,3014,聯陽,11
95,3533,嘉澤,11
96,8131,福懋科,11
