股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","新光投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","","","383","383","1757","","","","","","1757",""," "
"00830","國泰費城半導體","108","192","5","5307","5218","193241","11","73","","322","384","193241","1"," "
"00850","元大臺灣ESG永續","","","","16","16","103861","","","","","","103861",""," "
"00851","台新全球AI","","","","2","2","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","","","","39","39","2091","","","","56","56","2091",""," "
"00861","元大全球未來通訊","","2","","27","25","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","","","","","","70311","","","","","","70311",""," "
"00875","國泰網路資安","1","15","","15","1","3372","","","","","","3372",""," "
"00876","元大全球5G","1","","","13","14","19006","","","","","","19006",""," "
"00878","國泰永續高股息","25","172","6","2555","2402","4584572","","1","","36","37","4584572","1"," "
"00881","國泰台灣科技龍頭","138","4","2","1237","1369","593350","6","","","16","10","593350","2"," "
"00882","中信中國高股息","223","4","2","3397","3614","511212","","","","","","511212","","X "
"00885","富邦越南","21","61","","532","492","154184","2","","","136","134","154184",""," "
"00891","中信關鍵半導體","121","283","","4326","4164","413272","4","14","","52","62","413272","4"," "
"00892","富邦台灣半導體","174","72","1","1267","1368","75698","","","","","","75698","4","X "
"00893","國泰智能電動車","","","","68","68","91221","","","","23","23","91221",""," "
"00894","中信小資高價30","3","3","","587","587","37127","","","","12","12","37127",""," "
"00895","富邦未來車","","","","69","69","37354","1","","","11","10","37354",""," "
"00896","中信綠能及電動車","","1","1","1570","1568","98220","","","","","","98220",""," "
"00897","富邦基因免疫生技","4","4","","660","660","36003","","","","1","1","36003",""," "
"00898","國泰基因免疫革命","6","","","504","510","36119","","1","","","1","36119",""," "
"00899","FT潔淨能源","","5","","68","63","4158","","","","","","4158",""," "
"00900","富邦特選高股息30","2","","5","309","306","412006","","","","","","412006","","X "
"00901","永豐智能車供應鏈","","","","2","2","15837","","","","","","15837",""," "
"00902","中信電池及儲能","78","40","","2456","2494","56624","1","1","","35","35","56624",""," "
"00903","富邦元宇宙","","","","20","20","12555","","","","","","12555",""," "
"00904","新光臺灣半導體30","2","14","","697","685","41528","","","","","","41528","","X "
"00905","FT臺灣Smart","2","4","","351","349","86706","","","","","","86706","","X "
"00907","永豐優息存股","3","","","196","199","40283","","","","","","40283",""," "
"00908","富邦入息REITs+","","","","","","8854","","","","","","8854","","X "
"00909","國泰數位支付服務","10","23","","1079","1066","26801","","1","","18","19","26801",""," "
"00910","第一金太空衛星","36","15","","3159","3180","32359","11","1","","15","5","32359","10"," "
"00911","兆豐洲際半導體","","5","","160","155","5975","","","","","","5975","","X "
"00912","中信臺灣智慧50","","5","","47","42","14938","","","","","","14938","","X "
"00913","兆豐台灣晶圓製造","9","22","","1042","1029","10566","","","","1","1","10566","3"," "
"00915","凱基優選高股息30","","","","27","27","131870","","","","","","131870",""," "
"00916","國泰全球品牌50","1","13","","809","797","32354","48","","","48","","32354",""," "
"00917","中信特選金融","","","","86","86","15619","","","","","","15619",""," "
"00918","大華優利高填息30","51","149","10","5363","5255","879941","","","","12","12","879941",""," "
"00919","群益台灣精選高息","83","325","5","8146","7899","4518908","1","","","111","110","4518908","3"," "
"00920","富邦ESG綠色電力","","","","27","27","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","1","","","1","2","13692","","","","","","13692",""," "
"00922","國泰台灣領袖50","25","19","","1448","1454","523421","1","1","","49","49","523421",""," "
"00923","群益台ESG低碳50","","3","","190","187","212730","","","","","","212730",""," "
"00924","復華S&P500成長","8","7","","112","113","110525","","","","","","110525",""," "
"00926","凱基全球菁英55","","","","27","27","22120","","","","","","22120",""," "
"00927","群益半導體收益","330","536","5","13559","13348","283099","","","","4","4","283099","28","X "
"00929","復華台灣科技優息","176","58","","4257","4375","1137909","","","","","","1137909","2"," "
"00930","永豐ESG低碳高息","","","","21","21","33319","","","","","","33319",""," "
"00932","兆豐永續高息等權","","","","2","2","30695","","","","","","30695",""," "
"00934","中信成長高股息","3","2","","594","595","102756","","","","","","102756","","X "
"00935","野村臺灣新科技50","88","126","6","5799","5755","193376","","2","","113","115","193376","6"," "
"00936","台新永續高息中小","1","","","13","14","51824","","","","","","51824","","X "
"00938","凱基優選30","1","1","","6","6","23379","","","","","","23379",""," "
"00939","統一台灣高息動能","4","3","","148","149","299744","","","","","","299744",""," "
"00940","元大台灣價值高息","13","31","5","1358","1335","1380091","","","","","","1380091","5"," "
"00941","中信上游半導體","9","1","","277","285","111322","2","","","3","1","111322",""," "
"00943","兆豐電子高息等權","","","","27","27","10472","","","","","","10472","","X "
"00944","野村趨勢動能高息","","","","9","9","13895","","","","","","13895","","X "
"00945B","凱基美國非投等債","1","4","","309","306","202329","","","","","","202329","","X "
"00946","群益科技高息成長","30","1","","550","579","117186","","","","","","117186",""," "
"00947","台新臺灣IC設計","468","369","","7541","7640","68841","3","","","4","1","68841","","X "
"00949","復華日本龍頭","4","15","","87","76","44482","","","","","","44482",""," "
"00951","台新日本半導體","162","13","","1184","1333","53760","12","4","","18","10","53760",""," "
"00952","凱基台灣AI50","4","15","","463","452","60943","","","","","","60943","","X "
"00953B","群益優選非投等債","835","5","","125542","126372","1072043","","","","","","1072043",""," "
"00954","中信日本半導體","18","49","","1451","1420","28061","10","","","13","3","28061",""," "
"00956","中信日經高股息","","","","81","81","8657","","","","","","8657","","X "
"00960","野村全球航運龍頭","","2","","124","122","15998","","","","","","15998","","X "
"00961","FT臺灣永續高息","30","2","","1985","2013","83377","","","","","","83377","","X "
"00962","台新AI優息動能","","2","","94","92","13605","","","","","","13605","","X "
"00963","中信全球高股息","","","","16","16","24483","","","","","","24483","","X "
"00964","中信亞太高股息","2","1","","33","34","17031","","","","","","17031","","X "
"00965","元大航太防衛科技","2","7","","1723","1718","110873","2","","","58","56","110873",""," "
"00971","野村美國研發龍頭","","","","14","14","14919","","","","","","14919",""," "
"00972","野村日本動能高息","","","","3","3","4668","","","","","","4668",""," "
"009800","中信NASDAQ","","46","","1595","1549","72472","","","","9","9","72472",""," "
"009801","中信美國創新科技","","","","29","29","24404","","","","","","24404",""," "
"009802","富邦旗艦50","20","8","","1890","1902","133248","","","","26","26","133248",""," "
"009803","玉山市值動能50","2","5","","380","377","41582","","","","","","41582",""," "
"009804","聯邦台精彩50","64","3","2","461","520","34223","","","","","","34223","","X "
"009805","新光美國電力基建","20","83","","16103","16040","159204","7","","","7","","159204","","X "
"009808","華南永昌優選50","","5","","46","41","10127","","","","","","10127",""," "
"009809","富邦淨零ESG50","","1","","6","5","7590","","","","","","7590",""," "
"00980A","主動野村臺灣優選","34","57","","2942","2919","175932","","","","5","5","175932","4"," "
"009810","玉山全球藍籌100","","","","2","2","4788","","","","","","4788",""," "
"009811","統一美國50","","10","","56","46","63612","","","","35","35","63612",""," "
"009812","野村日本東證","","","1","3","2","25095","","","","","","25095",""," "
"009813","貝萊德標普卓越50","","","","76","76","91206","","","","","","91206",""," "
"009816","凱基台灣TOP50","349","370","3","31915","31891","2631961","","18","","792","810","2631961","32"," "
"009817","國泰日本不動產","","","","111","111","62109","","","","","","62109",""," "
"009818","華南永昌NASDAQxT","","1","","15","14","13538","","","","","","13538",""," "
"009819","中信數據及電力","116","307","","5819","5628","172811","","","","","","172811",""," "
"00981A","主動統一台股增長","3652","5975","39","146712","144350","2299802","899","889","","3211","3201","2299802","83"," "
"00981T","平衡凱基雙核收息","1","","","28","29","49315","","","","","","49315","","X "
"009820","元大納斯達克精選","","22","","3504","3482","338425","","","","","","338425","21"," "
"009821","野村稀土關鍵資源","1084","1389","21","12594","12268","186460","","4","","1","5","186460","11"," "
"009824","群益美國科技巨頭","30","1039","","4673","3664","175836","","","","","","175836",""," "
"00982A","主動群益台灣強棒","219","309","","9449","9359","536984","","5","","45","50","536984","4"," "
"00982D","主動富邦動態入息","","","","122","122","18432","","","","","","18432","","X "
"00982T","平衡兆豐台美動能","","","","","","4649","","","","","","4649",""," "
"00983A","主動中信ARK創新","","","","453","453","26421","","","","7","7","26421",""," "
"00983D","主動富邦複合收益","","","","73","73","25549","","","","","","25549","","X "
"00984A","主動安聯台灣高息","127","89","2","1495","1531","144239","","","","","","144239","","X "
"00984D","主動聯博全球非投","","16","35","5961","5910","131514","","","","","","131514",""," "
"00985A","主動野村台灣50","1","2","","1516","1515","117072","","","","52","52","117072",""," "
"00985B","群益ESG投等債0-5","","","","250","250","153250","","","","","","153250",""," "
"00986A","主動台新龍頭成長","","","","69","69","10331","","","","","","10331",""," "
"00987A","主動台新優勢成長","20","24","","2207","2203","42410","","2","","12","14","42410",""," "
"00988A","主動統一全球創新","2573","820","319","77381","78815","799734","416","552","","588","724","799734","13"," "
"00989A","主動摩根美國科技","2","","","169","171","18779","","","","","","18779",""," "
"00990A","主動元大AI新經濟","695","165","3","21288","21815","604880","68","10","","474","416","604880",""," "
"00991A","主動復華未來50","3861","2654","2","116097","117302","970604","125","17","","1170","1062","970604","167"," "
"00992A","主動群益科技創新","250","662","400","27023","26211","586738","2","3","1","183","183","586738","9","X "
"00993A","主動安聯台灣","5","153","5","1855","1702","196897","","37","","31","68","196897",""," "
"00994A","主動第一金台股優","6","39","","2706","2673","74047","","","","","","74047","3"," "
"00995A","主動中信台灣卓越","3","18","","1770","1755","74383","","","","11","11","74383","4"," "
"00996A","主動兆豐台灣豐收","137","129","","3573","3581","80474","","","","6","6","80474","5"," "
"00997A","主動群益美國增長","157","227","","15477","15407","317219","3","","","654","651","317219","2"," "
"00999A","主動野村臺灣高息","30","47","","3177","3160","306629","","","","","","306629",""," "
"1101","台泥","1657","328","","35499","36828","1880795","1","3","","12","14","1880795",""," "
"1102","亞泥","101","131","","1092","1062","886640","1","2","","2","3","886640","","X "
"1103","嘉泥","38","155","","4304","4187","208218","","","","","","208218",""," "
"1104","環泥","10","1","","1543","1552","171670","","","","","","171670",""," "
"1108","幸福","48","96","","389","341","101184","","","","","","101184","","X "
"1109","信大","","","","283","283","85289","","","","","","85289","","X "
"1110","東泥","1","","","2890","2891","143000","","","","","","143000",""," "
"1201","味全","2","","","1657","1659","126515","","","","","","126515",""," "
"1203","味王","","","","1","1","60000","","","","","","60000",""," "
"1210","大成","5","2","","678","681","223691","","","","5","5","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","6","10","","363","359","73697","","","","1","1","73697",""," "
"1216","統一","27","165","","735","597","1420503","3","5","","9","11","1420503",""," "
"1217","愛之味","1","","","843","844","123628","","","","","","123628",""," "
"1218","泰山","17","140","","1642","1519","124999","","1","","119","120","124999","2"," "
"1219","福壽","","50","","654","604","85309","","3","","2","5","85309",""," "
"1220","台榮","6","3","","945","948","44269","","","","","","44269","","X "
"1225","福懋油","","","","6944","6944","60567","","","","3","3","60567",""," "
"1227","佳格","4","30","","909","883","228772","","","","","","228772",""," "
"1229","聯華","41","56","","2985","2970","448990","1","","","12","11","448990","4"," "
"1231","聯華食","21","","","244","265","74613","","","","","","74613",""," "
"1232","大統益","6","","","19","25","39993","","","","","","39993",""," "
"1233","天仁","","1","","20","19","22647","","","","","","22647",""," "
"1234","黑松","","","","15","15","100467","","","","","","100467",""," "
"1235","興泰","9","9","","1185","1185","47144","","","","","","47144",""," "
"1236","宏亞","25","7","","190","208","21668","","","","","","21668",""," "
"1256","鮮活果汁-KY","27","21","","353","359","8943","","24","","","24","8943",""," "
"1301","台塑","1325","1357","31","24855","24792","1591435","148","48","","308","208","1591435","17"," "
"1303","南亞","8792","3235","","31437","36994","1982705","200","103","","457","360","1982705","1283"," "
"1304","台聚","481","271","","12771","12981","297190","21","2","","206","187","297190",""," "
"1305","華夏","205","369","3","7816","7649","145262","10","7","","20","17","145262","3"," "
"1307","三芳","1","46","1","1379","1333","99454","","","","","","99454","3"," "
"1308","亞聚","344","329","1","7690","7704","148435","2","2","","19","19","148435",""," "
"1309","台達化","267","267","","8382","8382","99396","8","2","","212","206","99396",""," "
"1310","台苯","782","606","","14637","14813","131967","132","19","","239","126","131967",""," "
"1312","國喬","1958","1338","","20902","21522","276655","170","130","517","5362","4805","276655","2"," "
"1313","聯成","632","424","","10959","11167","337711","9","26","","151","168","337711",""," "
"1314","中石化","11359","9368","","75619","77610","946212","633","309","","1055","731","946212","164"," "
"1315","達新","5","","","22","27","24774","","","","","","24774",""," "
"1316","上曜","17","46","3","10931","10899","93986","3","","","25","22","93986","3"," "
"1319","東陽","71","108","13","6932","6882","147869","","","","4","4","147869",""," "
"1321","大洋","7","22","","7298","7283","56807","","","","","","56807",""," "
"1323","永裕","","5","","89","84","22818","","","","","","22818",""," "
"1324","地球","","","","1378","1378","18780","","","","","","18780",""," "
"1325","恆大","7","","","2016","2023","21320","","","","10","10","21320",""," "
"1326","台化","3363","3777","12","31030","30604","1465296","204","90","","421","307","1465296","50"," "
"1337","再生-KY","","1","","21373","21372","67238","","","","","","67238",""," "
"1338","廣華-KY","9","3","","3842","3848","20960","","","","","","20960",""," "
"1339","昭輝","","1","","863","862","18534","","","","","","18534",""," "
"1340","勝悅-KY","","35","","1041","1006","38230","","","","","","38230",""," "
"1342","八貫","7","15","","627","619","19500","","","","","","19500",""," "
"1402","遠東新","341","290","2","8648","8697","1338218","","","","","","1338218","","X "
"1409","新纖","5639","3468","202","24292","26261","404602","587","189","6","690","286","404602","46"," "
"1410","南染","10","","","312","322","15500","","2","","","2","15500",""," "
"1413","宏洲","","","","","","","","","","","","","","OX "
"1414","東和","68","16","","1149","1201","49500","","","","","","49500",""," "
"1416","廣豐","10","9","","3359","3360","46335","","","","","","46335",""," "
"1417","嘉裕","31","4","","1761","1788","47485","","","","","","47485",""," "
"1418","東華","13","","","748","761","11708","","","","","","11708",""," "
"1419","新紡","30","9","","1228","1249","75010","","","","","","75010",""," "
"1423","利華","","","","98","98","24912","","","","","","24912",""," "
"1432","大魯閣","","2","","144","142","22500","2","","","40","38","22500",""," "
"1434","福懋","104","341","","6344","6107","421166","1","","","2","1","421166","","X "
"1435","中福","","","","","","","","","","","","","","OX "
"1436","華友聯","3","","","990","993","48537","","","","5","5","48537",""," "
"1437","勤益控","44","2","","1963","2005","50467","","","","","","50467",""," "
"1438","三地開發","","","","183","183","22801","","","","","","22801",""," "
"1439","雋揚","20","20","","1049","1049","23000","","","","","","23000",""," "
"1440","南紡","360","255","","5405","5510","414203","1","","","1","","414203","1","X "
"1441","大東","","","","","","","","","","","","","","OX "
"1442","名軒","4","18","","2972","2958","91552","","","","8","8","91552",""," "
"1443","立益物流","","","","31","31","33835","","","","","","33835",""," "
"1444","力麗","","1","","574","573","","","","","","","","","OX "
"1445","大宇","15","","","1384","1399","32666","","","","1","1","32666",""," "
"1446","宏和","87","40","","1571","1618","34427","","30","","","30","34427",""," "
"1447","力鵬","","","","986","986","","","","","","","","","OX "
"1449","佳和","10","3","","3169","3176","31778","","7","","","7","31778",""," "
"1451","年興","","","","639","639","49500","","","","","","49500",""," "
"1452","宏益","1","","","104","105","33160","","","","","","33160",""," "
"1453","大將","1","4","","1070","1067","28310","","","","","","28310",""," "
"1454","台富","","","","2177","2177","32458","","","","","","32458",""," "
"1455","集盛","242","235","","3719","3726","132922","1","2","","85","86","132922","1"," "
"1456","怡華","29","57","","846","818","23430","","","","","","23430",""," "
"1457","宜進","1","4","","725","722","79182","","","","1","1","79182",""," "
"1459","聯發","3","2","","484","485","89657","","","","","","89657",""," "
"1460","宏遠","","","","","","","","","","","","","","OX "
"1463","強盛新","30","35","10","503","488","43317","","","","","","43317",""," "
"1464","得力","11","","6","1995","2000","106393","","","","","","106393",""," "
"1465","偉全","39","51","","3336","3324","25901","","","","","","25901",""," "
"1466","聚隆","203","521","","3414","3096","27789","18","","","55","37","27789",""," "
"1467","南緯","167","12","","6144","6299","42052","","","","5","5","42052",""," "
"1468","昶和","","","","","","","","","","","","","","OX "
"1470","大統新創","","","","6","6","21441","","","","","","21441",""," "
"1471","首利","","","","","","","","","","","","","","OX "
"1472","三洋實業","12","12","","3901","3901","8747","","","","2","2","8747",""," "
"1473","台南","","","","853","853","36538","","","","","","36538",""," "
"1474","弘裕","","14","12","3397","3371","32474","","","","","","32474",""," "
"1475","業旺","2","","","446","448","16504","","","","","","16504",""," "
"1476","儒鴻","15","11","","922","926","68591","","","","15","15","68591",""," "
"1477","聚陽","28","30","","1715","1713","61673","27","1","","30","4","61673",""," "
"1503","士電","73","94","1","3452","3430","130243","3","","","37","34","130243",""," "
"1504","東元","816","362","2","32245","32697","594110","12","18","","54","60","594110","5"," "
"1506","正道","","","","","","","","","","","","","","OX "
"1512","瑞利","","","","","","","","","","","","","","OX "
"1513","中興電","210","216","","8551","8545","125778","","46","","","46","125778","19"," "
"1514","亞力","161","143","2","6681","6697","68277","","","","119","119","68277","2"," "
"1515","力山","220","676","","3822","3366","45368","57","10","","208","161","45368","256"," "
"1516","川飛","","","","2","2","","","","","","","","","OX "
"1517","利奇","10","10","","1684","1684","55000","","","","","","55000",""," "
"1519","華城","77","53","6","3879","3897","78970","1","6","","19","24","78970","1"," "
"1521","大億","1","1","","440","440","19057","","","","","","19057",""," "
"1522","堤維西","23","6","","4418","4435","78224","","","","16","16","78224","3","X "
"1524","耿鼎","1","14","","4637","4624","41327","","","","20","20","41327",""," "
"1525","江申","","","","235","235","18350","","","","","","18350",""," "
"1526","日馳","2","","","580","582","15000","","","","","","15000",""," "
"1527","鑽全","","2","","602","600","34642","","","","","","34642",""," "
"1528","恩德","104","49","","7440","7495","47832","1","","","81","80","47832",""," "
"1529","樂事綠能","65","391","","3285","2959","38773","1","1","","1","1","38773",""," "
"1530","亞崴","","","","297","297","23648","","","","","","23648",""," "
"1531","高林股","60","1","","1683","1742","45527","","","","1","1","45527",""," "
"1532","勤美","15","17","","2760","2758","105651","","","","","","105651",""," "
"1533","車王電","52","22","","540","570","24636","","","","9","9","24636",""," "
"1535","中宇","","1","","66","65","30935","","","","","","30935",""," "
"1536","和大","1627","687","","8559","9499","69739","","128","","176","304","69739","6"," "
"1537","廣隆","","","","59","59","20515","","","","","","20515",""," "
"1538","正峰","","","","","","","","","","","","","","OX "
"1539","巨庭","15","11","","1311","1315","16342","","","","","","16342",""," "
"1540","喬福","15","3","","1711","1723","21368","","","","","","21368",""," "
"1541","錩泰","","1","","118","117","19700","","","","","","19700",""," "
"1558","伸興","1","","","256","257","16133","","","","","","16133",""," "
"1560","中砂","29","10","","1509","1528","37518","8","","","17","9","37518","1","X "
"1563","巧新","901","302","34","6328","6893","56402","3","","","3","","56402","","X "
"1568","倉佑","22","290","1","5440","5171","25771","","","","","","25771",""," "
"1582","信錦","88","27","82","4815","4794","36067","","","","6","6","36067",""," "
"1583","程泰","1","7","","90","84","27350","","","","","","27350",""," "
"1587","吉茂","44","98","","2096","2042","20013","","2","","3","5","20013",""," "
"1589","永冠-KY","","","","802","802","","","","","","","","","OX!"
"1590","亞德客-KY","13","23","","144","134","49999","1","","","1","","49999",""," "
"1597","直得","17","48","","3993","3962","22315","1","1","","42","42","22315",""," "
