股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","1183","3412","177","12777","10371","431535","59","","","59","","431535","17","X "
"00401A","主動摩根台灣鑫收","6","4","","1129","1131","60348","","1","","1","2","60348",""," "
"00402A","主動安聯美國科技","144","28","4","3290","3402","196281","","","","1","1","196281",""," "
"00403A","主動統一升級50","5700","6003","42","104674","104329","3875004","219","34","1","1554","1368","3875004","188"," "
"00404A","主動聯博動能50","33","45","","2452","2440","84198","","","","","","84198","1"," "
"00405A","主動富邦台灣龍耀","1566","982","11","18138","18711","657436","55","","","277","222","657436","159"," "
"00406A","主動中信台灣收益","770","166","","3992","4596","183890","","","","10","10","183890","13"," "
"00407A","主動凱基台灣","4924","547","44","34727","39060","617184","1","8","","4","11","617184",""," "
"0050","元大台灣50","759","383","1","12610","12985","5189000","67","100","","1085","1118","5189000","18"," "
"0051","元大中型100","","","","3","3","6125","","","","","","6125",""," "
"0052","富邦科技","366","363","21","11382","11364","640500","10","6","","84","80","640500","8"," "
"0053","元大電子","","","","11","11","1372","","","","","","1372",""," "
"0055","元大MSCI金融","25","13","","207","219","22663","","","","","","22663",""," "
"0056","元大高股息","828","171","1","5958","6614","3419008","36","4","","113","81","3419008","5"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","24529","","","","","","24529",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","1","","51","50","23984","","","","1","1","23984",""," "
"006206","元大上證50","","","","8","8","6944","","","","","","6944",""," "
"006207","復華滬深","","","","2","2","5223","","","","","","5223",""," "
"006208","富邦台50","54","26","","306","334","457385","","","","16","16","457385",""," "
"00631L","元大台灣50正2","18692","11026","87","227839","235418","1615587","2324","2390","","18358","18424","1615587","970"," "
"00632R","元大台灣50反1","10937","15697","7","295527","290760","622801","106","726","","5836","6456","622801","665"," "
"00633L","富邦上証正2","1615","140","","5928","7403","29739","24","2","","716","694","29739","11"," "
"00634R","富邦上証反1","1","3","","2083","2081","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","427","139","1","6381","6668","74628","30","6","","310","286","74628",""," "
"00636","國泰中國A50","14","","","99","113","24706","","","","","","24706",""," "
"00637L","元大滬深300正2","6814","1024","2","80008","85796","191276","1049","3","","9649","8603","191276","69"," "
"00638R","元大滬深300反1","2","34","","752","720","6112","","","","4","4","6112",""," "
"00639","富邦深100","7","3","","511","515","24725","","","","7","7","24725",""," "
"00640L","富邦日本正2","7","5","","235","237","1854","","","","48","48","1854",""," "
"00641R","富邦日本反1","54","30","","9998","10022","18939","","","","507","507","18939",""," "
"00642U","期元大S&P石油","304","252","","6257","6309","26580","16","25","","1500","1509","26580",""," "
"00643","群益深証中小","10","28","","906","888","18250","","","","","","18250",""," "
"00645","富邦日本","","","","20","20","10999","","","","","","10999",""," "
"00646","元大S&P500","","1","","71","70","140621","","","","2","2","140621",""," "
"00647L","元大S&P500正2","","5","","50","45","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","66","45","","9567","9588","35172","","","","210","210","35172",""," "
"00650L","復華香港正2","304","377","","18987","18914","34959","9","17","","366","374","34959","57"," "
"00651R","復華香港反1","17","315","","1763","1465","8048","3","","","112","109","8048",""," "
"00652","富邦印度","","","","59","59","16508","","","","","","16508",""," "
"00653L","富邦印度正2","81","22","","2389","2448","3975","","","","9","9","3975",""," "
"00654R","富邦印度反1","5","","","537","542","4866","","","","62","62","4866",""," "
"00655L","國泰中國A50正2","299","25","","1968","2242","14614","26","","","273","247","14614",""," "
"00656R","國泰中國A50反1","3","","","150","153","5089","","","","","","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","14","14","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","6","1","","1184","1189","214382","","","","7","7","214382",""," "
"00663L","國泰臺灣加權正2","949","444","1","9494","9998","36415","264","146","","1706","1588","36415","21"," "
"00664R","國泰臺灣加權反1","1795","3172","50","91221","89794","196393","1","180","","560","739","196393","159"," "
"00665L","富邦恒生國企正2","1157","2456","1","84639","83339","142116","2","11","","502","511","142116","10"," "
"00666R","富邦恒生國企反1","6","","","345","351","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","5","5","1870","","","","","","1870",""," "
"00669R","國泰美國道瓊反1","153","384","","14692","14461","51279","","","","116","116","51279",""," "
"00670L","富邦NASDAQ正2","84","1","","1177","1260","19036","2","20","","139","157","19036",""," "
"00671R","富邦NASDAQ反1","","236","","127537","127301","135096","30","13","","2564","2547","135096","","O "
"00673R","期元大S&P原油反1","1070","1973","","62111","61208","127012","619","35","","1305","721","127012","10"," "
"00674R","期元大S&P黃金反1","37","62","1","337","311","3855","","","","10","10","3855",""," "
"00675L","富邦臺灣加權正2","143","91","","3027","3079","26946","9","6","","313","310","26946","7"," "
"00676R","富邦臺灣加權反1","1161","325","","18767","19603","43208","1","41","","296","336","43208","44"," "
"00678","群益那斯達克生技","","","","16","16","2112","","","","","","2112",""," "
"00680L","元大美債20正2","197","1190","54","65293","64246","376269","82","389","","359","666","376269",""," "
"00681R","元大美債20反1","2","","","7","9","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","12","12","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","2","","","162","164","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","","","5","3606","3601","31034","","","","","","31034","","!"
"00686R","群益臺灣加權反1","1535","20","","17359","18874","47944","5","","","64","59","47944",""," "
"00688L","國泰20年美債正2","126","37","","23404","23493","159903","","","","59","59","159903",""," "
"00689R","國泰20年美債反1","","","","","","1722","","","","","","1722","","X "
"00690","兆豐藍籌30","1","6","","88","83","20207","","","","","","20207",""," "
"00692","富邦公司治理","1","","","72","73","153570","","","","","","153570",""," "
"00693U","期街口S&P黃豆","19","11","","2550","2558","21791","","","","3","3","21791",""," "
"00700","富邦恒生國企","","","","187","187","8745","","","","","","8745",""," "
"00701","國泰股利精選30","","","","31","31","43472","","","","","","43472",""," "
"00702","國泰標普低波高息","","","","1","1","1672","","","","","","1672",""," "
"00703","台新MSCI中國","1","","","1","2","2387","","","","","","2387",""," "
"00706L","期元大S&P日圓正2","393","126","","7571","7838","39567","","48","","235","283","39567",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","665","350","1","10408","10722","30268","11","12","","771","772","30268",""," "
"00709","富邦歐洲","","","","2","2","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45190","","","","","","45190",""," "
"00711B","復華彭博新興債","","","","3","3","218065","","","","","","218065",""," "
"00712","復華富時不動產","65","23","1","15695","15736","1331502","","","","7","7","1331502",""," "
"00713","元大台灣高息低波","","","","247","247","436128","","","","","","436128",""," "
"00714","群益道瓊美國地產","","1","","3","2","5266","","","","","","5266",""," "
"00715L","期街口布蘭特正2","961","857","22","13054","13136","31797","267","70","","3256","3059","31797","46"," "
"00717","富邦美國特別股","","","","","","31651","","","","","","31651",""," "
"00728","第一金工業30","","","","","","9730","","","","","","9730",""," "
"00730","富邦臺灣優質高息","","","","12","12","17761","","","","","","17761",""," "
"00731","復華富時高息低波","","","","4","4","5525","","","","","","5525",""," "
"00733","富邦臺灣中小","","19","","49","30","16741","1","","","1","","16741",""," "
"00735","國泰臺韓科技","229","156","","3736","3809","26697","28","19","","137","128","26697",""," "
"00736","國泰新興市場","1","","","","1","1556","","","","","","1556",""," "
"00737","國泰AI機器人","","2","","56","54","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","426","195","5","13253","13479","61824","","4","","386","390","61824",""," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","23","5","","967","985","72929","","","","2","2","72929",""," "
"00753L","中信中國50正2","715","2021","8","95741","94427","193414","32","202","","520","690","193414","31"," "
"00757","統一FANG+","47","14","","367","400","71248","","","","6","6","71248",""," "
"00762","元大全球AI","1","","","49","50","11937","","","","","","11937",""," "
"00763U","期街口道瓊銅","12","20","","1605","1597","12391","","","","94","94","12391",""," "
"00770","國泰北美科技","","10","","62","52","19864","","","","","","19864",""," "
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","新光投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","89","","472","383","2007","","","","","","2007",""," "
"00830","國泰費城半導體","516","215","","4109","4410","182866","68","4","","352","288","182866","2"," "
"00850","元大臺灣ESG永續","","1","","17","16","103861","","","","","","103861",""," "
"00851","台新全球AI","","","","2","2","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","","","","37","37","2216","4","","","60","56","2216",""," "
