股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","630","1083","","13123","12670","377035","41","","","77","36","377035","4"," "
"00401A","主動摩根台灣鑫收","6","85","","996","917","63223","","","","","","63223",""," "
"00403A","主動統一升級50","8959","6593","33","150346","152679","4382004","203","2481","","1840","4118","4382004","72"," "
"0050","元大台灣50","649","289","8","9749","10101","4876250","57","42","","1339","1324","4876250","39"," "
"0051","元大中型100","","","","14","14","6125","","","","","","6125",""," "
"0052","富邦科技","446","212","","10326","10560","635250","16","2","","95","81","635250","1"," "
"0053","元大電子","","","","9","9","1247","","","","","","1247",""," "
"0055","元大MSCI金融","108","15","","109","202","20163","","","","","","20163",""," "
"0056","元大高股息","270","58","1","3446","3657","3390633","33","11","","369","347","3390633","1"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","5","","","29","34","25279","","","","","","25279",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","1","","","20","21","24859","","","","1","1","24859",""," "
"006206","元大上證50","","","","32","32","7194","","","","","","7194",""," "
"006207","復華滬深","","","","5","5","5473","","","","","","5473",""," "
"006208","富邦台50","24","7","","173","190","457260","","","","26","26","457260",""," "
"00631L","元大台灣50正2","15002","6886","283","160569","168402","1237712","1057","914","","15729","15586","1237712","292"," "
"00632R","元大台灣50反1","12589","12897","64","299248","298876","601301","101","301","","4144","4344","601301","223"," "
"00633L","富邦上証正2","146","123","","7414","7437","29114","5","","","789","784","29114",""," "
"00634R","富邦上証反1","1","4","","2080","2077","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","64","17","","4827","4874","71253","","","","259","259","71253",""," "
"00636","國泰中國A50","10","","","68","78","26206","","","","","","26206",""," "
"00637L","元大滬深300正2","3212","286","18","71632","74540","183401","949","1","","12060","11112","183401","1"," "
"00638R","元大滬深300反1","","11","","971","960","6737","","","","4","4","6737",""," "
"00639","富邦深100","7","25","","559","541","26850","","","","7","7","26850",""," "
"00640L","富邦日本正2","14","9","","209","214","1854","","","","60","60","1854",""," "
"00641R","富邦日本反1","51","10","","7551","7592","18689","","","","506","506","18689",""," "
"00642U","期元大S&P石油","113","228","","7120","7005","27455","3","36","","2836","2869","27455",""," "
"00643","群益深証中小","","2","","1042","1040","19893","","","","","","19893",""," "
"00645","富邦日本","","8","","28","20","11374","","","","","","11374",""," "
"00646","元大S&P500","","1","","44","43","140246","","","","2","2","140246",""," "
"00647L","元大S&P500正2","","2","","43","41","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","15","193","","9906","9728","36672","1","4","","141","144","36672",""," "
"00650L","復華香港正2","499","937","10","18189","17741","30334","119","5","","1259","1145","30334","2"," "
"00651R","復華香港反1","","1","","1785","1784","8048","","","","269","269","8048",""," "
"00652","富邦印度","56","","","99","155","17008","","","","","","17008",""," "
"00653L","富邦印度正2","5","11","","2764","2758","4350","","4","","9","13","4350","","@ "
"00654R","富邦印度反1","7","","","653","660","4866","","","","65","65","4866",""," "
"00655L","國泰中國A50正2","51","33","","2053","2071","14864","8","","","352","344","14864",""," "
"00656R","國泰中國A50反1","","14","","260","246","5089","","","","","","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","5","2","","12","15","5981","","","","","","5981",""," "
"00662","富邦NASDAQ","5","4","","927","928","191507","","","","6","6","191507","1"," "
"00663L","國泰臺灣加權正2","538","214","","7030","7354","30790","97","15","1","1791","1708","30790","65"," "
"00664R","國泰臺灣加權反1","698","482","","98062","98278","195393","4","5","","434","435","195393",""," "
"00665L","富邦恒生國企正2","1426","350","42","81417","82451","120741","23","4","","591","572","120741","48","@ "
"00666R","富邦恒生國企反1","","3","","407","404","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","10","10","2508","","","","","","2508",""," "
"00669R","國泰美國道瓊反1","6","51","","15144","15099","52154","","23","","122","145","52154",""," "
"00670L","富邦NASDAQ正2","12","37","","1106","1081","18536","3","3","","169","169","18536",""," "
"00671R","富邦NASDAQ反1","","472","","131720","131248","136346","22","","","2753","2731","136346","","O "
"00673R","期元大S&P原油反1","1036","503","","96639","97172","190637","3","85","","521","603","190637","12"," "
"00674R","期元大S&P黃金反1","","","2","106","104","4105","","","","","","4105",""," "
"00675L","富邦臺灣加權正2","129","58","","1883","1954","26821","6","4","","423","421","26821",""," "
"00676R","富邦臺灣加權反1","341","448","","24964","24857","43208","30","12","","259","241","43208","2"," "
"00678","群益那斯達克生技","2","8","","19","13","1987","","","","","","1987",""," "
"00680L","元大美債20正2","78","1986","","76526","74618","437894","200","11","","550","361","437894",""," "
"00681R","元大美債20反1","","","","22","22","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","3","3","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","2","7","","117","112","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","212","45","","1483","1650","15909","2","11","","35","44","15909","23"," "
"00686R","群益臺灣加權反1","416","2444","","20470","18442","45194","","","","32","32","45194",""," "
"00688L","國泰20年美債正2","44","707","75","28196","27458","181278","","","","60","60","181278",""," "
"00689R","國泰20年美債反1","","","","1","1","1722","","","","","","1722",""," "
"00690","兆豐藍籌30","","2","","104","102","20082","","","","","","20082",""," "
"00692","富邦公司治理","6","1","","52","57","153695","","","","","","153695",""," "
"00693U","期街口S&P黃豆","136","280","","3237","3093","23416","5","10","","7","12","23416",""," "
"00700","富邦恒生國企","","","","195","195","8995","","","","","","8995",""," "
"00701","國泰股利精選30","15","","","66","81","44097","","","","","","44097",""," "
"00702","國泰標普低波高息","","","","10","10","1672","","","","","","1672",""," "
"00703","台新MSCI中國","","","","2","2","2512","","","","","","2512",""," "
"00706L","期元大S&P日圓正2","184","6","","4634","4812","39067","","","","41","41","39067",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","109","145","2","9890","9852","26393","","7","","725","732","26393","1"," "
"00709","富邦歐洲","","","","2","2","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45815","","","","","","45815",""," "
"00711B","復華彭博新興債","","","","3","3","218065","","","","","","218065",""," "
"00712","復華富時不動產","1299","725","","17501","18075","1306877","12","9006","","75","9069","1306877","38"," "
"00713","元大台灣高息低波","1","110","","245","136","448628","","","","4","4","448628",""," "
"00714","群益道瓊美國地產","1","","","4","5","5516","","","","","","5516",""," "
"00715L","期街口布蘭特正2","610","1544","","14561","13627","29922","15","297","","5224","5506","29922","26"," "
"00717","富邦美國特別股","","","","","","32901","","","","","","32901","","X "
"00728","第一金工業30","","5","","5","","9855","","","","","","9855",""," "
"00730","富邦臺灣優質高息","","2","","4","2","18636","","","","","","18636",""," "
"00731","復華富時高息低波","","11","","14","3","6150","","","","","","6150",""," "
"00733","富邦臺灣中小","4","16","","83","71","17991","","","","1","1","17991",""," "
"00735","國泰臺韓科技","377","185","","3232","3424","23572","3","661","","25","683","23572","1"," "
"00736","國泰新興市場","","","","","","1556","","","","","","1556",""," "
"00737","國泰AI機器人","","","","54","54","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","388","23","2","12084","12447","58949","6","1","","326","321","58949","1"," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","22","","","1209","1231","75804","","","","12","12","75804",""," "
"00753L","中信中國50正2","1933","796","13","104465","105589","182914","17","260","","1121","1364","182914","3"," "
"00757","統一FANG+","7","12","","466","461","72998","","","","7","7","72998",""," "
"00762","元大全球AI","","2","","52","50","11812","","","","","","11812",""," "
"00763U","期街口道瓊銅","114","110","","1907","1911","13141","5","","","114","109","13141",""," "
"00770","國泰北美科技","","","","24","24","20364","","","","","","20364",""," "
"00771","元大US高息特別股","","","","","","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","","","448","448","2257","","","","","","2257",""," "
"00830","國泰費城半導體","129","79","1","3953","4002","164616","25","28","","366","369","164616","1"," "
"00850","元大臺灣ESG永續","","1","","6","5","104111","","","","","","104111",""," "
"00851","台新全球AI","","","","1","1","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","8","1","","58","65","2216","","","","74","74","2216",""," "
"00861","元大全球未來通訊","1","","","10","11","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","","","","","","64061","","","","","","64061","","X "
"00875","國泰網路資安","","8","","8","","3372","","","","","","3372",""," "
"00876","元大全球5G","","16","","17","1","18756","","","","","","18756",""," "
"00878","國泰永續高股息","271","351","","7861","7781","4668447","19","5","","142","128","4668447","12"," "
"00881","國泰台灣科技龍頭","22","36","","1147","1133","589725","4","3","","17","16","589725",""," "
"00882","中信中國高股息","20","105","","2433","2348","509962","","","","1","1","509962",""," "
"00885","富邦越南","253","10","","909","1152","161434","9","","","159","150","161434",""," "
"00891","中信關鍵半導體","107","284","9","4172","3986","424522","","","","7","7","424522","2"," "
"00892","富邦台灣半導體","6","14","","505","497","68698","","","","1","1","68698",""," "
"00893","國泰智能電動車","","","","84","84","92721","","","","23","23","92721",""," "
"00894","中信小資高價30","8","9","","871","870","38752","","","","4","4","38752","1"," "
