股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","340","422","47","11100","10971","520160","12","","","14","2","520160","","X "
"00401A","主動摩根台灣鑫收","9","7","","1312","1314","57598","2","","","3","1","57598","1"," "
"00402A","主動安聯美國科技","53","","","2333","2386","186531","","1","","","1","186531",""," "
"00403A","主動統一升級50","6858","7986","555","144874","143191","4491879","1553","1213","","1943","1603","4491879","208"," "
"00404A","主動聯博動能50","25","95","","2178","2108","91698","","","","1","1","91698","1"," "
"00405A","主動富邦台灣龍耀","2997","3496","108","36369","35762","877186","4281","269","","4906","894","877186","128"," "
"00406A","主動中信台灣收益","2955","1382","8","13865","15430","444765","","","","","","444765",""," "
"00407A","主動凱基台灣","996","528","17","37024","37475","795434","11","36","","89","114","795434","59"," "
"00408A","主動第一金優股息","4","3","","255","256","42783","","","","","","42783",""," "
"0050","元大台灣50","6832","1988","160","29290","33974","5611625","134","461","","258","585","5611625","132"," "
"0051","元大中型100","4","","","2","6","6125","","","","","","6125",""," "
"0052","富邦科技","555","198","5","12520","12872","664000","15","9","","73","67","664000","23"," "
"0053","元大電子","","","","14","14","1372","","","","","","1372",""," "
"0055","元大MSCI金融","1","2","","52","51","22413","","","","","","22413",""," "
"0056","元大高股息","798","482","18","9357","9655","3583383","10","21","","73","84","3583383","5"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","13","13","24154","","","","","","24154",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","1","","","67","68","23734","","","","1","1","23734",""," "
"006206","元大上證50","","","","8","8","6819","","","","","","6819",""," "
"006207","復華滬深","","","","2","2","5223","","","","","","5223",""," "
"006208","富邦台50","35","3","14","454","472","464385","","","","1","1","464385",""," "
"00631L","元大台灣50正2","30133","22476","340","276095","283412","1981212","1333","2609","","11573","12849","1981212","2465"," "
"00632R","元大台灣50反1","21168","41109","","250253","230312","510426","338","1826","69","17822","19241","510426","1708"," "
"00633L","富邦上証正2","426","53","","7717","8090","29614","23","","","774","751","29614","16"," "
"00634R","富邦上証反1","62","6","","2205","2261","11814","","2","","15","17","11814",""," "
"00635U","期元大S&P黃金","118","146","","6651","6623","75878","14","5","","248","239","75878","6"," "
"00636","國泰中國A50","20","2","","146","164","23956","","","","","","23956",""," "
"00637L","元大滬深300正2","3104","306","","86127","88925","186276","866","147","","7730","7011","186276","9"," "
"00638R","元大滬深300反1","1","","","785","786","6112","","","","4","4","6112",""," "
"00639","富邦深100","28","2","","340","366","24350","","","","8","8","24350",""," "
"00640L","富邦日本正2","2","2","","149","149","1729","","","","36","36","1729",""," "
"00641R","富邦日本反1","164","40","","10423","10547","20189","10","","","522","512","20189",""," "
"00642U","期元大S&P石油","216","53","","3221","3384","22455","10","30","","730","750","22455","1"," "
"00643","群益深証中小","1","","","439","440","18250","","","","","","18250",""," "
"00645","富邦日本","","","","30","30","10874","","","","","","10874",""," "
"00646","元大S&P500","1","2","","80","79","142746","","","","2","2","142746",""," "
"00647L","元大S&P500正2","","9","","39","30","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","624","57","","14349","14916","35547","","","","115","115","35547","1"," "
"00650L","復華香港正2","184","1034","","11841","10991","26459","4","31","","1340","1367","26459","10"," "
"00651R","復華香港反1","87","","","1459","1546","8048","15","","","86","71","8048","4"," "
"00652","富邦印度","","2","","35","33","16133","","","","","","16133",""," "
"00653L","富邦印度正2","11","1","21","2330","2319","3600","","","","1","1","3600","","@ "
"00654R","富邦印度反1","1","","","644","645","4866","","18","","62","80","4866",""," "
"00655L","國泰中國A50正2","96","16","","1937","2017","14489","5","2","","215","212","14489",""," "
"00656R","國泰中國A50反1","10","","","154","164","5089","","","","1","1","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","18","18","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","6","12","","1259","1253","217382","","","","7","7","217382",""," "
"00663L","國泰臺灣加權正2","628","1178","15","12183","11618","43915","194","306","","1532","1644","43915","85"," "
"00664R","國泰臺灣加權反1","2974","5134","15","62636","60461","179643","29","122","","1284","1377","179643","1300"," "
"00665L","富邦恒生國企正2","1626","3454","","58200","56372","105241","300","138","","2160","1998","105241","89"," "
"00666R","富邦恒生國企反1","","","","702","702","3656","","","","12","12","3656","4"," "
"00668","國泰美國道瓊","","","","12","12","1870","","","","","","1870",""," "
"00669R","國泰美國道瓊反1","289","121","","14120","14288","51279","","8","","60","68","51279",""," "
"00670L","富邦NASDAQ正2","76","16","","1084","1144","19036","22","4","","153","135","19036","4"," "
"00671R","富邦NASDAQ反1","","94","","123517","123423","133971","","58","","2284","2342","133971","","O "
"00673R","期元大S&P原油反1","1925","4163","30","56391","54123","139887","63","","","302","239","139887","53"," "
"00674R","期元大S&P黃金反1","10","8","","183","185","3855","","","","18","18","3855",""," "
"00675L","富邦臺灣加權正2","142","301","3","3550","3388","29196","1","14","1","285","297","29196","8"," "
"00676R","富邦臺灣加權反1","1942","1211","","16104","16835","40333","51","12","","948","909","40333","58"," "
"00678","群益那斯達克生技","","","","29","29","2112","","","","","","2112",""," "
"00680L","元大美債20正2","1692","589","","64037","65140","372394","2","52","","70","120","372394",""," "
"00681R","元大美債20反1","1","","","3","4","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","44","44","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","","12","","94","82","2858","","","","","","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","19859","15003","272","221344","225928","1717584","1543","1035","","8601","8093","1717584","1903"," "
"00686R","群益臺灣加權反1","4466","1940","","14269","16795","52444","","1","","104","105","52444","2"," "
"00688L","國泰20年美債正2","2094","619","","26653","28128","158278","15","","","21","6","158278",""," "
"00689R","國泰20年美債反1","","","","","","1722","","","","","","1722","","X "
"00690","兆豐藍籌30","6","","","78","84","20832","","","","","","20832",""," "
"00692","富邦公司治理","3","","","100","103","153695","","","","","","153695",""," "
"00693U","期街口S&P黃豆","27","4","","1888","1911","19166","","1","","6","7","19166",""," "
"00700","富邦恒生國企","","17","","182","165","8745","","","","","","8745",""," "
"00701","國泰股利精選30","","","","20","20","42722","","","","","","42722",""," "
"00702","國泰標普低波高息","","","","","","1672","","","","","","1672","","X "
"00703","台新MSCI中國","","2","","3","1","2387","","","","","","2387",""," "
"00706L","期元大S&P日圓正2","16","278","","5482","5220","37567","","12","","265","277","37567",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","300","200","1","10553","10652","32018","47","12","","591","556","32018",""," "
"00709","富邦歐洲","","","","2","2","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45190","","","","","","45190",""," "
"00711B","復華彭博新興債","","","","3","3","217940","","","","","","217940",""," "
"00712","復華富時不動產","87","298","","13309","13098","1239127","10","11","","33","34","1239127","2"," "
"00713","元大台灣高息低波","38","36","","324","326","429628","","","","","","429628",""," "
"00714","群益道瓊美國地產","","","","31","31","5266","","","","","","5266",""," "
"00715L","期街口布蘭特正2","1568","1053","1","11157","11671","26547","51","288","3","4250","4484","26547","101"," "
"00717","富邦美國特別股","","","","41","41","30651","","","","","","30651",""," "
"00728","第一金工業30","1","","","3","4","9730","","","","","","9730",""," "
"00730","富邦臺灣優質高息","","","","3","3","17511","","","","","","17511",""," "
"00731","復華富時高息低波","1","","","2","3","5275","","","","","","5275",""," "
"00733","富邦臺灣中小","12","","","73","85","16491","","","","","","16491","3"," "
"00735","國泰臺韓科技","563","422","3","4923","5061","30322","47","6","","465","424","30322","137"," "
"00736","國泰新興市場","","","","","","1681","","","","","","1681",""," "
"00737","國泰AI機器人","1","","","51","52","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","213","228","","12849","12834","61449","23","","","440","417","61449",""," "
