股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","518","975","11","12566","12098","431035","109","3","","165","59","431035","1"," "
"00401A","主動摩根台灣鑫收","62","1","","1038","1099","60848","","","","1","1","60848",""," "
"00402A","主動安聯美國科技","12","115","","3668","3565","209031","","","","3","3","209031",""," "
"00403A","主動統一升級50","3862","5322","11","113049","111578","3936129","53","67","","1433","1447","3936129","120"," "
"00404A","主動聯博動能50","397","136","5","2706","2962","83698","","","","","","83698","3"," "
"00405A","主動富邦台灣龍耀","2259","3171","61","21671","20698","672061","6","","","331","325","672061","89"," "
"00406A","主動中信台灣收益","28","124","","3959","3863","193890","","10","","","10","193890",""," "
"00407A","主動凱基台灣","4143","498","10","37627","41262","639434","116","20","","126","30","639434","5"," "
"0050","元大台灣50","548","532","2","13103","13117","5175250","28","84","","1229","1285","5175250","61"," "
"0051","元大中型100","","","","3","3","6125","","","","","","6125",""," "
"0052","富邦科技","296","443","5","11459","11307","640500","5","18","","64","77","640500","1"," "
"0053","元大電子","","","","12","12","1372","","","","","","1372",""," "
"0055","元大MSCI金融","6","5","","175","176","22663","","","","","","22663",""," "
"0056","元大高股息","315","118","13","4988","5172","3402508","5","21","","113","129","3402508","2"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","24654","","","","","","24654",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","","","50","50","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","8","8","6944","","","","","","6944",""," "
"006207","復華滬深","","1","","3","2","5348","","","","","","5348",""," "
"006208","富邦台50","18","6","","309","321","457510","3","","","25","22","457510",""," "
"00631L","元大台灣50正2","15244","13914","211","237075","238194","1615462","2131","4801","","17486","20156","1615462","643"," "
"00632R","元大台灣50反1","26153","8136","10","282711","300718","600676","487","37","","8769","8319","600676","339"," "
"00633L","富邦上証正2","795","52","","5821","6564","28489","10","7","","716","713","28489",""," "
"00634R","富邦上証反1","10","25","","2101","2086","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","299","80","","5999","6218","73503","","11","","301","312","73503","20"," "
