股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","363","180","320","10931","10794","484660","4","5","","10","11","484660",""," "
"00401A","主動摩根台灣鑫收","","7","","1125","1118","60723","","2","","","2","60723",""," "
"00402A","主動安聯美國科技","9","71","","2444","2382","185781","","","","","","185781",""," "
"00403A","主動統一升級50","9297","8343","88","134705","135571","4218379","137","665","","28391","28919","4218379","109"," "
"00404A","主動聯博動能50","7","41","","2256","2222","91073","","","","","","91073",""," "
"00405A","主動富邦台灣龍耀","740","1232","4","28639","28143","829561","419","173","","506","260","829561","146"," "
"00406A","主動中信台灣收益","321","659","","9351","9013","282390","","20","","","20","282390",""," "
"00407A","主動凱基台灣","1846","625","3","42446","43664","757184","5","32","","94","121","757184","2"," "
"00408A","主動第一金優股息","10","9","","325","326","43408","","","","","","43408",""," "
"0050","元大台灣50","1034","2616","18","59230","57630","5400125","","48","","","48","5400125","97"," "
"0051","元大中型100","","","","3","3","6125","","","","","","6125",""," "
"0052","富邦科技","322","698","","12598","12222","657375","27","17","","107","97","657375",""," "
"0053","元大電子","","","","14","14","1372","","","","","","1372",""," "
"0055","元大MSCI金融","","","","101","101","22538","","","","","","22538",""," "
"0056","元大高股息","346","415","4","10604","10531","3552633","","14","","","14","3552633","255"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","24279","","","","","","24279",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","1","","79","78","23859","","","","1","1","23859",""," "
"006206","元大上證50","","2","","10","8","6819","","","","","","6819",""," "
"006207","復華滬深","","","","2","2","5223","","","","","","5223",""," "
"006208","富邦台50","4","13","","422","413","461010","","1","","","1","461010",""," "
"00631L","元大台灣50正2","11378","20437","723","275799","266017","1853962","3217","2954","","14960","14697","1853962","814"," "
"00632R","元大台灣50反1","30640","23866","16","279474","286232","580551","1597","42","","10705","9150","580551","363"," "
"00633L","富邦上証正2","56","421","","8246","7881","30739","5","77","","640","712","30739","1"," "
"00634R","富邦上証反1","10","","","2183","2193","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","10","49","","6867","6828","76128","","4","","268","272","76128","3"," "
"00636","國泰中國A50","1","","","149","150","24581","","","","","","24581",""," "
"00637L","元大滬深300正2","244","1316","","85606","84534","187901","5","411","1","7698","8103","187901","5"," "
