股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00733","富邦臺灣中小","10","11","","47","46","16366","","","","","","16366","2"," "
"00735","國泰臺韓科技","275","122","1","3752","3904","28447","4","16","","425","437","28447","10"," "
"00736","國泰新興市場","","","","","","1681","","","","","","1681",""," "
"00737","國泰AI機器人","","","","50","50","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","400","329","23","13062","13110","61824","66","15","","444","393","61824",""," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","16","20","","570","566","70554","","","","12","12","70554",""," "
"00753L","中信中國50正2","1238","1154","","85399","85483","182039","47","89","","1096","1138","182039","2"," "
"00757","統一FANG+","11","21","","245","235","68123","9","","","16","7","68123","1"," "
"00762","元大全球AI","6","2","","63","67","12062","","","","","","12062",""," "
"00763U","期街口道瓊銅","72","112","","1559","1519","11641","","6","","117","123","11641",""," "
"00770","國泰北美科技","5","","","44","49","19864","","","","","","19864",""," "
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","1","","351","350","1757","","","","","","1757",""," "
"00830","國泰費城半導體","173","152","1","5038","5058","199366","14","65","","672","723","199366","9"," "
"00850","元大臺灣ESG永續","","","","14","14","103861","","","","","","103861",""," "
"00851","台新全球AI","","","","2","2","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","1","26","","65","40","2091","","","","54","54","2091",""," "
"00861","元大全球未來通訊","","","","28","28","17353","","","","","","17353",""," "
"00865B","國泰US短期公債","","","","20","20","69311","","","","","","69311",""," "
"00875","國泰網路資安","","1","","1","","3372","","","","","","3372",""," "
"00876","元大全球5G","","2","","16","14","22881","","","","","","22881",""," "
"00878","國泰永續高股息","60","156","","2695","2599","4586322","1","1","","36","36","4586322",""," "
"00881","國泰台灣科技龍頭","77","64","1","1254","1266","600850","","","","4","4","600850","2"," "
"00882","中信中國高股息","55","13","1","3152","3193","508712","","","","5","5","508712",""," "
"00885","富邦越南","125","2","","796","919","153059","3","1","","133","131","153059","2"," "
"00891","中信關鍵半導體","569","247","","5189","5511","428772","2","5","","35","38","428772",""," "
"00892","富邦台灣半導體","23","36","10","2015","1992","81073","","2","","16","18","81073",""," "
"00893","國泰智能電動車","","","","70","70","90221","","","","23","23","90221",""," "
"00894","中信小資高價30","5","14","","610","601","37252","","1","","21","22","37252","4"," "
"00895","富邦未來車","","1","","69","68","36979","","","","8","8","36979",""," "
"00896","中信綠能及電動車","17","14","","1620","1623","97845","","","","","","97845","1"," "
"00897","富邦基因免疫生技","","8","","277","269","35753","","","","","","35753",""," "
"00898","國泰基因免疫革命","","23","","112","89","35119","","","","","","35119",""," "
"00899","FT潔淨能源","9","3","","66","72","4158","","","","","","4158",""," "
"00900","富邦特選高股息30","3","11","","369","361","402756","1","","","3","2","402756","5"," "
"00901","永豐智能車供應鏈","","","","3","3","15837","","","","","","15837",""," "
"00902","中信電池及儲能","33","16","","2500","2517","56624","","","","10","10","56624",""," "
"00903","富邦元宇宙","","","","20","20","12305","","","","","","12305",""," "
"00904","台新臺灣半導體30","","6","","617","611","40778","1","","","6","5","40778",""," "
"00905","FT臺灣Smart","5","13","","455","447","89581","","","","","","89581",""," "
"00907","永豐優息存股","1","345","","439","95","39033","","","","","","39033",""," "
"00908","富邦入息REITs+","1","","","","1","8854","","","","","","8854",""," "
"00909","國泰數位支付服務","2","18","","1083","1067","26676","","","","22","22","26676",""," "
"00910","第一金太空衛星","28","42","2","2171","2155","31984","5","5","","8","8","31984",""," "
"00911","兆豐洲際半導體","13","3","","158","168","6850","","","","","","6850",""," "
"00912","中信臺灣智慧50","1","","","156","157","15063","","","","","","15063",""," "
"00913","兆豐台灣晶圓製造","170","101","23","1383","1429","11816","","1","","9","10","11816",""," "
"00915","凱基優選高股息30","","","","33","33","130120","","","","","","130120",""," "
"00916","國泰全球品牌50","","","","640","640","29979","","","","","","29979",""," "
"00917","中信特選金融","3","","","85","88","15369","","","","","","15369",""," "
"00918","大華優利高填息30","717","395","","4517","4839","867066","","2","","35","37","867066",""," "
"00919","群益台灣精選高息","116","395","2","8012","7731","4540033","90","1","","115","26","4540033",""," "
"00920","富邦ESG綠色電力","","","","28","28","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","","","","1","1","13692","","","","","","13692",""," "
"00922","國泰台灣領袖50","1537","157","61","1605","2924","529046","","","","1","1","529046",""," "
"00923","群益台ESG低碳50","15","22","","209","202","213355","","","","","","213355",""," "
"00924","復華S&P500成長","","1","","141","140","109775","","","","","","109775",""," "
"00926","凱基全球菁英55","","","","21","21","23120","","","","","","23120",""," "
"00927","群益半導體收益","127","705","5","16418","15835","337724","3","21","","16","34","337724","1"," "
"00929","復華台灣科技優息","167","331","","6024","5860","1185409","","1","","11","12","1185409","4"," "
"00930","永豐ESG低碳高息","","","","22","22","32944","","","","","","32944","","X "
"00932","兆豐永續高息等權","","","","72","72","29945","","","","","","29945",""," "
"00934","中信成長高股息","","28","","706","678","105756","","2","","","2","105756",""," "
"00935","野村臺灣新科技50","174","182","10","5618","5600","208376","29","21","","132","124","208376","4"," "
"00936","台新永續高息中小","","5","","15","10","51449","","","","","","51449",""," "
"00938","凱基優選30","","4","","7","3","23629","","","","","","23629",""," "
"00939","統一台灣高息動能","13","15","","164","162","298369","","","","","","298369",""," "
"00940","元大台灣價值高息","","30","1","1573","1542","1367466","","94","","64","158","1367466",""," "
"00941","中信上游半導體","2","7","","245","240","113572","","","","1","1","113572",""," "
"00943","兆豐電子高息等權","","","","27","27","10347","","","","","","10347",""," "
"00944","野村趨勢動能高息","","","","7","7","13770","","","","","","13770",""," "
"00945B","凱基美國非投等債","","1","","231","230","200579","","","","","","200579",""," "
"00946","群益科技高息成長","","3","","546","543","115186","","","","","","115186",""," "
"00947","台新臺灣IC設計","505","173","","5203","5535","71091","5","18","","24","37","71091",""," "
"00949","復華日本龍頭","","2","","83","81","43607","","","","","","43607",""," "
"00951","台新日本半導體","60","58","","1419","1421","54510","","4","","14","18","54510",""," "
"00952","凱基台灣AI50","5","19","","670","656","61193","","","","","","61193",""," "
"00953B","群益優選非投等債","31","7168","","77538","70401","1034543","","","","","","1034543",""," "
"00954","中信日本半導體","43","78","","1690","1655","28686","","","","2","2","28686",""," "
"00956","中信日經高股息","","","","70","70","8532","","","","","","8532",""," "
"00960","野村全球航運龍頭","6","4","","83","85","15123","","","","","","15123",""," "
"00961","FT臺灣永續高息","68","166","1","2794","2695","111002","","","","","","111002",""," "
"00962","台新AI優息動能","1","4","","116","113","13605","","","","","","13605",""," "
"00963","中信全球高股息","","1","","12","11","25358","","","","","","25358",""," "
"00964","中信亞太高股息","","6","","57","51","17406","","","","","","17406",""," "
"00965","元大航太防衛科技","10","","","1707","1717","109873","","","","41","41","109873",""," "
"00971","野村美國研發龍頭","","2","","15","13","14669","","","","","","14669",""," "
"00972","野村日本動能高息","","","","2","2","4418","","","","","","4418",""," "
"009800","中信NASDAQ","","","","1457","1457","72097","12","","","21","9","72097",""," "
"009801","中信美國創新科技","","","","20","20","24529","","","","","","24529",""," "
"009802","富邦旗艦50","27","74","","1080","1033","133373","2","3","","5","6","133373",""," "
"009803","玉山市值動能50","","11","","439","428","46457","","","","10","10","46457",""," "
"009804","聯邦台精彩50","31","49","","1007","989","39223","","2","","24","26","39223",""," "
"009805","台新美國電力基建","48","55","5","16179","16167","155454","","","","","","155454",""," "
"009808","華南永昌優選50","","","","44","44","10127","","","","","","10127",""," "
"009809","富邦淨零ESG50","","1","","5","4","8090","","","","","","8090",""," "
"00980A","主動野村臺灣優選","8","31","1","2877","2853","177057","","","","16","16","177057",""," "
"009810","玉山全球藍籌100","","","","2","2","4788","","","","","","4788",""," "
"009811","統一美國50","6","","","74","80","62237","","","","35","35","62237",""," "
"009812","野村日本東證","","2","","4","2","24845","","","","","","24845",""," "
"009813","貝萊德標普卓越50","","","","77","77","86081","","","","","","86081",""," "
"009816","凱基台灣TOP50","453","2255","","33656","31854","2850336","28","61","1","696","728","2850336","32"," "
"009817","國泰日本不動產","7","1","","101","107","61734","","","","","","61734",""," "
"009818","華南永昌NASDAQxT","","","","12","12","13413","","","","","","13413",""," "
"009819","中信數據及電力","11","7","","5316","5320","169686","","","","39","39","169686",""," "
"00981A","主動統一台股增長","9508","12495","17","174603","171599","2430427","182","4278","1","2399","6494","2430427","278"," "
"00981T","平衡凱基雙核收息","","","","42","42","55815","","","","","","55815",""," "
"009820","元大納斯達克精選","32","49","","2725","2708","324300","","","","5","5","324300",""," "
"009821","野村稀土關鍵資源","120","371","","10355","10104","182210","","1","","2","3","182210","4"," "
"009824","群益美國科技巨頭","","57","","2466","2409","165586","","","","","","165586",""," "
"00982A","主動群益台灣強棒","312","801","302","9757","8966","551109","2","16","","47","61","551109",""," "
"00982D","主動富邦動態入息","","","","127","127","18432","","","","","","18432",""," "
"00982T","平衡兆豐台美動能","","","","","","4649","","","","","","4649",""," "
"00983A","主動中信ARK創新","1","","","443","444","24796","1","","","8","7","24796",""," "
"00983D","主動富邦複合收益","","","","121","121","25049","","","","","","25049",""," "
"00984A","主動安聯台灣高息","10","29","","2051","2032","159989","","","","","","159989",""," "
"00984D","主動聯博全球非投","452","68","","4219","4603","150514","","","","","","150514",""," "
"00985A","主動野村台灣50","5","17","","1196","1184","117072","","","","47","47","117072",""," "
"00985B","群益ESG投等債0-5","","","","249","249","150000","","","","","","150000",""," "
"00986A","主動台新龍頭成長","","2","","76","74","10331","","","","","","10331",""," "
"00987A","主動台新優勢成長","13","66","","2226","2173","43285","","","","10","10","43285","25"," "
"00988A","主動統一全球創新","2512","1870","24","73212","73830","838859","14","25","","749","760","838859","18"," "
"00989A","主動摩根美國科技","","","","244","244","18154","","","","","","18154",""," "
"00990A","主動元大AI新經濟","1272","1722","","21214","20764","617505","7","14","","74","81","617505","2"," "
"00991A","主動復華未來50","12020","7069","258","140542","145235","1121979","3","78","","100","175","1121979","1865"," "
"00992A","主動群益科技創新","2148","1980","20","24400","24548","604738","","144","","84","228","604738","11"," "
"00993A","主動安聯台灣","20","134","","2068","1954","196147","","","","27","27","196147",""," "
"00994A","主動第一金台股優","87","678","","2751","2160","76172","","1","","2","3","76172",""," "
"00995A","主動中信台灣卓越","22","46","","1781","1757","74758","1","","","12","11","74758",""," "
"00996A","主動兆豐台灣豐收","466","115","50","3661","3962","79849","1","2","","3","4","79849",""," "
"00997A","主動群益美國增長","118","202","2","13634","13548","318344","3","","","12","9","318344",""," "
"00999A","主動野村臺灣高息","9","24","2","2919","2902","299129","2","","","2","","299129",""," "
"1101","台泥","541","376","4","33054","33215","1880795","98","4","4","144","46","1880795","1"," "
"1102","亞泥","345","31","","1329","1643","886640","","","","","","886640",""," "
"1103","嘉泥","22","2","","4120","4140","208218","","","","","","208218",""," "
"1104","環泥","43","","","1608","1651","171670","","","","","","171670",""," "
"1108","幸福","","6","","448","442","101184","","","","44","44","101184",""," "
"1109","信大","","","","276","276","85289","","1","","","1","85289",""," "
"1110","東泥","","15","","2745","2730","143000","","","","","","143000",""," "
"1201","味全","3","12","","1505","1496","126515","","","","","","126515",""," "
"1203","味王","","","","2","2","60000","","","","","","60000",""," "
"1210","大成","39","7","","620","652","223691","1","","","3","2","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","10","3","","414","421","73697","","","","2","2","73697",""," "
"1216","統一","197","144","6","491","538","1420503","4","","","7","3","1420503","2"," "
"1217","愛之味","8","5","","940","943","123628","","","","2","2","123628",""," "
"1218","泰山","15","1","","1489","1503","124999","","6","","118","124","124999",""," "
"1219","福壽","","","","510","510","85309","","","","105","105","85309",""," "
"1220","台榮","","","","862","862","44269","","","","","","44269",""," "
"1225","福懋油","","","","6933","6933","60567","","","","10","10","60567",""," "
"1227","佳格","23","5","4","930","944","228772","","","","","","228772",""," "
"1229","聯華","153","58","","3164","3259","448990","","","","10","10","448990","1"," "
"1231","聯華食","7","1","","240","246","74613","","","","","","74613",""," "
"1232","大統益","22","91","","324","255","39993","","","","","","39993",""," "
"1233","天仁","","","","19","19","22647","","","","","","22647",""," "
"1234","黑松","","","","16","16","100467","","","","","","100467",""," "
"1235","興泰","1","2","","1175","1174","47144","","","","","","47144",""," "
"1236","宏亞","1","","","182","183","21668","","","","","","21668",""," "
"1256","鮮活果汁-KY","8","5","","317","320","8943","","3","","4","7","8943",""," "
"1301","台塑","1763","4343","","26402","23822","1591435","24","172","","525","673","1591435","33"," "
"1303","南亞","8619","5762","4","45395","48248","1982705","109","418","","922","1231","1982705","151"," "
"1304","台聚","189","480","","11782","11491","297190","","","","","","297190",""," "
"1305","華夏","53","112","","7009","6950","145262","","","","","","145262",""," "
"1307","三芳","","22","","1353","1331","99454","","","","1","1","99454",""," "
"1308","亞聚","221","47","","6509","6683","148435","","","","","","148435",""," "
"1309","台達化","277","381","","8422","8318","99396","","","","","","99396",""," "
"1310","台苯","536","298","","13764","14002","131967","","14","","29","43","131967",""," "
"1312","國喬","2478","1944","","29548","30082","376655","8","82","","118","192","376655","3"," "
"1313","聯成","429","230","","11047","11246","337711","","10","","200","210","337711","4"," "
"1314","中石化","1232","709","100","78172","78595","946212","40","6","","446","412","946212","53"," "
"1315","達新","1","","","17","18","24774","","","","","","24774",""," "
"1316","上曜","29","60","","10925","10894","93986","","","","28","28","93986","2"," "
"1319","東陽","119","33","2","6939","7023","147869","8","5","","25","22","147869",""," "
"1321","大洋","4","","","7192","7196","56807","","","","","","56807",""," "
"1323","永裕","3","","","80","83","22818","","","","","","22818",""," "
"1324","地球","1","","","1276","1277","18780","","","","","","18780",""," "
"1325","恆大","137","108","","2162","2191","21320","1","24","","15","38","21320",""," "
"1326","台化","4045","4873","","37826","36998","1465296","24","281","","696","953","1465296","259"," "
"1337","再生-KY","","","","21378","21378","67238","","","","","","67238",""," "
"1338","廣華-KY","6","","","3905","3911","20960","","","","","","20960",""," "
"1339","昭輝","39","5","","853","887","18534","","","","","","18534",""," "
"1340","勝悅-KY","18","20","","1000","998","38230","","","","","","38230",""," "
"1342","八貫","6","4","","618","620","19500","","","","","","19500",""," "
"1402","遠東新","131","492","","7515","7154","1338218","","","","74","74","1338218",""," "
"1409","新纖","773","571","1","24383","24584","404602","137","33","","201","97","404602","13"," "
"1410","南染","","2","","308","306","15500","","","","","","15500",""," "
"1413","宏洲","","","","","","","","","","","","","","OX "
"1414","東和","29","15","","1187","1201","49500","","","","","","49500",""," "
"1416","廣豐","36","5","","3292","3323","46335","","","","","","46335",""," "
"1417","嘉裕","85","79","","1907","1913","47485","","","","","","47485",""," "
"1418","東華","","","","762","762","11708","","","","","","11708",""," "
"1419","新紡","26","1","","1222","1247","75010","","","","","","75010",""," "
"1423","利華","","","","87","87","24912","","","","","","24912",""," "
"1432","大魯閣","","6","","161","155","22500","","","","38","38","22500",""," "
"1434","福懋","1045","544","62","8013","8452","421166","1","47","","2","48","421166","15"," "
"1435","中福","","","","","","","","","","","","","","OX "
"1436","華友聯","31","21","4","1008","1014","48537","","","","","","48537",""," "
"1437","勤益控","104","4","40","2334","2394","50467","","","","","","50467",""," "
"1438","三地開發","","15","","150","135","22801","","","","","","22801",""," "
"1439","雋揚","12","14","","1053","1051","23000","","","","","","23000",""," "
"1440","南紡","46","221","","5629","5454","414203","","","","3","3","414203",""," "
"1441","大東","","","","","","","","","","","","","","OX "
"1442","名軒","17","26","","2866","2857","91552","","","","8","8","91552",""," "
"1443","立益物流","","","","31","31","33835","","","","","","33835",""," "
"1444","力麗","","1","","570","569","","","","","","","","","OX "
"1445","大宇","","","","1377","1377","32666","","","","5","5","32666",""," "
"1446","宏和","9","28","","1647","1628","34427","2","","","2","","34427",""," "
"1447","力鵬","","","120","931","811","","","","","","","","","OX "
"1449","佳和","8","3","","3131","3136","31778","","","","","","31778",""," "
"1451","年興","2","","","759","761","49500","","","","","","49500",""," "
"1452","宏益","","","","109","109","33160","","","","","","33160",""," "
"1453","大將","9","11","","1045","1043","28310","","","","1","1","28310",""," "
"1454","台富","","","","2168","2168","32458","","","","","","32458",""," "
"1455","集盛","59","3","","3138","3194","132922","","","","","","132922",""," "
"1456","怡華","28","","","780","808","23430","","","","","","23430",""," "
"1457","宜進","1","","","710","711","79182","","","","1","1","79182",""," "
"1459","聯發","","9","27","473","437","89657","","","","","","89657","","!"
"1460","宏遠","","","","","","","","","","","","","","OX "
"1463","強盛新","13","1","","440","452","43317","","","","","","43317",""," "
"1464","得力","66","22","","2070","2114","106393","","","","","","106393",""," "
"1465","偉全","45","60","","3311","3296","25901","","","","","","25901",""," "
"1466","聚隆","111","138","","2869","2842","27789","4","9","","50","55","27789","3"," "
"1467","南緯","625","129","8","6364","6852","42052","2","1","1","15","13","42052",""," "
"1468","昶和","","","","","","","","","","","","","","OX "
"1470","大統新創","","","","6","6","21441","","","","","","21441",""," "
"1471","首利","","","","","","","","","","","","","","OX "
"1472","三洋實業","10","10","","3898","3898","8747","","","","2","2","8747",""," "
"1473","台南","2","","","843","845","36538","","","","","","36538",""," "
"1474","弘裕","4","5","","3369","3368","32474","","","","","","32474",""," "
"1475","業旺","2","","","455","457","16504","","","","","","16504",""," "
"1476","儒鴻","23","4","","924","943","68591","","","","15","15","68591",""," "
"1477","聚陽","83","5","","1543","1621","61673","1","1","","4","4","61673",""," "
"1503","士電","215","143","1","3009","3080","130243","","","","","","130243",""," "
"1504","東元","212","393","6","31010","30823","594110","12","10","","96","94","594110",""," "
"1506","正道","","","","","","","","","","","","","","OX "
"1512","瑞利","","","","","","","","","","","","","","OX "
"1513","中興電","143","134","1","7899","7907","125778","1","6","","16","21","125778","1"," "
"1514","亞力","101","116","","6670","6655","68277","481","6","","516","41","68277","1"," "
"1515","力山","828","688","","3234","3374","45368","63","463","","134","534","45368","28"," "
"1516","川飛","","","","2","2","","","","","","","","","OX "
"1517","利奇","29","140","","2107","1996","55000","8","","","14","6","55000",""," "
"1519","華城","51","54","","3298","3295","78970","2","2","","10","10","78970",""," "
"1521","大億","","1","","448","447","19057","","","","","","19057",""," "
"1522","堤維西","21","3","","4358","4376","78224","","","","1","1","78224",""," "
"1524","耿鼎","39","37","2","4227","4227","41327","","","","15","15","41327",""," "
"1525","江申","","","","232","232","18350","","","","","","18350",""," "
"1526","日馳","61","47","","793","807","15000","","","","19","19","15000","27"," "
"1527","鑽全","2","3","","562","561","34642","","","","","","34642",""," "
"1528","恩德","44","33","","6803","6814","47832","","","","53","53","47832",""," "
"1529","樂事綠能","12","45","","3028","2995","38773","22","4","","339","321","38773","16"," "
"1530","亞崴","1","","","292","293","23648","","","","","","23648","","X "
"1531","高林股","35","51","","1698","1682","45527","","","","1","1","45527",""," "
"1532","勤美","21","","","2751","2772","105651","","","","","","105651",""," "
"1533","車王電","2","7","","485","480","24636","","","","9","9","24636",""," "
"1535","中宇","2","","","60","62","30935","","","","","","30935",""," "
"1536","和大","237","165","5","8321","8388","69739","20","70","","164","214","69739","1"," "
"1537","廣隆","","","","57","57","20515","","","","","","20515",""," "
"1538","正峰","","","","","","","","","","","","","","OX "
"1539","巨庭","1","5","","1377","1373","16342","","","","","","16342",""," "
"1540","喬福","7","5","1","1692","1693","21368","","","","","","21368","","X "
"1541","錩泰","1","1","","112","112","19700","","","","","","19700",""," "
"1558","伸興","2","3","","249","248","16133","","","","","","16133",""," "
"1560","中砂","57","199","","1726","1584","37572","","10","","30","40","37572",""," "
"1563","巧新","199","130","","7547","7616","56402","1","1","","1","1","56402",""," "
"1568","倉佑","7","29","3","2463","2438","25771","","","","","","25771",""," "
"1582","信錦","59","12","1","4215","4261","36067","","","","6","6","36067",""," "
"1583","程泰","1","","","66","67","27350","","","","","","27350",""," "
"1587","吉茂","13","5","7","1940","1941","20013","","","","22","22","20013",""," "
"1589","永冠-KY","","","","793","793","","","","","","","","","OX!"
