股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00661","元大日經225","","","","13","13","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","","6","5","1126","1115","216257","","","","6","6","216257",""," "
"00663L","國泰臺灣加權正2","271","493","","9253","9031","36165","293","48","","1865","1620","36165","17"," "
"00664R","國泰臺灣加權反1","5532","1382","","90396","94546","196393","20","2","","826","808","196393","9"," "
"00665L","富邦恒生國企正2","1568","3134","","75212","73646","132616","4","159","","848","1003","132616","89"," "
"00666R","富邦恒生國企反1","1","","","371","372","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","","","1870","","","","","","1870",""," "
"00669R","國泰美國道瓊反1","59","41","","14460","14478","51279","","","","116","116","51279",""," "
"00670L","富邦NASDAQ正2","46","22","","1135","1159","18536","22","12","","157","147","18536",""," "
"00671R","富邦NASDAQ反1","","7","50","126596","126539","135096","1","","","2526","2525","135096","","O "
"00673R","期元大S&P原油反1","476","764","1","43277","42988","118012","200","2","","779","581","118012","10"," "
"00674R","期元大S&P黃金反1","2","13","","341","330","3855","","8","","9","17","3855",""," "
"00675L","富邦臺灣加權正2","84","46","","2905","2943","27571","17","8","","361","352","27571","3"," "
"00676R","富邦臺灣加權反1","473","254","","18900","19119","43208","1","1","","350","350","43208",""," "
"00678","群益那斯達克生技","","14","","30","16","2112","","","","","","2112",""," "
"00680L","元大美債20正2","330","169","10","66948","67099","375894","70","","","621","551","375894",""," "
"00681R","元大美債20反1","","","","7","7","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","12","12","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","1","","","105","106","2858","","","","","","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","8257","8755","122","130908","130288","1139459","181","1090","","5363","6272","1139459","186"," "
"00686R","群益臺灣加權反1","354","60","","15106","15400","47944","1","1","","79","79","47944",""," "
"00688L","國泰20年美債正2","191","90","1","25123","25223","159653","40","","","58","18","159653",""," "
"00689R","國泰20年美債反1","","","","","","1722","","","","","","1722","","X "
"00690","兆豐藍籌30","1","3","","95","93","20207","","","","","","20207",""," "
"00692","富邦公司治理","","","","79","79","153570","","","","","","153570","","X "
"00693U","期街口S&P黃豆","4","15","","2475","2464","21291","","","","1","1","21291",""," "
"00700","富邦恒生國企","","","","185","185","8745","","","","","","8745",""," "
"00701","國泰股利精選30","3","","","29","32","43347","","","","","","43347",""," "
"00702","國泰標普低波高息","","","","1","1","1672","","","","","","1672","","X "
"00703","台新MSCI中國","2","","","1","3","2387","","","","","","2387",""," "
"00706L","期元大S&P日圓正2","52","71","30","7550","7501","39317","","8","","359","367","39317",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","264","273","","11071","11062","31393","14","15","","827","828","31393","1"," "
"00709","富邦歐洲","","","","3","3","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45190","","","","","","45190",""," "
"00711B","復華彭博新興債","","","","3","3","218065","","","","","","218065",""," "
"00712","復華富時不動產","156","210","11","15048","14983","1311377","","","","7","7","1311377",""," "
"00713","元大台灣高息低波","","2","","247","245","434878","","","","","","434878",""," "
"00714","群益道瓊美國地產","","","","2","2","5266","","","","","","5266","","X "
"00715L","期街口布蘭特正2","1212","1026","1","13160","13345","31422","194","237","","4599","4642","31422","18"," "
"00717","富邦美國特別股","","","","","","31151","","","","","","31151","","X "
"00728","第一金工業30","","","","2","2","9605","","","","","","9605",""," "
"00730","富邦臺灣優質高息","","","","13","13","17761","","","","","","17761","","X "
"00731","復華富時高息低波","","","","3","3","5525","","","","","","5525",""," "
"00733","富邦臺灣中小","21","46","","72","47","16491","","","","9","9","16491",""," "
"00735","國泰臺韓科技","227","131","11","4021","4106","27322","15","","","15","","27322","","X "
"00736","國泰新興市場","","","","","","1556","","","","","","1556","","X "
"00737","國泰AI機器人","","3","","58","55","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","167","123","2","13398","13440","62074","14","3","","415","404","62074","2"," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","2","31","","861","832","72429","","1","","6","7","72429",""," "
"00753L","中信中國50正2","1459","1486","25","90238","90186","192164","4","8","","1280","1284","192164","49"," "
"00757","統一FANG+","27","25","","476","478","69373","","","","16","16","69373",""," "
"00762","元大全球AI","","","","55","55","12062","","","","","","12062",""," "
"00763U","期街口道瓊銅","","9","","1514","1505","12391","","","","94","94","12391",""," "
"00770","國泰北美科技","","","","59","59","19864","","","","","","19864",""," "
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","","","383","383","1757","","","","","","1757",""," "
"00830","國泰費城半導體","439","154","","5218","5503","193116","4","20","","384","400","193116","3"," "
"00850","元大臺灣ESG永續","","","","16","16","103861","","","","","","103861",""," "
"00851","台新全球AI","","","","2","2","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","","","","39","39","2091","","","","56","56","2091",""," "
"00861","元大全球未來通訊","","","","25","25","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","","","","","","70436","","","","","","70436",""," "
"00875","國泰網路資安","","","","1","1","3372","","","","","","3372",""," "
"00876","元大全球5G","13","1","","14","26","20756","","","","","","20756",""," "
"00878","國泰永續高股息","63","131","","2402","2334","4584572","1","","","37","36","4584572",""," "
"00881","國泰台灣科技龍頭","31","28","","1369","1372","593350","1","","","10","9","593350","3"," "
"00882","中信中國高股息","1401","","","3614","5015","512212","","","","","","512212","","X "
"00885","富邦越南","37","11","","492","518","153809","1","","","134","133","153809",""," "
"00891","中信關鍵半導體","67","134","3","4164","4094","413272","6","7","","62","63","413272",""," "
"00892","富邦台灣半導體","362","23","","1368","1707","77823","","","","","","77823","","X "
"00893","國泰智能電動車","2","1","","68","69","91221","","","","23","23","91221",""," "
"00894","中信小資高價30","5","4","6","587","582","37127","","1","","12","13","37127",""," "
"00895","富邦未來車","2","","","69","71","37354","","","","10","10","37354",""," "
"00896","中信綠能及電動車","5","6","8","1568","1559","98220","","","","","","98220",""," "
"00897","富邦基因免疫生技","7","12","","660","655","35753","","","","1","1","35753",""," "
"00898","國泰基因免疫革命","5","11","","510","504","36119","1","","","1","","36119",""," "
"00899","FT潔淨能源","","","","63","63","4158","","","","","","4158",""," "
"00900","富邦特選高股息30","12","","","306","318","409256","","","","","","409256","","X "
"00901","永豐智能車供應鏈","","","","2","2","15837","","","","","","15837",""," "
"00902","中信電池及儲能","12","51","2","2494","2453","56624","1","30","","35","64","56624",""," "
"00903","富邦元宇宙","","","","20","20","12555","","","","","","12555",""," "
"00904","台新臺灣半導體30","114","8","","685","791","41528","","","","","","41528","","X "
"00905","FT臺灣Smart","23","3","","349","369","86706","","","","","","86706","","X "
"00907","永豐優息存股","","","","199","199","40158","","","","","","40158",""," "
"00908","富邦入息REITs+","","","","","","8854","","","","","","8854","","X "
"00909","國泰數位支付服務","7","9","","1066","1064","26801","","","","19","19","26801",""," "
"00910","第一金太空衛星","98","463","1","3180","2814","32359","2","12","","5","15","32359",""," "
"00911","兆豐洲際半導體","22","22","8","155","147","6100","","","","","","6100","","X "
"00912","中信臺灣智慧50","","3","","42","39","15063","","","","","","15063","","X "
"00913","兆豐台灣晶圓製造","426","24","","1029","1431","10566","1","","","1","","10566",""," "
"00915","凱基優選高股息30","","2","","27","25","131870","","","","","","131870",""," "
"00916","國泰全球品牌50","","23","","797","774","32354","","43","","","43","32354",""," "
"00917","中信特選金融","11","","","86","97","15369","","","","","","15369",""," "
"00918","大華優利高填息30","86","386","34","5255","4921","879191","","","","12","12","879191",""," "
"00919","群益台灣精選高息","176","303","4","7899","7768","4518908","1","5","","110","114","4518908","3"," "
"00920","富邦ESG綠色電力","","","","27","27","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","","","","2","2","13692","","","","","","13692",""," "
"00922","國泰台灣領袖50","45","40","","1454","1459","523421","1","","","49","48","523421",""," "
"00923","群益台ESG低碳50","2","5","","187","184","212730","","","","","","212730",""," "
"00924","復華S&P500成長","4","1","","113","116","110525","","","","","","110525",""," "
"00926","凱基全球菁英55","","6","","27","21","22120","","","","","","22120",""," "
"00927","群益半導體收益","2820","347","8","13348","15813","296974","2","","","4","2","296974","","X "
"00929","復華台灣科技優息","534","69","3","4375","4837","1139034","","","","","","1139034","4"," "
"00930","永豐ESG低碳高息","1","","","21","22","33319","","","","","","33319",""," "
"00932","兆豐永續高息等權","70","","","2","72","30695","","","","","","30695",""," "
"00934","中信成長高股息","161","23","","595","733","103131","","","","","","103131","","X "
"00935","野村臺灣新科技50","35","30","","5755","5760","193626","3","5","","115","117","193626",""," "
"00936","台新永續高息中小","1","","","14","15","51824","","","","","","51824","","X "
"00938","凱基優選30","","","","6","6","23379","","","","","","23379",""," "
"00939","統一台灣高息動能","5","30","","149","124","299744","","1","","","1","299744",""," "
"00940","元大台灣價值高息","55","10","","1335","1380","1377841","","","","","","1377841",""," "
"00941","中信上游半導體","1","18","","285","268","111322","","","","1","1","111322",""," "
"00943","兆豐電子高息等權","","","","27","27","10472","","","","","","10472","","X "
"00944","野村趨勢動能高息","","","","9","9","13770","","","","","","13770","","X "
"00945B","凱基美國非投等債","","","","306","306","201454","","","","","","201454","","X "
"00946","群益科技高息成長","2","30","","579","551","117061","","","","","","117061",""," "
"00947","台新臺灣IC設計","191","932","","7640","6899","68966","","","1","1","","68966","","X "
"00949","復華日本龍頭","","","","76","76","44482","","","","","","44482",""," "
"00951","台新日本半導體","106","212","","1333","1227","53760","","1","","10","11","53760","7"," "
"00952","凱基台灣AI50","9","3","","452","458","60943","","","","","","60943","","X "
"00953B","群益優選非投等債","1964","190","","126372","128146","1072043","","","","","","1072043",""," "
"00954","中信日本半導體","7","110","","1420","1317","28061","","","","3","3","28061","1"," "
"00956","中信日經高股息","1","","","81","82","8657","","","","","","8657","","X "
"00960","野村全球航運龍頭","1","18","","122","105","15998","","","","","","15998","","X "
"00961","FT臺灣永續高息","181","141","","2013","2053","86377","","","","","","86377","","X "
"00962","台新AI優息動能","","","","92","92","13605","","","","","","13605","","X "
"00963","中信全球高股息","","4","","16","12","24483","","","","","","24483","","X "
"00964","中信亞太高股息","11","1","","34","44","17031","","","","","","17031","","X "
"00965","元大航太防衛科技","2","","","1718","1720","110873","10","","","56","46","110873",""," "
"00971","野村美國研發龍頭","","","","14","14","14919","","","","","","14919",""," "
"00972","野村日本動能高息","","","","3","3","4668","","","","","","4668",""," "
"009800","中信NASDAQ","57","3","","1549","1603","72472","","","","9","9","72472",""," "
"009801","中信美國創新科技","","","","29","29","24404","","","","","","24404",""," "
"009802","富邦旗艦50","11","18","","1902","1895","133248","4","","","26","22","133248",""," "
"009803","玉山市值動能50","22","1","","377","398","42207","","10","","","10","42207",""," "
"009804","聯邦台精彩50","265","29","","520","756","35973","","","","","","35973","","X "
"009805","台新美國電力基建","120","60","","16040","16100","159204","","","","","","159204","","X "
"009808","華南永昌優選50","","","","41","41","10127","","","","","","10127",""," "
"009809","富邦淨零ESG50","1","","","5","6","7590","","","","","","7590",""," "
"00980A","主動野村臺灣優選","22","16","","2919","2925","175932","","11","","5","16","175932","2"," "
"009810","玉山全球藍籌100","","","","2","2","4788","","","","","","4788",""," "
"009811","統一美國50","","","","46","46","63612","","","","35","35","63612",""," "
"009812","野村日本東證","","","","2","2","25095","","","","","","25095",""," "
"009813","貝萊德標普卓越50","","","","76","76","90456","","","","","","90456",""," "
"009816","凱基台灣TOP50","5693","1176","","31891","36408","2632711","45","12","","810","777","2632711","10"," "
"009817","國泰日本不動產","","","","111","111","62109","","","","","","62109",""," "
"009818","華南永昌NASDAQxT","","","","14","14","13538","","","","","","13538",""," "
"009819","中信數據及電力","1","7","","5628","5622","171436","","","","","","171436",""," "
"00981A","主動統一台股增長","4539","7700","99","144350","141090","2300677","778","1037","","3201","3460","2300677","82"," "
"00981T","平衡凱基雙核收息","","","","29","29","50065","","","","","","50065","","X "
"009820","元大納斯達克精選","63","151","","3482","3394","335800","","5","","","5","335800",""," "
"009821","野村稀土關鍵資源","192","1130","21","12268","11309","185585","1","","","5","4","185585",""," "
"009824","群益美國科技巨頭","137","308","","3664","3493","171836","","","","","","171836","6"," "
"00982A","主動群益台灣強棒","270","181","80","9359","9368","536984","","50","","50","100","536984","2"," "
"00982D","主動富邦動態入息","","","","122","122","18432","","","","","","18432","","X "
"00982T","平衡兆豐台美動能","","","","","","4649","","","","","","4649",""," "
"00983A","主動中信ARK創新","","","","453","453","26296","","","","7","7","26296",""," "
"00983D","主動富邦複合收益","20","","","73","93","25549","","","","","","25549","","X "
"00984A","主動安聯台灣高息","435","30","","1531","1936","147114","","","","","","147114","","X "
"00984D","主動聯博全球非投","98","40","","5910","5968","132764","","","","","","132764",""," "
"00985A","主動野村台灣50","10","","","1515","1525","117072","","","","52","52","117072",""," "
"00985B","群益ESG投等債0-5","","","","250","250","153250","","","","","","153250",""," "
"00986A","主動台新龍頭成長","","","","69","69","10331","","","","","","10331",""," "
"00987A","主動台新優勢成長","40","4","","2203","2239","42410","2","","","14","12","42410","3"," "
"00988A","主動統一全球創新","2908","4583","265","78815","76875","808359","21","265","10","724","958","808359","105"," "
"00989A","主動摩根美國科技","10","3","","171","178","18779","","","","","","18779",""," "
"00990A","主動元大AI新經濟","1419","1136","1","21815","22097","604755","18","11","299","416","110","604755",""," "
"00991A","主動復華未來50","3757","3545","8","117302","117506","980729","943","52","","1062","171","980729","35"," "
"00992A","主動群益科技創新","407","151","1805","26211","24662","587363","181","","","183","2","587363","","X "
"00993A","主動安聯台灣","9","","","1702","1711","196897","","2","","68","70","196897",""," "
"00994A","主動第一金台股優","18","55","","2673","2636","74047","","2","","","2","74047","3"," "
"00995A","主動中信台灣卓越","10","4","","1755","1761","74133","","4","","11","15","74133",""," "
"00996A","主動兆豐台灣豐收","702","194","","3581","4089","80349","","4","","6","10","80349",""," "
"00997A","主動群益美國增長","282","534","4","15407","15151","316219","","1","150","651","502","316219",""," "
"00999A","主動野村臺灣高息","54","27","1","3160","3186","304129","","","","","","304129",""," "
"1101","台泥","473","483","3","36828","36815","1880795","2","1","","14","13","1880795",""," "
"1102","亞泥","103","73","","1062","1092","886640","3","","","3","","886640","","X "
"1103","嘉泥","8","30","","4187","4165","208218","","","","","","208218",""," "
"1104","環泥","9","2","","1552","1559","171670","","","","","","171670",""," "
"1108","幸福","12","8","","341","345","101184","","","","","","101184","","X "
"1109","信大","2","","","283","285","85289","","","","","","85289","","X "
"1110","東泥","","16","","2891","2875","143000","","","","","","143000",""," "
"1201","味全","10","10","","1659","1659","126515","","","","","","126515",""," "
"1203","味王","","","","1","1","60000","","","","","","60000",""," "
"1210","大成","46","58","","681","669","223691","","","","5","5","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","12","9","","359","362","73697","","","","1","1","73697",""," "
"1216","統一","9","42","","597","564","1420503","","1","","11","12","1420503",""," "
"1217","愛之味","39","19","","844","864","123628","","","","","","123628",""," "
"1218","泰山","38","83","","1519","1474","124999","","30","","120","150","124999","5"," "
"1219","福壽","45","40","52","604","557","85309","","","","5","5","85309",""," "
"1220","台榮","6","1","","948","953","44269","","","","","","44269","","X "
"1225","福懋油","","1","","6944","6943","60567","","1","","3","4","60567",""," "
"1227","佳格","5","6","","883","882","228772","","","","","","228772",""," "
"1229","聯華","15","28","","2970","2957","448990","1","2","","11","12","448990",""," "
"1231","聯華食","","","","265","265","74613","","","","","","74613",""," "
"1232","大統益","56","3","","25","78","39993","","","","","","39993","1"," "
"1233","天仁","","","","19","19","22647","","","","","","22647",""," "
"1234","黑松","","","","15","15","100467","","","","","","100467",""," "
"1235","興泰","58","57","","1185","1186","47144","","","","","","47144",""," "
"1236","宏亞","21","2","","208","227","21668","","","","","","21668",""," "
"1256","鮮活果汁-KY","13","24","","359","348","8943","","","","24","24","8943",""," "
"1301","台塑","4012","2361","","24792","26443","1591435","65","134","1","208","276","1591435","16"," "
"1303","南亞","6281","3530","1","36994","39744","1982705","26","515","1","360","848","1982705","8"," "
"1304","台聚","264","383","3","12981","12859","297190","","2","","187","189","297190","1"," "
"1305","華夏","170","234","","7649","7585","145262","7","","","17","10","145262",""," "
"1307","三芳","31","8","","1333","1356","99454","","5","","","5","99454",""," "
"1308","亞聚","235","156","","7704","7783","148435","","","","19","19","148435","5"," "
"1309","台達化","271","298","","8382","8355","99396","113","","","206","93","99396",""," "
"1310","台苯","302","416","","14813","14699","131967","12","55","","126","169","131967","3"," "
"1312","國喬","2028","766","9","21522","22775","376655","12","661","169","4805","5285","376655","9"," "
"1313","聯成","234","486","3","11167","10912","337711","20","1","","168","149","337711",""," "
"1314","中石化","3186","1886","","77610","78910","946212","322","104","","731","513","946212","66"," "
"1315","達新","","","","27","27","24774","","","","","","24774",""," "
"1316","上曜","36","29","","10899","10906","93986","4","","","22","18","93986","4"," "
"1319","東陽","149","46","","6882","6985","147869","2","","","4","2","147869",""," "
"1321","大洋","12","48","","7283","7247","56807","","","","","","56807",""," "
"1323","永裕","","","","84","84","22818","","","","","","22818",""," "
"1324","地球","","11","","1378","1367","18780","","","","","","18780",""," "
"1325","恆大","8","4","3","2023","2024","21320","","","","10","10","21320",""," "
"1326","台化","10360","3695","56","30604","37213","1465296","100","192","2","307","397","1465296","96"," "
"1337","再生-KY","8","1","","21372","21379","67238","","","","","","67238",""," "
"1338","廣華-KY","15","2","","3848","3861","20960","","","","","","20960",""," "
"1339","昭輝","3","5","","862","860","18534","","","","","","18534",""," "
"1340","勝悅-KY","15","","","1006","1021","38230","","","","","","38230",""," "
"1342","八貫","73","28","","619","664","19500","","","","","","19500",""," "
"1402","遠東新","808","1087","10","8697","8408","1338218","","","","","","1338218",""," "
"1409","新纖","1829","2708","14","26261","25368","404602","215","11","1","286","81","404602","7"," "
"1410","南染","","11","","322","311","15500","2","","","2","","15500",""," "
"1413","宏洲","","","","","","","","","","","","","","OX "
"1414","東和","54","","","1201","1255","49500","","","","","","49500",""," "
"1416","廣豐","","11","","3360","3349","46335","","","","","","46335",""," "
"1417","嘉裕","13","1","","1788","1800","47485","","","","","","47485",""," "
"1418","東華","","4","","761","757","11708","","","","","","11708",""," "
"1419","新紡","5","2","","1249","1252","75010","","","","","","75010",""," "
"1423","利華","","10","","98","88","24912","","","","","","24912",""," "
"1432","大魯閣","","","","142","142","22500","","","","38","38","22500",""," "
"1434","福懋","527","324","","6107","6310","421166","","","1","1","","421166","","X "
"1435","中福","","","","","","","","","","","","","","OX "
"1436","華友聯","12","2","","993","1003","48537","","","","5","5","48537",""," "
"1437","勤益控","58","","","2005","2063","50467","","","","","","50467",""," "
"1438","三地開發","","","","183","183","22801","","","","","","22801",""," "
"1439","雋揚","21","10","","1049","1060","23000","","","","","","23000",""," "
"1440","南紡","313","148","","5510","5675","414203","","","","","","414203","","X "
"1441","大東","","","","","","","","","","","","","","OX "
"1442","名軒","58","31","","2958","2985","91552","","","","8","8","91552",""," "
"1443","立益物流","","","","31","31","33835","","","","","","33835",""," "
"1444","力麗","","","","573","573","","","","","","","","","OX "
"1445","大宇","7","","","1399","1406","32666","","","","1","1","32666",""," "
"1446","宏和","93","23","","1618","1688","34427","","3","","30","33","34427","13"," "
"1447","力鵬","","","","986","986","","","","","","","","","OX "
"1449","佳和","27","20","","3176","3183","31778","7","","","7","","31778",""," "
"1451","年興","53","","","639","692","49500","","","","","","49500",""," "
"1452","宏益","","","","105","105","33160","","","","","","33160",""," "
"1453","大將","","3","10","1067","1054","28310","","","","","","28310",""," "
"1454","台富","","","","2177","2177","32458","","","","","","32458",""," "
"1455","集盛","92","19","","3726","3799","132922","84","","","86","2","132922",""," "
"1456","怡華","9","6","1","818","820","23430","","","","","","23430",""," "
"1457","宜進","","","","722","722","79182","","","","1","1","79182",""," "
"1459","聯發","6","","","485","491","89657","","","","","","89657",""," "
"1460","宏遠","","","","","","","","","","","","","","OX "
"1463","強盛新","14","12","","488","490","43317","","","","","","43317",""," "
"1464","得力","40","19","","2000","2021","106393","","","","","","106393","","X "
"1465","偉全","16","48","","3324","3292","25901","","","","","","25901",""," "
"1466","聚隆","98","125","","3096","3069","27789","26","2","","37","13","27789","2"," "
"1467","南緯","54","12","","6299","6341","42052","","1","","5","6","42052",""," "
"1468","昶和","","","","","","","","","","","","","","OX "
"1470","大統新創","","","","6","6","21441","","","","","","21441",""," "
"1471","首利","","","","","","","","","","","","","","OX "
"1472","三洋實業","21","20","","3901","3902","8747","","","","2","2","8747",""," "
"1473","台南","3","","","853","856","36538","","","","","","36538",""," "
"1474","弘裕","4","","","3371","3375","32474","","","","","","32474",""," "
"1475","業旺","3","","","448","451","16504","","","","","","16504",""," "
"1476","儒鴻","100","91","","926","935","68591","","","","15","15","68591",""," "
"1477","聚陽","64","87","","1713","1690","61673","","","","4","4","61673",""," "
"1503","士電","150","151","5","3430","3424","130243","1","","","34","33","130243","1"," "
"1504","東元","391","406","","32697","32682","594110","5","21","","60","76","594110","1"," "
"1506","正道","","","","","","","","","","","","","","OX "
"1512","瑞利","","","","","","","","","","","","","","OX "
"1513","中興電","108","144","3","8545","8506","125778","3","2","","46","45","125778","9"," "
"1514","亞力","183","147","4","6697","6729","68277","","9","","119","128","68277",""," "
"1515","力山","208","371","10","3366","3193","45368","3","5","","161","163","45368","102"," "
"1516","川飛","","","","2","2","","","","","","","","","OX "
"1517","利奇","31","49","","1684","1666","55000","","","","","","55000","16"," "
"1519","華城","71","57","3","3897","3908","78970","5","1","","24","20","78970","1"," "
"1521","大億","1","","","440","441","19057","","","","","","19057",""," "
"1522","堤維西","28","48","4","4435","4411","78224","16","","","16","","78224","","X "
"1524","耿鼎","20","137","6","4624","4501","41327","1","","","20","19","41327",""," "
"1525","江申","","1","","235","234","18350","","","","","","18350",""," "
"1526","日馳","6","1","","582","587","15000","","","","","","15000",""," "
"1527","鑽全","10","5","","600","605","34642","","","","","","34642",""," "
"1528","恩德","97","59","2","7495","7531","47832","2","","","80","78","47832",""," "
"1529","樂事綠能","48","29","","2959","2978","38773","1","","","1","","38773",""," "
"1530","亞崴","3","","","297","300","23648","","","","","","23648",""," "
"1531","高林股","10","18","","1742","1734","45527","","","","1","1","45527",""," "
"1532","勤美","41","3","","2758","2796","105651","","","","","","105651",""," "
"1533","車王電","25","71","","570","524","24636","","","","9","9","24636",""," "
"1535","中宇","1","","","65","66","30935","","","","","","30935",""," "
"1536","和大","680","1456","3","9499","8720","69739","15","99","","304","388","69739","10"," "
"1537","廣隆","","","","59","59","20515","","","","","","20515",""," "
"1538","正峰","","","","","","","","","","","","","","OX "
"1539","巨庭","2","1","","1315","1316","16342","","","","","","16342",""," "
"1540","喬福","21","16","3","1723","1725","21368","","1","","","1","21368",""," "
"1541","錩泰","5","2","","117","120","19700","","","","","","19700",""," "
"1558","伸興","","","","257","257","16133","","","","","","16133",""," "
"1560","中砂","42","44","","1528","1526","37518","9","","","9","","37518","","X "
"1563","巧新","321","351","","6893","6863","56402","","","","","","56402","","X "
"1568","倉佑","20","157","","5171","5034","25771","","1","","","1","25771",""," "
"1582","信錦","27","51","2","4794","4768","36067","","5","","6","11","36067",""," "
"1583","程泰","","3","","84","81","27350","","","","","","27350",""," "
"1587","吉茂","7","14","","2042","2035","20013","","","","5","5","20013",""," "
"1589","永冠-KY","","","7","802","795","","","","","","","","","OX!"
"1590","亞德客-KY","2","10","","134","126","49999","","","","","","49999",""," "
"1597","直得","95","78","","3962","3979","22315","6","","","42","36","22315",""," "
