股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","","35","","1238","1203","75679","","","","6","6","75679",""," "
"00753L","中信中國50正2","901","4141","","104655","101415","183164","45","14","","1029","998","183164","128"," "
"00757","統一FANG+","1","2","1","376","374","72873","","","","6","6","72873",""," "
"00762","元大全球AI","","","","46","46","11812","","","","","","11812",""," "
"00763U","期街口道瓊銅","66","168","","1675","1573","12766","","1","","105","106","12766",""," "
"00770","國泰北美科技","15","","","25","40","20364","","","","","","20364",""," "
"00771","元大US高息特別股","1","","","","1","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","2","","448","446","2257","","","","","","2257",""," "
"00830","國泰費城半導體","222","220","13","3451","3440","171741","36","32","","290","286","171741","1"," "
"00850","元大臺灣ESG永續","","","","6","6","104111","","","","","","104111",""," "
"00851","台新全球AI","","","","1","1","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","","2","","59","57","2216","","","","70","70","2216",""," "
"00861","元大全球未來通訊","2","","","13","15","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","331","","","","331","65936","","","","","","65936",""," "
"00875","國泰網路資安","1","","","","1","3372","","","","","","3372",""," "
"00876","元大全球5G","","","","1","1","18756","","","","","","18756",""," "
"00878","國泰永續高股息","285","663","12","4499","4109","4627947","12","21","","21","30","4627947","1"," "
"00881","國泰台灣科技龍頭","199","44","","1090","1245","589725","1","","","11","10","589725",""," "
"00882","中信中國高股息","66","76","","2359","2349","506962","","","","","","506962","1"," "
"00885","富邦越南","17","102","","909","824","160684","","2","","148","150","160684",""," "
"00891","中信關鍵半導體","106","104","","3778","3780","414772","3","","","14","11","414772","3"," "
"00892","富邦台灣半導體","12","33","","476","455","67948","","1","","1","2","67948",""," "
"00893","國泰智能電動車","1","2","","82","81","92721","","","","23","23","92721",""," "
"00894","中信小資高價30","42","7","","858","893","37877","","","","5","5","37877","1"," "
"00895","富邦未來車","3","3","","66","66","38479","","","","11","11","38479",""," "
"00896","中信綠能及電動車","254","22","","2697","2929","91970","2","","","2","","91970","","X "
"00897","富邦基因免疫生技","","","","19","19","38253","","","","","","38253",""," "
"00898","國泰基因免疫革命","","","","17","17","39494","","","","","","39494",""," "
"00899","FT潔淨能源","11","","","44","55","4283","","","","","","4283",""," "
"00900","富邦特選高股息30","32","38","","473","467","432006","","","","","","432006","","X "
"00901","永豐智能車供應鏈","","10","","15","5","15712","","","","","","15712",""," "
"00902","中信電池及儲能","21","18","","1176","1179","57624","6","","","34","28","57624",""," "
"00903","富邦元宇宙","","","","14","14","12930","","","","","","12930",""," "
"00904","台新臺灣半導體30","22","","","830","852","42403","","","","1","1","42403",""," "
"00905","FT臺灣Smart","3","10","","229","222","83456","","","","","","83456",""," "
"00907","永豐優息存股","1","1","","26","26","43908","","","","","","43908",""," "
"00908","富邦入息REITs+","","","","1","1","9229","","","","","","9229",""," "
"00909","國泰數位支付服務","9","19","1","1051","1040","29051","11","","","58","47","29051",""," "
"00910","第一金太空衛星","193","481","4","3557","3265","32984","","24","","3","27","32984","21"," "
"00911","兆豐洲際半導體","3","2","1","205","205","4725","","","","","","4725",""," "
"00912","中信臺灣智慧50","1","3","","10","8","14813","","","","","","14813",""," "
"00913","兆豐台灣晶圓製造","10","5","1","273","277","6941","","","","","","6941",""," "
"00915","凱基優選高股息30","2","","","43","45","138995","","","","","","138995","","X "
"00916","國泰全球品牌50","164","107","1","853","909","32229","28","","34","187","125","32229","","X "
"00917","中信特選金融","46","2","","85","129","15869","","","","","","15869",""," "
"00918","大華優利高填息30","1232","947","21","13724","13988","874191","44","","","48","4","874191","13"," "
"00919","群益台灣精選高息","1247","1628","10","17845","17454","4443408","94","","1","95","","4443408","","X "
"00920","富邦ESG綠色電力","","","","50","50","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","","","","3","3","14442","","","","","","14442","","X "
"00922","國泰台灣領袖50","120","40","","1282","1362","534171","1","3","","50","52","534171",""," "
"00923","群益台ESG低碳50","","12","","191","179","212480","","","","5","5","212480",""," "
"00924","復華S&P500成長","1","2","","61","60","112150","","","","","","112150",""," "
"00926","凱基全球菁英55","","","","21","21","22745","","","","","","22745",""," "
"00927","群益半導體收益","227","132","1","3523","3617","197099","2","28","","28","54","197099",""," "
"00929","復華台灣科技優息","263","489","","3851","3625","1146659","","5","","2","7","1146659","3","X "
"00930","永豐ESG低碳高息","","","","21","21","35819","","","","","","35819",""," "
"00932","兆豐永續高息等權","","","","7","7","33445","","","","","","33445",""," "
"00934","中信成長高股息","23","5","","879","897","101756","","","","","","101756","","X "
"00935","野村臺灣新科技50","332","242","8","6034","6116","178001","38","21","","71","54","178001","1"," "
"00936","台新永續高息中小","","","","11","11","57574","","","","","","57574","","X "
"00938","凱基優選30","1","","","9","10","20504","","","","","","20504",""," "
"00939","統一台灣高息動能","13","20","","107","100","306119","","","","","","306119",""," "
"00940","元大台灣價值高息","91","82","","1739","1748","1412716","","10","","","10","1412716","5"," "
"00941","中信上游半導體","5","9","","164","160","110572","","","","1","1","110572",""," "
"00943","兆豐電子高息等權","2","","","27","29","10597","","","","","","10597","","X "
"00944","野村趨勢動能高息","","3","","10","7","14020","","","","","","14020","","X "
"00945B","凱基美國非投等債","31","5","","460","486","205579","","","","","","205579","","X "
"00946","群益科技高息成長","6","21","","1155","1140","120936","","","","","","120936",""," "
"00947","台新臺灣IC設計","185","293","10","3672","3554","52466","11","8","","36","33","52466","20"," "
"00949","復華日本龍頭","2","","","72","74","46857","","","","","","46857",""," "
"00951","台新日本半導體","18","19","","654","653","47135","1","","","2","1","47135",""," "
"00952","凱基台灣AI50","9","25","","646","630","60318","","","","","","60318","","X "
"00953B","群益優選非投等債","417","471","5","68540","68481","1086668","","","","","","1086668",""," "
"00954","中信日本半導體","6","62","","569","513","24686","","","","","","24686",""," "
"00956","中信日經高股息","","","","71","71","8657","","","","","","8657",""," "
"00960","野村全球航運龍頭","","2","","122","120","16498","","","","","","16498",""," "
"00961","FT臺灣永續高息","14","236","","1330","1108","53377","","","","","","53377","","X "
"00962","台新AI優息動能","28","10","","211","229","14230","","","1","1","","14230","","X "
"00963","中信全球高股息","","","","17","17","23108","","","","","","23108","","X "
"00964","中信亞太高股息","","","","74","74","15781","","","","","","15781","","X "
"00965","元大航太防衛科技","","102","","3400","3298","120623","","","","57","57","120623",""," "
"00971","野村美國研發龍頭","3","1","","49","51","16169","","","","","","16169",""," "
"00972","野村日本動能高息","","","","3","3","4918","","","","","","4918","","X "
"009800","中信NASDAQ","3","25","","1591","1569","72847","","","","9","9","72847",""," "
"009801","中信美國創新科技","2","2","","58","58","27779","","","","","","27779",""," "
"009802","富邦旗艦50","77","184","","2014","1907","134998","4","","","4","","134998","","X "
"009803","玉山市值動能50","144","2","","431","573","38082","","","250","250","","38082","","X "
"009804","聯邦台精彩50","7","","","168","175","29473","","","","","","29473",""," "
"009805","台新美國電力基建","185","133","","18201","18253","171329","","","","1","1","171329",""," "
"009808","華南永昌優選50","1","","","113","114","10377","","","","","","10377",""," "
"009809","富邦淨零ESG50","1","","","7","8","8340","","","","","","8340","","X "
"00980A","主動野村臺灣優選","136","125","1","3254","3264","182807","27","357","","60","390","182807",""," "
"009810","玉山全球藍籌100","","2","","5","3","4788","","","","","","4788",""," "
"009811","統一美國50","","","","67","67","70612","","","","35","35","70612",""," "
"009812","野村日本東證","1","","2","28","27","27345","","","","","","27345",""," "
"009813","貝萊德標普卓越50","20","","","267","287","104956","","","","","","104956",""," "
"009816","凱基台灣TOP50","2589","863","1","35884","37609","2383211","41","36","","951","946","2383211","48"," "
"009817","國泰日本不動產","","1","","133","132","66734","5","","","5","","66734",""," "
"009818","華南永昌NASDAQxT","1","","","16","17","14538","","","","","","14538",""," "
"009819","中信數據及電力","377","576","","6221","6022","176311","","","","","","176311",""," "
"00981A","主動統一台股增長","12521","11774","70","151097","151774","2287552","5555","","1","5581","25","2287552","","X "
"00981T","平衡凱基雙核收息","33","","","124","157","45565","","","","","","45565","","X "
"009820","元大納斯達克精選","111","162","","3186","3135","369800","","","","200","200","369800",""," "
"00982A","主動群益台灣強棒","294","257","","9175","9212","549859","703","1109","","1714","2120","549859","2"," "
"00982D","主動富邦動態入息","","10","","142","132","20557","","","","","","20557","","X "
"00982T","平衡兆豐台美動能","","","","","","4774","","","","","","4774",""," "
"00983A","主動中信ARK創新","1","234","","1066","833","47671","","","","5","5","47671",""," "
"00983D","主動富邦複合收益","","","","73","73","26049","","","","","","26049","","X "
"00984A","主動安聯台灣高息","32","57","","396","371","116239","","","","","","116239",""," "
"00984D","主動聯博全球非投","20","4","","4595","4611","95514","","","","","","95514",""," "
"00985A","主動野村台灣50","21","9","","1704","1716","124572","","1","","57","58","124572",""," "
"00985B","群益ESG投等債0-5","","","","370","370","153625","","","","","","153625",""," "
"00986A","主動台新龍頭成長","1","","","38","39","10831","","","","","","10831",""," "
"00987A","主動台新優勢成長","157","36","","2476","2597","47535","10","20","","23","33","47535","2"," "
"00988A","主動統一全球創新","2878","6031","41","51503","48309","642859","53","136","500","775","358","642859","14"," "
"00989A","主動摩根美國科技","2","","","78","80","19279","","","","","","19279",""," "
"00990A","主動元大AI新經濟","1784","2427","4","17130","16483","532505","7","21","","330","344","532505","1768"," "
"00991A","主動復華未來50","4740","5881","18","64768","63609","761479","247","458","","1166","1377","761479","99"," "
"00992A","主動群益科技創新","1647","1624","5","30395","30413","641738","72","83","","758","769","641738","100"," "
"00993A","主動安聯台灣","83","139","","1938","1882","207772","2","1","","31","30","207772",""," "
"00994A","主動第一金台股優","278","215","","8360","8423","77047","","","","2","2","77047","28"," "
"00995A","主動中信台灣卓越","120","282","","2115","1953","80258","1","18","","13","30","80258",""," "
"00996A","主動兆豐台灣豐收","234","360","","3506","3380","81849","3","211","","10","218","81849","5"," "
"00997A","主動群益美國增長","196","103","","7320","7413","242594","","8","","3","11","242594",""," "
"00999A","主動野村臺灣高息","354","1170","8","6856","6032","355754","5","3","","5","3","355754",""," "
"1101","台泥","256","1124","126","33762","32768","1880795","5","3","","91","89","1880795",""," "
"1102","亞泥","126","136","20","2527","2497","886640","","","","4","4","886640",""," "
"1103","嘉泥","42","","","4136","4178","197561","","","","","","197561",""," "
"1104","環泥","3","14","","1442","1431","171670","","","","","","171670",""," "
"1108","幸福","24","10","","498","512","101184","","","","","","101184",""," "
"1109","信大","10","1","","300","309","85289","","","","1","1","85289",""," "
"1110","東泥","6","6","","2708","2708","143000","","","","","","143000",""," "
"1201","味全","2","4","","1549","1547","126515","","","","","","126515",""," "
"1203","味王","","","","3","3","60000","","","","","","60000",""," "
"1210","大成","55","74","","989","970","223691","","3","","4","7","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","42","108","","440","374","73697","7","","","7","","73697",""," "
"1216","統一","51","36","","1125","1140","1420503","","2","","9","11","1420503","1"," "
"1217","愛之味","1","39","","1240","1202","123628","","","","3","3","123628",""," "
"1218","泰山","39","40","1","1497","1495","124999","","","","","","124999","","X "
"1219","福壽","5","3","","596","598","85309","","","","","","85309",""," "
"1220","台榮","","","","1129","1129","44269","","","","","","44269",""," "
"1225","福懋油","223","271","","7395","7347","60567","","","","","","60567",""," "
"1227","佳格","35","12","","1364","1387","228772","","","","2","2","228772",""," "
"1229","聯華","56","105","1","3655","3605","448990","","","","","","448990",""," "
"1231","聯華食","","13","","284","271","74613","","","","","","74613",""," "
"1232","大統益","","","","6","6","39993","","","","","","39993","","X "
"1233","天仁","","1","","47","46","22647","","","","","","22647",""," "
"1234","黑松","","","","21","21","100467","","","","","","100467",""," "
"1235","興泰","","","","983","983","47144","","","","","","47144",""," "
"1236","宏亞","2","","","128","130","21668","","","","","","21668",""," "
"1256","鮮活果汁-KY","3","2","","412","413","8943","","","4","4","","8943",""," "
"1301","台塑","935","445","30","17138","17598","1591435","8","12","","240","244","1591435","1"," "
"1303","南亞","1642","2709","62","29271","28142","1982705","175","95","","3090","3010","1982705","37"," "
"1304","台聚","94","179","1","12768","12682","297190","2","","","110","108","297190",""," "
"1305","華夏","34","217","20","7226","7023","145262","1","","","253","252","145262","1"," "
"1307","三芳","73","30","","1298","1341","99454","","","","","","99454",""," "
"1308","亞聚","95","156","","7687","7626","148435","","","","9","9","148435",""," "
"1309","台達化","210","229","6","8507","8482","99396","45","","","713","668","99396","3"," "
"1310","台苯","63","519","","12606","12150","131967","1","50","","7","56","131967","3"," "
"1312","國喬","699","1771","4","14463","13387","276655","","","","","","276655",""," "
"1313","聯成","54","310","","11842","11586","337711","","1","","2","3","337711",""," "
"1314","中石化","712","838","","47450","47324","946212","15","12","","94","91","946212","1"," "
"1315","達新","","","","6","6","24774","","","","","","24774",""," "
"1316","上曜","636","714","1","10835","10756","93986","","48","","15","63","93986","27"," "
"1319","東陽","149","489","","4685","4345","147869","60","274","","363","577","147869","20"," "
"1321","大洋","46","33","","7126","7139","56807","","","","","","56807",""," "
"1323","永裕","","","","265","265","22818","","","","","","22818",""," "
"1324","地球","","2","","1375","1373","18780","","","","","","18780",""," "
"1325","恆大","16","20","7","2277","2266","21320","","","","7","7","21320",""," "
"1326","台化","1005","968","16","13334","13355","1465296","26","7","","50","31","1465296","43"," "
"1337","再生-KY","77","66","","21245","21256","67238","","","","","","67238",""," "
"1338","廣華-KY","4","5","","3036","3035","20960","","","","","","20960",""," "
"1339","昭輝","44","6","","622","660","18534","","","","","","18534",""," "
"1340","勝悅-KY","","","","1052","1052","38230","","","","","","38230","1"," "
"1342","八貫","89","82","","782","789","19500","3","","1","7","3","19500",""," "
"1402","遠東新","415","1090","30","11220","10515","1338218","","4","","109","113","1338218",""," "
"1409","新纖","1775","2060","","21953","21668","404602","","19","6","117","130","404602","1861"," "
"1410","南染","","","","316","316","15500","","","","","","15500",""," "
"1413","宏洲","","","","","","","","","","","","","","OX "
"1414","東和","50","","","924","974","49500","","","","","","49500",""," "
"1416","廣豐","20","114","","4231","4137","46335","","","","","","46335",""," "
"1417","嘉裕","","9","","1683","1674","47485","","","","","","47485",""," "
"1418","東華","2","2","","745","745","11708","","","","","","11708",""," "
"1419","新紡","8","15","","1264","1257","75010","","","","","","75010",""," "
"1423","利華","","2","","54","52","24912","","","","","","24912",""," "
"1432","大魯閣","14","3","","229","240","22500","","","","","","22500",""," "
"1434","福懋","90","62","","2601","2629","421166","","1","","1","2","421166",""," "
"1435","中福","","","","","","","","","","","","","","OX!"
"1436","華友聯","49","19","","902","932","48537","","","","","","48537",""," "
"1437","勤益控","","1","","1962","1961","50467","","","","","","50467",""," "
"1438","三地開發","14","8","","85","91","22801","","","","","","22801",""," "
"1439","雋揚","2","","","1055","1057","23000","","","","","","23000",""," "
"1440","南紡","140","265","2","5352","5225","414203","20","","","126","106","414203",""," "
"1441","大東","","","","","","","","","","","","","","OX "
"1442","名軒","118","40","","3128","3206","91552","","2","","7","9","91552","2"," "
"1443","立益物流","","","","31","31","33835","","","","","","33835",""," "
"1444","力麗","","20","","888","868","","","","","","","","","OX "
"1445","大宇","","","","1315","1315","32666","","","","","","32666",""," "
"1446","宏和","33","8","","2067","2092","34427","","","","","","34427",""," "
"1447","力鵬","","29","","1755","1726","","","","","","","","","OX "
"1449","佳和","343","808","","3578","3113","31778","90","12","","109","31","31778",""," "
"1451","年興","","9","","704","695","49500","","","","","","49500",""," "
"1452","宏益","","","","107","107","33160","","","","","","33160",""," "
"1453","大將","35","77","10","1243","1191","28310","2","2","","2","2","28310",""," "
"1454","台富","","","","2190","2190","32458","","","","","","32458",""," "
"1455","集盛","229","129","","3214","3314","132922","","","","24","24","132922","1"," "
"1456","怡華","8","","","525","533","23430","","","","","","23430",""," "
"1457","宜進","4","80","","730","654","79182","","","","","","79182","17"," "
"1459","聯發","1","","","391","392","89657","","","","","","89657",""," "
"1460","宏遠","","","","","","","","","","","","","","OX "
"1463","強盛新","2","1","","362","363","43317","","","","","","43317",""," "
"1464","得力","","1","","2218","2217","106393","","","","","","106393",""," "
"1465","偉全","29","62","","3336","3303","25901","","","","","","25901",""," "
"1466","聚隆","28","","","4657","4685","27789","","","","5","5","27789","1"," "
"1467","南緯","45","7","","5258","5296","42052","","","","20","20","42052",""," "
"1468","昶和","","","","","","","","","","","","","","OX "
"1470","大統新創","","","","6","6","21441","","","","","","21441",""," "
"1471","首利","","","","","","","","","","","","","","OX "
"1472","三洋實業","82","125","","4035","3992","8747","","","","","","8747",""," "
"1473","台南","2","1","","861","862","36538","","","","","","36538",""," "
"1474","弘裕","","","","3295","3295","32474","","","","","","32474",""," "
"1475","業旺","","","","435","435","16504","","","","","","16504",""," "
"1476","儒鴻","24","44","3","775","752","68591","5","","","5","","68591","","X "
"1477","聚陽","31","78","","1513","1466","61673","","2","","41","43","61673",""," "
"1503","士電","234","933","1","4310","3610","130243","1","9","","26","34","130243","1"," "
"1504","東元","937","4793","22","38115","34237","594110","69","31","141","261","82","594110","4","X "
"1506","正道","","","","","","","","","","","","","","OX "
"1512","瑞利","","","","","","","","","","","","","","OX "
"1513","中興電","407","672","7","11788","11516","125778","11","12","","44","45","125778","1"," "
"1514","亞力","401","534","","5768","5635","68277","13","10","","114","111","68277","2"," "
"1515","力山","58","89","","2090","2059","45368","","","","","","45368","1"," "
"1516","川飛","","","","2","2","","","","","","","","","OX "
"1517","利奇","3","28","1","1738","1712","55000","","","","","","55000",""," "
"1519","華城","140","424","2","3928","3642","78970","6","18","","19","31","78970",""," "
"1521","大億","3","20","","469","452","19057","","","","","","19057",""," "
"1522","堤維西","15","107","","4540","4448","78224","","","","18","18","78224",""," "
"1524","耿鼎","18","136","","4704","4586","41327","","","","50","50","41327",""," "
"1525","江申","4","2","","245","247","18350","","","","","","18350",""," "
"1526","日馳","2","1","","615","616","15000","","","","","","15000",""," "
"1527","鑽全","11","1","","627","637","34642","","","","","","34642",""," "
"1528","恩德","255","270","5","7663","7643","47832","48","10","","349","311","47832","14"," "
"1529","樂事綠能","30","59","","3283","3254","38773","","","","3","3","38773",""," "
"1530","亞崴","6","14","4","282","270","23648","","","","","","23648",""," "
"1531","高林股","5","41","","1781","1745","45527","1","","","1","","45527",""," "
"1532","勤美","107","121","","2455","2441","105651","","","","","","105651",""," "
"1533","車王電","6","38","","778","746","24636","","","","9","9","24636",""," "
"1535","中宇","","","","60","60","30935","","","","","","30935",""," "
"1536","和大","27","94","29","8880","8784","69739","2","2","","164","164","69739","2"," "
"1537","廣隆","1","","","49","50","20515","","","","","","20515",""," "
"1538","正峰","","","","","","","","","","","","","","OX "
"1539","巨庭","10","","","1316","1326","16342","","","","","","16342",""," "
"1540","喬福","4","27","11","1788","1754","21368","","","","1","1","21368",""," "
"1541","錩泰","2","13","","117","106","19700","","","","","","19700",""," "
"1558","伸興","","","3","272","269","16133","","","","","","16133",""," "
"1560","中砂","64","88","","1565","1541","37441","8","19","","140","151","37441",""," "
"1563","巧新","241","163","","3528","3606","56402","40","","","43","3","56402","75"," "
"1568","倉佑","65","320","2","6072","5815","25771","5","1","","11","7","25771","47"," "
"1582","信錦","452","584","52","6169","5985","36067","13","","","13","","36067","","X "
"1583","程泰","4","1","","76","79","27350","","","","","","27350",""," "
"1587","吉茂","25","11","1","2205","2218","20013","","","","4","4","20013",""," "
"1589","永冠-KY","","","6","1616","1610","","","","","","","","","OX!"
"1590","亞德客-KY","9","4","","186","191","49999","","","","1","1","49999",""," "
"1597","直得","124","631","4","5043","4532","22315","17","11","","94","88","22315","41"," "
"1598","岱宇","7","4","","2126","2129","44785","","","","3","3","44785",""," "
"1603","華電","5","4","","2181","2182","47922","","","","2","2","47922",""," "
