股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","1760","226","24","10514","12024","376660","149","2","","192","45","376660","72"," "
"00401A","主動摩根台灣鑫收","73","22","","978","1029","62598","","","","3","3","62598",""," "
"00402A","主動安聯美國科技","702","489","30","4062","4245","215781","","","","2","2","215781",""," "
"00403A","主動統一升級50","24912","7918","779","106804","123019","3928504","159","142","","1919","1902","3928504","63"," "
"00404A","主動聯博動能50","367","175","","2378","2570","76823","","5","","","5","76823",""," "
"00405A","主動富邦台灣龍耀","5870","8957","28","25042","21927","621186","155","26","","219","90","621186","41"," "
"00406A","主動中信台灣收益","1241","1035","5","2962","3163","171640","","","","","","171640",""," "
"0050","元大台灣50","1618","1161","9","11486","11934","5108750","116","133","6","1213","1224","5108750","17"," "
"0051","元大中型100","","","","2","2","6125","","","","","","6125",""," "
"0052","富邦科技","1280","495","7","10292","11070","637250","6","16","","62","72","637250","18"," "
"0053","元大電子","","","","10","10","1372","","","","","","1372",""," "
"0055","元大MSCI金融","34","8","","239","265","22413","","","","","","22413",""," "
"0056","元大高股息","636","601","3","4384","4416","3396758","57","67","","248","258","3396758",""," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","24779","","","","","","24779",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","","","60","60","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","11","11","7069","","","","","","7069",""," "
"006207","復華滬深","","","","3","3","5348","","","","","","5348",""," "
"006208","富邦台50","2","25","","219","196","457260","2","","","22","20","457260",""," "
"00631L","元大台灣50正2","27145","25676","100","177245","178614","1430087","3417","3342","","14641","14566","1430087","353"," "
"00632R","元大台灣50反1","26152","28520","268","289360","286724","609051","1463","1447","","6396","6380","609051","213"," "
"00633L","富邦上証正2","130","215","1","7314","7228","28864","1","20","","735","754","28864","7"," "
"00634R","富邦上証反1","10","","","2093","2103","11814","","","","","","11814","5"," "
"00635U","期元大S&P黃金","342","201","2","5767","5906","72628","2","31","","263","292","72628",""," "
"00636","國泰中國A50","","","","74","74","25456","","","","","","25456",""," "
"00637L","元大滬深300正2","329","2606","","76134","73857","185526","37","285","","10754","11002","185526","32"," "
"00638R","元大滬深300反1","","","","862","862","6737","","","","4","4","6737",""," "
"00639","富邦深100","34","36","","546","544","25850","","","","7","7","25850","2"," "
"00640L","富邦日本正2","79","34","","193","238","1854","1","","","53","52","1854",""," "
"00641R","富邦日本反1","149","207","","9306","9248","18689","7","","","497","490","18689",""," "
"00642U","期元大S&P石油","212","639","","9243","8816","27580","24","44","","1796","1816","27580","10"," "
"00643","群益深証中小","50","11","","1061","1100","18893","","","","","","18893",""," "
"00645","富邦日本","","1","","21","20","10999","","","","","","10999",""," "
"00646","元大S&P500","7","55","","94","46","140121","","","","2","2","140121",""," "
"00647L","元大S&P500正2","36","","","45","81","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","11","105","","10687","10593","35922","3","","","213","210","35922",""," "
"00650L","復華香港正2","736","536","","17162","17362","32334","175","20","","530","375","32334","86"," "
"00651R","復華香港反1","23","4","","1753","1772","8048","","5","","170","175","8048",""," "
"00652","富邦印度","","121","","179","58","16883","","","","","","16883",""," "
"00653L","富邦印度正2","1","13","","2520","2508","3975","","","","6","6","3975","","@ "
"00654R","富邦印度反1","10","","","537","547","4866","","","","62","62","4866",""," "
"00655L","國泰中國A50正2","6","87","","1997","1916","14864","","2","","285","287","14864","2"," "
"00656R","國泰中國A50反1","","15","","165","150","5089","","","","","","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","12","12","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","4","4","1","981","980","208257","","","","2","2","208257",""," "
"00663L","國泰臺灣加權正2","1601","1072","3","7693","8219","35165","127","289","","1481","1643","35165","14"," "
"00664R","國泰臺灣加權反1","6623","17742","","97976","86857","193143","50","","","2380","2330","193143","41"," "
"00665L","富邦恒生國企正2","3754","3250","6","93248","93746","141616","33","11","","531","509","141616","775"," "
"00666R","富邦恒生國企反1","","35","","392","357","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","69","","78","9","1883","","","","","","1883",""," "
"00669R","國泰美國道瓊反1","11","338","","14924","14597","51529","","","","117","117","51529",""," "
"00670L","富邦NASDAQ正2","30","89","","1193","1134","18786","8","","","153","145","18786","1"," "
"00671R","富邦NASDAQ反1","","98","","130038","129940","136346","30","40","","2723","2733","136346","","O "
"00673R","期元大S&P原油反1","1490","2748","100","74368","73010","154762","26","20","","1027","1021","154762",""," "
"00674R","期元大S&P黃金反1","32","19","","206","219","4105","","1","","6","7","4105",""," "
"00675L","富邦臺灣加權正2","368","165","","2530","2733","27196","45","49","1","353","356","27196","6"," "
"00676R","富邦臺灣加權反1","705","971","","21062","20796","43208","61","77","","496","512","43208",""," "
"00678","群益那斯達克生技","","","","19","19","1987","","","","","","1987",""," "
"00680L","元大美債20正2","1691","1778","60","67157","67010","407644","37","16","","997","976","407644",""," "
"00681R","元大美債20反1","","8","","16","8","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","3","3","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","20","","","66","86","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","631","229","18","2189","2573","23284","18","9","","60","51","23284",""," "
"00686R","群益臺灣加權反1","1008","739","1","18850","19118","47944","34","32","","395","393","47944",""," "
"00688L","國泰20年美債正2","186","677","65","25127","24571","170528","","","","88","88","170528",""," "
"00689R","國泰20年美債反1","","","","1","1","1722","","","","","","1722",""," "
"00690","兆豐藍籌30","1","2","","106","105","20082","","","","","","20082",""," "
"00692","富邦公司治理","","13","","53","40","153320","","","","","","153320",""," "
"00693U","期街口S&P黃豆","1","99","","2865","2767","22291","","","","1","1","22291",""," "
"00700","富邦恒生國企","","","","183","183","8870","","","","","","8870",""," "
"00701","國泰股利精選30","","1","","18","17","43722","","","","","","43722",""," "
"00702","國泰標普低波高息","","","","","","1672","","","","","","1672",""," "
"00703","台新MSCI中國","","1","","2","1","2387","","","","","","2387",""," "
"00706L","期元大S&P日圓正2","173","81","","6030","6122","39567","","","","135","135","39567",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","833","381","4","9286","9734","28268","28","26","","756","754","28268","31"," "
"00709","富邦歐洲","","","","2","2","3740","","","","","","3740",""," "
"00710B","復華彭博非投等債","","","","10","10","45190","","","","","","45190",""," "
"00711B","復華彭博新興債","","","","3","3","218065","","","","","","218065",""," "
"00712","復華富時不動產","209","106","7","17898","17994","1353127","","","","","","1353127",""," "
"00713","元大台灣高息低波","5","48","","345","302","438878","","","","","","438878","1"," "
"00714","群益道瓊美國地產","","","","5","5","5266","","","","","","5266",""," "
"00715L","期街口布蘭特正2","1277","1094","35","12522","12670","31797","209","219","1","4534","4543","31797","17"," "
"00717","富邦美國特別股","","","","","","31651","","","","","","31651","","X "
"00728","第一金工業30","","","","","","9730","","","","","","9730","","X "
"00730","富邦臺灣優質高息","2","1","","4","5","18511","","","","","","18511",""," "
"00731","復華富時高息低波","","153","","156","3","5900","","","","","","5900",""," "
"00733","富邦臺灣中小","2","8","","57","51","17616","","","","1","1","17616",""," "
"00735","國泰臺韓科技","405","142","1","3163","3425","25572","2","7","","41","46","25572","1"," "
"00736","國泰新興市場","","","","","","1556","","","","","","1556",""," "
"00737","國泰AI機器人","","6","2","63","55","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","641","450","11","12730","12910","59449","10","7","","374","371","59449",""," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","36","","","1221","1257","75429","","2","","7","9","75429",""," "
"00753L","中信中國50正2","2854","1780","71","101871","102874","186164","98","38","","870","810","186164","134"," "
"00757","統一FANG+","35","23","","314","326","72498","","","","6","6","72498",""," "
"00762","元大全球AI","1","2","","66","65","11812","","","","","","11812",""," "
"00763U","期街口道瓊銅","16","109","","1747","1654","12391","","","","105","105","12391",""," "
"00770","國泰北美科技","","25","","51","26","20239","","","","","","20239",""," "
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","2","","","446","448","2007","","","","","","2007",""," "
"00830","國泰費城半導體","295","311","1","4026","4009","176616","23","9","","322","308","176616","6"," "
"00850","元大臺灣ESG永續","","2","","7","5","103986","","","","","","103986",""," "
"00851","台新全球AI","","","","1","1","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","17","10","","59","66","2216","","","","70","70","2216",""," "
"00861","元大全球未來通訊","3","","","14","17","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","","","","","","68061","","","","","","68061",""," "
"00875","國泰網路資安","","","","","","3372","","","","","","3372",""," "
"00876","元大全球5G","1","","","1","2","18881","","","","","","18881",""," "
"00878","國泰永續高股息","200","625","7","3236","2804","4594197","18","1","","68","51","4594197",""," "
"00881","國泰台灣科技龍頭","67","81","","1058","1044","591850","2","","","13","11","591850",""," "
"00882","中信中國高股息","144","112","2","2184","2214","506462","","","","","","506462","5"," "
"00885","富邦越南","88","94","","1007","1001","159434","4","","","146","142","159434",""," "
"00891","中信關鍵半導體","858","302","","5012","5568","409647","","2","","19","21","409647","11"," "
"00892","富邦台灣半導體","79","11","","630","698","67948","1","","","2","1","67948",""," "
"00893","國泰智能電動車","","5","","82","77","91596","","","","23","23","91596",""," "
"00894","中信小資高價30","3","109","","699","593","38127","","","","5","5","38127",""," "
"00895","富邦未來車","","10","","71","61","37729","","","","11","11","37729",""," "
"00896","中信綠能及電動車","10","461","3","3312","2858","101970","","12","","23","35","101970",""," "
"00897","富邦基因免疫生技","","","","15","15","36628","","","","","","36628",""," "
"00898","國泰基因免疫革命","","","","17","17","38369","","","","","","38369",""," "
"00899","FT潔淨能源","","3","","61","58","4033","","","","","","4033",""," "
"00900","富邦特選高股息30","16","37","1","438","416","427006","","","","","","427006","3"," "
"00901","永豐智能車供應鏈","","","","5","5","15837","","","","","","15837",""," "
"00902","中信電池及儲能","433","82","","1241","1592","56374","","1","","27","28","56374",""," "
"00903","富邦元宇宙","","","","17","17","12805","","","","","","12805",""," "
"00904","台新臺灣半導體30","142","98","","773","817","42278","","","","1","1","42278",""," "
"00905","FT臺灣Smart","4","6","","214","212","83456","","","","","","83456",""," "
"00907","永豐優息存股","39","","","138","177","42908","","","","","","42908","","X "
"00908","富邦入息REITs+","","","","","","8854","","","","","","8854","","X "
"00909","國泰數位支付服務","21","13","","921","929","27301","","","","49","49","27301",""," "
"00910","第一金太空衛星","203","247","11","3592","3537","34734","10","","","22","12","34734","1"," "
"00911","兆豐洲際半導體","11","8","","84","87","4850","","","","","","4850",""," "
"00912","中信臺灣智慧50","2","2","","8","8","14813","","","","","","14813",""," "
"00913","兆豐台灣晶圓製造","242","7","","390","625","8441","","1","","","1","8441",""," "
"00915","凱基優選高股息30","28","30","","131","129","136245","","","","","","136245",""," "
"00916","國泰全球品牌50","53","468","","1386","971","36854","","","","","","36854",""," "
"00917","中信特選金融","6","217","","291","80","15744","","","","","","15744",""," "
"00918","大華優利高填息30","366","7177","","16912","10101","919191","1","3","","8","10","919191","16"," "
"00919","群益台灣精選高息","555","3380","10","15277","12442","4514658","11","","","70","59","4514658","7"," "
"00920","富邦ESG綠色電力","2","32","","51","21","5195","","","","","","5195",""," "
"00921","兆豐龍頭等權重","","","","2","2","14192","","","","","","14192",""," "
"00922","國泰台灣領袖50","212","260","","1222","1174","519046","8","","","71","63","519046","32"," "
