股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","323","180","","10757","10900","371160","2","2","","91","91","371160","15"," "
"00401A","主動摩根台灣鑫收","55","22","","896","929","62598","","","","3","3","62598",""," "
"00402A","主動安聯美國科技","168","144","","3744","3768","220156","","","","2","2","220156",""," "
"00403A","主動統一升級50","4549","7852","25","115042","111714","4052254","80","288","","1436","1644","4052254","39"," "
"00404A","主動聯博動能50","304","24","","2281","2561","76823","","","","","","76823",""," "
"00405A","主動富邦台灣龍耀","1834","1102","12","22793","23513","612311","22","","","57","35","612311","25"," "
"00406A","主動中信台灣收益","1075","88","","2178","3165","176140","","","","","","176140",""," "
"0050","元大台灣50","852","541","6","11443","11748","5110250","78","72","","1216","1210","5110250","24"," "
"0051","元大中型100","","8","","8","","6125","","","","","","6125",""," "
"0052","富邦科技","260","188","7","10388","10453","637250","","","","64","64","637250","2"," "
"0053","元大電子","","","","10","10","1372","","","","","","1372",""," "
"0055","元大MSCI金融","304","2","","150","452","22288","","","","","","22288",""," "
"0056","元大高股息","100","135","5","4385","4345","3394008","1","2","","244","245","3394008","3"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","25029","","","","","","25029",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","40","","","20","60","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","11","11","7194","","","","","","7194",""," "
"006207","復華滬深","","","","3","3","5348","","","","","","5348",""," "
"006208","富邦台50","3","4","","223","222","457260","5","","","27","22","457260",""," "
"00631L","元大台灣50正2","12380","8586","143","173983","177634","1448337","2202","1002","","16506","15306","1448337","512"," "
"00632R","元大台灣50反1","6295","9080","45","289459","286629","583176","115","862","","5225","5972","583176","88"," "
"00633L","富邦上証正2","54","29","","7410","7435","29114","1","2","","725","726","29114",""," "
"00634R","富邦上証反1","","218","","2306","2088","11814","","","","","","11814","1"," "
"00635U","期元大S&P黃金","361","53","","5403","5711","71628","4","","","265","261","71628",""," "
"00636","國泰中國A50","5","","","69","74","25581","","","","","","25581",""," "
"00637L","元大滬深300正2","617","562","","76070","76125","187151","286","","","10790","10504","187151","26"," "
"00638R","元大滬深300反1","","","","862","862","6737","","","","4","4","6737",""," "
"00639","富邦深100","43","29","","549","563","26225","","","","7","7","26225",""," "
"00640L","富邦日本正2","8","17","","200","191","1854","","","","53","53","1854",""," "
"00641R","富邦日本反1","183","181","","9436","9438","18689","","","","488","488","18689",""," "
"00642U","期元大S&P石油","640","843","","8384","8181","27580","201","8","","2138","1945","27580","2"," "
"00643","群益深証中小","20","3","","1051","1068","19143","","","","","","19143",""," "
"00645","富邦日本","","1","","22","21","11124","","","","","","11124",""," "
"00646","元大S&P500","","2","","98","96","139621","","","","2","2","139621",""," "
"00647L","元大S&P500正2","","1","","47","46","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","11","15","","9458","9454","35922","","","","190","190","35922",""," "
"00650L","復華香港正2","209","1076","","17048","16181","31959","37","10","","841","814","31959","23"," "
"00651R","復華香港反1","","","","1723","1723","8048","","","","170","170","8048",""," "
"00652","富邦印度","8","","","169","177","16883","","","","","","16883",""," "
"00653L","富邦印度正2","8","40","","2566","2534","3975","","","","4","4","3975","","@ "
"00654R","富邦印度反1","10","80","","638","568","4866","","","","62","62","4866",""," "
"00655L","國泰中國A50正2","55","3","","2006","2058","14864","2","4","","287","289","14864",""," "
"00656R","國泰中國A50反1","","60","","215","155","5089","","","","","","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","12","12","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","4","","","950","954","207007","","","","2","2","207007",""," "
"00663L","國泰臺灣加權正2","732","590","1","7617","7758","36415","281","62","","1739","1520","36415","72"," "
"00664R","國泰臺灣加權反1","946","893","","91711","91764","191268","3","50","","2466","2513","191268",""," "
"00665L","富邦恒生國企正2","2898","5448","","88648","86098","129241","17","54","","533","570","129241","183"," "
"00666R","富邦恒生國企反1","","","","404","404","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","78","78","1883","","","","","","1883",""," "
"00669R","國泰美國道瓊反1","119","254","","15075","14940","51529","","","","117","117","51529",""," "
"00670L","富邦NASDAQ正2","51","70","","1117","1098","18661","8","1","","160","153","18661",""," "
"00671R","富邦NASDAQ反1","","483","","130569","130086","136346","51","25","","2726","2700","136346","","O "
"00673R","期元大S&P原油反1","2198","5272","","79912","76838","159637","7","71","","908","972","159637","21"," "
"00674R","期元大S&P黃金反1","1","","","209","210","4105","","2","","4","6","4105",""," "
"00675L","富邦臺灣加權正2","107","70","1","2468","2504","28321","65","8","","409","352","28321","1"," "
"00676R","富邦臺灣加權反1","191","620","","21193","20764","43208","","26","","408","434","43208","10"," "
"00678","群益那斯達克生技","","","","19","19","1987","","","","","","1987",""," "
"00680L","元大美債20正2","445","445","","71257","71257","413394","","176","","698","874","413394",""," "
"00681R","元大美債20反1","","1","","25","24","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","5","5","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","","","","66","66","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","205","38","10","1999","2156","22409","51","4","","103","56","22409","20"," "
"00686R","群益臺灣加權反1","155","235","","18188","18108","46694","","","","63","63","46694",""," "
"00688L","國泰20年美債正2","300","129","1","25684","25854","173028","","","","83","83","173028",""," "
"00689R","國泰20年美債反1","","","","1","1","1722","","","","","","1722",""," "
"00690","兆豐藍籌30","","","","81","81","20082","","","","","","20082",""," "
"00692","富邦公司治理","3","10","","62","55","153445","","","","","","153445",""," "
"00693U","期街口S&P黃豆","104","43","","2789","2850","22291","","","","1","1","22291",""," "
"00700","富邦恒生國企","","","","184","184","8870","","","","","","8870",""," "
