股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","979","620","","11447","11806","377410","","1","","117","118","377410","1"," "
"00401A","主動摩根台灣鑫收","33","42","","950","941","62598","","","","","","62598",""," "
"00402A","主動安聯美國科技","1682","","","","1682","223281","","3260","","","3260","223281","11"," "
"00403A","主動統一升級50","3350","11922","26","143010","134412","4349754","793","344","","2258","1809","4349754","105"," "
"00404A","主動聯博動能50","491","","","","491","60073","","","","","","60073",""," "
"00405A","主動富邦台灣龍耀","12963","","","","12963","427061","","","","","","427061","242"," "
"0050","元大台灣50","771","1313","27","11322","10753","5044250","248","75","","1573","1400","5044250","22"," "
"0051","元大中型100","","","","6","6","6125","","","","","","6125",""," "
"0052","富邦科技","353","1028","3","11523","10845","637000","10","5","","76","71","637000","28"," "
"0053","元大電子","","","","10","10","1247","","","","","","1247",""," "
"0055","元大MSCI金融","182","40","","218","360","21038","","2","","","2","21038",""," "
"0056","元大高股息","203","630","3","4479","4049","3388258","3","7","","196","200","3388258","7"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","7","","32","25","25279","","","","","","25279",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","","","20","20","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","12","12","7194","","","","","","7194",""," "
"006207","復華滬深","","","","5","5","5473","","","","","","5473",""," "
"006208","富邦台50","37","14","","218","241","457260","","","","26","26","457260",""," "
"00631L","元大台灣50正2","11400","19926","1564","188087","177997","1407587","800","4074","","11809","15083","1407587","613"," "
"00632R","元大台灣50反1","23343","15158","13","279119","287291","584551","546","651","","5254","5359","584551","505"," "
"00633L","富邦上証正2","109","","","7371","7480","29614","22","3","","745","726","29614","2"," "
"00634R","富邦上証反1","1","","","2130","2131","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","43","64","","4809","4788","70753","","3","","255","258","70753",""," "
"00636","國泰中國A50","13","","","68","81","26081","","","","","","26081",""," "
"00637L","元大滬深300正2","1122","45","","74620","75697","190776","161","2","","10383","10224","190776","45"," "
"00638R","元大滬深300反1","","7","","905","898","6737","","","","4","4","6737",""," "
"00639","富邦深100","","37","","551","514","26600","","","","7","7","26600",""," "
"00640L","富邦日本正2","1","2","","192","191","1854","","","","56","56","1854",""," "
"00641R","富邦日本反1","143","117","2","7918","7942","18689","","","","510","510","18689",""," "
"00642U","期元大S&P石油","998","250","","7100","7848","26830","81","18","","2870","2807","26830",""," "
"00643","群益深証中小","","1","","1050","1049","19893","","","","","","19893",""," "
"00645","富邦日本","","","","20","20","11374","","","","","","11374",""," "
"00646","元大S&P500","4","8","","48","44","140621","","","","2","2","140621",""," "
"00647L","元大S&P500正2","3","","","43","46","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","54","80","","10228","10202","36672","","","","157","157","36672",""," "
"00650L","復華香港正2","505","116","","17617","18006","30334","36","5","","1027","996","30334","1","@ "
"00651R","復華香港反1","4","10","","1780","1774","8048","","","","256","256","8048",""," "
"00652","富邦印度","20","","","146","166","16883","","","","","","16883",""," "
"00653L","富邦印度正2","13","","","2478","2491","4225","1","","","2","1","4225",""," "
"00654R","富邦印度反1","3","4","","655","654","4866","","","","65","65","4866",""," "
"00655L","國泰中國A50正2","52","9","","2145","2188","14864","1","","","332","331","14864","3"," "
"00656R","國泰中國A50反1","","","","246","246","5089","","","","","","5089",""," "
"00657","國泰日經225","","","","","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","2","","14","12","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","6","10","","980","976","194507","","","","2","2","194507",""," "
"00663L","國泰臺灣加權正2","661","1453","16","8051","7243","36415","126","217","","1595","1686","36415","57"," "
"00664R","國泰臺灣加權反1","12682","4611","","96074","104145","194393","9","3","1","415","408","194393",""," "
"00665L","富邦恒生國企正2","919","732","","83360","83547","120741","36","","","596","560","120741","19","@ "
"00666R","富邦恒生國企反1","","","","414","414","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","10","10","1883","","","","","","1883",""," "
"00669R","國泰美國道瓊反1","8","9","","15485","15484","52154","","","","119","119","52154",""," "
"00670L","富邦NASDAQ正2","4","73","","1082","1013","18536","1","2","","160","161","18536",""," "
"00671R","富邦NASDAQ反1","","","","130836","130836","136346","62","50","","2692","2680","136346","","O "
"00673R","期元大S&P原油反1","857","4812","1","93159","89203","181887","","49","","607","656","181887","4"," "
"00674R","期元大S&P黃金反1","2","","","112","114","4105","","","","","","4105",""," "
"00675L","富邦臺灣加權正2","148","125","","1980","2003","28446","15","4","","382","371","28446","11"," "
"00676R","富邦臺灣加權反1","1792","334","","21635","23093","43208","19","49","","329","359","43208","8"," "
"00678","群益那斯達克生技","","","","19","19","1987","","","","","","1987",""," "
"00680L","元大美債20正2","335","2586","15","73423","71157","426019","61","32","","551","522","426019",""," "
"00681R","元大美債20反1","","","","25","25","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","5","5","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","","","","94","94","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","265","191","2","1883","1955","19909","3","48","","8","53","19909","1"," "
"00686R","群益臺灣加權反1","787","973","","16068","15882","46569","8","30","","37","59","46569",""," "
"00688L","國泰20年美債正2","12","118","20","26669","26543","176278","","","","60","60","176278",""," "
"00689R","國泰20年美債反1","","","","1","1","1722","","","","","","1722",""," "
"00690","兆豐藍籌30","22","1","","105","126","20082","","","","","","20082",""," "
"00692","富邦公司治理","3","","","55","58","153695","","","","","","153695",""," "
"00693U","期街口S&P黃豆","26","25","","2897","2898","23041","","","","9","9","23041",""," "
"00700","富邦恒生國企","","","","187","187","8995","","","","","","8995",""," "
"00701","國泰股利精選30","17","9","","31","39","43847","","","","","","43847",""," "
"00702","國泰標普低波高息","","","","","","1672","","","","","","1672",""," "
"00703","台新MSCI中國","","","","1","1","2512","","","","","","2512",""," "
"00706L","期元大S&P日圓正2","293","231","","5061","5123","39067","","13","","40","53","39067",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","71","300","265","9486","8992","26393","9","11","","726","728","26393",""," "
"00709","富邦歐洲","","","","2","2","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45440","","","","","","45440",""," "
"00711B","復華彭博新興債","","","","3","3","218065","","","","","","218065",""," "
"00712","復華富時不動產","301","5","","17530","17826","1325752","63","","156","318","99","1325752",""," "
"00713","元大台灣高息低波","","31","","159","128","445253","","","","","","445253",""," "
"00714","群益道瓊美國地產","","","","16","16","5516","","","","","","5516",""," "
"00715L","期街口布蘭特正2","1268","811","","13425","13882","29922","186","372","","5255","5441","29922","28"," "
"00717","富邦美國特別股","","","","","","32026","","","","","","32026","","X "
"00728","第一金工業30","","","","","","9730","","","","","","9730",""," "
"00730","富邦臺灣優質高息","","","","2","2","18636","","","","","","18636","","X "
"00731","復華富時高息低波","","","","3","3","6150","","","","","","6150",""," "
"00733","富邦臺灣中小","","7","","61","54","17866","","","","1","1","17866",""," "
"00735","國泰臺韓科技","191","229","18","3684","3628","25572","47","24","","86","63","25572","5"," "
"00736","國泰新興市場","","","","","","1556","","","","","","1556",""," "
"00737","國泰AI機器人","10","","","58","68","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","157","130","5","13001","13023","59324","1","8","","313","320","59324","1"," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","","6","","1244","1238","75679","","4","","2","6","75679",""," "
"00753L","中信中國50正2","805","1505","90","105445","104655","183164","6","","","1035","1029","183164","222"," "
"00757","統一FANG+","5","23","","394","376","72873","","","","6","6","72873",""," "
"00762","元大全球AI","","1","","47","46","11812","","","","","","11812",""," "
"00763U","期街口道瓊銅","12","111","","1774","1675","12891","","","","105","105","12891",""," "
"00770","國泰北美科技","","","","25","25","20364","","","","","","20364",""," "
"00771","元大US高息特別股","","","","","","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","","","448","448","2257","","","","","","2257",""," "
"00830","國泰費城半導體","183","199","4","3471","3451","170241","17","18","","289","290","170241","1"," "
"00850","元大臺灣ESG永續","","","","6","6","104111","","","","","","104111",""," "
"00851","台新全球AI","","","","1","1","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","","","","59","59","2216","","","","70","70","2216",""," "
"00861","元大全球未來通訊","","","","13","13","17103","","","","","","17103",""," "
"00865B","國泰US短期公債","","","","","","65936","","","","","","65936",""," "
"00875","國泰網路資安","","","","","","3372","","","","","","3372",""," "
"00876","元大全球5G","","","","1","1","18756","","","","","","18756",""," "
"00878","國泰永續高股息","615","227","10","4121","4499","4634072","3","9","","15","21","4634072","4"," "
"00881","國泰台灣科技龍頭","29","100","","1161","1090","589725","2","","","13","11","589725",""," "
"00882","中信中國高股息","10","29","6","2384","2359","507462","","","","","","507462","20"," "
"00885","富邦越南","62","1","","848","909","161059","3","","","151","148","161059",""," "
"00891","中信關鍵半導體","148","153","","3783","3778","417647","2","3","","13","14","417647","36"," "
"00892","富邦台灣半導體","35","2","","443","476","68573","","","","1","1","68573",""," "
"00893","國泰智能電動車","2","3","","83","82","92721","","","","23","23","92721",""," "
"00894","中信小資高價30","4","37","","891","858","38627","","","","5","5","38627",""," "
"00895","富邦未來車","","26","","92","66","38479","1","","","12","11","38479",""," "
"00896","中信綠能及電動車","118","91","","2670","2697","88720","","2","","","2","88720","20","X "
"00897","富邦基因免疫生技","","","","19","19","38253","","","","","","38253",""," "
"00898","國泰基因免疫革命","","","","17","17","39494","","","","","","39494",""," "
"00899","FT潔淨能源","2","","","42","44","4283","","","","","","4283",""," "
"00900","富邦特選高股息30","20","40","","493","473","432256","","","","","","432256","9","X "
"00901","永豐智能車供應鏈","","","","15","15","15837","","","","","","15837",""," "
"00902","中信電池及儲能","24","","","1152","1176","57749","","","","34","34","57749",""," "
"00903","富邦元宇宙","","","","14","14","12930","","","","","","12930",""," "
"00904","台新臺灣半導體30","57","14","","787","830","42403","","","","1","1","42403",""," "
"00905","FT臺灣Smart","10","2","","221","229","83456","","","","","","83456",""," "
"00907","永豐優息存股","1","1","","26","26","44033","","","","","","44033",""," "
"00908","富邦入息REITs+","","","","1","1","9229","","","","","","9229",""," "
"00909","國泰數位支付服務","2","22","","1071","1051","29051","","2","","56","58","29051",""," "
"00910","第一金太空衛星","460","214","9","3320","3557","32359","4","","","7","3","32359","10"," "
"00911","兆豐洲際半導體","11","","","194","205","4725","","","","","","4725",""," "
"00912","中信臺灣智慧50","","","","10","10","14813","","","","","","14813",""," "
"00913","兆豐台灣晶圓製造","5","4","","272","273","6941","","","","","","6941",""," "
"00915","凱基優選高股息30","2","3","","44","43","139995","","","","","","139995","","X "
"00916","國泰全球品牌50","318","104","1","640","853","26104","18","138","40","107","187","26104","1","X "
"00917","中信特選金融","5","5","","85","85","15869","","","","","","15869",""," "
"00918","大華優利高填息30","1911","760","17","12590","13724","866941","13","43","","18","48","866941","20"," "
"00919","群益台灣精選高息","1774","707","2","16780","17845","4435783","30","39","","86","95","4435783","24","X "
"00920","富邦ESG綠色電力","","2","","52","50","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","","1","","4","3","14442","","","","","","14442","","X "
"00922","國泰台灣領袖50","60","99","","1321","1282","534171","3","1","","52","50","534171","8"," "
"00923","群益台ESG低碳50","2","1","","190","191","212480","","","","5","5","212480",""," "
"00924","復華S&P500成長","","","","61","61","112150","","","","","","112150",""," "
"00926","凱基全球菁英55","","","","21","21","22620","","","","","","22620",""," "
"00927","群益半導體收益","643","146","","3026","3523","197099","2","2","","28","28","197099","10"," "
"00929","復華台灣科技優息","428","177","2","3602","3851","1147034","15","","","17","2","1147034","24"," "
"00930","永豐ESG低碳高息","","","","21","21","35819","","","","","","35819",""," "
"00932","兆豐永續高息等權","","","","7","7","33695","","","","","","33695",""," "
"00934","中信成長高股息","4","2","","877","879","101756","","","","","","101756","1","X "
"00935","野村臺灣新科技50","375","247","26","5932","6034","178001","13","17","","67","71","178001","1"," "
"00936","台新永續高息中小","","","","11","11","57949","","","","","","57949","","X "
"00938","凱基優選30","","","","9","9","20379","","","","","","20379",""," "
"00939","統一台灣高息動能","3","46","","150","107","306494","","","","","","306494",""," "
"00940","元大台灣價值高息","132","48","","1655","1739","1415216","","","","","","1415216","10"," "
"00941","中信上游半導體","","","","164","164","110572","","","","1","1","110572",""," "
"00943","兆豐電子高息等權","1","5","","31","27","10597","","","","","","10597","","X "
"00944","野村趨勢動能高息","1","","","9","10","14020","","","","","","14020","","X "
"00945B","凱基美國非投等債","","300","","760","460","206204","","","","","","206204","","X "
"00946","群益科技高息成長","31","16","","1140","1155","121311","","","","","","121311",""," "
"00947","台新臺灣IC設計","419","198","","3451","3672","52466","6","18","","24","36","52466","21"," "
"00949","復華日本龍頭","12","","","60","72","46857","","","","","","46857",""," "
"00951","台新日本半導體","5","29","","678","654","47135","1","2","","1","2","47135",""," "
"00952","凱基台灣AI50","30","36","10","662","646","60318","","","","","","60318","","X "
"00953B","群益優選非投等債","15","60","","68585","68540","1092418","","","","","","1092418",""," "
"00954","中信日本半導體","17","70","","622","569","24686","","","","","","24686",""," "
"00956","中信日經高股息","","","","71","71","8657","","","","","","8657",""," "
"00960","野村全球航運龍頭","","12","","134","122","16498","","","","","","16498",""," "
"00961","FT臺灣永續高息","277","7","","1060","1330","52627","","","","","","52627","","X "
"00962","台新AI優息動能","22","10","","199","211","14230","","","","1","1","14230","","X "
"00963","中信全球高股息","1","","","16","17","23108","","","","","","23108","","X "
"00964","中信亞太高股息","","","","74","74","15781","","","","","","15781","","X "
"00965","元大航太防衛科技","12","10","","3398","3400","120998","","","","57","57","120998",""," "
"00971","野村美國研發龍頭","","","","49","49","16169","","","","","","16169",""," "
"00972","野村日本動能高息","","","","3","3","4918","","","","","","4918","","X "
"009800","中信NASDAQ","17","1","","1575","1591","72847","2","","","11","9","72847",""," "
"009801","中信美國創新科技","","","","58","58","27779","","","","","","27779",""," "
"009802","富邦旗艦50","292","29","1","1752","2014","134998","4","1","","7","4","134998","5","X "
"009803","玉山市值動能50","104","26","","353","431","37332","14","","","264","250","37332","","X "
"009804","聯邦台精彩50","16","10","","162","168","29473","1","","","1","","29473",""," "
"009805","台新美國電力基建","89","100","","18212","18201","171329","","","","1","1","171329",""," "
"009808","華南永昌優選50","","","","113","113","10377","","","","","","10377",""," "
"009809","富邦淨零ESG50","","","","7","7","8340","","","","","","8340","","X "
"00980A","主動野村臺灣優選","16","125","25","3388","3254","184057","","25","","35","60","184057","8"," "
"009810","玉山全球藍籌100","","2","","7","5","4788","","","","","","4788",""," "
"009811","統一美國50","","","","67","67","70612","","","","35","35","70612",""," "
"009812","野村日本東證","","","","28","28","27345","","","","","","27345",""," "
"009813","貝萊德標普卓越50","","","","267","267","104956","","","","","","104956",""," "
"009816","凱基台灣TOP50","1610","547","4","34825","35884","2380086","21","85","","887","951","2380086","317"," "
"009817","國泰日本不動產","","1","","134","133","66734","","","","5","5","66734",""," "
"009818","華南永昌NASDAQxT","","","","16","16","14538","","","","","","14538",""," "
"009819","中信數據及電力","603","389","","6007","6221","174561","","","768","768","","174561","9"," "
"00981A","主動統一台股增長","8819","10720","2","153000","151097","2287552","1300","382","","6499","5581","2287552","114","X "
"00981T","平衡凱基雙核收息","","1","","125","124","45065","","","","","","45065","","X "
"009820","元大納斯達克精選","32","90","","3244","3186","371925","","","","200","200","371925",""," "
"00982A","主動群益台灣強棒","136","359","","9398","9175","553484","188","1624","","278","1714","553484","17"," "
"00982D","主動富邦動態入息","","","","142","142","20557","","","","","","20557","","X "
"00982T","平衡兆豐台美動能","","","","","","4774","","","","","","4774",""," "
"00983A","主動中信ARK創新","1","","","1065","1066","47671","","","","5","5","47671",""," "
"00983D","主動富邦複合收益","","","","73","73","26049","","","","","","26049","","X "
"00984A","主動安聯台灣高息","7","36","25","450","396","116114","","","","","","116114",""," "
"00984D","主動聯博全球非投","5","2","","4592","4595","95014","","","","","","95014","500"," "
"00985A","主動野村台灣50","24","41","","1721","1704","124572","1","","","58","57","124572",""," "
"00985B","群益ESG投等債0-5","","","","370","370","153625","","","","","","153625",""," "
"00986A","主動台新龍頭成長","1","","","37","38","10831","","","","","","10831",""," "
"00987A","主動台新優勢成長","16","124","","2584","2476","47785","40","6","","57","23","47785","2"," "
"00988A","主動統一全球創新","5040","3787","10","50260","51503","641359","119","56","","838","775","641359","13"," "
"00989A","主動摩根美國科技","","","","78","78","19279","","","","","","19279",""," "
"00990A","主動元大AI新經濟","535","2283","","18878","17130","527880","13","4","","339","330","527880","36"," "
"00991A","主動復華未來50","5164","3047","2","62653","64768","760604","1104","127","","2143","1166","760604","12"," "
"00992A","主動群益科技創新","1103","1434","15","30741","30395","645363","9","41","","726","758","645363","9"," "
"00993A","主動安聯台灣","164","136","","1910","1938","208022","","1","","30","31","208022",""," "
"00994A","主動第一金台股優","114","52","","8298","8360","77047","4","1","","5","2","77047","44"," "
"00995A","主動中信台灣卓越","279","106","","1942","2115","80383","2","2","","13","13","80383",""," "
"00996A","主動兆豐台灣豐收","301","207","","3412","3506","82099","1","3","","8","10","82099","3"," "
"00997A","主動群益美國增長","563","113","","6870","7320","243219","","2","","1","3","243219",""," "
"00999A","主動野村臺灣高息","1371","515","","6000","6856","361129","","5","","","5","361129",""," "
"1101","台泥","486","362","393","34031","33762","1880795","","10","","81","91","1880795","5"," "
"1102","亞泥","118","50","","2459","2527","886640","","","","4","4","886640",""," "
"1103","嘉泥","105","10","","4041","4136","197561","","","","","","197561",""," "
"1104","環泥","4","15","","1453","1442","171670","","","","","","171670",""," "
"1108","幸福","2","104","","600","498","101184","","","","","","101184",""," "
"1109","信大","2","","","298","300","85289","","","","1","1","85289",""," "
"1110","東泥","24","5","","2689","2708","143000","","","","","","143000",""," "
"1201","味全","1","1","","1549","1549","126515","","","","","","126515",""," "
"1203","味王","1","","","2","3","60000","","","","","","60000",""," "
"1210","大成","51","80","","1018","989","223691","","","","4","4","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","13","42","1","470","440","73697","","","","7","7","73697",""," "
"1216","統一","35","45","","1135","1125","1420503","","","","9","9","1420503",""," "
"1217","愛之味","2","13","","1251","1240","123628","","","","3","3","123628",""," "
"1218","泰山","65","24","","1456","1497","124999","","","","","","124999","","X "
"1219","福壽","","3","","599","596","85309","","","","","","85309",""," "
"1220","台榮","","5","1","1135","1129","44269","","","","","","44269",""," "
"1225","福懋油","51","","","7344","7395","60567","","","","","","60567",""," "
"1227","佳格","12","16","","1368","1364","228772","","","","2","2","228772",""," "
"1229","聯華","48","62","5","3674","3655","448990","","","","","","448990",""," "
"1231","聯華食","4","2","","282","284","74613","","","","","","74613",""," "
"1232","大統益","","","","6","6","39993","","","","","","39993","","X "
"1233","天仁","","7","","54","47","22647","","","","","","22647",""," "
"1234","黑松","","","","21","21","100467","","","","","","100467",""," "
"1235","興泰","","","","983","983","47144","","","","","","47144",""," "
"1236","宏亞","","","","128","128","21668","","","","","","21668",""," "
"1256","鮮活果汁-KY","2","4","","414","412","8943","","","","4","4","8943",""," "
"1301","台塑","734","258","1","16663","17138","1591435","4","4","1","241","240","1591435","5"," "
"1303","南亞","2610","6830","","33491","29271","1982705","24","47","","3067","3090","1982705","92"," "
"1304","台聚","154","125","1","12740","12768","297190","","","","110","110","297190",""," "
"1305","華夏","178","64","","7112","7226","145262","16","1","","268","253","145262","7"," "
"1307","三芳","25","238","","1511","1298","99454","","","","","","99454","1"," "
"1308","亞聚","129","62","20","7640","7687","148435","1","","","10","9","148435",""," "
"1309","台達化","310","194","1","8392","8507","99396","262","10","","965","713","99396",""," "
"1310","台苯","297","68","40","12417","12606","131967","","2","","5","7","131967","5"," "
"1312","國喬","618","1434","2","15281","14463","276655","","","","","","276655","","X "
"1313","聯成","168","110","","11784","11842","337711","","","","2","2","337711",""," "
"1314","中石化","1749","534","","46235","47450","946212","3","7","","90","94","946212","16"," "
"1315","達新","","","","6","6","24774","","","","","","24774",""," "
"1316","上曜","57","38","","10816","10835","93986","2","","","17","15","93986","6"," "
"1319","東陽","212","365","","4838","4685","147869","15","152","1","227","363","147869","3"," "
"1321","大洋","34","2","","7094","7126","56807","","","","","","56807",""," "
"1323","永裕","","","","265","265","22818","","","","","","22818",""," "
"1324","地球","","4","","1379","1375","18780","","","","","","18780",""," "
"1325","恆大","17","4","","2264","2277","21320","","","","7","7","21320",""," "
"1326","台化","1149","583","2","12770","13334","1465296","38","8","","80","50","1465296","5"," "
"1337","再生-KY","120","110","","21235","21245","67238","","","","","","67238",""," "
"1338","廣華-KY","11","2","86","3113","3036","20960","","","","","","20960",""," "
"1339","昭輝","26","22","1","619","622","18534","","","","","","18534",""," "
"1340","勝悅-KY","6","","","1046","1052","38230","","","","","","38230",""," "
"1342","八貫","52","202","","932","782","19500","3","1","","9","7","19500","1"," "
"1402","遠東新","542","895","1","11574","11220","1338218","2","5","5","111","109","1338218","97"," "
"1409","新纖","1571","1959","","22341","21953","404602","17","6","","128","117","404602","675"," "
"1410","南染","","","","316","316","15500","","","","","","15500",""," "
"1413","宏洲","","","","","","","","","","","","","","OX "
"1414","東和","10","9","","923","924","49500","","","","","","49500",""," "
"1416","廣豐","91","142","","4282","4231","46335","","","","","","46335",""," "
"1417","嘉裕","31","","","1652","1683","47485","","","","","","47485",""," "
"1418","東華","","","","745","745","11708","","","","","","11708",""," "
"1419","新紡","18","11","","1257","1264","75010","","","","","","75010",""," "
"1423","利華","","","","54","54","24912","","","","","","24912",""," "
"1432","大魯閣","25","3","","207","229","22500","","","","","","22500",""," "
"1434","福懋","52","218","8","2775","2601","421166","71","","","72","1","421166",""," "
"1435","中福","","","","","","","","","","","","","","OX!"
"1436","華友聯","9","5","","898","902","48537","","","","","","48537",""," "
"1437","勤益控","2","2","","1962","1962","50467","","","","","","50467",""," "
"1438","三地開發","4","","","81","85","22801","","","","","","22801",""," "
"1439","雋揚","2","","","1053","1055","23000","","","","","","23000",""," "
"1440","南紡","287","142","30","5237","5352","414203","20","","","146","126","414203","3"," "
"1441","大東","","","","","","","","","","","","","","OX "
"1442","名軒","","","","3128","3128","91552","7","","","14","7","91552",""," "
"1443","立益物流","","","","31","31","33835","","","","","","33835",""," "
