股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","789","741","4","11193","11237","398785","","1","","49","50","398785",""," "
"00401A","主動摩根台灣鑫收","11","5","","1043","1049","60723","","1","","","1","60723",""," "
"00402A","主動安聯美國科技","29","205","1","3850","3673","211031","","","","2","2","211031",""," "
"00403A","主動統一升級50","3773","18493","5","124576","109851","3925629","23","114","","1769","1860","3925629","126"," "
"00404A","主動聯博動能50","82","125","","2699","2656","78573","","","","","","78573",""," "
"00405A","主動富邦台灣龍耀","3490","2215","","21707","22982","638936","","80","","16","96","638936","42"," "
"00406A","主動中信台灣收益","33","414","1","3914","3532","183390","","","","","","183390",""," "
"00407A","主動凱基台灣","18833","1230","","17895","35498","447309","","1","","","1","447309","23"," "
"0050","元大台灣50","1113","598","4","12613","13124","5122750","65","274","","1056","1265","5122750","56"," "
"0051","元大中型100","","","","3","3","6125","","","","","","6125",""," "
"0052","富邦科技","499","300","1","11166","11364","638125","4","7","","67","70","638125","2"," "
"0053","元大電子","","","","11","11","1372","","","","","","1372",""," "
"0055","元大MSCI金融","1","17","","246","230","22413","","","","","","22413",""," "
"0056","元大高股息","160","119","4","4947","4984","3396508","1","3","","117","119","3396508","2"," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","1","","","15","16","24654","","","","","","24654",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","","","50","50","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","8","8","7069","","","","","","7069",""," "
"006207","復華滬深","","","","3","3","5348","","","","","","5348",""," "
"006208","富邦台50","2","3","","267","266","457260","1","2","","18","19","457260",""," "
"00631L","元大台灣50正2","15795","11997","9","210970","214759","1526837","603","2741","","14404","16542","1526837","979"," "
"00632R","元大台灣50反1","12825","12559","16","285930","286180","591926","821","364","","7080","6623","591926","178"," "
"00633L","富邦上証正2","72","44","","7194","7222","28489","","39","","712","751","28489","2"," "
"00634R","富邦上証反1","26","","","2110","2136","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","140","192","","6125","6073","73378","5","17","","289","301","73378","10"," "
"00636","國泰中國A50","","5","","94","89","25331","","","","","","25331",""," "
"00637L","元大滬深300正2","1207","1284","","78945","78868","182276","87","187","","10536","10636","182276","38"," "
"00638R","元大滬深300反1","","","30","858","828","6737","","","","4","4","6737",""," "
"00639","富邦深100","2","2","","520","520","25225","","","","7","7","25225",""," "
"00640L","富邦日本正2","6","9","","245","242","1854","","","","50","50","1854",""," "
"00641R","富邦日本反1","111","54","","9476","9533","18689","","","","499","499","18689",""," "
