股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","1081","597","18","10291","10757","374535","","4","","87","91","374535","51"," "
"00401A","主動摩根台灣鑫收","27","4","","873","896","64598","","","","3","3","64598",""," "
"00402A","主動安聯美國科技","157","325","2","3914","3744","220156","","2","","","2","220156",""," "
"00403A","主動統一升級50","3150","12321","27","124240","115042","4126504","100","148","","1388","1436","4126504","33"," "
"00404A","主動聯博動能50","765","42","7","1565","2281","72698","","","","","","72698","10"," "
"00405A","主動富邦台灣龍耀","1878","5647","13","26575","22793","612311","","27","","30","57","612311","16"," "
"00406A","主動中信台灣收益","263","24","","1939","2178","177765","","","","","","177765",""," "
"0050","元大台灣50","1261","900","9","11091","11443","5104500","32","92","","1156","1216","5104500","28"," "
"0051","元大中型100","5","2","","5","8","6125","","","","","","6125",""," "
"0052","富邦科技","166","340","8","10570","10388","637375","3","3","","64","64","637375",""," "
"0053","元大電子","","","","10","10","1372","","","","","","1372",""," "
"0055","元大MSCI金融","21","13","","142","150","21038","","","","","","21038",""," "
"0056","元大高股息","235","245","6","4401","4385","3395758","1","1","","244","244","3395758",""," "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","10","","25","15","25029","","","","","","25029",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554",""," "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","","","","20","20","24359","","","","1","1","24359",""," "
"006206","元大上證50","","","","11","11","7194","","","","","","7194",""," "
"006207","復華滬深","","","","3","3","5348","","","","","","5348",""," "
"006208","富邦台50","4","21","","240","223","457385","","","","27","27","457385",""," "
"00631L","元大台灣50正2","11399","14382","191","177157","173983","1447212","1069","1991","4","15588","16506","1447212","235"," "
"00632R","元大台灣50反1","11947","4256","14","281782","289459","583676","301","135","","5391","5225","583676","69"," "
"00633L","富邦上証正2","85","580","1","7906","7410","29239","5","2","","728","725","29239","2"," "
"00634R","富邦上証反1","219","5","","2092","2306","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","111","90","1","5383","5403","71253","3","","","268","265","71253",""," "
"00636","國泰中國A50","","7","","76","69","25581","","","","","","25581",""," "
"00637L","元大滬深300正2","673","1854","6","77257","76070","187151","1","67","","10724","10790","187151","25"," "
"00638R","元大滬深300反1","","","","862","862","6737","","","","4","4","6737",""," "
"00639","富邦深100","20","25","","554","549","26350","","","","7","7","26350",""," "
"00640L","富邦日本正2","19","8","12","201","200","1854","","","","53","53","1854",""," "
"00641R","富邦日本反1","652","32","","8816","9436","18689","","","","488","488","18689",""," "
"00642U","期元大S&P石油","459","148","","8073","8384","27580","258","4","","2392","2138","27580",""," "
"00643","群益深証中小","1","","","1050","1051","19268","","","","","","19268",""," "
"00645","富邦日本","2","","","20","22","11124","","","","","","11124",""," "
"00646","元大S&P500","1","1","","98","98","139621","","","","2","2","139621",""," "
"00647L","元大S&P500正2","4","11","","54","47","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","14","","","9444","9458","35922","","","","190","190","35922",""," "
"00650L","復華香港正2","384","181","","16845","17048","31959","77","10","","908","841","31959",""," "
"00651R","復華香港反1","3","23","","1743","1723","8048","","","","170","170","8048",""," "
"00652","富邦印度","4","","","165","169","16883","","","","","","16883",""," "
"00653L","富邦印度正2","8","6","","2564","2566","4100","","","","4","4","4100",""," "
"00654R","富邦印度反1","","1","","639","638","4866","","","","62","62","4866",""," "
"00655L","國泰中國A50正2","19","22","","2009","2006","14864","3","","","290","287","14864",""," "
"00656R","國泰中國A50反1","54","","","161","215","5089","","","","","","5089",""," "
"00657","國泰日經225","","1","","1","","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","12","12","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","1","5","","954","950","205382","","1","","1","2","205382",""," "
"00663L","國泰臺灣加權正2","817","970","","7770","7617","36665","72","191","","1620","1739","36665","49"," "
"00664R","國泰臺灣加權反1","906","1888","490","93183","91711","191268","21","40","","2447","2466","191268","152"," "
"00665L","富邦恒生國企正2","3487","453","","85614","88648","124991","15","11","","537","533","124991","98","@ "
"00666R","富邦恒生國企反1","","1","","405","404","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","78","78","1883","","","","","","1883",""," "
"00669R","國泰美國道瓊反1","50","10","","15035","15075","51529","","","","117","117","51529",""," "
"00670L","富邦NASDAQ正2","48","78","","1147","1117","18536","2","9","","153","160","18536",""," "
"00671R","富邦NASDAQ反1","","9","","130578","130569","136346","2","","","2728","2726","136346","","O "
"00673R","期元大S&P原油反1","2275","3968","6","81611","79912","164762","1","54","","855","908","164762",""," "
"00674R","期元大S&P黃金反1","2","","1","208","209","4105","","1","","3","4","4105",""," "
"00675L","富邦臺灣加權正2","157","194","1","2506","2468","28446","2","56","","355","409","28446",""," "
"00676R","富邦臺灣加權反1","469","145","","20869","21193","43208","1","48","","361","408","43208","4"," "
"00678","群益那斯達克生技","","","","19","19","1987","","","","","","1987",""," "
"00680L","元大美債20正2","459","41","","70839","71257","413394","20","20","","698","698","413394",""," "
"00681R","元大美債20反1","7","","","18","25","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","5","5","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","","","","66","66","2858","","","","1","1","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","139","220","3","2083","1999","21534","7","15","","95","103","21534","6"," "
"00686R","群益臺灣加權反1","1896","146","1","16439","18188","46694","5","","","68","63","46694",""," "
"00688L","國泰20年美債正2","46","86","10","25734","25684","173278","3","","","86","83","173278",""," "
"00689R","國泰20年美債反1","","","","1","1","1722","","","","","","1722",""," "
"00690","兆豐藍籌30","","1","","82","81","20082","","","","","","20082",""," "
