股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
"00400A","主動國泰動能高息","630","491","110","11809","11838","480035","","3","","3","6","480035","3"," "
"00401A","主動摩根台灣鑫收","43","22","","1109","1130","58348","","","","2","2","58348","1"," "
"00402A","主動安聯美國科技","113","772","","3144","2485","186781","","","","","","186781",""," "
"00403A","主動統一升級50","25001","6582","65","114191","132545","4092004","77","27266","","1399","28588","4092004","438"," "
"00404A","主動聯博動能50","81","40","","2269","2310","90573","","","","","","90573",""," "
"00405A","主動富邦台灣龍耀","4179","2876","27","26918","28194","816186","30","311","","154","435","816186","114"," "
"00406A","主動中信台灣收益","2019","176","","6776","8619","262140","7","","","10","3","262140","17"," "
"00407A","主動凱基台灣","2281","3862","2","44150","42567","747684","5","8","","85","88","747684","453"," "
"00408A","主動第一金優股息","127","","","186","313","42908","","","","","","42908",""," "
"0050","元大台灣50","4510","2218","7","16048","18333","5321875","","","","","","5321875","","X "
"0051","元大中型100","","","","3","3","6125","","","","","","6125",""," "
"0052","富邦科技","1933","1023","3","11437","12344","651625","14","15","","62","63","651625","24"," "
"0053","元大電子","1","","","13","14","1372","","","","","","1372",""," "
"0055","元大MSCI金融","","39","","146","107","22538","","","","","","22538",""," "
"0056","元大高股息","1526","160","19","8320","9667","3517883","","","","","","3517883","","X "
"0057","富邦摩台","","","","","","381","","","","","","381",""," "
"0061","元大寶滬深","","","","15","15","24279","","","","","","24279",""," "
"006203","元大MSCI台灣","","","","","","2554","","","","","","2554","","X "
"006204","永豐臺灣加權","","","","","","375","","","","","","375",""," "
"006205","富邦上証","1","","","80","81","23859","","","","1","1","23859",""," "
"006206","元大上證50","","","","8","8","6819","","","","","","6819",""," "
"006207","復華滬深","","","","2","2","5223","","","","","","5223",""," "
"006208","富邦台50","40","10","","387","417","459135","","","","","","459135","13"," "
"00631L","元大台灣50正2","55921","24297","341","244400","275683","1837712","5649","2629","","16884","13864","1837712","1907"," "
"00632R","元大台灣50反1","22848","41533","6","285656","266965","579176","314","2768","","7799","10253","579176","372"," "
"00633L","富邦上証正2","863","128","","7708","8443","30989","27","2","","646","621","30989","21"," "
"00634R","富邦上証反1","18","","","2159","2177","11814","","","","","","11814",""," "
"00635U","期元大S&P黃金","206","186","69","6897","6848","76128","7","19","","265","277","76128","2"," "
"00636","國泰中國A50","11","","","138","149","24581","","","","","","24581",""," "
"00637L","元大滬深300正2","5229","200","","83192","88221","190401","1065","40","","8481","7456","190401","9"," "
"00638R","元大滬深300反1","39","48","","720","711","6112","","","","4","4","6112",""," "
"00639","富邦深100","17","","","427","444","24350","1","","","8","7","24350",""," "
"00640L","富邦日本正2","13","","","213","226","1729","9","","","47","38","1729",""," "
"00641R","富邦日本反1","253","275","","10176","10154","20189","","9","","496","505","20189","1"," "
"00642U","期元大S&P石油","130","136","","3079","3073","25955","38","1","","664","627","25955",""," "
"00643","群益深証中小","1","","","946","947","18125","","","","","","18125",""," "
"00645","富邦日本","","","","20","20","10874","","","","","","10874",""," "
"00646","元大S&P500","6","5","","73","74","142371","","","","2","2","142371",""," "
"00647L","元大S&P500正2","","7","","46","39","1604","","","","","","1604",""," "
"00648R","元大S&P500反1","728","93","","11845","12480","35172","","","","139","139","35172",""," "
"00650L","復華香港正2","775","604","","15045","15216","31709","95","26","","898","829","31709","3"," "
"00651R","復華香港反1","20","45","","1706","1681","8048","","","","94","94","8048",""," "
"00652","富邦印度","","2","","44","42","16133","","","","","","16133",""," "
"00653L","富邦印度正2","3","12","","2328","2319","3725","","","","4","4","3725",""," "
"00654R","富邦印度反1","7","","","539","546","4866","","","","62","62","4866",""," "
"00655L","國泰中國A50正2","304","4","","2045","2345","14614","30","","","241","211","14614","5"," "
"00656R","國泰中國A50反1","2","","","153","155","5089","","","","","","5089",""," "
"00657","國泰日經225","1","","","11","12","1646","","","","","","1646",""," "
"00660","元大歐洲50","","","","","","1882","","","","","","1882",""," "
"00661","元大日經225","","","","70","70","5856","","","","","","5856",""," "
"00662","富邦NASDAQ","185","5","","1111","1291","216757","1","4","","7","10","216757",""," "
"00663L","國泰臺灣加權正2","2437","810","12","9694","11309","39415","271","144","","1603","1476","39415","42"," "
"00664R","國泰臺灣加權反1","6643","17558","","90537","79622","188893","5","230","","754","979","188893","47"," "
"00665L","富邦恒生國企正2","3651","3037","","63650","64264","121741","302","130","","1389","1217","121741","76"," "
"00666R","富邦恒生國企反1","5","10","","389","384","3656","","","","12","12","3656",""," "
"00668","國泰美國道瓊","","","","","","1870","","","","","","1870",""," "
"00669R","國泰美國道瓊反1","187","617","","14547","14117","51279","3","","","116","113","51279",""," "
"00670L","富邦NASDAQ正2","39","80","","1083","1042","18536","11","6","","159","154","18536",""," "
"00671R","富邦NASDAQ反1","","290","","126392","126102","135096","40","38","","2417","2415","135096","","O "
"00673R","期元大S&P原油反1","358","1097","","43181","42442","120137","43","3","","403","363","120137",""," "
"00674R","期元大S&P黃金反1","20","7","","371","384","3855","","","","18","18","3855",""," "
"00675L","富邦臺灣加權正2","455","161","3","3164","3455","28696","24","3","1","358","336","28696","7"," "
"00676R","富邦臺灣加權反1","998","2775","","19432","17655","42208","","33","","360","393","42208","202"," "
"00678","群益那斯達克生技","7","","","16","23","2112","","","","","","2112",""," "
"00680L","元大美債20正2","504","1958","","67755","66301","377144","24","10","","507","493","377144",""," "
"00681R","元大美債20反1","","","","7","7","1898","","","","","","1898",""," "
"00682U","期元大美元指數","","","","12","12","1911","","","","","","1911",""," "
"00683L","期元大美元指正2","","","","107","107","2858","","","","","","2858",""," "
"00684R","期元大美元指反1","","","","21","21","2422","","","","","","2422",""," "
"00685L","群益臺灣加權正2","45722","13930","151","147895","179536","1407834","1178","2257","","8641","9720","1407834","1442"," "
"00686R","群益臺灣加權反1","1548","1637","1","16522","16432","47944","15","5","","90","80","47944","19"," "
"00688L","國泰20年美債正2","128","27","3","25884","25982","160278","","1","","18","19","160278",""," "
"00689R","國泰20年美債反1","","","","","","1722","","","","","","1722","","X "
"00690","兆豐藍籌30","6","5","","80","81","20332","","","","","","20332",""," "
"00692","富邦公司治理","12","1","","84","95","153820","","","","","","153820",""," "
"00693U","期街口S&P黃豆","1","72","","2347","2276","21166","1","","","1","","21166",""," "
"00700","富邦恒生國企","","1","","173","172","8745","","","","","","8745",""," "
"00701","國泰股利精選30","","4","","22","18","43347","","","","","","43347",""," "
"00702","國泰標普低波高息","","","","1","1","1672","","","","","","1672",""," "
"00703","台新MSCI中國","6","","","6","12","2387","","","","","","2387",""," "
"00706L","期元大S&P日圓正2","292","1013","","7310","6589","39067","5","","","365","360","39067",""," "
"00707R","期元大S&P日圓反1","","","","","","1463","","","","","","1463","","X "
"00708L","期元大S&P黃金正2","442","937","17","11212","10700","31643","24","58","","777","811","31643","3"," "
"00709","富邦歐洲","","","","3","3","3865","","","","","","3865",""," "
"00710B","復華彭博非投等債","","","","10","10","45190","","","","","","45190",""," "
"00711B","復華彭博新興債","","","","3","3","217940","","","","","","217940",""," "
"00712","復華富時不動產","278","1172","","14577","13683","1280377","","15","","13","28","1280377",""," "
"00713","元大台灣高息低波","24","17","","186","193","433128","","","","","","433128",""," "
"00714","群益道瓊美國地產","","","","2","2","5266","","","","","","5266",""," "
"00715L","期街口布蘭特正2","920","862","","11344","11402","30672","117","91","","4922","4896","30672","2"," "
"00717","富邦美國特別股","","","","","","31151","","","","","","31151","","X "
"00728","第一金工業30","","","","2","2","9605","","","","","","9605",""," "
"00730","富邦臺灣優質高息","1","","","7","8","17761","","","","","","17761",""," "
"00731","復華富時高息低波","","","","2","2","5525","","","","","","5525",""," "
"00733","富邦臺灣中小","26","","","31","57","16366","","","","","","16366",""," "
"00735","國泰臺韓科技","196","765","","4336","3767","28447","1","27","","5","31","28447","13"," "
"00736","國泰新興市場","","","","","","1681","","","","","","1681","","X "
"00737","國泰AI機器人","","","","50","50","5634","","","","","","5634",""," "
"00738U","期元大道瓊白銀","510","347","162","13096","13097","62199","4","81","","365","442","62199","3"," "
"00739","元大MSCI A股","","","","","","6497","","","","","","6497",""," "
"00752","中信中國50","13","133","","740","620","71304","","1","","10","11","71304",""," "
"00753L","中信中國50正2","4483","2208","","86246","88521","186164","345","26","","1357","1038","186164","19"," "
"00757","統一FANG+","6","340","","610","276","68623","","","","16","16","68623",""," "
"00762","元大全球AI","7","","","56","63","12062","","","","","","12062",""," "
"00763U","期街口道瓊銅","21","77","","1571","1515","11891","","","","94","94","11891",""," "
"00770","國泰北美科技","","5","","49","44","19864","","","","","","19864",""," "
"00771","元大US高息特別股","","","","1","1","3556","","","","","","3556",""," "
"00775B","台新投等債15+","","","","","","58025","","","","","","58025","","X "
"00783","富邦中証500","","34","","383","349","1757","","","","","","1757",""," "
"00830","國泰費城半導體","504","363","23","5877","5995","197241","33","203","","445","615","197241","3"," "
"00850","元大臺灣ESG永續","","","","17","17","103861","","","","","","103861",""," "
"00851","台新全球AI","","","","2","2","1381","","","","","","1381",""," "
"00852L","國泰美國道瓊正2","8","2","","38","44","2091","","","","54","54","2091",""," "
"00861","元大全球未來通訊","2","","","26","28","17228","","","","","","17228",""," "
"00865B","國泰US短期公債","","","","","","69186","","","","","","69186",""," "
"00875","國泰網路資安","","","","1","1","3372","","","","","","3372",""," "
"00876","元大全球5G","2","3","","18","17","22506","","","","","","22506",""," "
"00878","國泰永續高股息","384","231","1","2413","2565","4584947","6","7","","33","34","4584947","12"," "
"00881","國泰台灣科技龍頭","179","130","","1316","1365","596975","3","1","","6","4","596975",""," "
"00882","中信中國高股息","164","295","","4341","4210","512462","1","4","","1","4","512462",""," "
"00885","富邦越南","14","20","","604","598","153059","","","","133","133","153059",""," "
"00891","中信關鍵半導體","920","120","","4310","5110","420397","19","19","","45","45","420397","6"," "
"00892","富邦台灣半導體","110","230","","2366","2246","80948","","8","","","8","80948",""," "
"00893","國泰智能電動車","2","","","69","71","90471","","","","23","23","90471",""," "
"00894","中信小資高價30","37","11","","601","627","37252","","","","20","20","37252",""," "
"00895","富邦未來車","2","","","66","68","36979","1","","","9","8","36979",""," "
"00896","中信綠能及電動車","131","16","2","1521","1634","97970","","","","","","97970","3"," "
"00897","富邦基因免疫生技","14","","","262","276","35753","","","","","","35753",""," "
"00898","國泰基因免疫革命","9","1","","113","121","35119","","","","","","35119",""," "
"00899","FT潔淨能源","","","","65","65","4158","","","","","","4158",""," "
"00900","富邦特選高股息30","28","6","","348","370","404381","","","","","","404381","1"," "
"00901","永豐智能車供應鏈","1","","","2","3","15837","","","","","","15837",""," "
"00902","中信電池及儲能","38","12","2","2482","2506","56624","","","","12","12","56624",""," "
"00903","富邦元宇宙","","","","20","20","12305","","","","","","12305",""," "
"00904","台新臺灣半導體30","22","194","","799","627","41153","","5","","","5","41153",""," "
"00905","FT臺灣Smart","47","28","","432","451","88331","","","","","","88331","1"," "
"00907","永豐優息存股","596","1","","97","692","39533","","","","","","39533",""," "
"00908","富邦入息REITs+","","","","","","8854","","","","","","8854","","X "
"00909","國泰數位支付服務","16","3","","1068","1081","26801","","","","16","16","26801",""," "
"00910","第一金太空衛星","14","533","5","2693","2169","32109","12","5","","15","8","32109",""," "
"00911","兆豐洲際半導體","4","37","","189","156","6725","","","","","","6725",""," "
"00912","中信臺灣智慧50","4","4","","165","165","15063","","","","","","15063",""," "
"00913","兆豐台灣晶圓製造","45","79","1","1425","1390","11566","1","2","","2","3","11566",""," "
"00915","凱基優選高股息30","5","","","30","35","130870","","","","","","130870",""," "
"00916","國泰全球品牌50","","12","1","681","668","30729","","","","","","30729",""," "
"00917","中信特選金融","","200","","281","81","15369","","","","","","15369",""," "
"00918","大華優利高填息30","177","363","","4558","4372","873941","4","9","","15","20","873941",""," "
"00919","群益台灣精選高息","901","285","21","7550","8145","4527908","2","23","","111","132","4527908","5"," "
"00920","富邦ESG綠色電力","1","","","27","28","5070","","","","","","5070",""," "
"00921","兆豐龍頭等權重","","","","1","1","13692","","","","","","13692",""," "
"00922","國泰台灣領袖50","257","43","","1463","1677","526171","","","","4","4","526171",""," "
"00923","群益台ESG低碳50","15","10","","204","209","212730","","","","","","212730","1"," "
"00924","復華S&P500成長","2","","","117","119","110275","","","","","","110275",""," "
"00926","凱基全球菁英55","","","","21","21","23120","","","","","","23120",""," "
"00927","群益半導體收益","667","3438","10","20622","17841","336099","","10","","9","19","336099","61"," "
"00929","復華台灣科技優息","852","233","","4892","5511","1164784","","","","","","1164784","","X "
"00930","永豐ESG低碳高息","","","","22","22","33319","","","","","","33319",""," "
"00932","兆豐永續高息等權","","","","72","72","30695","","","","","","30695",""," "
"00934","中信成長高股息","2","120","","818","700","105381","","","","","","105381",""," "
"00935","野村臺灣新科技50","412","598","25","5849","5638","201751","23","","","131","108","201751","2"," "
"00936","台新永續高息中小","3","","","15","18","51699","","","","","","51699",""," "
"00938","凱基優選30","2","","","6","8","23379","","","","","","23379",""," "
"00939","統一台灣高息動能","14","11","2","161","162","299244","1","","","1","","299244",""," "
"00940","元大台灣價值高息","97","6","1","1368","1458","1373716","","129","","","129","1373716","15"," "
"00941","中信上游半導體","4","10","","250","244","111822","","","","1","1","111822",""," "
"00943","兆豐電子高息等權","","","","27","27","10472","","","","","","10472",""," "
"00944","野村趨勢動能高息","","","","9","9","13770","","","","","","13770",""," "
"00945B","凱基美國非投等債","","75","","305","230","200829","","","","","","200829",""," "
"00946","群益科技高息成長","1","2","","550","549","116186","","","","","","116186",""," "
"00947","台新臺灣IC設計","362","1279","14","6307","5376","69466","","5","","8","13","69466","10"," "
"00949","復華日本龍頭","1","","","78","79","44107","","","","","","44107",""," "
"00951","台新日本半導體","136","243","","1365","1258","53760","","10","","","10","53760",""," "
"00952","凱基台灣AI50","127","11","","494","610","60943","","","","","","60943",""," "
"00953B","群益優選非投等債","4502","4635","","78785","78652","1045918","","","","","","1045918",""," "
"00954","中信日本半導體","311","93","","1407","1625","28436","","","","","","28436",""," "
"00956","中信日經高股息","1","2","","78","77","8657","","","","","","8657",""," "
"00960","野村全球航運龍頭","1","","","70","71","15498","","","","","","15498",""," "
"00961","FT臺灣永續高息","167","192","","2816","2791","109502","1","","","1","","109502",""," "
"00962","台新AI優息動能","40","6","","112","146","13605","","","","","","13605",""," "
"00963","中信全球高股息","","3","","12","9","24608","","","","","","24608",""," "
"00964","中信亞太高股息","","2","","55","53","17281","","","","","","17281",""," "
"00965","元大航太防衛科技","5","17","","1717","1705","110373","1","","","42","41","110373",""," "
"00971","野村美國研發龍頭","1","","","14","15","14794","","","","","","14794",""," "
"00972","野村日本動能高息","","","","2","2","4543","","","","","","4543",""," "
"009800","中信NASDAQ","3","267","","1675","1411","72222","6","","","24","18","72222",""," "
"009801","中信美國創新科技","3","11","","29","21","24404","","","","","","24404",""," "
"009802","富邦旗艦50","39","281","25","1918","1651","133498","10","","","14","4","133498",""," "
"009803","玉山市值動能50","20","16","","430","434","44082","","","","10","10","44082",""," "
"009804","聯邦台精彩50","96","62","1","1051","1084","39598","","","","","","39598","9"," "
"009805","台新美國電力基建","2","74","","16057","15985","156204","","","","","","156204",""," "
"009808","華南永昌優選50","","","","44","44","10127","","","","","","10127",""," "
"009809","富邦淨零ESG50","","","","5","5","7590","","","","","","7590",""," "
"00980A","主動野村臺灣優選","176","64","","2852","2964","176307","3","1","","14","12","176307","4"," "
"009810","玉山全球藍籌100","","","","2","2","4788","","","","","","4788",""," "
"009811","統一美國50","","7","","51","44","62737","","","","35","35","62737",""," "
"009812","野村日本東證","2","","","2","4","24845","","","","","","24845",""," "
"009813","貝萊德標普卓越50","","1","","77","76","87456","","","","","","87456",""," "
"009816","凱基台灣TOP50","4021","1722","47","32465","34717","2795336","193","24","","773","604","2795336","19"," "
"009817","國泰日本不動產","","4","","109","105","61859","","","","","","61859",""," "
"009818","華南永昌NASDAQxT","","2","","14","12","13413","","","","","","13413",""," "
"009819","中信數據及電力","220","241","","5369","5348","170436","1","150","","1","150","170436",""," "
"00981A","主動統一台股增長","18753","19715","59","151266","150245","2393552","1525","888","","3339","2702","2393552","224"," "
"00981T","平衡凱基雙核收息","3","","","29","32","53315","","","","","","53315",""," "
"009820","元大納斯達克精選","204","71","","2715","2848","326300","","","","6","6","326300",""," "
"009821","野村稀土關鍵資源","716","416","409","11089","10980","185835","1","1320","","1","1320","185835","2"," "
"009824","群益美國科技巨頭","196","396","","2902","2702","169336","","","","","","169336",""," "
"00982A","主動群益台灣強棒","1217","260","","9188","10145","542984","17","11","","41","35","542984","25"," "
"00982D","主動富邦動態入息","5","1","","123","127","18432","","","","","","18432",""," "
"00982T","平衡兆豐台美動能","","","","","","4649","","","","","","4649",""," "
"00983A","主動中信ARK創新","7","1","","442","448","25296","","","","8","8","25296",""," "
"00983D","主動富邦複合收益","","","","93","93","25549","","","","","","25549",""," "
"00984A","主動安聯台灣高息","144","89","118","2249","2186","157989","","","","","","157989","3"," "
"00984D","主動聯博全球非投","220","1353","","5961","4828","137389","","","","","","137389",""," "
"00985A","主動野村台灣50","19","82","","1254","1191","117072","","1","","49","50","117072",""," "
"00985B","群益ESG投等債0-5","","","","250","250","151625","","","","","","151625",""," "
"00986A","主動台新龍頭成長","78","1","","70","147","10331","","","","","","10331",""," "
"00987A","主動台新優勢成長","80","194","","2353","2239","42535","","","","7","7","42535",""," "
"00988A","主動統一全球創新","3981","9869","616","77558","71054","830984","59","299","","247","487","830984","53"," "
"00989A","主動摩根美國科技","9","","","235","244","18154","","","","","","18154",""," "
"00990A","主動元大AI新經濟","4014","4348","38","23551","23179","612505","22","58","","64","100","612505",""," "
"00991A","主動復華未來50","12989","17079","157","129450","125203","1076479","","","","","","1076479","","X "
"00992A","主動群益科技創新","3548","2604","3","27024","27965","605738","9","111","","11","113","605738","315"," "
"00993A","主動安聯台灣","255","40","","1998","2213","196147","","","","29","29","196147",""," "
"00994A","主動第一金台股優","551","475","","2728","2804","73547","","","","1","1","73547","6"," "
"00995A","主動中信台灣卓越","143","14","","1678","1807","74258","","","","12","12","74258",""," "
"00996A","主動兆豐台灣豐收","407","382","","3869","3894","80349","2","","","7","5","80349",""," "
"00997A","主動群益美國增長","556","997","15","14494","14038","318844","","","","2","2","318844","3"," "
"00999A","主動野村臺灣高息","206","306","","3087","2987","301629","1","1","","2","2","301629",""," "
"1101","台泥","901","1166","","34408","34143","1880795","28","17","","68","57","1880795","3"," "
"1102","亞泥","13","300","","1615","1328","886640","","","","","","886640","35"," "
"1103","嘉泥","8","6","","4119","4121","208218","","","","","","208218","","X "
"1104","環泥","5","9","","1555","1551","171670","","","","","","171670",""," "
"1108","幸福","62","","","387","449","101184","","44","","","44","101184",""," "
"1109","信大","1","1","","266","266","85289","","","","","","85289",""," "
"1110","東泥","8","","","2754","2762","143000","","","","","","143000",""," "
"1201","味全","2","42","","1565","1525","126515","","","","","","126515","","X "
"1203","味王","1","","","1","2","60000","","","","","","60000",""," "
"1210","大成","17","36","","602","583","223691","","1","","5","6","223691",""," "
"1213","大飲","","","","","","","","","","","","","","OX "
"1215","卜蜂","12","9","","416","419","73697","","","","1","1","73697",""," "
"1216","統一","77","83","","543","537","1420503","","5","","6","11","1420503",""," "
"1217","愛之味","6","2","","940","944","123628","","2","","1","3","123628",""," "
"1218","泰山","58","6","","1459","1511","124999","","","","128","128","124999",""," "
"1219","福壽","","3","","535","532","85309","","","","5","5","85309",""," "
"1220","台榮","","","","863","863","44269","","","","","","44269",""," "
"1225","福懋油","","1","","6934","6933","60567","","","","10","10","60567",""," "
"1227","佳格","6","7","","897","896","228772","","","","","","228772","","X "
