Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00407A主動凱基台灣,9.88,-0.03,-0.30%,"93,021","605,748","-512,726"
2,00631L元大台灣50正2,38.08,-2.12,-5.27%,"79,836","378,866","-299,030"
3,009816凱基台灣TOP50,15.56,-0.41,-2.57%,"38,561","211,267","-172,705"
4,0050 元大台灣50,107.15,-2.95,-2.68%,"30,235","159,427","-129,191"
5,009821野村稀土關鍵資源,15.03,-0.67,-4.27%,"17,463","115,822","-98,358"
6,00988A主動統一全球創新,22.53,-0.38,-1.66%,"13,975","65,394","-51,418"
7,00405A主動富邦台灣龍耀,9.42,-0.09,-0.95%,"12,032","61,977","-49,945"
8,00400A主動國泰動能高息,14.92,-0.25,-1.65%,"13,909","62,276","-48,366"
9,00991A主動復華未來50,20.39,-0.17,-0.83%,"14,953","62,972","-48,018"
10,00403A主動統一升級50,11.04,-0.06,-0.54%,"22,450","69,422","-46,971"
11,00981A主動統一台股增長,31.48,-0.12,-0.38%,"33,014","75,361","-42,347"
12,2330 台積電,"2,390.00",-100.00,-4.02%,"7,435","39,854","-32,418"
13,00990A主動元大AI新經濟,20.51,-0.57,-2.70%,"11,942","43,408","-31,465"
14,00997A主動群益美國增長,14.16,-0.34,-2.34%,"8,958","40,361","-31,402"
15,00919 群益台灣精選高息,30.21,-0.37,-1.21%,"10,326","33,138","-22,812"
16,2344 華邦電,205.00,-6.50,-3.07%,"42,083","63,329","-21,246"
17,0052 富邦科技,63.05,-1.55,-2.40%,"6,018","25,741","-19,722"
18,0056 元大高股息,53.15,-0.45,-0.84%,"5,140","23,418","-18,277"
19,00406A主動中信台灣收益,10.21,-0.09,-0.87%,"6,431","24,462","-18,031"
20,00891 中信關鍵半導體,37.76,-0.94,-2.43%,"4,463","19,752","-15,289"
21,2317 鴻海,256.00,-3.50,-1.35%,"12,323","26,527","-14,204"
22,2369 菱生,43.30,-1.25,-2.81%,"7,659","19,966","-12,307"
23,00878 國泰永續高股息,33.66,-0.32,-0.94%,"4,614","16,841","-12,227"
24,009820元大納斯達克精選,9.77,-0.23,-2.30%,"5,062","17,249","-12,186"
25,2885 元大金,66.10,-2.20,-3.22%,"17,456","28,386","-10,930"
26,2891 中信金,69.90,-2.50,-3.45%,"21,005","31,541","-10,535"
27,00927 群益半導體收益,42.15,-0.55,-1.29%,"3,733","14,226","-10,493"
28,1802 台玻,69.30,-0.60,-0.86%,"2,924","12,890","-9,965"
29,6005 群益證,38.55,-1.20,-3.02%,"3,369","12,975","-9,606"
30,00935 野村臺灣新科技50,61.90,-1.30,-2.06%,"3,214","12,600","-9,385"
31,2303 聯電,178.00,+ 8.00,+4.71%,"70,319","79,331","-9,012"
32,00830 國泰費城半導體,96.70,-2.60,-2.62%,"3,305","12,200","-8,895"
33,00404A主動聯博動能50,10.20,-0.15,-1.45%,"3,398","11,804","-8,406"
34,2481 強茂,195.00,+ 1.50,+0.78%,"2,905","11,194","-8,288"
35,2324 仁寶,37.90,+ 1.35,+3.69%,"10,742","18,987","-8,244"
36,00982A主動群益台灣強棒,24.62,-0.17,-0.69%,"4,033","12,222","-8,189"
37,2887 台新新光金,31.60,-0.55,-1.71%,"16,636","24,443","-7,806"
38,2301 光寶科,216.50,-7.00,-3.13%,"6,865","14,380","-7,514"
39,00402A主動安聯美國科技,9.81,-0.16,-1.60%,"2,524","9,876","-7,351"
40,2408 南亞科,443.50,-11.00,-2.42%,"24,365","31,456","-7,090"
41,3037 欣興,931.00,-43.00,-4.41%,"2,121","9,173","-7,052"
42,6168 宏齊,35.50,+ 1.30,+3.80%,"3,184","10,227","-7,043"
43,00992A主動群益科技創新,18.74,-0.21,-1.11%,"8,997","15,771","-6,773"
44,00882 中信中國高股息,15.01,-0.15,-0.99%,"3,814","10,557","-6,742"
45,2308 台達電,"2,000.00",-80.00,-3.85%,"3,326","9,937","-6,611"
46,00922 國泰台灣領袖50,41.12,-0.98,-2.33%,"2,639","9,040","-6,400"
47,00947 台新臺灣IC設計,40.70,-0.54,-1.31%,"1,981","8,375","-6,393"
48,2603 長榮,186.50,-2.50,-1.32%,"7,516","13,898","-6,382"
49,00881 國泰台灣科技龍頭,55.35,-1.35,-2.38%,"3,828","10,094","-6,266"
50,2313 華通,240.00,-3.00,-1.23%,"1,938","8,160","-6,221"
