Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,2330 台積電,"2,390.00",0.00,0.00%,"98,673,938","162,505,741","-63,831,803"
2,3481 群創,70.90,+ 1.50,+2.16%,"45,570,681","76,566,480","-30,995,798"
3,2303 聯電,178.50,+ 0.50,+0.28%,"71,019,266","99,457,017","-28,437,750"
4,2454 聯發科,"4,310.00",+ 25.00,+0.58%,"44,429,005","70,988,748","-26,559,742"
5,2308 台達電,"1,980.00",-20.00,-1.00%,"27,360,129","47,735,674","-20,375,545"
6,00631L元大台灣50正2,38.16,+ 0.08,+0.21%,"9,585,981","24,717,649","-15,131,667"
7,0050 元大台灣50,107.20,+ 0.05,+0.05%,"10,328,992","25,256,473","-14,927,480"
8,2409 友達,30.40,-0.10,-0.33%,"12,542,229","27,272,349","-14,730,119"
9,3017 奇鋐,"2,505.00",-25.00,-0.99%,"9,748,244","16,023,184","-6,274,940"
10,6116 彩晶,19.50,+ 0.10,+0.52%,"2,456,131","7,885,450","-5,429,319"
11,2317 鴻海,257.50,+ 1.50,+0.59%,"11,325,940","16,380,115","-5,054,175"
12,8261 富鼎,255.50,+ 9.00,+3.65%,"3,673,925","8,488,012","-4,814,087"
13,1303 南亞,155.00,-1.00,-0.64%,"7,579,050","11,336,042","-3,756,991"
14,2408 南亞科,477.00,+ 33.50,+7.55%,"52,316,221","55,810,575","-3,494,354"
15,009816凱基台灣TOP50,15.59,+ 0.03,+0.19%,"2,202,433","5,258,013","-3,055,580"
16,00407A主動凱基台灣,9.95,+ 0.07,+0.71%,"3,643,129","6,677,344","-3,034,215"
17,2344 華邦電,219.50,+ 14.50,+7.07%,"49,485,930","52,451,833","-2,965,902"
18,2360 致茂,"2,185.00",+ 25.00,+1.16%,"3,704,191","6,633,962","-2,929,771"
19,2449 京元電子,334.50,+ 1.00,+0.30%,"11,323,191","13,901,489","-2,578,298"
20,2383 台光電,"5,640.00",+ 80.00,+1.44%,"7,033,509","9,596,314","-2,562,805"
21,3711 日月光投控,641.00,-12.00,-1.84%,"20,343,216","22,868,000","-2,524,783"
22,00981A主動統一台股增長,31.50,+ 0.02,+0.06%,"5,985,426","8,297,305","-2,311,879"
23,6719 力智,295.50,-2.00,-0.67%,"1,976,835","4,280,717","-2,303,882"
24,2603 長榮,185.00,-1.50,-0.80%,"2,659,075","4,630,385","-1,971,310"
25,3665 貿聯-KY,"1,920.00",-85.00,-4.24%,"5,045,818","6,940,264","-1,894,445"
26,00685L群益臺灣加權正2,305.05,+ 0.85,+0.28%,"1,743,503","3,558,796","-1,815,293"
27,2369 菱生,43.40,+ 0.10,+0.23%,"1,765,405","3,523,128","-1,757,722"
28,3149 正達,100.00,-2.00,-1.96%,"1,905,904","3,604,537","-1,698,632"
29,0052 富邦科技,63.00,-0.05,-0.08%,"1,399,354","3,075,117","-1,675,762"
30,2313 華通,233.00,-7.00,-2.92%,"6,876,447","8,387,538","-1,511,091"
31,2481 強茂,192.00,-3.00,-1.54%,"12,367,330","13,848,885","-1,481,555"
32,1503 士電,243.50,-4.50,-1.81%,"1,114,963","2,585,725","-1,470,761"
33,2316 楠梓電,234.50,+ 14.00,+6.35%,"919,065","2,371,803","-1,452,737"
34,2312 金寶,36.40,-1.60,-4.21%,"4,262,104","5,696,112","-1,434,007"
35,00632R元大台灣50反1,10.04,0.00,0.00%,"1,167,876","2,579,975","-1,412,098"
36,00403A主動統一升級50,11.11,+ 0.07,+0.63%,"2,718,767","4,094,916","-1,376,149"
37,1513 中興電,185.00,0.00,0.00%,"2,526,467","3,885,450","-1,358,982"
38,1560 中砂,730.00,-19.00,-2.54%,"1,120,563","2,358,441","-1,237,877"
39,00830 國泰費城半導體,99.25,+ 2.55,+2.64%,"708,025","1,943,687","-1,235,661"
40,6168 宏齊,32.80,-2.70,-7.61%,"489,515","1,679,480","-1,189,964"
41,2881 富邦金,136.00,+ 1.50,+1.12%,"2,940,034","4,083,555","-1,143,521"
42,00663L國泰臺灣加權正2,111.25,+ 0.70,+0.63%,"1,376,521","2,502,229","-1,125,707"
43,0056 元大高股息,53.20,+ 0.05,+0.09%,"1,554,797","2,679,306","-1,124,508"
44,1519 華城,808.00,-11.00,-1.34%,"1,310,084","2,425,700","-1,115,616"
45,6789 采鈺,537.00,-9.00,-1.65%,"1,093,210","2,177,227","-1,084,016"
46,3042 晶技,187.00,-3.50,-1.84%,"2,383,654","3,457,026","-1,073,371"
47,3016 嘉晶,133.50,-4.00,-2.91%,"1,621,932","2,693,555","-1,071,623"
48,2891 中信金,70.60,+ 0.70,+1.00%,"2,686,659","3,758,105","-1,071,446"
49,2885 元大金,66.70,+ 0.60,+0.91%,"2,301,310","3,355,773","-1,054,462"
50,00919 群益台灣精選高息,30.26,+ 0.05,+0.17%,"2,168,061","3,208,840","-1,040,779"
