Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,107.15,-2.95,-2.68%,"-126,207"
2,00981A主動統一台股增長,31.48,-0.12,-0.38%,"-61,391"
3,2344 華邦電,205.00,-6.50,-3.07%,"-51,790"
4,00631L元大台灣50正2,38.08,-2.12,-5.27%,"-45,165"
5,2409 友達,30.50,+ 1.45,+4.99%,"-43,045"
6,2886 兆豐金,44.55,-0.65,-1.44%,"-40,497"
7,2330 台積電,"2,390.00",-100.00,-4.02%,"-38,450"
8,2884 玉山金,35.00,-0.80,-2.23%,"-37,760"
9,00991A主動復華未來50,20.39,-0.17,-0.83%,"-37,169"
10,00988A主動統一全球創新,22.53,-0.38,-1.66%,"-33,985"
11,2880 華南金,37.00,-0.55,-1.46%,"-29,207"
12,2890 永豐金,39.55,-0.25,-0.63%,"-27,647"
13,00990A主動元大AI新經濟,20.51,-0.57,-2.70%,"-27,276"
14,009816凱基台灣TOP50,15.56,-0.41,-2.57%,"-25,759"
15,3481 群創,69.40,+ 3.40,+5.15%,"-25,214"
16,2883 凱基金,29.80,-0.30,-1.00%,"-24,434"
17,00400A主動國泰動能高息,14.92,-0.25,-1.65%,"-23,599"
18,2408 南亞科,443.50,-11.00,-2.42%,"-20,243"
19,4904 遠傳,107.00,0.00,0.00%,"-19,984"
20,1303 南亞,156.00,+ 1.50,+0.97%,"-19,381"
21,00997A主動群益美國增長,14.16,-0.34,-2.34%,"-16,510"
22,3231 緯創,157.50,-1.00,-0.63%,"-15,327"
23,00403A主動統一升級50,11.04,-0.06,-0.54%,"-12,974"
24,2892 第一金,32.05,-0.40,-1.23%,"-12,371"
25,0056 元大高股息,53.15,-0.45,-0.84%,"-12,238"
26,2317 鴻海,256.00,-3.50,-1.35%,"-11,991"
27,00891 中信關鍵半導體,37.76,-0.94,-2.43%,"-11,819"
28,0052 富邦科技,63.05,-1.55,-2.40%,"-11,761"
29,00919 群益台灣精選高息,30.21,-0.37,-1.21%,"-11,738"
30,2887 台新新光金,31.60,-0.55,-1.71%,"-11,518"
31,00878 國泰永續高股息,33.66,-0.32,-0.94%,"-11,375"
32,2845 遠東銀,13.00,-0.10,-0.76%,"-10,514"
33,00982A主動群益台灣強棒,24.62,-0.17,-0.69%,"-10,146"
34,00992A主動群益科技創新,18.74,-0.21,-1.11%,"-9,606"
35,2891 中信金,69.90,-2.50,-3.45%,"-9,359"
36,1216 統一,75.10,0.00,0.00%,"-9,335"
37,1402 遠東新,28.45,-0.20,-0.70%,"-8,601"
38,00927 群益半導體收益,42.15,-0.55,-1.29%,"-8,358"
39,2885 元大金,66.10,-2.20,-3.22%,"-8,355"
40,2882 國泰金,110.00,-3.50,-3.08%,"-8,223"
41,1802 台玻,69.30,-0.60,-0.86%,"-8,178"
42,3037 欣興,931.00,-43.00,-4.41%,"-7,648"
43,00830 國泰費城半導體,96.70,-2.60,-2.62%,"-7,210"
44,2324 仁寶,37.90,+ 1.35,+3.69%,"-7,141"
45,8150 南茂,103.00,-3.50,-3.29%,"-6,239"
46,00881 國泰台灣科技龍頭,55.35,-1.35,-2.38%,"-6,236"
47,2313 華通,240.00,-3.00,-1.23%,"-6,181"
48,5876 上海商銀,41.55,-0.25,-0.60%,"-5,940"
49,2867 三商壽,8.51,-0.21,-2.41%,"-5,127"
50,6282 康舒,62.00,+ 0.50,+0.81%,"-5,075"
