Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetBuy
1,3481 群創,37.50,+ 2.00,+5.63%,"1,379,646","833,427","546,219"
2,6116 彩晶,11.25,+ 0.60,+5.63%,"497,021","134,250","362,771"
3,2356 英業達,52.80,+ 4.10,+8.42%,"139,195","29,010","110,185"
4,2337 旺宏,168.00,+ 15.00,+9.80%,"239,710","137,569","102,141"
5,6443 元晶,42.15,+ 0.65,+1.57%,"96,403","3,341","93,061"
6,2324 仁寶,31.30,+ 1.40,+4.68%,"116,518","51,064","65,454"
7,00631L元大台灣50正2,31.85,-0.67,-2.06%,"226,957","170,405","56,553"
8,00981A主動統一台股增長,29.28,-0.69,-2.30%,"430,719","378,420","52,299"
9,00891 中信關鍵半導體,34.25,-0.94,-2.67%,"97,268","56,935","40,333"
10,2377 微星,115.50,+ 10.50,+10.00%,"102,611","67,324","35,287"
11,4958 臻鼎-KY,442.50,+ 35.50,+8.72%,"72,787","40,078","32,710"
12,3149 正達,55.70,+ 4.30,+8.37%,"45,448","15,371","30,077"
13,00632R元大台灣50反1,11.31,+ 0.10,+0.89%,"121,900","92,874","29,026"
14,0050 元大台灣50,95.50,-1.35,-1.39%,"130,654","102,303","28,351"
15,009816凱基台灣TOP50,13.90,-0.16,-1.14%,"263,924","240,586","23,338"
16,2542 興富發,42.70,+ 1.60,+3.89%,"29,596","6,901","22,695"
17,8105 凌巨,16.20,+ 1.45,+9.83%,"34,255","11,600","22,656"
18,2316 楠梓電,142.50,+ 7.00,+5.17%,"22,250","3,238","19,011"
19,3576 聯合再生,18.25,+ 0.95,+5.49%,"37,708","18,719","18,989"
20,2027 大成鋼,38.10,-1.60,-4.03%,"40,974","23,834","17,139"
21,3706 神達,82.10,-3.80,-4.42%,"29,666","12,996","16,670"
22,8021 尖點,446.00,-25.50,-5.41%,"24,639","8,738","15,900"
23,2492 華新科,200.00,+ 11.50,+6.10%,"56,731","41,347","15,384"
24,8926 台汽電,56.70,+ 5.10,+9.88%,"19,499","4,482","15,017"
25,3045 台灣大,112.00,+ 2.00,+1.82%,"20,239","5,414","14,825"
26,1605 華新,35.20,+ 0.70,+2.03%,"57,385","42,785","14,600"
27,2302 麗正,26.00,+ 2.35,+9.94%,"17,593","3,782","13,811"
28,1727 中華化,80.00,+ 1.40,+1.78%,"22,145","9,270","12,874"
29,2812 台中銀,19.45,-0.15,-0.77%,"28,175","16,289","11,885"
30,5388 中磊,79.40,-8.80,-9.98%,"19,283","7,551","11,732"
31,3135 凌航,211.00,-2.50,-1.17%,"17,155","6,048","11,107"
32,3673 TPK-KY,66.60,+ 6.00,+9.90%,"27,239","16,346","10,894"
33,2485 兆赫,67.20,-0.50,-0.74%,"31,627","21,302","10,324"
34,4960 誠美材,34.35,-3.80,-9.96%,"27,702","17,595","10,107"
35,00673R期元大S＆P原油反1,12.03,-0.16,-1.31%,"18,869","9,373","9,496"
36,1216 統一,75.20,+ 2.10,+2.87%,"24,861","15,905","8,956"
37,00991A主動復華未來50,18.12,-0.30,-1.63%,"93,117","84,443","8,674"
38,00830 國泰費城半導體,83.45,+ 0.05,+0.06%,"17,698","10,383","7,315"
39,2609 陽明,49.25,-0.85,-1.70%,"17,975","10,783","7,192"
40,3055 蔚華科,113.50,+ 3.50,+3.18%,"11,597","4,420","7,177"
41,1904 正隆,19.00,+ 1.45,+8.26%,"8,157","1,307","6,850"
42,3312 弘憶股,47.15,+ 1.55,+3.40%,"10,597","4,122","6,476"
43,2615 萬海,74.30,-2.60,-3.38%,"12,043","5,766","6,277"
44,00935 野村臺灣新科技50,54.30,-1.30,-2.34%,"17,532","11,318","6,214"
45,00980A主動野村臺灣優選,23.89,-0.24,-0.99%,"22,902","16,996","5,907"
46,00927 群益半導體收益,34.95,-0.92,-2.56%,"29,376","23,520","5,855"
47,2481 強茂,121.00,+ 5.50,+4.76%,"67,427","61,667","5,760"
48,00984A主動安聯台灣高息,15.00,-0.03,-0.20%,"15,477","9,776","5,701"
49,3044 健鼎,529.00,+ 48.00,+9.98%,"12,240","6,608","5,632"
50,6901 鑽石投資,14.75,+ 1.30,+9.67%,"6,836","1,259","5,576"
