Rank,Stock,Price,Change,ChangePercent,NetSell
1,0050 元大台灣50,97.15,-4.30,-4.24%,"-989,855"
2,6770 力積電,55.80,-6.10,-9.85%,"-424,801"
3,00991A主動復華未來50,15.11,-1.37,-8.31%,"-335,575"
4,2886 兆豐金,49.45,+ 0.05,+0.10%,"-317,259"
5,3481 群創,45.00,-2.35,-4.96%,"-306,940"
6,2344 華邦電,144.00,-16.00,-10.00%,"-304,852"
7,00988A主動統一全球創新,15.39,-1.53,-9.04%,"-281,924"
8,00403A主動統一升級50,9.00,-0.62,-6.44%,"-201,534"
9,1303 南亞,157.00,-17.00,-9.77%,"-198,310"
10,2330 台積電,"2,280.00",-70.00,-2.98%,"-173,181"
11,2317 鴻海,238.00,-15.00,-5.93%,"-156,004"
12,2892 第一金,34.80,0.00,0.00%,"-138,155"
13,2880 華南金,41.40,0.00,0.00%,"-130,544"
14,2337 旺宏,113.00,-12.50,-9.96%,"-108,425"
15,4904 遠傳,106.00,-1.50,-1.40%,"-104,606"
16,00400A主動國泰動能高息,12.51,-0.93,-6.92%,"-102,172"
17,6116 彩晶,12.90,-0.35,-2.64%,"-100,978"
18,1101 台泥,24.80,+ 0.40,+1.64%,"-97,255"
19,00405A主動富邦台灣龍耀,7.27,-0.66,-8.32%,"-93,821"
20,9904 寶成,24.05,-0.25,-1.03%,"-93,313"
21,2408 南亞科,392.50,-43.50,-9.98%,"-91,035"
22,0056 元大高股息,48.19,-1.81,-3.62%,"-85,556"
23,2801 彰銀,24.55,-0.15,-0.61%,"-82,024"
24,1605 華新,30.60,-2.05,-6.28%,"-80,823"
25,3702 大聯大,110.00,-6.00,-5.17%,"-75,421"
26,2633 台灣高鐵,26.00,-0.05,-0.19%,"-73,689"
27,3037 欣興,764.00,-84.00,-9.91%,"-67,661"
28,4958 臻鼎-KY,427.50,-43.00,-9.14%,"-61,190"
29,00830 國泰費城半導體,80.95,-6.35,-7.27%,"-58,639"
30,2352 佳世達,27.70,-1.05,-3.65%,"-57,584"
31,009816凱基台灣TOP50,13.94,-0.74,-5.04%,"-57,400"
32,3706 神達,88.20,-3.00,-3.29%,"-55,190"
33,1409 新纖,21.30,-1.30,-5.75%,"-54,755"
34,6282 康舒,42.85,-3.95,-8.44%,"-54,674"
35,8112 至上,78.20,-6.10,-7.24%,"-53,304"
36,1216 統一,77.40,+ 0.30,+0.39%,"-51,608"
37,2890 永豐金,38.65,-0.95,-2.40%,"-51,580"
38,2313 華通,182.00,-17.50,-8.77%,"-51,254"
39,00929 復華台灣科技優息,27.11,-1.43,-5.01%,"-47,897"
40,2406 國碩,30.85,-2.40,-7.22%,"-47,568"
41,00878 國泰永續高股息,31.50,-1.05,-3.23%,"-46,459"
42,00982A主動群益台灣強棒,20.09,-1.72,-7.89%,"-45,633"
43,1714 和桐,13.65,-0.80,-5.54%,"-44,792"
44,009820元大納斯達克精選,9.41,-0.42,-4.27%,"-44,745"
45,00997A主動群益美國增長,10.76,-0.66,-5.78%,"-43,943"
46,00935 野村臺灣新科技50,50.70,-4.05,-7.40%,"-43,775"
47,8422 可寧衛*,24.95,-0.75,-2.92%,"-42,930"
48,2542 興富發,42.95,-0.55,-1.26%,"-40,444"
49,2312 金寶,29.70,-2.25,-7.04%,"-40,205"
50,00990A主動元大AI新經濟,14.76,-1.34,-8.32%,"-39,992"
