Rank,Stock,Price,Change,ChangePercent,NetSell
1,2303 聯電,122.00,+ 3.50,+2.95%,"-176,034"
2,3481 群創,47.80,0.00,0.00%,"-76,862"
3,1303 南亞,177.00,+ 6.50,+3.81%,"-76,843"
4,2801 彰銀,23.65,-0.15,-0.63%,"-61,787"
5,2409 友達,24.45,0.00,0.00%,"-54,067"
6,2337 旺宏,117.50,-2.50,-2.08%,"-45,531"
7,6770 力積電,66.10,+ 6.00,+9.98%,"-44,250"
8,1718 中纖,9.99,0.00,0.00%,"-43,016"
9,2834 臺企銀,16.75,-0.15,-0.89%,"-38,785"
10,2812 台中銀,18.80,-0.10,-0.53%,"-35,998"
11,2382 廣達,304.00,+ 3.50,+1.16%,"-35,289"
12,1101 台泥,24.05,+ 0.50,+2.12%,"-30,340"
13,9904 寶成,23.45,-0.30,-1.26%,"-29,565"
14,2892 第一金,35.90,+ 0.60,+1.70%,"-26,236"
15,1301 台塑,56.00,+ 0.70,+1.27%,"-24,312"
16,2880 華南金,43.80,+ 0.55,+1.27%,"-22,642"
17,1326 台化,58.60,+ 0.40,+0.69%,"-22,227"
18,009820元大納斯達克精選,9.99,+ 0.37,+3.85%,"-19,476"
19,2481 強茂,134.00,+ 4.00,+3.08%,"-18,784"
20,6239 力成,256.50,0.00,0.00%,"-18,726"
21,1714 和桐,14.75,+ 0.20,+1.37%,"-18,318"
22,4958 臻鼎-KY,488.00,+ 44.00,+9.91%,"-17,659"
23,3711 日月光投控,593.00,+ 8.00,+1.37%,"-16,756"
24,2449 京元電子,247.00,+ 1.50,+0.61%,"-15,228"
25,6505 台塑化,67.60,-0.60,-0.88%,"-14,491"
26,3036 文曄,225.00,+ 12.50,+5.88%,"-12,197"
27,2886 兆豐金,51.20,+ 0.50,+0.99%,"-11,671"
28,00881 國泰台灣科技龍頭,52.65,+ 1.75,+3.44%,"-11,096"
29,2492 華新科,259.50,0.00,0.00%,"-10,082"
30,00830 國泰費城半導體,87.70,+ 5.15,+6.24%,"-9,969"
31,00685L群益臺灣加權正2,11.12,+ 0.63,+6.01%,"-9,299"
32,00940 元大台灣價值高息,12.47,+ 0.24,+1.96%,"-7,869"
33,6271 同欣電,190.00,+ 10.50,+5.85%,"-7,823"
34,2489 瑞軒,33.10,+ 3.00,+9.97%,"-7,747"
35,2308 台達電,"1,650.00",+ 30.00,+1.85%,"-6,939"
36,3048 益登,58.30,+ 2.50,+4.48%,"-6,689"
37,8926 台汽電,63.30,+ 0.70,+1.12%,"-5,862"
38,1210 大成,55.00,-0.50,-0.90%,"-5,835"
39,1409 新纖,22.60,0.00,0.00%,"-5,804"
40,2327 國巨*,578.00,+ 12.00,+2.12%,"-5,708"
41,3090 日電貿,147.00,+ 3.00,+2.08%,"-5,640"
42,4989 榮科,66.90,-0.30,-0.45%,"-5,588"
43,00953B群益優選非投等債,9.77,0.00,0.00%,"-5,581"
44,6165 浪凡,49.40,-1.00,-1.98%,"-5,545"
45,1710 東聯,13.90,+ 0.40,+2.96%,"-4,955"
46,6005 群益證,34.85,0.00,0.00%,"-4,820"
47,2455 全新,388.00,+ 35.00,+9.92%,"-4,360"
48,2511 太子,8.33,-0.17,-2.00%,"-4,252"
49,1310 台苯,8.17,+ 0.74,+9.96%,"-4,031"
50,2504 國產,30.35,-0.40,-1.30%,"-3,959"
