Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,125.00,-5.50,-4.21%,"307,253"
2,00403A主動統一升級50,10.59,-0.20,-1.85%,"239,703"
3,2890 永豐金,33.15,+ 0.15,+0.45%,"121,689"
4,2834 臺企銀,17.10,+ 0.25,+1.48%,"94,052"
5,2609 陽明,53.20,-0.50,-0.93%,"87,573"
6,2882 國泰金,94.40,+ 2.60,+2.83%,"82,811"
7,2884 玉山金,33.45,+ 0.45,+1.36%,"80,095"
8,2892 第一金,29.55,+ 0.55,+1.90%,"65,178"
9,3231 緯創,176.00,-18.00,-9.28%,"62,096"
10,1326 台化,55.20,-1.30,-2.30%,"44,314"
11,2867 三商壽,8.12,+ 0.12,+1.50%,"43,698"
12,2881 富邦金,114.00,+ 1.00,+0.88%,"43,616"
13,1301 台塑,50.80,-1.20,-2.31%,"38,922"
14,2027 大成鋼,44.10,+ 0.25,+0.57%,"37,198"
15,5880 合庫金,23.70,+ 0.30,+1.28%,"36,493"
16,00878 國泰永續高股息,32.68,-0.62,-1.86%,"34,461"
17,2449 京元電子,322.00,-0.50,-0.16%,"28,664"
18,1303 南亞,111.00,-2.00,-1.77%,"28,292"
19,3702 大聯大,116.50,-1.50,-1.27%,"27,504"
20,2885 元大金,63.90,+ 0.20,+0.31%,"26,501"
21,2337 旺宏,156.50,-5.50,-3.40%,"25,396"
22,00891 中信關鍵半導體,36.20,-0.55,-1.50%,"24,051"
23,3706 神達,93.90,-6.10,-6.10%,"22,985"
24,0056 元大高股息,52.65,-1.15,-2.14%,"22,040"
25,6505 台塑化,57.50,+ 1.60,+2.86%,"21,452"
26,00992A主動群益科技創新,18.20,-0.32,-1.73%,"20,600"
27,1402 遠東新,27.55,+ 0.25,+0.92%,"20,325"
28,2845 遠東銀,12.55,+ 0.20,+1.62%,"19,848"
29,3036 文曄,282.00,-10.50,-3.59%,"19,513"
30,2408 南亞科,395.00,-6.50,-1.62%,"19,028"
31,2897 王道銀行,10.35,+ 0.15,+1.47%,"18,856"
32,2317 鴻海,293.00,-16.00,-5.18%,"18,769"
33,8422 可寧衛*,28.25,+ 0.15,+0.53%,"18,311"
34,00400A主動國泰動能高息,14.86,-0.16,-1.07%,"18,265"
35,6176 瑞儀,101.50,-1.00,-0.98%,"17,565"
36,00940 元大台灣價值高息,12.62,-0.08,-0.63%,"16,308"
37,6282 康舒,70.80,+ 6.40,+9.94%,"15,728"
38,2801 彰銀,21.40,+ 0.30,+1.42%,"14,184"
39,2301 光寶科,248.50,-1.50,-0.60%,"13,219"
40,2354 鴻準,62.30,-2.80,-4.30%,"12,909"
41,3711 日月光投控,593.00,-25.00,-4.05%,"12,659"
42,8112 至上,95.60,+ 1.20,+1.27%,"12,601"
43,1314 中石化,8.25,+ 0.17,+2.10%,"12,586"
44,00982A主動群益台灣強棒,24.05,-0.11,-0.46%,"12,583"
45,2406 國碩,38.50,+ 0.50,+1.32%,"12,540"
46,2323 中環,12.15,-0.60,-4.71%,"11,345"
47,1714 和桐,12.10,+ 1.10,+10.00%,"11,004"
48,2103 台橡,22.25,+ 0.55,+2.53%,"10,786"
49,8046 南電,878.00,-26.00,-2.88%,"10,716"
50,00900 富邦特選高股息30,19.84,-0.40,-1.98%,"9,911"
