Rank,Stock,Price,Change,ChangePercent,NetSell
1,00403A主動統一升級50,10.58,+ 0.38,+3.73%,"-1,581,172"
2,00981A主動統一台股增長,31.61,+ 1.66,+5.54%,"-754,146"
3,2002 中鋼,19.95,+ 1.80,+9.92%,"-277,967"
4,2892 第一金,27.60,+ 0.05,+0.18%,"-228,501"
5,0050 元大台灣50,100.80,+ 3.50,+3.60%,"-213,365"
6,1101 台泥,24.30,+ 0.20,+0.83%,"-179,063"
7,9904 寶成,25.65,-0.15,-0.58%,"-162,237"
8,2812 台中銀,18.75,-0.20,-1.06%,"-148,720"
9,00991A主動復華未來50,19.27,+ 0.69,+3.71%,"-139,767"
10,2330 台積電,"2,310.00",+ 55.00,+2.44%,"-129,272"
11,2618 長榮航,35.45,-0.05,-0.14%,"-124,102"
12,2801 彰銀,20.20,-0.10,-0.49%,"-121,422"
13,5880 合庫金,22.65,-0.05,-0.22%,"-119,593"
14,00988A主動統一全球創新,22.08,+ 1.72,+8.45%,"-110,951"
15,2834 臺企銀,15.90,-0.10,-0.63%,"-89,880"
16,00990A主動元大AI新經濟,19.50,+ 0.97,+5.23%,"-80,954"
17,00631L元大台灣50正2,34.56,+ 2.00,+6.14%,"-79,568"
18,4958 臻鼎-KY,529.00,+ 13.00,+2.52%,"-53,326"
19,2371 大同,30.40,+ 0.90,+3.05%,"-53,305"
20,2610 華航,18.85,+ 0.30,+1.62%,"-53,098"
21,2515 中工,13.15,-0.20,-1.50%,"-52,228"
22,2105 正新,31.95,+ 0.05,+0.16%,"-52,075"
23,00992A主動群益科技創新,18.85,+ 0.57,+3.12%,"-51,516"
24,9907 統一實,15.95,0.00,0.00%,"-50,823"
25,1102 亞泥,33.60,-0.80,-2.33%,"-47,326"
26,2449 京元電子,317.00,+ 21.00,+7.09%,"-47,025"
27,2633 台灣高鐵,25.30,-0.50,-1.94%,"-46,401"
28,2845 遠東銀,12.05,-0.05,-0.41%,"-46,356"
29,8112 至上,83.40,-2.80,-3.25%,"-45,906"
30,00999A主動野村臺灣高息,10.65,+ 0.23,+2.21%,"-45,491"
31,3711 日月光投控,617.00,+ 56.00,+9.98%,"-42,081"
32,2354 鴻準,61.10,+ 0.90,+1.50%,"-39,247"
33,2609 陽明,51.80,-1.20,-2.26%,"-37,286"
34,4938 和碩,81.20,+ 0.50,+0.62%,"-34,347"
35,6239 力成,311.00,+ 28.00,+9.89%,"-33,831"
36,00400A主動國泰動能高息,14.57,+ 0.67,+4.82%,"-33,049"
37,1504 東元,72.00,-0.10,-0.14%,"-32,544"
38,009816凱基台灣TOP50,14.76,+ 0.57,+4.02%,"-32,013"
39,2382 廣達,316.50,+ 0.50,+0.16%,"-31,690"
40,9945 潤泰新,22.95,-0.35,-1.50%,"-31,088"
41,3037 欣興,990.00,+ 20.00,+2.06%,"-30,338"
42,6213 聯茂,267.00,+ 5.00,+1.91%,"-28,362"
43,4915 致伸,72.30,+ 0.30,+0.42%,"-27,699"
44,1402 遠東新,27.20,+ 0.20,+0.74%,"-25,835"
45,00753L中信中國50正2,9.90,-0.08,-0.80%,"-25,234"
46,6176 瑞儀,107.50,0.00,0.00%,"-25,062"
47,6191 精成科,98.00,+ 1.20,+1.24%,"-24,451"
48,1513 中興電,160.00,+ 3.50,+2.24%,"-22,309"
49,2504 國產,35.10,+ 0.45,+1.30%,"-21,242"
50,1909 榮成,8.91,-0.05,-0.56%,"-21,039"
