Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00405A主動富邦台灣龍耀,9.42,-0.09,-0.95%,"272,577","987,633","-715,056"
2,00407A主動凱基台灣,9.88,-0.03,-0.30%,"93,021","605,748","-512,726"
3,009816凱基台灣TOP50,15.56,-0.41,-2.57%,"356,895","781,533","-424,637"
4,00631L元大台灣50正2,38.08,-2.12,-5.27%,"447,966","857,972","-410,006"
5,0050 元大台灣50,107.15,-2.95,-2.68%,"267,182","569,834","-302,651"
6,009821野村稀土關鍵資源,15.03,-0.67,-4.27%,"68,694","331,794","-263,100"
7,00991A主動復華未來50,20.39,-0.17,-0.83%,"206,506","410,525","-204,018"
8,00919 群益台灣精選高息,30.21,-0.37,-1.21%,"386,074","544,127","-158,052"
9,00988A主動統一全球創新,22.53,-0.38,-1.66%,"180,737","334,061","-153,323"
10,2317 鴻海,256.00,-3.50,-1.35%,"121,436","240,624","-119,188"
11,00712 復華富時不動產,8.60,+ 0.07,+0.82%,"118,452","237,425","-118,972"
12,00402A主動安聯美國科技,9.81,-0.16,-1.60%,"126,306","238,129","-111,823"
13,6770 力積電,85.70,+ 7.10,+9.03%,"328,305","434,769","-106,463"
14,00406A主動中信台灣收益,10.21,-0.09,-0.87%,"108,093","194,012","-85,919"
15,00918 大華優利高填息30,32.08,+ 0.08,+0.25%,"233,372","312,081","-78,708"
16,6116 彩晶,19.40,+ 0.40,+2.11%,"119,722","197,676","-77,954"
17,3231 緯創,157.50,-1.00,-0.63%,"88,418","164,441","-76,023"
18,00400A主動國泰動能高息,14.92,-0.25,-1.65%,"149,890","223,732","-73,841"
19,00404A主動聯博動能50,10.20,-0.15,-1.45%,"49,898","115,902","-66,003"
20,2105 正新,29.25,-0.05,-0.17%,"105,473","163,377","-57,903"
21,00665L富邦恒生國企正2,7.98,-0.02,-0.25%,"71,551","127,489","-55,937"
22,2313 華通,240.00,-3.00,-1.23%,"62,682","110,865","-48,183"
23,2603 長榮,186.50,-2.50,-1.32%,"80,564","126,469","-45,905"
24,2353 宏碁,34.20,+ 0.80,+2.40%,"116,719","156,820","-40,100"
25,2324 仁寶,37.90,+ 1.35,+3.69%,"145,825","184,483","-38,657"
26,3481 群創,69.40,+ 3.40,+5.15%,"606,403","644,735","-38,332"
27,00896 中信綠能及電動車,28.08,-0.03,-0.11%,"35,792","73,988","-38,195"
28,6239 力成,338.00,-6.00,-1.74%,"59,157","95,769","-36,611"
29,00990A主動元大AI新經濟,20.51,-0.57,-2.70%,"166,797","203,258","-36,460"
30,9904 寶成,25.95,-0.05,-0.19%,"85,658","121,947","-36,288"
31,3706 神達,86.70,+ 1.20,+1.40%,"26,449","62,150","-35,700"
32,4938 和碩,84.00,+ 3.60,+4.48%,"105,210","139,915","-34,704"
33,00984D主動聯博全球非投,10.11,+ 0.02,+0.20%,"54,627","88,528","-33,900"
34,00916 國泰全球品牌50,25.04,+ 0.19,+0.76%,"28,553","60,081","-31,527"
35,1504 東元,71.90,-0.30,-0.42%,"39,162","69,752","-30,590"
36,2330 台積電,"2,390.00",-100.00,-4.02%,"100,992","130,084","-29,091"
37,00753L中信中國50正2,8.55,0.00,0.00%,"50,016","79,032","-29,016"
38,2301 光寶科,216.50,-7.00,-3.13%,"73,854","101,854","-28,000"
39,2308 台達電,"2,000.00",-80.00,-3.85%,"24,140","51,985","-27,845"
40,2385 群光,108.50,-1.50,-1.36%,"24,361","50,782","-26,420"
41,1409 新纖,27.95,-0.60,-2.10%,"45,803","72,079","-26,276"
42,00961 FT臺灣永續高息,12.73,+ 0.01,+0.08%,"22,119","47,801","-25,681"
43,6005 群益證,38.55,-1.20,-3.02%,"64,520","89,886","-25,366"
44,3042 晶技,190.50,0.00,0.00%,"57,693","82,329","-24,636"
45,00997A主動群益美國增長,14.16,-0.34,-2.34%,"92,552","116,068","-23,516"
46,00935 野村臺灣新科技50,61.90,-1.30,-2.06%,"36,580","59,085","-22,504"
47,00927 群益半導體收益,42.15,-0.55,-1.29%,"42,048","63,760","-21,712"
48,2609 陽明,51.60,+ 0.30,+0.58%,"144,178","164,921","-20,743"
49,3036 文曄,219.00,-1.50,-0.68%,"46,627","67,363","-20,736"
50,00947 台新臺灣IC設計,40.70,-0.54,-1.31%,"26,129","45,246","-19,117"
