Rank,Stock,Price,Change,ChangePercent,NetBuy
1,2303 聯電,125.00,+ 6.50,+5.49%,"508,129"
2,2882 國泰金,100.50,+ 0.60,+0.60%,"300,076"
3,2317 鴻海,258.50,-4.50,-1.71%,"247,247"
4,2609 陽明,51.10,+ 0.50,+0.99%,"243,463"
5,00878 國泰永續高股息,31.60,0.00,0.00%,"236,312"
6,6770 力積電,64.40,0.00,0.00%,"225,460"
7,2881 富邦金,125.50,+ 3.00,+2.45%,"210,318"
8,2890 永豐金,33.25,+ 0.25,+0.76%,"201,294"
9,2027 大成鋼,42.55,+ 0.05,+0.12%,"188,691"
10,00992A主動群益科技創新,17.25,-0.22,-1.26%,"138,373"
11,1303 南亞,96.90,+ 2.10,+2.22%,"113,905"
12,00982A主動群益台灣強棒,22.53,+ 0.03,+0.13%,"108,341"
13,00891 中信關鍵半導體,33.71,+ 0.20,+0.60%,"107,322"
14,3231 緯創,152.50,-5.50,-3.48%,"98,669"
15,2885 元大金,61.60,-0.70,-1.12%,"93,177"
16,2891 中信金,67.50,-0.70,-1.03%,"91,787"
17,2834 臺企銀,17.00,+ 0.05,+0.29%,"86,847"
18,2884 玉山金,33.85,+ 0.20,+0.59%,"86,774"
19,2867 三商壽,8.19,+ 0.03,+0.37%,"80,711"
20,0056 元大高股息,49.59,-0.03,-0.06%,"79,524"
21,00999A主動野村臺灣高息,10.89,-0.04,-0.37%,"67,786"
22,00940 元大台灣價值高息,12.06,+ 0.02,+0.17%,"67,372"
23,3702 大聯大,108.50,-0.50,-0.46%,"66,363"
24,1605 華新,34.30,0.00,0.00%,"64,711"
25,2312 金寶,34.90,+ 0.05,+0.14%,"63,567"
26,00400A主動國泰動能高息,13.86,-0.11,-0.79%,"62,864"
27,2337 旺宏,140.00,+ 5.00,+3.70%,"58,868"
28,3036 文曄,232.50,-7.00,-2.92%,"50,987"
29,00953B群益優選非投等債,9.58,+ 0.02,+0.21%,"50,458"
30,00900 富邦特選高股息30,18.80,-0.01,-0.05%,"50,095"
31,2449 京元電子,272.00,0.00,0.00%,"47,216"
32,2344 華邦電,156.50,+ 7.50,+5.03%,"46,513"
33,6239 力成,333.00,+ 30.00,+9.90%,"44,614"
34,2408 南亞科,340.00,+ 7.00,+2.10%,"39,148"
35,8070 長華*,58.80,+ 1.20,+2.08%,"37,952"
36,9105 泰金寶-DR,9.24,+ 0.01,+0.11%,"37,003"
37,2615 萬海,83.80,+ 0.70,+0.84%,"35,687"
38,6282 康舒,57.20,-1.30,-2.22%,"34,339"
39,2845 遠東銀,12.85,+ 0.05,+0.39%,"33,846"
40,6116 彩晶,14.20,-0.20,-1.39%,"33,141"
41,6005 群益證,38.30,+ 0.05,+0.13%,"32,959"
42,2492 華新科,417.50,+ 10.00,+2.45%,"29,239"
43,00980A主動野村臺灣優選,23.28,-0.14,-0.60%,"28,880"
44,00945B凱基美國非投等債,14.48,+ 0.04,+0.28%,"28,214"
45,6176 瑞儀,91.70,+ 2.60,+2.92%,"28,180"
46,2897 王道銀行,10.50,+ 0.10,+0.96%,"27,742"
47,00993A主動安聯台灣,12.96,+ 0.02,+0.15%,"27,079"
48,2637 慧洋-KY,78.30,+ 2.30,+3.03%,"26,547"
49,00939 統一台灣高息動能,20.72,+ 0.01,+0.05%,"23,597"
50,2349 錸德,12.95,-0.10,-0.77%,"22,660"
