Rank,Stock,Price,Change,ChangePercent,Buy,Sell,NetSell
1,00403A主動統一升級50,10.79,+ 0.09,+0.84%,"3,106,476","10,686,593","-7,580,116"
2,009816凱基台灣TOP50,15.74,+ 0.31,+2.01%,"756,509","1,576,524","-820,014"
3,00631L元大台灣50正2,39.22,+ 1.31,+3.46%,"501,871","1,033,683","-531,812"
4,00988A主動統一全球創新,22.66,+ 0.96,+4.42%,"407,160","914,172","-507,012"
5,00999A主動野村臺灣高息,11.42,+ 0.22,+1.96%,"471,166","916,704","-445,538"
6,00991A主動復華未來50,19.99,+ 0.18,+0.91%,"413,423","830,867","-417,443"
7,0050 元大台灣50,107.60,+ 1.90,+1.80%,"427,303","777,733","-350,429"
8,2002 中鋼,19.40,+ 0.45,+2.37%,"267,030","475,744","-208,714"
9,00712 復華富時不動產,8.76,0.00,0.00%,"123,546","286,818","-163,271"
10,2892 第一金,29.00,+ 0.85,+3.02%,"494,814","648,473","-153,658"
11,00891 中信關鍵半導體,36.75,+ 0.34,+0.93%,"312,495","464,439","-151,943"
12,00990A主動元大AI新經濟,21.11,+ 0.94,+4.66%,"246,043","390,833","-144,790"
13,00982A主動群益台灣強棒,24.16,+ 0.33,+1.38%,"382,252","511,628","-129,375"
14,00632R元大台灣50反1,10.02,-0.17,-1.67%,"542,451","652,142","-109,691"
15,2303 聯電,130.50,-11.00,-7.77%,"1,333,688","1,435,703","-102,014"
16,00984D主動聯博全球非投,10.03,-0.01,-0.10%,"96,832","189,141","-92,308"
17,2801 彰銀,21.10,+ 0.50,+2.43%,"200,157","284,941","-84,784"
18,00935 野村臺灣新科技50,62.65,+ 0.65,+1.05%,"87,946","163,750","-75,803"
19,1402 遠東新,27.30,+ 1.05,+4.00%,"518,776","594,017","-75,240"
20,9904 寶成,26.50,+ 0.40,+1.53%,"100,180","169,775","-69,595"
21,2449 京元電子,322.50,+ 16.00,+5.22%,"185,326","253,152","-67,825"
22,00981A主動統一台股增長,31.81,+ 0.48,+1.53%,"1,348,614","1,415,642","-67,027"
23,2812 台中銀,19.25,+ 0.55,+2.94%,"91,837","155,636","-63,798"
24,2890 永豐金,33.00,+ 2.00,+6.45%,"355,927","415,700","-59,772"
25,009805新光美國電力基建,16.68,+ 0.38,+2.33%,"127,796","182,541","-54,745"
26,2337 旺宏,162.00,-13.50,-7.69%,"459,140","508,311","-49,171"
27,8150 南茂,95.80,-2.80,-2.84%,"157,193","202,843","-45,650"
28,2633 台灣高鐵,25.75,+ 0.45,+1.78%,"175,622","216,737","-41,114"
29,2313 華通,266.50,-4.00,-1.48%,"253,387","294,387","-41,000"
30,1102 亞泥,34.20,+ 0.40,+1.18%,"183,335","224,132","-40,797"
31,4960 誠美材,33.90,+ 1.45,+4.47%,"54,614","93,380","-38,766"
32,1301 台塑,52.00,+ 1.10,+2.16%,"121,585","158,523","-36,937"
33,00927 群益半導體收益,40.79,-0.04,-0.10%,"97,781","132,515","-34,733"
34,00662 富邦NASDAQ,123.95,+ 0.80,+0.65%,"43,916","78,252","-34,336"
35,2371 大同,31.65,+ 1.80,+6.03%,"94,270","126,524","-32,254"
36,5880 合庫金,23.40,+ 0.35,+1.52%,"149,628","181,704","-32,076"
37,00753L中信中國50正2,10.09,-0.19,-1.85%,"135,106","166,602","-31,495"
38,3711 日月光投控,618.00,+ 28.00,+4.75%,"140,172","170,186","-30,013"
39,8112 至上,94.40,-0.10,-0.11%,"95,400","124,677","-29,277"
40,9907 統一實,16.75,+ 0.40,+2.45%,"26,400","55,203","-28,802"
41,2474 可成,257.00,+ 11.50,+4.68%,"67,489","95,892","-28,402"
42,00896 中信綠能及電動車,30.08,+ 0.54,+1.83%,"28,274","55,998","-27,724"
43,2208 台船,18.20,+ 0.25,+1.39%,"42,888","70,330","-27,441"
44,00715L期街口布蘭特正2,57.10,+ 3.40,+6.33%,"47,044","74,231","-27,186"
45,2330 台積電,"2,425.00",+ 45.00,+1.89%,"187,703","214,864","-27,161"
46,00961 FT臺灣永續高息,13.47,+ 0.10,+0.75%,"51,806","77,443","-25,637"
47,2834 臺企銀,16.85,+ 0.55,+3.37%,"281,718","306,428","-24,709"
48,00664R國泰臺灣加權反1,1.62,-0.02,-1.22%,"209,686","234,164","-24,478"
49,00947 台新臺灣IC設計,40.20,-0.51,-1.25%,"65,473","89,709","-24,236"
50,00984A主動安聯台灣高息,16.69,+ 0.18,+1.09%,"55,634","79,343","-23,709"
